Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.063802708333311602e+04,2.557565869277897530e+00
1.063802710516863226e+04,2.557565864198486860e+00
1.063802712700415032e+04,2.557565859119319551e+00
1.063802714883966655e+04,2.557565854040394271e+00
1.063802717067518279e+04,2.557565848961711907e+00
1.063802719251070084e+04,2.557565843883272017e+00
1.063802721434621708e+04,2.557565838805074598e+00
1.063802723618173331e+04,2.557565833727119653e+00
1.063802725801725137e+04,2.557565828649406292e+00
1.063802727985276761e+04,2.557565823571936292e+00
1.063802730168828566e+04,2.557565818494709209e+00
1.063802732352380190e+04,2.557565813417724598e+00
1.063802734535931813e+04,2.557565808340982016e+00
1.063802736719483619e+04,2.557565803264481907e+00
1.063802738903035242e+04,2.557565798188225159e+00
1.063802741086586866e+04,2.557565793112210439e+00
1.063802743270138672e+04,2.557565788036438637e+00
1.063802745453690295e+04,2.557565782960908862e+00
1.063802747637241919e+04,2.557565777885622449e+00
1.063802749820793724e+04,2.557565772810578064e+00
1.063802752004345348e+04,2.557565767735776596e+00
1.063802754187896971e+04,2.557565762661217601e+00
1.063802756371448777e+04,2.557565757586901078e+00
1.063802758555000401e+04,2.557565752512827473e+00
1.063802760738552206e+04,2.557565747438995896e+00
1.063802762922103830e+04,2.557565742365407679e+00
1.063802765105655453e+04,2.557565737292061936e+00
1.063802767289207259e+04,2.557565732218958665e+00
1.063802769472758882e+04,2.557565727146098311e+00
1.063802771656310506e+04,2.557565722073479986e+00
1.063802773839862311e+04,2.557565717001104577e+00
1.063802776023413935e+04,2.557565711928972085e+00
1.063802778206965559e+04,2.557565706857082954e+00
1.063802780390517364e+04,2.557565701785435408e+00
1.063802782574068988e+04,2.557565696714031223e+00
1.063802784757620611e+04,2.557565691642869066e+00
1.063802786941172417e+04,2.557565686571949826e+00
1.063802789124724040e+04,2.557565681501273058e+00
1.063802791308275846e+04,2.557565676430839208e+00
1.063802793491827470e+04,2.557565671360648718e+00
1.063802795675379093e+04,2.557565666290700257e+00
1.063802797858930899e+04,2.557565661220994713e+00
1.063802800042482522e+04,2.557565656151532085e+00
1.063802802226034146e+04,2.557565651082311486e+00
1.063802804409585951e+04,2.557565646013334248e+00
1.063802806593137575e+04,2.557565640944600371e+00
1.063802808776689199e+04,2.557565635876108523e+00
1.063802810960241004e+04,2.557565630807858703e+00
1.063802813143792628e+04,2.557565625739853132e+00
1.063802815327344251e+04,2.557565620672089146e+00
1.063802817510896057e+04,2.557565615604568077e+00
1.063802819694447680e+04,2.557565610537290368e+00
1.063802821877999486e+04,2.557565605470255132e+00
1.063802824061551109e+04,2.557565600403462813e+00
1.063802826245102733e+04,2.557565595336913855e+00
1.063802828428654539e+04,2.557565590270606481e+00
1.063802830612206162e+04,2.557565585204542469e+00
1.063802832795757786e+04,2.557565580138721373e+00
1.063802834979309591e+04,2.557565575073143194e+00
1.063802837162861215e+04,2.557565570007807487e+00
1.063802839346412838e+04,2.557565564942715142e+00
1.063802841529964644e+04,2.557565559877865269e+00
1.063802843713516268e+04,2.557565554813258313e+00
1.063802845897067891e+04,2.557565549748894718e+00
1.063802848080619697e+04,2.557565544684772707e+00
1.063802850264171320e+04,2.557565539620894501e+00
1.063802852447723126e+04,2.557565534557258768e+00
1.063802854631274749e+04,2.557565529493866840e+00
1.063802856814826373e+04,2.557565524430716941e+00
1.063802858998378179e+04,2.557565519367809959e+00
1.063802861181929802e+04,2.557565514305146337e+00
1.063802863365481426e+04,2.557565509242725188e+00
1.063802865549033231e+04,2.557565504180546512e+00
1.063802867732584855e+04,2.557565499118611640e+00
1.063802869916136478e+04,2.557565494056919686e+00
1.063802872099688284e+04,2.557565488995469760e+00
1.063802874283239908e+04,2.557565483934264083e+00
1.063802876466791531e+04,2.557565478873300435e+00
1.063802878650343337e+04,2.557565473812579704e+00
1.063802880833894960e+04,2.557565468752101889e+00
1.063802883017446766e+04,2.557565463691867436e+00
1.063802885200998389e+04,2.557565458631875455e+00
1.063802887384550013e+04,2.557565453572126835e+00
1.063802889568101818e+04,2.557565448512621131e+00
1.063802891751653442e+04,2.557565443453358345e+00
1.063802893935205066e+04,2.557565438394338919e+00
1.063802896118756871e+04,2.557565433335561522e+00
1.063802898302308495e+04,2.557565428277027930e+00
1.063802900485860118e+04,2.557565423218737255e+00
1.063802902669411924e+04,2.557565418160689497e+00
1.063802904852963547e+04,2.557565413102884655e+00
1.063802907036515171e+04,2.557565408045323174e+00
1.063802909220066977e+04,2.557565402988003722e+00
1.063802911403618600e+04,2.557565397930928075e+00
1.063802913587170406e+04,2.557565392874095789e+00
1.063802915770722029e+04,2.557565387817506419e+00
1.063802917954273653e+04,2.557565382761159967e+00
1.063802920137825458e+04,2.557565377705055987e+00
1.063802922321377082e+04,2.557565372649195368e+00
1.063802924504928706e+04,2.557565367593578110e+00
1.063802926688480511e+04,2.557565362538203324e+00
1.063802928872032135e+04,2.557565357483072344e+00
1.063802931055583758e+04,2.557565352428184280e+00
1.063802933239135564e+04,2.557565347373539133e+00
1.063802935422687187e+04,2.557565342319137347e+00
1.063802937606238811e+04,2.557565337264978478e+00
1.063802939789790616e+04,2.557565332211062525e+00
1.063802941973342240e+04,2.557565327157389490e+00
1.063802944156894046e+04,2.557565322103959815e+00
1.063802946340445669e+04,2.557565317050773501e+00
1.063802948523997293e+04,2.557565311997830548e+00
1.063802950707549098e+04,2.557565306945130068e+00
1.063802952891100722e+04,2.557565301892672949e+00
1.063802955074652346e+04,2.557565296840459634e+00
1.063802957258204151e+04,2.557565291788487905e+00
1.063802959441755775e+04,2.557565286736760868e+00
1.063802961625307398e+04,2.557565281685276748e+00
1.063802963808859204e+04,2.557565276634035101e+00
1.063802965992410827e+04,2.557565271583037259e+00
1.063802968175962451e+04,2.557565266532282333e+00
1.063802970359514256e+04,2.557565261481770325e+00
1.063802972543065880e+04,2.557565256431502121e+00
1.063802974726617686e+04,2.557565251381476834e+00
1.063802976910169309e+04,2.557565246331694464e+00
1.063802979093720933e+04,2.557565241282155899e+00
1.063802981277272738e+04,2.557565236232859807e+00
1.063802983460824362e+04,2.557565231183807075e+00
1.063802985644375985e+04,2.557565226134998149e+00
1.063802987827927791e+04,2.557565221086431695e+00
1.063802990011479415e+04,2.557565216038109490e+00
1.063802992195031038e+04,2.557565210990029758e+00
1.063802994378582844e+04,2.557565205942193831e+00
1.063802996562134467e+04,2.557565200894600377e+00
1.063802998745686091e+04,2.557565195847251172e+00
1.063803000929237896e+04,2.557565190800143995e+00
1.063803003112789520e+04,2.557565185753280623e+00
1.063803005296341325e+04,2.557565180706661057e+00
1.063803007479892949e+04,2.557565175660284407e+00
1.063803009663444573e+04,2.557565170614150674e+00
1.063803011846996378e+04,2.557565165568260745e+00
1.063803014030548002e+04,2.557565160522613734e+00
1.063803016214099625e+04,2.557565155477210528e+00
1.063803018397651431e+04,2.557565150432050238e+00
1.063803020581203054e+04,2.557565145387133754e+00
1.063803022764754678e+04,2.557565140342460186e+00
1.063803024948306484e+04,2.557565135298029979e+00
1.063803027131858107e+04,2.557565130253843133e+00
1.063803029315409731e+04,2.557565125209900092e+00
1.063803031498961536e+04,2.557565120166199080e+00
1.063803033682513160e+04,2.557565115122742316e+00
1.063803035866064965e+04,2.557565110079528914e+00
1.063803038049616589e+04,2.557565105036558872e+00
1.063803040233168213e+04,2.557565099993832636e+00
1.063803042416720018e+04,2.557565094951348872e+00
1.063803044600271642e+04,2.557565089909109357e+00
1.063803046783823265e+04,2.557565084867112759e+00
1.063803048967375071e+04,2.557565079825359078e+00
1.063803051150926694e+04,2.557565074783849646e+00
1.063803053334478318e+04,2.557565069742583574e+00
1.063803055518030123e+04,2.557565064701560420e+00
1.063803057701581747e+04,2.557565059660781071e+00
1.063803059885133371e+04,2.557565054620245082e+00
1.063803062068685176e+04,2.557565049579952454e+00
1.063803064252236800e+04,2.557565044539902743e+00
1.063803066435788605e+04,2.557565039500096837e+00
1.063803068619340229e+04,2.557565034460534736e+00
1.063803070802891853e+04,2.557565029421215996e+00
1.063803072986443658e+04,2.557565024382140173e+00
1.063803075169995282e+04,2.557565019343308599e+00
1.063803077353546905e+04,2.557565014304720385e+00
1.063803079537098711e+04,2.557565009266374645e+00
1.063803081720650334e+04,2.557565004228273597e+00
1.063803083904201958e+04,2.557564999190415911e+00
1.063803086087753763e+04,2.557564994152800697e+00
1.063803088271305387e+04,2.557564989115429732e+00
1.063803090454857011e+04,2.557564984078302128e+00
1.063803092638408816e+04,2.557564979041418329e+00
1.063803094821960440e+04,2.557564974004777447e+00
1.063803097005512245e+04,2.557564968968380370e+00
1.063803099189063869e+04,2.557564963932227098e+00
1.063803101372615492e+04,2.557564958896317187e+00
1.063803103556167298e+04,2.557564953860650636e+00
1.063803105739718922e+04,2.557564948825227891e+00
1.063803107923270545e+04,2.557564943790048950e+00
1.063803110106822351e+04,2.557564938755112927e+00
1.063803112290373974e+04,2.557564933720420708e+00
1.063803114473925598e+04,2.557564928685971850e+00
1.063803116657477403e+04,2.557564923651766797e+00
1.063803118841029027e+04,2.557564918617805549e+00
1.063803121024580651e+04,2.557564913584087662e+00
1.063803123208132456e+04,2.557564908550613580e+00
1.063803125391684080e+04,2.557564903517382859e+00
1.063803127575235885e+04,2.557564898484395499e+00
1.063803129758787509e+04,2.557564893451651944e+00
1.063803131942339132e+04,2.557564888419152194e+00
1.063803134125890938e+04,2.557564883386895804e+00
1.063803136309442561e+04,2.557564878354883220e+00
1.063803138492994185e+04,2.557564873323114885e+00
1.063803140676545991e+04,2.557564868291589022e+00
1.063803142860097614e+04,2.557564863260307852e+00
1.063803145043649238e+04,2.557564858229269600e+00
1.063803147227201043e+04,2.557564853198475152e+00
1.063803149410752667e+04,2.557564848167924065e+00
1.063803151594304290e+04,2.557564843137617228e+00
1.063803153777856096e+04,2.557564838107553751e+00
1.063803155961407720e+04,2.557564833077734079e+00
1.063803158144959525e+04,2.557564828048157768e+00
1.063803160328511149e+04,2.557564823018825706e+00
1.063803162512062772e+04,2.557564817989737005e+00
1.063803164695614578e+04,2.557564812960892109e+00
1.063803166879166201e+04,2.557564807932290574e+00
1.063803169062717825e+04,2.557564802903933732e+00
1.063803171246269631e+04,2.557564797875819362e+00
1.063803173429821254e+04,2.557564792847949686e+00
1.063803175613372878e+04,2.557564787820323371e+00
