Time (BJD_TBD - 2450000), F_star + F_e (mJy)
9.882460428240709007e+03,3.447985981593030491e+00
9.882460446256400246e+03,3.447985985302598255e+00
9.882460464272089666e+03,3.447985989012138930e+00
9.882460482287780906e+03,3.447985992721653847e+00
9.882460500303470326e+03,3.447985996431141231e+00
9.882460518319161565e+03,3.447986000140603302e+00
9.882460536334850985e+03,3.447986003850038284e+00
9.882460554350542225e+03,3.447986007559447508e+00
9.882460572366233464e+03,3.447986011268830087e+00
9.882460590381922884e+03,3.447986014978186464e+00
9.882460608397614124e+03,3.447986018687516196e+00
9.882460626413303544e+03,3.447986022396819727e+00
9.882460644428994783e+03,3.447986026106096613e+00
9.882460662444684203e+03,3.447986029815347298e+00
9.882460680460375443e+03,3.447986033524571781e+00
9.882460698476066682e+03,3.447986037233770062e+00
9.882460716491756102e+03,3.447986040942941255e+00
9.882460734507447341e+03,3.447986044652086246e+00
9.882460752523136762e+03,3.447986048361204592e+00
9.882460770538828001e+03,3.447986052070297625e+00
9.882460788554517421e+03,3.447986055779363124e+00
9.882460806570208661e+03,3.447986059488402422e+00
9.882460824585899900e+03,3.447986063197415962e+00
9.882460842601589320e+03,3.447986066906402414e+00
9.882460860617280559e+03,3.447986070615362664e+00
9.882460878632969980e+03,3.447986074324296268e+00
9.882460896648661219e+03,3.447986078033204116e+00
9.882460914664350639e+03,3.447986081742084874e+00
9.882460932680041878e+03,3.447986085450939875e+00
9.882460950695733118e+03,3.447986089159768230e+00
9.882460968711422538e+03,3.447986092868569497e+00
9.882460986727113777e+03,3.447986096577345894e+00
9.882461004742803198e+03,3.447986100286094313e+00
9.882461022758494437e+03,3.447986103994816975e+00
9.882461040774183857e+03,3.447986107703512548e+00
9.882461058789875096e+03,3.447986111412182808e+00
9.882461076805566336e+03,3.447986115120825978e+00
9.882461094821255756e+03,3.447986118829442947e+00
9.882461112836946995e+03,3.447986122538033715e+00
9.882461130852636416e+03,3.447986126246597838e+00
9.882461148868327655e+03,3.447986129955134871e+00
9.882461166884017075e+03,3.447986133663646147e+00
9.882461184899708314e+03,3.447986137372131665e+00
9.882461202915399554e+03,3.447986141080590095e+00
9.882461220931088974e+03,3.447986144789021434e+00
9.882461238946780213e+03,3.447986148497427017e+00
9.882461256962469633e+03,3.447986152205805954e+00
9.882461274978160873e+03,3.447986155914158690e+00
9.882461292993850293e+03,3.447986159622484781e+00
9.882461311009541532e+03,3.447986163330784670e+00
9.882461329025232772e+03,3.447986167039058358e+00
9.882461347040922192e+03,3.447986170747304957e+00
9.882461365056613431e+03,3.447986174455525354e+00
9.882461383072302851e+03,3.447986178163719551e+00
9.882461401087994091e+03,3.447986181871887101e+00
9.882461419103683511e+03,3.447986185580028007e+00
9.882461437119374750e+03,3.447986189288142711e+00
9.882461455135065989e+03,3.447986192996231214e+00
9.882461473150755410e+03,3.447986196704293071e+00
9.882461491166446649e+03,3.447986200412328284e+00
9.882461509182136069e+03,3.447986204120337295e+00
9.882461527197827309e+03,3.447986207828319216e+00
9.882461545213516729e+03,3.447986211536274936e+00
9.882461563229207968e+03,3.447986215244204899e+00
9.882461581244899207e+03,3.447986218952108661e+00
9.882461599260588628e+03,3.447986222659984445e+00
9.882461617276279867e+03,3.447986226367834917e+00
9.882461635291969287e+03,3.447986230075658742e+00
9.882461653307660526e+03,3.447986233783455479e+00
9.882461671323349947e+03,3.447986237491226458e+00
9.882461689339041186e+03,3.447986241198970792e+00
9.882461707354732425e+03,3.447986244906688924e+00
9.882461725370421846e+03,3.447986248614380411e+00
9.882461743386113085e+03,3.447986252322044809e+00
9.882461761401802505e+03,3.447986256029683449e+00
9.882461779417493744e+03,3.447986259737295001e+00
9.882461797433183165e+03,3.447986263444880795e+00
9.882461815448874404e+03,3.447986267152439499e+00
9.882461833464563824e+03,3.447986270859972002e+00
9.882461851480255064e+03,3.447986274567478748e+00
9.882461869495946303e+03,3.447986278274957961e+00
9.882461887511635723e+03,3.447986281982411416e+00
9.882461905527326962e+03,3.447986285689837782e+00
9.882461923543016383e+03,3.447986289397237947e+00
9.882461941558707622e+03,3.447986293104611910e+00
9.882461959574397042e+03,3.447986296811958784e+00
9.882461977590088281e+03,3.447986300519279457e+00
9.882461995605779521e+03,3.447986304226574372e+00
9.882462013621468941e+03,3.447986307933841310e+00
9.882462031637160180e+03,3.447986311641082935e+00
9.882462049652849601e+03,3.447986315348297026e+00
9.882462067668540840e+03,3.447986319055486248e+00
9.882462085684230260e+03,3.447986322762647937e+00
9.882462103699921499e+03,3.447986326469782536e+00
9.882462121715612739e+03,3.447986330176892267e+00
9.882462139731302159e+03,3.447986333883974019e+00
9.882462157746993398e+03,3.447986337591030015e+00
9.882462175762682818e+03,3.447986341298059365e+00
9.882462193778374058e+03,3.447986345005062514e+00
9.882462211794063478e+03,3.447986348712038129e+00
9.882462229809754717e+03,3.447986352418988432e+00
9.882462247825445957e+03,3.447986356125911644e+00
9.882462265841135377e+03,3.447986359832808656e+00
9.882462283856826616e+03,3.447986363539678578e+00
9.882462301872516036e+03,3.447986367246522299e+00
9.882462319888207276e+03,3.447986370953339375e+00
9.882462337903896696e+03,3.447986374660130693e+00
9.882462355919587935e+03,3.447986378366894922e+00
9.882462373935279174e+03,3.447986382073632949e+00
9.882462391950968595e+03,3.447986385780343888e+00
9.882462409966659834e+03,3.447986389487028180e+00
9.882462427982349254e+03,3.447986393193687160e+00
9.882462445998040494e+03,3.447986396900318606e+00
9.882462464013729914e+03,3.447986400606922963e+00
9.882462482029421153e+03,3.447986404313502007e+00
9.882462500045112392e+03,3.447986408020054405e+00
9.882462518060801813e+03,3.447986411726579714e+00
9.882462536076493052e+03,3.447986415433079266e+00
9.882462554092182472e+03,3.447986419139551728e+00
9.882462572107873712e+03,3.447986422845997545e+00
9.882462590123563132e+03,3.447986426552417161e+00
9.882462608139254371e+03,3.447986430258810131e+00
9.882462626154945610e+03,3.447986433965176456e+00
9.882462644170635031e+03,3.447986437671516580e+00
9.882462662186326270e+03,3.447986441377830058e+00
9.882462680202015690e+03,3.447986445084116447e+00
9.882462698217706929e+03,3.447986448790377079e+00
9.882462716233396350e+03,3.447986452496611065e+00
9.882462734249087589e+03,3.447986456202818850e+00
9.882462752264778828e+03,3.447986459908998658e+00
9.882462770280468249e+03,3.447986463615153152e+00
9.882462788296159488e+03,3.447986467321281001e+00
9.882462806311848908e+03,3.447986471027381761e+00
9.882462824327540147e+03,3.447986474733456763e+00
9.882462842343229568e+03,3.447986478439504676e+00
9.882462860358920807e+03,3.447986482145526388e+00
9.882462878374612046e+03,3.447986485851521454e+00
9.882462896390301466e+03,3.447986489557489431e+00
9.882462914405992706e+03,3.447986493263431651e+00
9.882462932421682126e+03,3.447986496969345893e+00
9.882462950437373365e+03,3.447986500675235266e+00
9.882462968453062786e+03,3.447986504381097106e+00
9.882462986468754025e+03,3.447986508086932744e+00
9.882463004484445264e+03,3.447986511792742181e+00
9.882463022500134684e+03,3.447986515498524529e+00
9.882463040515825924e+03,3.447986519204280231e+00
