Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.061386530092591420e+04,2.557537971661493437e+00
1.061386531688121431e+04,2.557537969282082102e+00
1.061386533283651261e+04,2.557537966902806659e+00
1.061386534879181272e+04,2.557537964523667995e+00
1.061386536474711102e+04,2.557537962144665222e+00
1.061386538070241113e+04,2.557537959765798785e+00
1.061386539665770943e+04,2.557537957387068683e+00
1.061386541261300954e+04,2.557537955008474029e+00
1.061386542856830783e+04,2.557537952630016598e+00
1.061386544452360795e+04,2.557537950251694170e+00
1.061386546047890624e+04,2.557537947873508966e+00
1.061386547643420636e+04,2.557537945495459208e+00
1.061386549238950465e+04,2.557537943117546675e+00
1.061386550834480477e+04,2.557537940739769589e+00
1.061386552430010306e+04,2.557537938362128838e+00
1.061386554025540318e+04,2.557537935984624422e+00
1.061386555621070147e+04,2.557537933607256342e+00
1.061386557216600158e+04,2.557537931230023709e+00
1.061386558812129988e+04,2.557537928852928300e+00
1.061386560407659999e+04,2.557537926475968337e+00
1.061386562003189829e+04,2.557537924099144711e+00
1.061386563598719840e+04,2.557537921722457419e+00
1.061386565194249670e+04,2.557537919345906463e+00
1.061386566789779681e+04,2.557537916969491398e+00
1.061386568385309511e+04,2.557537914593212669e+00
1.061386569980839522e+04,2.557537912217070719e+00
1.061386571576369352e+04,2.557537909841064216e+00
1.061386573171899363e+04,2.557537907465194049e+00
1.061386574767429192e+04,2.557537905089460217e+00
1.061386576362959204e+04,2.557537902713862721e+00
1.061386577958489033e+04,2.557537900338401560e+00
1.061386579554019045e+04,2.557537897963076734e+00
1.061386581149549056e+04,2.557537895587887355e+00
1.061386582745078886e+04,2.557537893212835201e+00
1.061386584340608897e+04,2.557537890837918493e+00
1.061386585936138727e+04,2.557537888463139009e+00
1.061386587531668738e+04,2.557537886088494972e+00
1.061386589127198567e+04,2.557537883713987270e+00
1.061386590722728579e+04,2.557537881339615460e+00
1.061386592318258408e+04,2.557537878965380429e+00
1.061386593913788420e+04,2.557537876591281290e+00
1.061386595509318249e+04,2.557537874217318485e+00
1.061386597104848261e+04,2.557537871843492017e+00
1.061386598700378090e+04,2.557537869469802327e+00
1.061386600295908102e+04,2.557537867096248085e+00
1.061386601891437931e+04,2.557537864722830179e+00
1.061386603486967942e+04,2.557537862349549052e+00
1.061386605082497772e+04,2.557537859976403372e+00
1.061386606678027783e+04,2.557537857603394471e+00
1.061386608273557613e+04,2.557537855230521462e+00
1.061386609869087624e+04,2.557537852857785232e+00
1.061386611464617454e+04,2.557537850485184894e+00
1.061386613060147465e+04,2.557537848112720891e+00
1.061386614655677295e+04,2.557537845740393223e+00
1.061386616251207306e+04,2.557537843368201891e+00
1.061386617846737136e+04,2.557537840996146894e+00
1.061386619442267147e+04,2.557537838624227788e+00
1.061386621037796976e+04,2.557537836252445018e+00
1.061386622633326988e+04,2.557537833880799027e+00
1.061386624228856817e+04,2.557537831509288484e+00
1.061386625824386829e+04,2.557537829137914720e+00
1.061386627419916658e+04,2.557537826766676847e+00
1.061386629015446670e+04,2.557537824395576198e+00
1.061386630610976681e+04,2.557537822024610552e+00
1.061386632206506511e+04,2.557537819653782130e+00
1.061386633802036522e+04,2.557537817283089598e+00
1.061386635397566351e+04,2.557537814912533403e+00
1.061386636993096363e+04,2.557537812542113098e+00
1.061386638588626192e+04,2.557537810171830017e+00
1.061386640184156204e+04,2.557537807801682384e+00
1.061386641779686033e+04,2.557537805431671529e+00
1.061386643375216045e+04,2.557537803061796566e+00
1.061386644970745874e+04,2.557537800692057939e+00
1.061386646566275886e+04,2.557537798322455647e+00
1.061386648161805715e+04,2.557537795952990134e+00
1.061386649757335726e+04,2.557537793583660513e+00
1.061386651352865556e+04,2.557537791214466782e+00
1.061386652948395567e+04,2.557537788845409832e+00
1.061386654543925397e+04,2.557537786476489217e+00
1.061386656139455408e+04,2.557537784107704937e+00
1.061386657734985238e+04,2.557537781739056548e+00
1.061386659330515249e+04,2.557537779370544495e+00
1.061386660926045079e+04,2.557537777002169221e+00
1.061386662521575090e+04,2.557537774633929839e+00
1.061386664117104920e+04,2.557537772265827236e+00
1.061386665712634931e+04,2.557537769897860525e+00
1.061386667308164760e+04,2.557537767530029704e+00
1.061386668903694772e+04,2.557537765162336107e+00
1.061386670499224601e+04,2.557537762794777958e+00
1.061386672094754613e+04,2.557537760427357032e+00
1.061386673690284442e+04,2.557537758060071553e+00
1.061386675285814454e+04,2.557537755692922854e+00
1.061386676881344283e+04,2.557537753325910934e+00
1.061386678476874295e+04,2.557537750959034017e+00
1.061386680072404306e+04,2.557537748592294768e+00
1.061386681667934135e+04,2.557537746225691411e+00
1.061386683263464147e+04,2.557537743859223500e+00
1.061386684858993976e+04,2.557537741492892813e+00
1.061386686454523988e+04,2.557537739126698462e+00
1.061386688050053817e+04,2.557537736760640001e+00
