Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.013184277777792886e+04,3.447741771520116405e+00
1.013184279854968190e+04,3.447741766853344547e+00
1.013184281932143494e+04,3.447741762186783632e+00
1.013184284009318799e+04,3.447741757520432770e+00
1.013184286086494103e+04,3.447741752854292407e+00
1.013184288163669407e+04,3.447741748188362987e+00
1.013184290240844712e+04,3.447741743522643176e+00
1.013184292318020016e+04,3.447741738857134308e+00
1.013184294395195320e+04,3.447741734191835494e+00
1.013184296472370625e+04,3.447741729526748067e+00
1.013184298549545929e+04,3.447741724861870249e+00
1.013184300626721233e+04,3.447741720197202930e+00
1.013184302703896537e+04,3.447741715532746998e+00
1.013184304781071842e+04,3.447741710868500675e+00
1.013184306858247146e+04,3.447741706204465295e+00
1.013184308935422450e+04,3.447741701540639969e+00
1.013184311012597936e+04,3.447741696877025142e+00
1.013184313089773241e+04,3.447741692213621256e+00
1.013184315166948545e+04,3.447741687550427425e+00
1.013184317244123849e+04,3.447741682887444536e+00
1.013184319321299154e+04,3.447741678224672146e+00
1.013184321398474458e+04,3.447741673562109810e+00
1.013184323475649762e+04,3.447741668899758416e+00
1.013184325552825067e+04,3.447741664237617520e+00
1.013184327630000371e+04,3.447741659575687123e+00
1.013184329707175675e+04,3.447741654913967224e+00
1.013184331784350979e+04,3.447741650252457823e+00
1.013184333861526284e+04,3.447741645591158921e+00
1.013184335938701588e+04,3.447741640930070517e+00
1.013184338015876892e+04,3.447741636269192611e+00
1.013184340093052197e+04,3.447741631608526092e+00
1.013184342170227501e+04,3.447741626948069182e+00
1.013184344247402805e+04,3.447741622287823215e+00
1.013184346324578109e+04,3.447741617627788191e+00
1.013184348401753414e+04,3.447741612967962777e+00
1.013184350478928718e+04,3.447741608308349193e+00
1.013184352556104022e+04,3.447741603648945663e+00
1.013184354633279327e+04,3.447741598989752632e+00
1.013184356710454631e+04,3.447741594330770543e+00
1.013184358787629935e+04,3.447741589671998508e+00
1.013184360864805240e+04,3.447741585013437415e+00
1.013184362941980544e+04,3.447741580355086377e+00
1.013184365019155848e+04,3.447741575696946281e+00
1.013184367096331152e+04,3.447741571039017128e+00
1.013184369173506457e+04,3.447741566381298917e+00
1.013184371250681761e+04,3.447741561723790760e+00
1.013184373327857065e+04,3.447741557066493545e+00
1.013184375405032551e+04,3.447741552409405941e+00
1.013184377482207856e+04,3.447741547752530167e+00
1.013184379559383160e+04,3.447741543095864447e+00
1.013184381636558464e+04,3.447741538439410114e+00
1.013184383713733769e+04,3.447741533783165835e+00
1.013184385790909073e+04,3.447741529127132498e+00
1.013184387868084377e+04,3.447741524471309660e+00
1.013184389945259682e+04,3.447741519815697764e+00
1.013184392022434986e+04,3.447741515160296810e+00
1.013184394099610290e+04,3.447741510505105467e+00
1.013184396176785594e+04,3.447741505850125954e+00
1.013184398253960899e+04,3.447741501195356495e+00
1.013184400331136203e+04,3.447741496540797979e+00
1.013184402408311507e+04,3.447741491886450405e+00
1.013184404485486812e+04,3.447741487232313329e+00
1.013184406562662116e+04,3.447741482578386307e+00
1.013184408639837420e+04,3.447741477924671116e+00
1.013184410717012724e+04,3.447741473271165979e+00
1.013184412794188029e+04,3.447741468617871785e+00
1.013184414871363333e+04,3.447741463964788089e+00
1.013184416948538637e+04,3.447741459311915335e+00
1.013184419025713942e+04,3.447741454659253524e+00
1.013184421102889246e+04,3.447741450006802655e+00
1.013184423180064550e+04,3.447741445354561840e+00
