Time (BJD_TBD - 2450000), F_star + F_c (mJy)
1.013184277777792886e+04,3.449178532390208662e+00
1.013184279854968190e+04,3.449178555713962702e+00
1.013184281932143494e+04,3.449178579035746761e+00
1.013184284009318799e+04,3.449178602355559953e+00
1.013184286086494103e+04,3.449178625673402721e+00
1.013184288163669407e+04,3.449178648989274176e+00
1.013184290240844712e+04,3.449178672303176096e+00
1.013184292318020016e+04,3.449178695615106705e+00
1.013184294395195320e+04,3.449178718925066001e+00
1.013184296472370625e+04,3.449178742233054429e+00
1.013184298549545929e+04,3.449178765539072877e+00
1.013184300626721233e+04,3.449178788843119570e+00
1.013184302703896537e+04,3.449178812145195394e+00
1.013184304781071842e+04,3.449178835445299907e+00
1.013184306858247146e+04,3.449178858743433107e+00
1.013184308935422450e+04,3.449178882039594995e+00
1.013184311012597936e+04,3.449178905333787792e+00
1.013184313089773241e+04,3.449178928626006169e+00
1.013184315166948545e+04,3.449178951916254121e+00
1.013184317244123849e+04,3.449178975204530317e+00
1.013184319321299154e+04,3.449178998490834314e+00
1.013184321398474458e+04,3.449179021775166998e+00
1.013184323475649762e+04,3.449179045057527482e+00
1.013184325552825067e+04,3.449179068337917098e+00
1.013184327630000371e+04,3.449179091616333626e+00
1.013184329707175675e+04,3.449179114892778841e+00
1.013184331784350979e+04,3.449179138167251413e+00
1.013184333861526284e+04,3.449179161439752672e+00
1.013184335938701588e+04,3.449179184710281287e+00
1.013184338015876892e+04,3.449179207978837702e+00
1.013184340093052197e+04,3.449179231245421917e+00
1.013184342170227501e+04,3.449179254510033488e+00
1.013184344247402805e+04,3.449179277772673302e+00
1.013184346324578109e+04,3.449179301033340028e+00
1.013184348401753414e+04,3.449179324292033666e+00
1.013184350478928718e+04,3.449179347548755104e+00
1.013184352556104022e+04,3.449179370803503897e+00
1.013184354633279327e+04,3.449179394056279602e+00
1.013184356710454631e+04,3.449179417307082218e+00
1.013184358787629935e+04,3.449179440555913079e+00
1.013184360864805240e+04,3.449179463802769963e+00
1.013184362941980544e+04,3.449179487047653758e+00
1.013184365019155848e+04,3.449179510290564465e+00
1.013184367096331152e+04,3.449179533531502528e+00
1.013184369173506457e+04,3.449179556770466615e+00
1.013184371250681761e+04,3.449179580007457613e+00
1.013184373327857065e+04,3.449179603242475523e+00
1.013184375405032551e+04,3.449179626475521676e+00
1.013184377482207856e+04,3.449179649706592521e+00
1.013184379559383160e+04,3.449179672935688945e+00
1.013184381636558464e+04,3.449179696162812725e+00
1.013184383713733769e+04,3.449179719387962084e+00
1.013184385790909073e+04,3.449179742611137911e+00
1.013184387868084377e+04,3.449179765832340205e+00
1.013184389945259682e+04,3.449179789051568079e+00
1.013184392022434986e+04,3.449179812268821976e+00
1.013184394099610290e+04,3.449179835484101897e+00
1.013184396176785594e+04,3.449179858697407841e+00
1.013184398253960899e+04,3.449179881908738921e+00
1.013184400331136203e+04,3.449179905118096023e+00
1.013184402408311507e+04,3.449179928325478706e+00
1.013184404485486812e+04,3.449179951530886967e+00
1.013184406562662116e+04,3.449179974734321252e+00
1.013184408639837420e+04,3.449179997935781117e+00
1.013184410717012724e+04,3.449180021135265672e+00
1.013184412794188029e+04,3.449180044332775807e+00
1.013184414871363333e+04,3.449180067528311078e+00
1.013184416948538637e+04,3.449180090721871039e+00
1.013184419025713942e+04,3.449180113913457024e+00
1.013184421102889246e+04,3.449180137103067256e+00
1.013184423180064550e+04,3.449180160290703068e+00
1.013184425257239855e+04,3.449180183476363570e+00
1.013184427334415159e+04,3.449180206660048764e+00
1.013184429411590463e+04,3.449180229841759093e+00
1.013184431488765767e+04,3.449180253021493670e+00
1.013184433565941072e+04,3.449180276199253381e+00
1.013184435643116376e+04,3.449180299375036896e+00
1.013184437720291680e+04,3.449180322548845989e+00
1.013184439797466985e+04,3.449180345720678442e+00
1.013184441874642471e+04,3.449180368890538251e+00
1.013184443951817775e+04,3.449180392058419642e+00
1.013184446028993079e+04,3.449180415224325280e+00
1.013184448106168384e+04,3.449180438388256054e+00
1.013184450183343688e+04,3.449180461550209742e+00
1.013184452260518992e+04,3.449180484710187677e+00
1.013184454337694297e+04,3.449180507868189860e+00
1.013184456414869601e+04,3.449180531024216290e+00
1.013184458492044905e+04,3.449180554178266078e+00
1.013184460569220209e+04,3.449180577330339670e+00
1.013184462646395514e+04,3.449180600480437064e+00
1.013184464723570818e+04,3.449180623628557374e+00
1.013184466800746122e+04,3.449180646774702375e+00
1.013184468877921427e+04,3.449180669918870290e+00
1.013184470955096731e+04,3.449180693061061564e+00
1.013184473032272035e+04,3.449180716201276642e+00
1.013184475109447339e+04,3.449180739339514634e+00
1.013184477186622644e+04,3.449180762475775541e+00
1.013184479263797948e+04,3.449180785610060251e+00
1.013184481340973252e+04,3.449180808742367876e+00
1.013184483418148557e+04,3.449180831872697972e+00
1.013184485495323861e+04,3.449180855001051427e+00
1.013184487572499165e+04,3.449180878127427796e+00
1.013184489649674470e+04,3.449180901251827081e+00
1.013184491726849774e+04,3.449180924374249280e+00
1.013184493804025078e+04,3.449180947494693950e+00
1.013184495881200382e+04,3.449180970613161090e+00
1.013184497958375687e+04,3.449180993729651146e+00
1.013184500035550991e+04,3.449181016844163672e+00
1.013184502112726295e+04,3.449181039956697781e+00
1.013184504189901600e+04,3.449181063067254804e+00
1.013184506267077086e+04,3.449181086175836519e+00
1.013184508344252390e+04,3.449181109282438040e+00
1.013184510421427694e+04,3.449181132387062032e+00
1.013184512498602999e+04,3.449181155489708051e+00
1.013184514575778303e+04,3.449181178590375652e+00
1.013184516652953607e+04,3.449181201689065279e+00
1.013184518730128912e+04,3.449181224785777378e+00
1.013184520807304216e+04,3.449181247880510170e+00
1.013184522884479520e+04,3.449181270973265434e+00
1.013184524961654824e+04,3.449181294064042280e+00
1.013184527038830129e+04,3.449181317152841153e+00
1.013184529116005433e+04,3.449181340239660720e+00
1.013184531193180737e+04,3.449181363324502314e+00
1.013184533270356042e+04,3.449181386407365935e+00
1.013184535347531346e+04,3.449181409488249361e+00
1.013184537424706650e+04,3.449181432567155259e+00
1.013184539501881954e+04,3.449181455644081851e+00
1.013184541579057259e+04,3.449181478719030469e+00
1.013184543656232563e+04,3.449181501791999338e+00
1.013184545733407867e+04,3.449181524862988901e+00
1.013184547810583172e+04,3.449181547932000047e+00
1.013184549887758476e+04,3.449181570999031887e+00
1.013184551964933780e+04,3.449181594064084422e+00
1.013184554042109085e+04,3.449181617127157651e+00
1.013184556119284389e+04,3.449181640188251574e+00
1.013184558196459693e+04,3.449181663247366192e+00
1.013184560273634997e+04,3.449181686304501504e+00
1.013184562350810302e+04,3.449181709359657511e+00
1.013184564427985606e+04,3.449181732412833323e+00
1.013184566505160910e+04,3.449181755464030275e+00
1.013184568582336215e+04,3.449181778513246588e+00
1.013184570659511701e+04,3.449181801560485372e+00
1.013184572736687005e+04,3.449181824605742630e+00
1.013184574813862309e+04,3.449181847649019694e+00
1.013184576891037614e+04,3.449181870690316565e+00
1.013184578968212918e+04,3.449181893729633686e+00
1.013184581045388222e+04,3.449181916766970168e+00
1.013184583122563527e+04,3.449181939802327346e+00
1.013184585199738831e+04,3.449181962835703885e+00
1.013184587276914135e+04,3.449181985867099787e+00
1.013184589354089439e+04,3.449182008896515494e+00
1.013184591431264744e+04,3.449182031923951453e+00
1.013184593508440048e+04,3.449182054949405885e+00
1.013184595585615352e+04,3.449182077972880123e+00
1.013184597662790657e+04,3.449182100994373279e+00
1.013184599739965961e+04,3.449182124013885797e+00
1.013184601817141265e+04,3.449182147031417678e+00
1.013184603894316569e+04,3.449182170046969365e+00
1.013184605971491874e+04,3.449182193060539081e+00
1.013184608048667178e+04,3.449182216072128160e+00
1.013184610125842482e+04,3.449182239081736157e+00
1.013184612203017787e+04,3.449182262089363959e+00
1.013184614280193091e+04,3.449182285095009348e+00
1.013184616357368395e+04,3.449182308098673655e+00
1.013184618434543700e+04,3.449182331100356436e+00
1.013184620511719004e+04,3.449182354100058578e+00
1.013184622588894308e+04,3.449182377097779195e+00
1.013184624666069612e+04,3.449182400093517842e+00
1.013184626743244917e+04,3.449182423087274962e+00
1.013184628820420221e+04,3.449182446079050557e+00
1.013184630897595525e+04,3.449182469068844181e+00
1.013184632974770830e+04,3.449182492056656280e+00
1.013184635051946316e+04,3.449182515042488628e+00
1.013184637129121620e+04,3.449182538026336786e+00
1.013184639206296924e+04,3.449182561008202530e+00
1.013184641283472229e+04,3.449182583988086748e+00
1.013184643360647533e+04,3.449182606965988995e+00
1.013184645437822837e+04,3.449182629941908385e+00
1.013184647514998142e+04,3.449182652915845804e+00
1.013184649592173446e+04,3.449182675887801697e+00
1.013184651669348750e+04,3.449182698857774287e+00
1.013184653746524054e+04,3.449182721825764464e+00
1.013184655823699359e+04,3.449182744791772226e+00
1.013184657900874663e+04,3.449182767755797574e+00
1.013184659978049967e+04,3.449182790717840064e+00
1.013184662055225272e+04,3.449182813677900139e+00
1.013184664132400576e+04,3.449182836635976912e+00
1.013184666209575880e+04,3.449182859592070383e+00
1.013184668286751184e+04,3.449182882546181883e+00
1.013184670363926489e+04,3.449182905498310081e+00
1.013184672441101793e+04,3.449182928448454977e+00
1.013184674518277097e+04,3.449182951396617014e+00
1.013184676595452402e+04,3.449182974342795749e+00
1.013184678672627706e+04,3.449182997286991181e+00
1.013184680749803010e+04,3.449183020229203311e+00
1.013184682826978315e+04,3.449183043169432583e+00
1.013184684904153619e+04,3.449183066107677220e+00
1.013184686981328923e+04,3.449183089043939443e+00
1.013184689058504227e+04,3.449183111978217475e+00
1.013184691135679532e+04,3.449183134910512205e+00
1.013184693212854836e+04,3.449183157840823188e+00
