Time (BJD_TBD - 2450000), F_star + F_e (mJy)
9.880038437500130385e+03,3.604112985579048800e+00
9.880038456059855889e+03,3.604112983461261077e+00
9.880038474619583212e+03,3.604112981343538191e+00
9.880038493179308716e+03,3.604112979225880142e+00
9.880038511739036039e+03,3.604112977108286486e+00
9.880038530298761543e+03,3.604112974990758111e+00
9.880038548858488866e+03,3.604112972873294574e+00
9.880038567418214370e+03,3.604112970755895873e+00
9.880038585977941693e+03,3.604112968638562009e+00
9.880038604537667197e+03,3.604112966521292982e+00
9.880038623097394520e+03,3.604112964404088792e+00
9.880038641657120024e+03,3.604112962286948996e+00
9.880038660216847347e+03,3.604112960169874480e+00
9.880038678776572851e+03,3.604112958052864801e+00
9.880038697336298355e+03,3.604112955935919960e+00
9.880038715896025678e+03,3.604112953819039955e+00
9.880038734455751182e+03,3.604112951702225232e+00
9.880038753015478505e+03,3.604112949585474901e+00
9.880038771575204009e+03,3.604112947468788963e+00
9.880038790134931332e+03,3.604112945352168307e+00
9.880038808694656836e+03,3.604112943235612043e+00
9.880038827254384159e+03,3.604112941119121949e+00
9.880038845814109663e+03,3.604112939002695359e+00
9.880038864373836986e+03,3.604112936886334051e+00
9.880038882933562491e+03,3.604112934770038024e+00
9.880038901493289814e+03,3.604112932653805945e+00
9.880038920053015318e+03,3.604112930537639592e+00
9.880038938612740822e+03,3.604112928421538076e+00
9.880038957172468145e+03,3.604112926305500952e+00
9.880038975732193649e+03,3.604112924189529110e+00
9.880038994291920972e+03,3.604112922073621217e+00
9.880039012851646476e+03,3.604112919957779049e+00
9.880039031411373799e+03,3.604112917842001718e+00
9.880039049971099303e+03,3.604112915726289224e+00
9.880039068530826626e+03,3.604112913610641566e+00
9.880039087090552130e+03,3.604112911495058302e+00
9.880039105650279453e+03,3.604112909379540319e+00
9.880039124210004957e+03,3.604112907264087173e+00
9.880039142769732280e+03,3.604112905148698864e+00
9.880039161329457784e+03,3.604112903033374948e+00
9.880039179889183288e+03,3.604112900918116313e+00
9.880039198448910611e+03,3.604112898802922960e+00
9.880039217008636115e+03,3.604112896687793999e+00
9.880039235568363438e+03,3.604112894572729875e+00
9.880039254128088942e+03,3.604112892457731032e+00
9.880039272687816265e+03,3.604112890342796138e+00
9.880039291247541769e+03,3.604112888227927414e+00
9.880039309807269092e+03,3.604112886113122194e+00
9.880039328366994596e+03,3.604112883998382699e+00
9.880039346926721919e+03,3.604112881883708042e+00
9.880039365486447423e+03,3.604112879769098221e+00
9.880039384046174746e+03,3.604112877654552793e+00
9.880039402605900250e+03,3.604112875540073535e+00
9.880039421165625754e+03,3.604112873425658226e+00
9.880039439725353077e+03,3.604112871311307753e+00
9.880039458285078581e+03,3.604112869197021674e+00
9.880039476844805904e+03,3.604112867082800875e+00
9.880039495404531408e+03,3.604112864968644914e+00
9.880039513964258731e+03,3.604112862854554677e+00
9.880039532523984235e+03,3.604112860740528390e+00
9.880039551083711558e+03,3.604112858626567384e+00
9.880039569643437062e+03,3.604112856512670771e+00
9.880039588203164385e+03,3.604112854398839438e+00
9.880039606762889889e+03,3.604112852285073387e+00
9.880039625322617212e+03,3.604112850171371285e+00
9.880039643882342716e+03,3.604112848057734464e+00
9.880039662442068220e+03,3.604112845944163368e+00
9.880039681001795543e+03,3.604112843830656221e+00
9.880039699561521047e+03,3.604112841717214355e+00
9.880039718121248370e+03,3.604112839603836882e+00
9.880039736680973874e+03,3.604112837490524246e+00
9.880039755240701197e+03,3.604112835377277335e+00
9.880039773800426701e+03,3.604112833264094373e+00
9.880039792360154024e+03,3.604112831150977136e+00
9.880039810919879528e+03,3.604112829037923849e+00
9.880039829479606851e+03,3.604112826924936286e+00
9.880039848039332355e+03,3.604112824812013560e+00
9.880039866599059678e+03,3.604112822699155672e+00
9.880039885158785182e+03,3.604112820586362176e+00
9.880039903718510686e+03,3.604112818473633961e+00
9.880039922278238009e+03,3.604112816360970584e+00
9.880039940837963513e+03,3.604112814248372487e+00
9.880039959397690836e+03,3.604112812135838784e+00
9.880039977957416340e+03,3.604112810023370361e+00
9.880039996517143663e+03,3.604112807910966332e+00
9.880040015076869167e+03,3.604112805798627583e+00
9.880040033636596490e+03,3.604112803686353672e+00
9.880040052196321994e+03,3.604112801574145042e+00
9.880040070756049317e+03,3.604112799462000805e+00
9.880040089315774821e+03,3.604112797349921404e+00
9.880040107875502144e+03,3.604112795237906841e+00
9.880040126435227648e+03,3.604112793125957115e+00
9.880040144994953152e+03,3.604112791014073114e+00
9.880040163554680475e+03,3.604112788902253062e+00
9.880040182114405980e+03,3.604112786790498735e+00
9.880040200674133303e+03,3.604112784678809245e+00
9.880040219233858807e+03,3.604112782567184148e+00
9.880040237793586130e+03,3.604112780455623444e+00
9.880040256353311634e+03,3.604112778344129353e+00
9.880040274913038957e+03,3.604112776232698767e+00
9.880040293472764461e+03,3.604112774121333462e+00
9.880040312032491784e+03,3.604112772010032550e+00
9.880040330592217288e+03,3.604112769898797808e+00
9.880040349151944611e+03,3.604112767787626570e+00
9.880040367711670115e+03,3.604112765676521057e+00
9.880040386271395619e+03,3.604112763565480826e+00
9.880040404831122942e+03,3.604112761454504987e+00
9.880040423390848446e+03,3.604112759343593986e+00
9.880040441950575769e+03,3.604112757232748709e+00
9.880040460510301273e+03,3.604112755121967382e+00
9.880040479070028596e+03,3.604112753011250891e+00
9.880040497629754100e+03,3.604112750900600126e+00
9.880040516189481423e+03,3.604112748790013754e+00
9.880040534749206927e+03,3.604112746679492663e+00
9.880040553308934250e+03,3.604112744569036408e+00
9.880040571868659754e+03,3.604112742458644991e+00
9.880040590428387077e+03,3.604112740348317967e+00
9.880040608988112581e+03,3.604112738238056224e+00
9.880040627547838085e+03,3.604112736127859762e+00
9.880040646107565408e+03,3.604112734017727693e+00
9.880040664667290912e+03,3.604112731907660905e+00
9.880040683227018235e+03,3.604112729797658954e+00
9.880040701786743739e+03,3.604112727687721840e+00
9.880040720346471062e+03,3.604112725577850007e+00
9.880040738906196566e+03,3.604112723468043455e+00
9.880040757465923889e+03,3.604112721358300853e+00
9.880040776025649393e+03,3.604112719248623975e+00
9.880040794585376716e+03,3.604112717139011046e+00
9.880040813145102220e+03,3.604112715029463399e+00
9.880040831704829543e+03,3.604112712919981032e+00
9.880040850264555047e+03,3.604112710810563502e+00
9.880040868824280551e+03,3.604112708701211254e+00
9.880040887384007874e+03,3.604112706591923398e+00
9.880040905943733378e+03,3.604112704482701268e+00
9.880040924503460701e+03,3.604112702373542643e+00
9.880040943063186205e+03,3.604112700264450186e+00
9.880040961622913528e+03,3.604112698155422123e+00
9.880040980182639032e+03,3.604112696046459785e+00
9.880040998742366355e+03,3.604112693937561396e+00
9.880041017302091859e+03,3.604112691828728288e+00
9.880041035861819182e+03,3.604112689719960461e+00
9.880041054421544686e+03,3.604112687611257471e+00
9.880041072981270190e+03,3.604112685502618874e+00
9.880041091540997513e+03,3.604112683394045558e+00
9.880041110100723017e+03,3.604112681285537079e+00
9.880041128660450340e+03,3.604112679177093437e+00
9.880041147220175844e+03,3.604112677068715520e+00
9.880041165779903167e+03,3.604112674960401996e+00
9.880041184339628671e+03,3.604112672852153754e+00
9.880041202899355994e+03,3.604112670743969016e+00
9.880041221459081498e+03,3.604112668635851335e+00
9.880041240018808821e+03,3.604112666527797160e+00
9.880041258578534325e+03,3.604112664419808709e+00
9.880041277138261648e+03,3.604112662311884652e+00
9.880041295697987152e+03,3.604112660204025875e+00
9.880041314257712656e+03,3.604112658096231936e+00
9.880041332817439979e+03,3.604112655988502834e+00
9.880041351377165483e+03,3.604112653880839456e+00
9.880041369936892806e+03,3.604112651773240028e+00
9.880041388496618310e+03,3.604112649665705881e+00
9.880041407056345633e+03,3.604112647558237015e+00
9.880041425616071137e+03,3.604112645450832986e+00
9.880041444175798460e+03,3.604112643343493350e+00
9.880041462735523965e+03,3.604112641236218995e+00
9.880041481295251288e+03,3.604112639129009921e+00
9.880041499854976792e+03,3.604112637021866128e+00
9.880041518414704115e+03,3.604112634914785840e+00
9.880041536974429619e+03,3.604112632807772165e+00
9.880041555534155123e+03,3.604112630700822884e+00
9.880041574093882446e+03,3.604112628593937995e+00
9.880041592653607950e+03,3.604112626487118831e+00
9.880041611213335273e+03,3.604112624380364505e+00
9.880041629773060777e+03,3.604112622273675015e+00
9.880041648332788100e+03,3.604112620167050363e+00
9.880041666892513604e+03,3.604112618060490103e+00
9.880041685452240927e+03,3.604112615953996013e+00
9.880041704011966431e+03,3.604112613847566760e+00
9.880041722571693754e+03,3.604112611741201011e+00
9.880041741131419258e+03,3.604112609634902320e+00
9.880041759691146581e+03,3.604112607528667134e+00
9.880041778250872085e+03,3.604112605422496785e+00
9.880041796810597589e+03,3.604112603316392605e+00
9.880041815370324912e+03,3.604112601210352818e+00
9.880041833930050416e+03,3.604112599104377868e+00
9.880041852489777739e+03,3.604112596998467755e+00
9.880041871049503243e+03,3.604112594892623367e+00
9.880041889609230566e+03,3.604112592786842928e+00
9.880041908168956070e+03,3.604112590681128214e+00
9.880041926728683393e+03,3.604112588575477893e+00
9.880041945288408897e+03,3.604112586469892854e+00
9.880041963848136220e+03,3.604112584364373539e+00
9.880041982407861724e+03,3.604112582258918618e+00
9.880042000967589047e+03,3.604112580153528089e+00
9.880042019527314551e+03,3.604112578048202842e+00
9.880042038087040055e+03,3.604112575942943320e+00
9.880042056646767378e+03,3.604112573837748190e+00
9.880042075206492882e+03,3.604112571732618342e+00
9.880042093766220205e+03,3.604112569627553331e+00
9.880042112325945709e+03,3.604112567522553157e+00
9.880042130885673032e+03,3.604112565417617819e+00
9.880042149445398536e+03,3.604112563312747763e+00
9.880042168005125859e+03,3.604112561207942100e+00
9.880042186564851363e+03,3.604112559103202162e+00
9.880042205124578686e+03,3.604112556998527062e+00
9.880042223684304190e+03,3.604112554893917242e+00
9.880042242244031513e+03,3.604112552789371815e+00
9.880042260803757017e+03,3.604112550684891669e+00
9.880042279363482521e+03,3.604112548580476361e+00
9.880042297923209844e+03,3.604112546476126333e+00
9.880042316482935348e+03,3.604112544371841587e+00
9.880042335042662671e+03,3.604112542267620789e+00
9.880042353602388175e+03,3.604112540163465717e+00
9.880042372162115498e+03,3.604112538059375481e+00
9.880042390721841002e+03,3.604112535955350083e+00
9.880042409281568325e+03,3.604112533851389966e+00
9.880042427841293829e+03,3.604112531747495130e+00
9.880042446401021152e+03,3.604112529643664242e+00
9.880042464960746656e+03,3.604112527539899524e+00
9.880042483520473979e+03,3.604112525436199199e+00
9.880042502080199483e+03,3.604112523332564155e+00
9.880042520639924987e+03,3.604112521228993948e+00
9.880042539199652310e+03,3.604112519125488578e+00
9.880042557759377814e+03,3.604112517022048046e+00
9.880042576319105137e+03,3.604112514918673238e+00
9.880042594878830641e+03,3.604112512815363267e+00
9.880042613438557964e+03,3.604112510712118134e+00
9.880042631998283468e+03,3.604112508608937837e+00
9.880042650558010791e+03,3.604112506505822378e+00
9.880042669117736295e+03,3.604112504402772643e+00
9.880042687677463618e+03,3.604112502299787302e+00
9.880042706237189122e+03,3.604112500196867241e+00
9.880042724796916445e+03,3.604112498094012462e+00
9.880042743356641950e+03,3.604112495991222520e+00
9.880042761916367454e+03,3.604112493888497415e+00
9.880042780476094777e+03,3.604112491785837147e+00
9.880042799035820281e+03,3.604112489683242160e+00
9.880042817595547604e+03,3.604112487580712454e+00
9.880042836155273108e+03,3.604112485478247141e+00
9.880042854715000431e+03,3.604112483375847109e+00
9.880042873274725935e+03,3.604112481273511914e+00
9.880042891834453258e+03,3.604112479171242445e+00
9.880042910394178762e+03,3.604112477069037368e+00
9.880042928953906085e+03,3.604112474966897572e+00
9.880042947513631589e+03,3.604112472864822170e+00
9.880042966073358912e+03,3.604112470762812492e+00
9.880042984633084416e+03,3.604112468660868096e+00
9.880043003192809920e+03,3.604112466558988093e+00
9.880043021752537243e+03,3.604112464457173814e+00
9.880043040312262747e+03,3.604112462355423485e+00
9.880043058871990070e+03,3.604112460253738881e+00
9.880043077431715574e+03,3.604112458152118670e+00
9.880043095991442897e+03,3.604112456050564628e+00
9.880043114551168401e+03,3.604112453949075423e+00
9.880043133110895724e+03,3.604112451847649723e+00
9.880043151670621228e+03,3.604112449746291080e+00
9.880043170230348551e+03,3.604112447644995942e+00
9.880043188790074055e+03,3.604112445543766530e+00
9.880043207349801378e+03,3.604112443442602398e+00
9.880043225909526882e+03,3.604112441341502659e+00
9.880043244469252386e+03,3.604112439240468646e+00
9.880043263028979709e+03,3.604112437139499470e+00
9.880043281588705213e+03,3.604112435038594686e+00
9.880043300148432536e+03,3.604112432937755184e+00
9.880043318708158040e+03,3.604112430836981407e+00
9.880043337267885363e+03,3.604112428736272022e+00
9.880043355827610867e+03,3.604112426635627919e+00
9.880043374387338190e+03,3.604112424535048209e+00
9.880043392947063694e+03,3.604112422434534668e+00
9.880043411506791017e+03,3.604112420334085520e+00
9.880043430066516521e+03,3.604112418233701209e+00
9.880043448626243844e+03,3.604112416133382624e+00
9.880043467185969348e+03,3.604112414033128875e+00
9.880043485745694852e+03,3.604112411932939963e+00
9.880043504305422175e+03,3.604112409832815889e+00
9.880043522865147679e+03,3.604112407732757095e+00
9.880043541424875002e+03,3.604112405632763583e+00
9.880043559984600506e+03,3.604112403532834463e+00
9.880043578544327829e+03,3.604112401432970625e+00
9.880043597104053333e+03,3.604112399333172068e+00
9.880043615663780656e+03,3.604112397233438347e+00
