Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.882460428240709007e+03,1.342998448318703595e+02
9.882460446256400246e+03,1.343022481960266248e+02
9.882460464272089666e+03,1.343046515289814522e+02
9.882460482287780906e+03,1.343070548312182666e+02
9.882460500303470326e+03,1.343094581022498915e+02
9.882460518319161565e+03,1.343118613425596664e+02
9.882460536334850985e+03,1.343142645516605285e+02
9.882460554350542225e+03,1.343166677300357890e+02
9.882460572366233464e+03,1.343190708774410496e+02
9.882460590381922884e+03,1.343214739936316562e+02
9.882460608397614124e+03,1.343238770790910905e+02
9.882460626413303544e+03,1.343262801333322329e+02
9.882460644428994783e+03,1.343286831568383946e+02
9.882460662444684203e+03,1.343310861491224841e+02
9.882460680460375443e+03,1.343334891106678697e+02
9.882460698476066682e+03,1.343358920412300392e+02
9.882460716491756102e+03,1.343382949405644808e+02
9.882460734507447341e+03,1.343406978091545625e+02
9.882460752523136762e+03,1.343431006465132498e+02
9.882460770538828001e+03,1.343455034531237686e+02
9.882460788554517421e+03,1.343479062284990846e+02
9.882460806570208661e+03,1.343503089731225657e+02
9.882460824585899900e+03,1.343527116867496431e+02
9.882460842601589320e+03,1.343551143691359187e+02
9.882460860617280559e+03,1.343575170207647318e+02
9.882460878632969980e+03,1.343599196411488776e+02
9.882460896648661219e+03,1.343623222307718095e+02
9.882460914664350639e+03,1.343647247891464076e+02
9.882460932680041878e+03,1.343671273167559548e+02
9.882460950695733118e+03,1.343695298133560527e+02
9.882460968711422538e+03,1.343719322787021611e+02
9.882460986727113777e+03,1.343743347132776194e+02
9.882461004742803198e+03,1.343767371165954216e+02
9.882461022758494437e+03,1.343791394891387370e+02
9.882461040774183857e+03,1.343815418304206162e+02
9.882461058789875096e+03,1.343839441409243136e+02
9.882461076805566336e+03,1.343863464204053741e+02
9.882461094821255756e+03,1.343887486686193711e+02
9.882461112836946995e+03,1.343911508860495587e+02
9.882461130852636416e+03,1.343935530722089027e+02
9.882461148868327655e+03,1.343959552275806857e+02
9.882461166884017075e+03,1.343983573516779018e+02
9.882461184899708314e+03,1.344007594449837484e+02
9.882461202915399554e+03,1.344031615072538273e+02
9.882461220931088974e+03,1.344055635382437686e+02
9.882461238946780213e+03,1.344079655384367129e+02
9.882461256962469633e+03,1.344103675073456827e+02
9.882461274978160873e+03,1.344127694454539608e+02
9.882461292993850293e+03,1.344151713522745411e+02
9.882461311009541532e+03,1.344175732282906210e+02
9.882461329025232772e+03,1.344199750732577741e+02
9.882461347040922192e+03,1.344223768869316302e+02
9.882461365056613431e+03,1.344247786697954155e+02
9.882461383072302851e+03,1.344271804213620669e+02
9.882461401087994091e+03,1.344295821421148673e+02
9.882461419103683511e+03,1.344319838315668392e+02
9.882461437119374750e+03,1.344343854902011799e+02
9.882461455135065989e+03,1.344367871177734344e+02
9.882461473150755410e+03,1.344391887140393749e+02
9.882461491166446649e+03,1.344415902794819715e+02
9.882461509182136069e+03,1.344439918136143888e+02
9.882461527197827309e+03,1.344463933169197674e+02
9.882461545213516729e+03,1.344487947889112434e+02
9.882461563229207968e+03,1.344511962300719006e+02
9.882461581244899207e+03,1.344535976401573691e+02
9.882461599260588628e+03,1.344559990189233076e+02
9.882461617276279867e+03,1.344584003668528283e+02
9.882461635291969287e+03,1.344608016834590387e+02
9.882461653307660526e+03,1.344632029692250796e+02
9.882461671323349947e+03,1.344656042236641156e+02
9.882461689339041186e+03,1.344680054472591451e+02
9.882461707354732425e+03,1.344704066397658551e+02
9.882461725370421846e+03,1.344728078009399894e+02
9.882461743386113085e+03,1.344752089312644898e+02
9.882461761401802505e+03,1.344776100302526061e+02
9.882461779417493744e+03,1.344800110983873367e+02
9.882461797433183165e+03,1.344824121351820168e+02
9.882461815448874404e+03,1.344848131411195027e+02
9.882461833464563824e+03,1.344872141157131296e+02
9.882461851480255064e+03,1.344896150594458959e+02
9.882461869495946303e+03,1.344920159720734887e+02
9.882461887511635723e+03,1.344944168533515096e+02
9.882461905527326962e+03,1.344968177037630994e+02
9.882461923543016383e+03,1.344992185228214510e+02
9.882461941558707622e+03,1.345016193110095060e+02
9.882461959574397042e+03,1.345040200678406279e+02
9.882461977590088281e+03,1.345064207937976448e+02
9.882461995605779521e+03,1.345088214886363573e+02
9.882462013621468941e+03,1.345112221521124809e+02
9.882462031637160180e+03,1.345136227847089572e+02
9.882462049652849601e+03,1.345160233859391212e+02
9.882462067668540840e+03,1.345184239562858011e+02
9.882462085684230260e+03,1.345208244952624170e+02
9.882462103699921499e+03,1.345232250033518255e+02
9.882462121715612739e+03,1.345256254803098557e+02
9.882462139731302159e+03,1.345280259258920807e+02
9.882462157746993398e+03,1.345304263405815277e+02
9.882462175762682818e+03,1.345328267238915885e+02
9.882462193778374058e+03,1.345352270763050058e+02
9.882462211794063478e+03,1.345376273973352852e+02
9.882462229809754717e+03,1.345400276874652263e+02
9.882462247825445957e+03,1.345424279464505446e+02
9.882462265841135377e+03,1.345448281740470975e+02
9.882462283856826616e+03,1.345472283707376562e+02
9.882462301872516036e+03,1.345496285360356978e+02
9.882462319888207276e+03,1.345520286704239936e+02
9.882462337903896696e+03,1.345544287734159923e+02
9.882462355919587935e+03,1.345568288454944934e+02
9.882462373935279174e+03,1.345592288864153545e+02
9.882462391950968595e+03,1.345616288959342057e+02
9.882462409966659834e+03,1.345640288745340172e+02
9.882462427982349254e+03,1.345664288217281808e+02
9.882462445998040494e+03,1.345688287379994108e+02
9.882462464013729914e+03,1.345712286228612982e+02
9.882462482029421153e+03,1.345736284767965287e+02
9.882462500045112392e+03,1.345760282995609600e+02
9.882462518060801813e+03,1.345784280909103643e+02
9.882462536076493052e+03,1.345808278513274843e+02
9.882462554092182472e+03,1.345832275803259108e+02
9.882462572107873712e+03,1.345856272783882730e+02
9.882462590123563132e+03,1.345880269450280764e+02
9.882462608139254371e+03,1.345904265807282059e+02
9.882462626154945610e+03,1.345928261852443200e+02
9.882462644170635031e+03,1.345952257583323615e+02
9.882462662186326270e+03,1.345976253004749594e+02
9.882462680202015690e+03,1.346000248111857616e+02
9.882462698217706929e+03,1.346024242909473401e+02
9.882462716233396350e+03,1.346048237392733427e+02
9.882462734249087589e+03,1.346072231566463984e+02
9.882462752264778828e+03,1.346096225428223931e+02
9.882462770280468249e+03,1.346120218975572413e+02
9.882462788296159488e+03,1.346144212213334583e+02
9.882462806311848908e+03,1.346168205136647771e+02
9.882462824327540147e+03,1.346192197750337129e+02
9.882462842343229568e+03,1.346216190049539705e+02
9.882462860358920807e+03,1.346240182039081787e+02
9.882462878374612046e+03,1.346264173716521952e+02
9.882462896390301466e+03,1.346288165079419059e+02
9.882462914405992706e+03,1.346312156132598830e+02
9.882462932421682126e+03,1.346336146871198878e+02
9.882462950437373365e+03,1.346360137300043789e+02
9.882462968453062786e+03,1.346384127414270608e+02
9.882462986468754025e+03,1.346408117218705343e+02
9.882463004484445264e+03,1.346432106710907135e+02
9.882463022500134684e+03,1.346456095888435129e+02
9.882463040515825924e+03,1.346480084756114479e+02
9.882463058531515344e+03,1.346504073309082230e+02
9.882463076547206583e+03,1.346528061552164104e+02
9.882463094562896003e+03,1.346552049480496578e+02
9.882463112578587243e+03,1.346576037098906511e+02
9.882463130594278482e+03,1.346600024404951341e+02
9.882463148609967902e+03,1.346624011396191634e+02
9.882463166625659142e+03,1.346647998077451405e+02
9.882463184641348562e+03,1.346671984443869405e+02
9.882463202657039801e+03,1.346695970500269937e+02
9.882463220672729221e+03,1.346719956241790612e+02
9.882463238688420461e+03,1.346743941673256018e+02
9.882463256704111700e+03,1.346767926792225865e+02
9.882463274719801120e+03,1.346791911596260150e+02
9.882463292735492359e+03,1.346815896090182889e+02
9.882463310751181780e+03,1.346839880269132550e+02
9.882463328766873019e+03,1.346863864137933149e+02
9.882463346782562439e+03,1.346887847691723437e+02
9.882463364798253679e+03,1.346911830935326861e+02
9.882463382813944918e+03,1.346935813866303420e+02
9.882463400829634338e+03,1.346959796482213676e+02
9.882463418845325577e+03,1.346983778787880794e+02
9.882463436861014998e+03,1.347007760778443810e+02
9.882463454876706237e+03,1.347031742458727024e+02
9.882463472892395657e+03,1.347055723823867766e+02
9.882463490908086897e+03,1.347079704878691473e+02
9.882463508923778136e+03,1.347103685620756721e+02
9.882463526939467556e+03,1.347127666047624928e+02
9.882463544955158795e+03,1.347151646164118404e+02
9.882463562970848216e+03,1.347175625965377037e+02
9.882463580986539455e+03,1.347199605456223708e+02
9.882463599002228875e+03,1.347223584631798303e+02
9.882463617017920114e+03,1.347247563496923419e+02
9.882463635033611354e+03,1.347271542049159621e+02
9.882463653049300774e+03,1.347295520286066903e+02
9.882463671064992013e+03,1.347319498212469000e+02
9.882463689080681434e+03,1.347343475823504946e+02
9.882463707096372673e+03,1.347367453123998189e+02
9.882463725112062093e+03,1.347391430109087764e+02
9.882463743127753332e+03,1.347415406783596836e+02
9.882463761143444572e+03,1.347439383145085685e+02
9.882463779159133992e+03,1.347463359191115160e+02
9.882463797174825231e+03,1.347487334926507856e+02
9.882463815190514651e+03,1.347511310346403093e+02
9.882463833206205891e+03,1.347535285455624603e+02
9.882463851221895311e+03,1.347559260249311706e+02
9.882463869237586550e+03,1.347583234732286712e+02
9.882463887253277790e+03,1.347607208902110472e+02
9.882463905268967210e+03,1.347631182756343549e+02
9.882463923284658449e+03,1.347655156299808539e+02
9.882463941300347869e+03,1.347679129527645898e+02
9.882463959316039109e+03,1.347703102444677370e+02
9.882463977331728529e+03,1.347727075046043979e+02
9.882463995347419768e+03,1.347751047336567183e+02
9.882464013363111007e+03,1.347775019313807832e+02
9.882464031378800428e+03,1.347798990975327342e+02
9.882464049394491667e+03,1.347822962325947742e+02
9.882464067410181087e+03,1.347846933360808634e+02
9.882464085425872327e+03,1.347870904084733183e+02
9.882464103441561747e+03,1.347894874492861561e+02
9.882464121457252986e+03,1.347918844590015226e+02
9.882464139472944225e+03,1.347942814373755596e+02
9.882464157488633646e+03,1.347966783841643235e+02
9.882464175504324885e+03,1.347990752998500454e+02
9.882464193520014305e+03,1.348014721839467995e+02
9.882464211535705545e+03,1.348038690369367316e+02
9.882464229551394965e+03,1.348062658583339726e+02
9.882464247567086204e+03,1.348086626486206114e+02
