Time (BJD_TBD - 2450000), L_c/L_star (ppm)
1.013184277777792886e+04,4.041646896877781501e+02
1.013184279854968190e+04,4.041710420324452002e+02
1.013184281932143494e+04,4.041773938399630310e+02
1.013184284009318799e+04,4.041837451103130547e+02
1.013184286086494103e+04,4.041900958434770246e+02
1.013184288163669407e+04,4.041964460394363527e+02
1.013184290240844712e+04,4.042027956981727357e+02
1.013184292318020016e+04,4.042091448196676993e+02
1.013184294395195320e+04,4.042154934039025420e+02
1.013184296472370625e+04,4.042218414508591877e+02
1.013184298549545929e+04,4.042281889605189917e+02
1.013184300626721233e+04,4.042345359328634800e+02
1.013184302703896537e+04,4.042408823678744056e+02
1.013184304781071842e+04,4.042472282655331810e+02
1.013184306858247146e+04,4.042535736258213319e+02
1.013184308935422450e+04,4.042599184487204980e+02
1.013184311012597936e+04,4.042662627347679063e+02
1.013184313089773241e+04,4.042726064828336803e+02
1.013184315166948545e+04,4.042789496934553313e+02
1.013184317244123849e+04,4.042852923666142715e+02
1.013184319321299154e+04,4.042916345022919700e+02
1.013184321398474458e+04,4.042979761004702368e+02
1.013184323475649762e+04,4.043043171611304274e+02
1.013184325552825067e+04,4.043106576842542950e+02
1.013184327630000371e+04,4.043169976698233086e+02
1.013184329707175675e+04,4.043233371178190509e+02
1.013184331784350979e+04,4.043296760282231617e+02
1.013184333861526284e+04,4.043360144010172803e+02
1.013184335938701588e+04,4.043423522361828191e+02
1.013184338015876892e+04,4.043486895337015312e+02
1.013184340093052197e+04,4.043550262935549426e+02
1.013184342170227501e+04,4.043613625157246361e+02
1.013184344247402805e+04,4.043676982001921374e+02
1.013184346324578109e+04,4.043740333469392567e+02
1.013184348401753414e+04,4.043803679559472926e+02
1.013184350478928718e+04,4.043867020271981687e+02
1.013184352556104022e+04,4.043930355606731837e+02
1.013184354633279327e+04,4.043993685563540907e+02
1.013184356710454631e+04,4.044057010142224726e+02
1.013184358787629935e+04,4.044120329342599689e+02
1.013184360864805240e+04,4.044183643164481055e+02
1.013184362941980544e+04,4.044246951607685219e+02
1.013184365019155848e+04,4.044310254672029146e+02
1.013184367096331152e+04,4.044373552357326957e+02
1.013184369173506457e+04,4.044436844663396755e+02
1.013184371250681761e+04,4.044500131590053797e+02
1.013184373327857065e+04,4.044563413137115049e+02
1.013184375405032551e+04,4.044626689309935728e+02
1.013184377482207856e+04,4.044689960097252310e+02
1.013184379559383160e+04,4.044753225504419447e+02
1.013184381636558464e+04,4.044816485531255239e+02
1.013184383713733769e+04,4.044879740177576082e+02
1.013184385790909073e+04,4.044942989443196097e+02
1.013184387868084377e+04,4.045006233327935092e+02
1.013184389945259682e+04,4.045069471831606052e+02
1.013184392022434986e+04,4.045132704954026508e+02
1.013184394099610290e+04,4.045195932695014562e+02
1.013184396176785594e+04,4.045259155054382632e+02
1.013184398253960899e+04,4.045322372031950522e+02
1.013184400331136203e+04,4.045385583627532355e+02
1.013184402408311507e+04,4.045448789840946233e+02
1.013184404485486812e+04,4.045511990672007414e+02
1.013184406562662116e+04,4.045575186120531725e+02
1.013184408639837420e+04,4.045638376186337837e+02
1.013184410717012724e+04,4.045701560869240438e+02
1.013184412794188029e+04,4.045764740169055358e+02
1.013184414871363333e+04,4.045827914085601265e+02
1.013184416948538637e+04,4.045891082618693417e+02
1.013184419025713942e+04,4.045954245768147644e+02
1.013184421102889246e+04,4.046017403533782613e+02
1.013184423180064550e+04,4.046080555915410741e+02
1.013184425257239855e+04,4.046143702912852973e+02
1.013184427334415159e+04,4.046206844525923430e+02
1.013184429411590463e+04,4.046269980754439075e+02
1.013184431488765767e+04,4.046333111598218011e+02
1.013184433565941072e+04,4.046396237057074359e+02
