Time (BJD_TBD - 2450000), F_total/F_star (ppm)
1.062594821759266779e+04,1.721982095011620686e+02
1.062594823627046208e+04,1.721974587598479616e+02
1.062594825494825454e+04,1.721967081058924123e+02
1.062594827362604883e+04,1.721959575391499584e+02
1.062594829230384312e+04,1.721952070596943827e+02
1.062594831098163559e+04,1.721944566675993826e+02
1.062594832965942987e+04,1.721937063627194959e+02
1.062594834833722416e+04,1.721929561451283917e+02
1.062594836701501663e+04,1.721922060148999094e+02
1.062594838569281092e+04,1.721914559718885016e+02
1.062594840437060520e+04,1.721907060161678942e+02
1.062594842304839767e+04,1.721899561478118699e+02
1.062594844172619196e+04,1.721892063666749380e+02
1.062594846040398625e+04,1.721884566728308243e+02
1.062594847908178053e+04,1.721877070662802396e+02
1.062594849775957300e+04,1.721869575470967106e+02
1.062594851643736729e+04,1.721862081151350310e+02
1.062594853511516158e+04,1.721854587704688697e+02
1.062594855379295404e+04,1.721847095131717538e+02
1.062594857247074833e+04,1.721839603430985051e+02
1.062594859114854262e+04,1.721832112603226790e+02
1.062594860982633509e+04,1.721824622649179446e+02
1.062594862850412937e+04,1.721817133567390385e+02
1.062594864718192366e+04,1.721809645358595446e+02
1.062594866585971613e+04,1.721802158023531604e+02
1.062594868453751042e+04,1.721794671560745940e+02
1.062594870321530470e+04,1.721787185970974292e+02
1.062594872189309717e+04,1.721779701254952784e+02
1.062594874057089146e+04,1.721772217411230201e+02
1.062594875924868575e+04,1.721764734440541247e+02
1.062594877792647821e+04,1.721757252343622042e+02
1.062594879660427250e+04,1.721749771119021659e+02
1.062594881528206679e+04,1.721742290767475652e+02
1.062594883395985926e+04,1.721734811289718436e+02
1.062594885263765354e+04,1.721727332684299938e+02
1.062594887131544783e+04,1.721719854951955995e+02
1.062594888999324030e+04,1.721712378093420455e+02
1.062594890867103459e+04,1.721704902107243527e+02
1.062594892734882887e+04,1.721697426994160480e+02
1.062594894602662316e+04,1.721689952754178137e+02
1.062594896470441563e+04,1.721682479388030629e+02
1.062594898338220992e+04,1.721675006894268449e+02
1.062594900206000420e+04,1.721667535273627436e+02
1.062594902073779667e+04,1.721660064526839733e+02
1.062594903941559096e+04,1.721652594652458959e+02
1.062594905809338525e+04,1.721645125651217541e+02
1.062594907677117772e+04,1.721637657523850464e+02
1.062594909544897200e+04,1.721630190268909075e+02
1.062594911412676629e+04,1.721622723887128359e+02
1.062594913280455876e+04,1.721615258379240458e+02
1.062594915148235305e+04,1.721607793743798993e+02
1.062594917016014733e+04,1.721600329981536674e+02
1.062594918883793980e+04,1.721592867093188488e+02
1.062594920751573409e+04,1.721585405077304927e+02
1.062594922619352838e+04,1.721577943934622681e+02
1.062594924487132084e+04,1.721570483665871905e+02
1.062594926354911513e+04,1.721563024269608206e+02
1.062594928222690942e+04,1.721555565746563161e+02
1.062594930090470189e+04,1.721548108097470617e+02
1.062594931958249617e+04,1.721540651320883910e+02
1.062594933826029046e+04,1.721533195417537456e+02
1.062594935693808293e+04,1.721525740388162262e+02
1.062594937561587722e+04,1.721518286231313368e+02
1.062594939429367150e+04,1.721510832947722918e+02
1.062594941297146579e+04,1.721503380537398868e+02
1.062594943164925826e+04,1.721495929001072511e+02
1.062594945032705255e+04,1.721488478337299171e+02
1.062594946900484683e+04,1.721481028546810990e+02
1.062594948768263930e+04,1.721473579630340396e+02
1.062594950636043359e+04,1.721466131586442714e+02
1.062594952503822788e+04,1.721458684415850655e+02
1.062594954371602034e+04,1.721451238119294942e+02
1.062594956239381463e+04,1.721443792695333173e+02
1.062594958107160892e+04,1.721436348144695785e+02
1.062594959974940139e+04,1.721428904468115206e+02
1.062594961842719567e+04,1.721421461664147614e+02
1.062594963710498996e+04,1.721414019733524583e+02
1.062594965578278243e+04,1.721406578676977972e+02
1.062594967446057672e+04,1.721399138493064527e+02
1.062594969313837100e+04,1.721391699182514969e+02
1.062594971181616347e+04,1.721384260746061159e+02
1.062594973049395776e+04,1.721376823182260978e+02
1.062594974917175205e+04,1.721369386491844864e+02
1.062594976784954451e+04,1.721361950675543824e+02
1.062594978652733880e+04,1.721354515731916024e+02
1.062594980520513309e+04,1.721347081661692471e+02
1.062594982388292556e+04,1.721339648465603034e+02
1.062594984256071984e+04,1.721332216142207017e+02
1.062594986123851413e+04,1.721324784692234573e+02
1.062594987991630842e+04,1.721317354115692808e+02
1.062594989859410089e+04,1.721309924413311876e+02
1.062594991727189517e+04,1.721302495583650227e+02
1.062594993594968946e+04,1.721295067627439153e+02
1.062594995462748193e+04,1.721287640545407100e+02
1.062594997330527622e+04,1.721280214336116501e+02
1.062594999198307050e+04,1.721272789000294949e+02
1.062595001066086297e+04,1.721265364538673168e+02
1.062595002933865726e+04,1.721257940949811029e+02
1.062595004801645155e+04,1.721250518234438687e+02
1.062595006669424401e+04,1.721243096393284873e+02
1.062595008537203830e+04,1.721235675424911449e+02
1.062595010404983259e+04,1.721228255330047148e+02
1.062595012272762506e+04,1.721220836109421839e+02
1.062595014140541934e+04,1.721213417761595963e+02
1.062595016008321363e+04,1.721206000287299105e+02
1.062595017876100610e+04,1.721198583687260282e+02
1.062595019743880039e+04,1.721191167960041355e+02
1.062595021611659467e+04,1.721183753106371057e+02
1.062595023479438714e+04,1.721176339126978121e+02
1.062595025347218143e+04,1.721168926020425261e+02
1.062595027214997572e+04,1.721161513787440924e+02
1.062595029082776819e+04,1.721154102428752992e+02
1.062595030950556247e+04,1.721146691942925315e+02
1.062595032818335676e+04,1.721139282330685205e+02
1.062595034686115105e+04,1.721131873592040336e+02
1.062595036553894352e+04,1.721124465727718871e+02
1.062595038421673780e+04,1.721117058736282388e+02
1.062595040289453209e+04,1.721109652618461041e+02
1.062595042157232456e+04,1.721102247374982426e+02
1.062595044025011885e+04,1.721094843004409540e+02
1.062595045892791313e+04,1.721087439507471402e+02
1.062595047760570560e+04,1.721080036884894469e+02
1.062595049628349989e+04,1.721072635135243445e+02
1.062595051496129418e+04,1.721065234259247347e+02
1.062595053363908664e+04,1.721057834257631214e+02
1.062595055231688093e+04,1.721050435128962306e+02
1.062595057099467522e+04,1.721043036873966514e+02
1.062595058967246769e+04,1.721035639493370866e+02
1.062595060835026197e+04,1.721028242985742054e+02
1.062595062702805626e+04,1.721020847351805969e+02
1.062595064570584873e+04,1.721013452592289639e+02
1.062595066438364302e+04,1.721006058705760040e+02
1.062595068306143730e+04,1.720998665692942780e+02
