Time (BJD_TBD - 2450000), F_star + F_g (mJy)
9.917309675925876945e+03,3.604247510826406042e+00
9.917309697571559809e+03,3.604247512218995197e+00
9.917309719217242673e+03,3.604247513611580356e+00
9.917309740862925537e+03,3.604247515004161517e+00
9.917309762508608401e+03,3.604247516396738682e+00
9.917309784154293084e+03,3.604247517789310962e+00
9.917309805799975948e+03,3.604247519181878801e+00
9.917309827445658811e+03,3.604247520574443087e+00
9.917309849091341675e+03,3.604247521967003376e+00
9.917309870737024539e+03,3.604247523359558780e+00
9.917309892382707403e+03,3.604247524752109744e+00
9.917309914028390267e+03,3.604247526144657154e+00
9.917309935674073131e+03,3.604247527537199680e+00
9.917309957319757814e+03,3.604247528929738209e+00
9.917309978965440678e+03,3.604247530322273185e+00
9.917310000611123542e+03,3.604247531714802832e+00
9.917310022256806405e+03,3.604247533107328927e+00
9.917310043902489269e+03,3.604247534499850580e+00
9.917310065548172133e+03,3.604247535892367793e+00
9.917310087193854997e+03,3.604247537284880565e+00
9.917310108839537861e+03,3.604247538677389784e+00
9.917310130485222544e+03,3.604247540069894118e+00
9.917310152130905408e+03,3.604247541462394011e+00
9.917310173776588272e+03,3.604247542854890352e+00
9.917310195422271136e+03,3.604247544247382695e+00
9.917310217067954000e+03,3.604247545639870154e+00
9.917310238713636863e+03,3.604247547032353616e+00
9.917310260359319727e+03,3.604247548424832193e+00
9.917310282005002591e+03,3.604247549817307661e+00
9.917310303650687274e+03,3.604247551209778244e+00
9.917310325296370138e+03,3.604247552602243942e+00
9.917310346942053002e+03,3.604247553994706532e+00
9.917310368587735866e+03,3.604247555387164237e+00
9.917310390233418730e+03,3.604247556779617501e+00
9.917310411879101594e+03,3.604247558172067212e+00
9.917310433524784457e+03,3.604247559564512482e+00
9.917310455170467321e+03,3.604247560956953311e+00
9.917310476816152004e+03,3.604247562349389700e+00
9.917310498461834868e+03,3.604247563741821647e+00
9.917310520107517732e+03,3.604247565134250042e+00
9.917310541753200596e+03,3.604247566526673996e+00
9.917310563398883460e+03,3.604247567919093509e+00
9.917310585044566324e+03,3.604247569311509025e+00
9.917310606690249188e+03,3.604247570703919656e+00
9.917310628335932051e+03,3.604247572096326735e+00
9.917310649981616734e+03,3.604247573488729373e+00
9.917310671627299598e+03,3.604247574881127569e+00
9.917310693272982462e+03,3.604247576273521769e+00
9.917310714918665326e+03,3.604247577665911528e+00
9.917310736564348190e+03,3.604247579058296846e+00
9.917310758210031054e+03,3.604247580450678612e+00
9.917310779855713918e+03,3.604247581843055492e+00
9.917310801501396782e+03,3.604247583235428376e+00
9.917310823147079645e+03,3.604247584627796819e+00
9.917310844792764328e+03,3.604247586020160821e+00
9.917310866438447192e+03,3.604247587412521270e+00
9.917310888084130056e+03,3.604247588804877278e+00
9.917310909729812920e+03,3.604247590197228845e+00
9.917310931375495784e+03,3.604247591589575972e+00
9.917310953021178648e+03,3.604247592981918658e+00
9.917310974666861512e+03,3.604247594374257346e+00
9.917310996312544376e+03,3.604247595766591594e+00
9.917311017958229058e+03,3.604247597158922289e+00
9.917311039603911922e+03,3.604247598551248100e+00
9.917311061249594786e+03,3.604247599943569913e+00
9.917311082895277650e+03,3.604247601335887730e+00
9.917311104540960514e+03,3.604247602728200661e+00
9.917311126186643378e+03,3.604247604120509596e+00
9.917311147832326242e+03,3.604247605512814534e+00
9.917311169478009106e+03,3.604247606905114587e+00
9.917311191123693789e+03,3.604247608297411531e+00
9.917311212769376652e+03,3.604247609689703147e+00
9.917311234415059516e+03,3.604247611081991209e+00
9.917311256060742380e+03,3.604247612474274831e+00
9.917311277706425244e+03,3.604247613866554012e+00
9.917311299352108108e+03,3.604247615258828752e+00
9.917311320997790972e+03,3.604247616651099051e+00
9.917311342643473836e+03,3.604247618043365797e+00
9.917311364289158519e+03,3.604247619435628103e+00
9.917311385934841383e+03,3.604247620827885967e+00
9.917311407580524246e+03,3.604247622220139835e+00
9.917311429226207110e+03,3.604247623612388818e+00
9.917311450871889974e+03,3.604247625004633804e+00
9.917311472517572838e+03,3.604247626396874793e+00
9.917311494163255702e+03,3.604247627789111341e+00
9.917311515808938566e+03,3.604247629181343449e+00
9.917311537454623249e+03,3.604247630573572003e+00
9.917311559100306113e+03,3.604247631965796117e+00
