Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.063802708333311602e+04,1.746536430883668345e+01
1.063802710516863226e+04,1.746350816863228417e+01
1.063802712700415032e+04,1.746165211688882835e+01
1.063802714883966655e+04,1.745979615391769713e+01
1.063802717067518279e+04,1.745794027956636540e+01
1.063802719251070084e+04,1.745608449368237913e+01
1.063802721434621708e+04,1.745422879657706972e+01
1.063802723618173331e+04,1.745237318809798666e+01
1.063802725801725137e+04,1.745051766809264393e+01
1.063802727985276761e+04,1.744866223687234452e+01
1.063802730168828566e+04,1.744680689413009134e+01
1.063802732352380190e+04,1.744495164017711630e+01
1.063802734535931813e+04,1.744309647486101156e+01
1.063802736719483619e+04,1.744124139802934081e+01
1.063802738903035242e+04,1.743938640999331113e+01
1.063802741086586866e+04,1.743753151060053241e+01
1.063802743270138672e+04,1.743567669969860034e+01
1.063802745453690295e+04,1.743382197759870778e+01
1.063802747637241919e+04,1.743196734414842197e+01
1.063802749820793724e+04,1.743011279919539902e+01
1.063802752004345348e+04,1.742825834305075361e+01
1.063802754187896971e+04,1.742640397556214182e+01
1.063802756371448777e+04,1.742454969657718777e+01
1.063802758555000401e+04,1.742269550640696352e+01
1.063802760738552206e+04,1.742084140474468867e+01
1.063802762922103830e+04,1.741898739190139622e+01
1.063802765105655453e+04,1.741713346772477422e+01
1.063802767289207259e+04,1.741527963206247875e+01
1.063802769472758882e+04,1.741342588522553214e+01
1.063802771656310506e+04,1.741157222706160823e+01
1.063802773839862311e+04,1.740971865741844837e+01
1.063802776023413935e+04,1.740786517660701449e+01
1.063802778206965559e+04,1.740601178447496267e+01
1.063802780390517364e+04,1.740415848087008044e+01
1.063802782574068988e+04,1.740230526610325512e+01
1.063802784757620611e+04,1.740045214002225293e+01
1.063802786941172417e+04,1.739859910247478325e+01
1.063802789124724040e+04,1.739674615377173339e+01
1.063802791308275846e+04,1.739489329360651837e+01
1.063802793491827470e+04,1.739304052228996156e+01
1.063802795675379093e+04,1.739118783966985049e+01
1.063802797858930899e+04,1.738933524559395138e+01
