Time (BJD_TBD - 2450000), F_star + F_h (mJy)
1.013335255787055939e+04,2.593304960960085559e+00
1.013335257878931770e+04,2.593304960722882857e+00
1.013335259970807601e+04,2.593304960485679711e+00
1.013335262062683432e+04,2.593304960248474789e+00
1.013335264154559445e+04,2.593304960011269422e+00
1.013335266246435276e+04,2.593304959774062723e+00
1.013335268338311107e+04,2.593304959536854692e+00
1.013335270430186938e+04,2.593304959299645773e+00
1.013335272522062769e+04,2.593304959062435522e+00
1.013335274613938600e+04,2.593304958825224826e+00
1.013335276705814431e+04,2.593304958588012799e+00
1.013335278797690262e+04,2.593304958350799438e+00
1.013335280889566275e+04,2.593304958113585634e+00
1.013335282981442106e+04,2.593304957876370054e+00
1.013335285073317937e+04,2.593304957639153585e+00
1.013335287165193768e+04,2.593304957401936228e+00
1.013335289257069599e+04,2.593304957164717539e+00
1.013335291348945429e+04,2.593304956927497962e+00
1.013335293440821260e+04,2.593304956690277496e+00
1.013335295532697091e+04,2.593304956453055254e+00
1.013335297624573104e+04,2.593304956215832568e+00
1.013335299716448935e+04,2.593304955978608550e+00
1.013335301808324766e+04,2.593304955741384088e+00
1.013335303900200597e+04,2.593304955504157849e+00
1.013335305992076428e+04,2.593304955266930723e+00
1.013335308083952259e+04,2.593304955029702707e+00
1.013335310175828090e+04,2.593304954792473360e+00
1.013335312267703921e+04,2.593304954555243125e+00
1.013335314359579934e+04,2.593304954318012001e+00
1.013335316451455765e+04,2.593304954080779545e+00
1.013335318543331596e+04,2.593304953843545757e+00
1.013335320635207427e+04,2.593304953606311525e+00
1.013335322727083258e+04,2.593304953369075516e+00
1.013335324818959089e+04,2.593304953131838619e+00
1.013335326910834920e+04,2.593304952894600834e+00
1.013335329002710751e+04,2.593304952657362161e+00
1.013335331094586763e+04,2.593304952420122156e+00
1.013335333186462594e+04,2.593304952182881262e+00
1.013335335278338425e+04,2.593304951945639036e+00
1.013335337370214256e+04,2.593304951708395922e+00
1.013335339462090087e+04,2.593304951471151476e+00
1.013335341553965918e+04,2.593304951233906142e+00
1.013335343645841749e+04,2.593304950996659919e+00
1.013335345737717762e+04,2.593304950759412364e+00
1.013335347829593593e+04,2.593304950522164365e+00
1.013335349921469424e+04,2.593304950284914590e+00
1.013335352013345255e+04,2.593304950047663926e+00
