Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.908226643518544734e+03,3.552078028910793819e+02
9.908226666740774817e+03,3.552035095896250709e+02
9.908226689963004901e+03,3.551992161974113174e+02
9.908226713185233166e+03,3.551949227147793522e+02
9.908226736407463250e+03,3.551906291410613790e+02
9.908226759629693333e+03,3.551863354765989698e+02
9.908226782851923417e+03,3.551820417213966721e+02
9.908226806074151682e+03,3.551777478757960012e+02
9.908226829296381766e+03,3.551734539391291037e+02
9.908226852518611850e+03,3.551691599117373244e+02
9.908226875740841933e+03,3.551648657936254949e+02
9.908226898963070198e+03,3.551605715851350169e+02
9.908226922185300282e+03,3.551562772855980370e+02
9.908226945407530366e+03,3.551519828953557294e+02
9.908226968629760449e+03,3.551476884144133237e+02
9.908226991851988714e+03,3.551433938431118804e+02
9.908227015074218798e+03,3.551390991807837167e+02
9.908227038296448882e+03,3.551348044277700069e+02
9.908227061518678966e+03,3.551305095840758099e+02
9.908227084740907230e+03,3.551262146500423569e+02
9.908227107963137314e+03,3.551219196250019081e+02
9.908227131185367398e+03,3.551176245092956378e+02
9.908227154407597482e+03,3.551133293029286619e+02
9.908227177629825746e+03,3.551090340062421546e+02
9.908227200852055830e+03,3.551047386185683195e+02
9.908227224074285914e+03,3.551004431402483874e+02
9.908227247296515998e+03,3.550961475712875313e+02
9.908227270518744263e+03,3.550918519120269252e+02
9.908227293740974346e+03,3.550875561617987728e+02
9.908227316963204430e+03,3.550832603209441345e+02
9.908227340185434514e+03,3.550789643894682968e+02
9.908227363407662779e+03,3.550746683677124906e+02
9.908227386629892862e+03,3.550703722550086354e+02
9.908227409852122946e+03,3.550660760516984737e+02
9.908227433074353030e+03,3.550617797577864962e+02
9.908227456296581295e+03,3.550574833736144456e+02
9.908227479518811379e+03,3.550531868985141273e+02
9.908227502741041462e+03,3.550488903328269998e+02
9.908227525963271546e+03,3.550445936765580655e+02
9.908227549185499811e+03,3.550402969300487257e+02
9.908227572407729895e+03,3.550360000926308430e+02
