Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.063802708333311602e+04,4.790649987071506644e+01
1.063802710516863226e+04,4.790823751914495432e+01
1.063802712700415032e+04,4.790997518711342451e+01
1.063802714883966655e+04,4.791171287433011372e+01
1.063802717067518279e+04,4.791345058093889264e+01
1.063802719251070084e+04,4.791518830708364618e+01
1.063802721434621708e+04,4.791692605247393288e+01
1.063802723618173331e+04,4.791866381725370161e+01
1.063802725801725137e+04,4.792040160156676620e+01
1.063802727985276761e+04,4.792213940512276338e+01
1.063802730168828566e+04,4.792387722821035112e+01
1.063802732352380190e+04,4.792561507053910219e+01
1.063802734535931813e+04,4.792735293225290150e+01
1.063802736719483619e+04,4.792909081349561973e+01
1.063802738903035242e+04,4.793082871397688649e+01
1.063802741086586866e+04,4.793256663384056537e+01
1.063802743270138672e+04,4.793430457323052707e+01
1.063802745453690295e+04,4.793604253185640829e+01
1.063802747637241919e+04,4.793778050986204420e+01
1.063802749820793724e+04,4.793951850739134102e+01
1.063802752004345348e+04,4.794125652415389283e+01
1.063802754187896971e+04,4.794299456029357742e+01
1.063802756371448777e+04,4.794473261595431524e+01
1.063802758555000401e+04,4.794647069084561508e+01
1.063802760738552206e+04,4.794820878525621310e+01
1.063802762922103830e+04,4.794994689889566786e+01
1.063802765105655453e+04,4.795168503190782872e+01
1.063802767289207259e+04,4.795342318443667295e+01
1.063802769472758882e+04,4.795516135619169518e+01
1.063802771656310506e+04,4.795689954731680871e+01
1.063802773839862311e+04,4.795863775795594819e+01
1.063802776023413935e+04,4.796037598781863664e+01
1.063802778206965559e+04,4.796211423704879451e+01
1.063802780390517364e+04,4.796385250579032089e+01
1.063802782574068988e+04,4.796559079375276013e+01
1.063802784757620611e+04,4.796732910108002557e+01
1.063802786941172417e+04,4.796906742791605183e+01
1.063802789124724040e+04,4.797080577397032641e+01
1.063802791308275846e+04,4.797254413953161389e+01
1.063802793491827470e+04,4.797428252430938755e+01
1.063802795675379093e+04,4.797602092844756783e+01
1.063802797858930899e+04,4.797775935209015330e+01
1.063802800042482522e+04,4.797949779494657463e+01
1.063802802226034146e+04,4.798123625716078067e+01
1.063802804409585951e+04,4.798297473887672027e+01
1.063802806593137575e+04,4.798471323980386671e+01
1.063802808776689199e+04,4.798645176008617597e+01
1.063802810960241004e+04,4.798819029986757556e+01
1.063802813143792628e+04,4.798992885885752457e+01
1.063802815327344251e+04,4.799166743720001449e+01
1.063802817510896057e+04,4.799340603503895863e+01
1.063802819694447680e+04,4.799514465208382319e+01
1.063802821877999486e+04,4.799688328862337272e+01
1.063802824061551109e+04,4.799862194436710894e+01
1.063802826245102733e+04,4.800036061945895227e+01
1.063802828428654539e+04,4.800209931404285868e+01
1.063802830612206162e+04,4.800383802782830855e+01
1.063802832795757786e+04,4.800557676095921522e+01
1.063802834979309591e+04,4.800731551357956306e+01
1.063802837162861215e+04,4.800905428539877562e+01
1.063802839346412838e+04,4.801079307656084438e+01
