Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.063802708333311602e+04,5.125995486166511483e+01
1.063802710516863226e+04,5.126181414548509707e+01
1.063802712700415032e+04,5.126367345021136401e+01
1.063802714883966655e+04,5.126553277553321664e+01
1.063802717067518279e+04,5.126739212160460823e+01
1.063802719251070084e+04,5.126925148857949210e+01
1.063802721434621708e+04,5.127111087614710527e+01
1.063802723618173331e+04,5.127297028446145077e+01
1.063802725801725137e+04,5.127482971367643927e+01
1.063802727985276761e+04,5.127668916348135753e+01
1.063802730168828566e+04,5.127854863418507136e+01
1.063802732352380190e+04,5.128040812547683203e+01
1.063802734535931813e+04,5.128226763751059991e+01
1.063802736719483619e+04,5.128412717044031410e+01
1.063802738903035242e+04,5.128598672395526137e+01
1.063802741086586866e+04,5.128784629820940211e+01
1.063802743270138672e+04,5.128970589335666119e+01
1.063802745453690295e+04,5.129156550908635381e+01
1.063802747637241919e+04,5.129342514555238353e+01
1.063802749820793724e+04,5.129528480290873205e+01
1.063802752004345348e+04,5.129714448084466483e+01
1.063802754187896971e+04,5.129900417951412095e+01
1.063802756371448777e+04,5.130086389907111766e+01
1.063802758555000401e+04,5.130272363920480672e+01
1.063802760738552206e+04,5.130458340022413921e+01
1.063802762922103830e+04,5.130644318181835928e+01
1.063802765105655453e+04,5.130830298414137758e+01
1.063802767289207259e+04,5.131016280734723978e+01
1.063802769472758882e+04,5.131202265112510474e+01
1.063802771656310506e+04,5.131388251562898262e+01
1.063802773839862311e+04,5.131574240101286222e+01
1.063802776023413935e+04,5.131760230696593794e+01
1.063802778206965559e+04,5.131946223364220572e+01
1.063802780390517364e+04,5.132132218119564016e+01
1.063802782574068988e+04,5.132318214931544986e+01
1.063802784757620611e+04,5.132504213815562366e+01
1.063802786941172417e+04,5.132690214787017169e+01
1.063802789124724040e+04,5.132876217814824571e+01
1.063802791308275846e+04,5.133062222929881813e+01
1.063802793491827470e+04,5.133248230101104070e+01
1.063802795675379093e+04,5.133434239343888805e+01
1.063802797858930899e+04,5.133620250673645558e+01
1.063802800042482522e+04,5.133806264059283109e+01
1.063802802226034146e+04,5.133992279516203183e+01
1.063802804409585951e+04,5.134178297059808926e+01
1.063802806593137575e+04,5.134364316659013383e+01
1.063802808776689199e+04,5.134550338329220409e+01
1.063802810960241004e+04,5.134736362085829597e+01
1.063802813143792628e+04,5.134922387897754703e+01
1.063802815327344251e+04,5.135108415780401003e+01
1.063802817510896057e+04,5.135294445749168091e+01
1.063802819694447680e+04,5.135480477772968300e+01
1.063802821877999486e+04,5.135666511882700291e+01
1.063802824061551109e+04,5.135852548047280663e+01
1.063802826245102733e+04,5.136038586282107588e+01
1.063802828428654539e+04,5.136224626602584920e+01
1.063802830612206162e+04,5.136410668977628546e+01
1.063802832795757786e+04,5.136596713422635219e+01
1.063802834979309591e+04,5.136782759953013056e+01
1.063802837162861215e+04,5.136968808537668707e+01
1.063802839346412838e+04,5.137154859192009582e+01
1.063802841529964644e+04,5.137340911931435983e+01
1.063802843713516268e+04,5.137526966724860245e+01
1.063802845897067891e+04,5.137713023587686934e+01
1.063802848080619697e+04,5.137899082535319195e+01
1.063802850264171320e+04,5.138085143536662969e+01
1.063802852447723126e+04,5.138271206622627574e+01
1.063802854631274749e+04,5.138457271762116818e+01
1.063802856814826373e+04,5.138643338970533847e+01
1.063802858998378179e+04,5.138829408263290333e+01
1.063802861181929802e+04,5.139015479609287240e+01
1.063802863365481426e+04,5.139201553023933400e+01
1.063802865549033231e+04,5.139387628522631957e+01
1.063802867732584855e+04,5.139573706074290982e+01
1.063802869916136478e+04,5.139759785694315752e+01
1.063802872099688284e+04,5.139945867398114387e+01
1.063802874283239908e+04,5.140131951154585010e+01
1.063802876466791531e+04,5.140318036979142136e+01
1.063802878650343337e+04,5.140504124887189619e+01
1.063802880833894960e+04,5.140690214847629136e+01
1.063802883017446766e+04,5.140876306891373559e+01
1.063802885200998389e+04,5.141062400987321013e+01
1.063802887384550013e+04,5.141248497150881036e+01
1.063802889568101818e+04,5.141434595397461038e+01
1.063802891751653442e+04,5.141620695695963406e+01
1.063802893935205066e+04,5.141806798061795547e+01
1.063802896118756871e+04,5.141992902510365582e+01
1.063802898302308495e+04,5.142179009010575186e+01
1.063802900485860118e+04,5.142365117577834610e+01
1.063802902669411924e+04,5.142551228227547711e+01
1.063802904852963547e+04,5.142737340928616874e+01
1.063802907036515171e+04,5.142923455696452351e+01
1.063802909220066977e+04,5.143109572546460839e+01
1.063802911403618600e+04,5.143295691447543305e+01
1.063802913587170406e+04,5.143481812430611910e+01
1.063802915770722029e+04,5.143667935464566199e+01
1.063802917954273653e+04,5.143854060564812158e+01
1.063802920137825458e+04,5.144040187746762882e+01
1.063802922321377082e+04,5.144226316979318625e+01
1.063802924504928706e+04,5.144412448277883243e+01
1.063802926688480511e+04,5.144598581657869829e+01
1.063802928872032135e+04,5.144784717088175796e+01
1.063802931055583758e+04,5.144970854584211395e+01
1.063802933239135564e+04,5.145156994161385455e+01
1.063802935422687187e+04,5.145343135788596811e+01
1.063802937606238811e+04,5.145529279481253582e+01
1.063802939789790616e+04,5.145715425254770992e+01
1.063802941973342240e+04,5.145901573078037927e+01
1.063802944156894046e+04,5.146087722981977919e+01
1.063802946340445669e+04,5.146273874935480563e+01
1.063802948523997293e+04,5.146460028953956112e+01
1.063802950707549098e+04,5.146646185052824762e+01
1.063802952891100722e+04,5.146832343200971849e+01
1.063802955074652346e+04,5.147018503413811885e+01
1.063802957258204151e+04,5.147204665706758675e+01
1.063802959441755775e+04,5.147390830048702526e+01
1.063802961625307398e+04,5.147576996455057241e+01
1.063802963808859204e+04,5.147763164941237335e+01
1.063802965992410827e+04,5.147949335476129562e+01
1.063802968175962451e+04,5.148135508075153410e+01
1.063802970359514256e+04,5.148321682753716999e+01
1.063802972543065880e+04,5.148507859480709925e+01
1.063802974726617686e+04,5.148694038287061403e+01
1.063802976910169309e+04,5.148880219141653214e+01
1.063802979093720933e+04,5.149066402059903425e+01
1.063802981277272738e+04,5.149252587057224417e+01
1.063802983460824362e+04,5.149438774102505079e+01
1.063802985644375985e+04,5.149624963211162765e+01
1.063802987827927791e+04,5.149811154398607727e+01
1.063802990011479415e+04,5.149997347633730271e+01
1.063802992195031038e+04,5.150183542931944913e+01
1.063802994378582844e+04,5.150369740308666167e+01
1.063802996562134467e+04,5.150555939732781496e+01
1.063802998745686091e+04,5.150742141219706838e+01
1.063803000929237896e+04,5.150928344784859547e+01
1.063803003112789520e+04,5.151114550397117853e+01
1.063803005296341325e+04,5.151300758087415943e+01
1.063803007479892949e+04,5.151486967824638441e+01
1.063803009663444573e+04,5.151673179624194887e+01
1.063803011846996378e+04,5.151859393501509743e+01
1.063803014030548002e+04,5.152045609425463368e+01
1.063803016214099625e+04,5.152231827411470988e+01
1.063803018397651431e+04,5.152418047474952800e+01
1.063803020581203054e+04,5.152604269584790586e+01
1.063803022764754678e+04,5.152790493756399570e+01
1.063803024948306484e+04,5.152976720005202083e+01
1.063803027131858107e+04,5.153162948300073509e+01
1.063803029315409731e+04,5.153349178656437601e+01
1.063803031498961536e+04,5.153535411089712426e+01
1.063803033682513160e+04,5.153721645568772658e+01
1.063803035866064965e+04,5.153907882124557460e+01
1.063803038049616589e+04,5.154094120725940087e+01
1.063803040233168213e+04,5.154280361388343579e+01
1.063803042416720018e+04,5.154466604127183871e+01
1.063803044600271642e+04,5.154652848911342744e+01
1.063803046783823265e+04,5.154839095756238265e+01
1.063803048967375071e+04,5.155025344677289212e+01
1.063803051150926694e+04,5.155211595643375233e+01
1.063803053334478318e+04,5.155397848669915817e+01
1.063803055518030123e+04,5.155584103772329740e+01
1.063803057701581747e+04,5.155770360919492390e+01
1.063803059885133371e+04,5.155956620126830359e+01
1.063803062068685176e+04,5.156142881409758871e+01
1.063803064252236800e+04,5.156329144737153314e+01
1.063803066435788605e+04,5.156515410139953559e+01
1.063803068619340229e+04,5.156701677587031440e+01
1.063803070802891853e+04,5.156887947093809288e+01
1.063803072986443658e+04,5.157074218675710142e+01
1.063803075169995282e+04,5.157260492301607968e+01
1.063803077353546905e+04,5.157446767986921543e+01
1.063803079537098711e+04,5.157633045747073908e+01
1.063803081720650334e+04,5.157819325550939027e+01
1.063803083904201958e+04,5.158005607413939231e+01
1.063803086087753763e+04,5.158191891351495428e+01
1.063803088271305387e+04,5.158378177332482295e+01
1.063803090454857011e+04,5.158564465372320740e+01
1.063803092638408816e+04,5.158750755486435224e+01
1.063803094821960440e+04,5.158937047643691898e+01
1.063803097005512245e+04,5.159123341875039870e+01
1.063803099189063869e+04,5.159309638149343158e+01
1.063803101372615492e+04,5.159495936482025513e+01
1.063803103556167298e+04,5.159682236888514950e+01
1.063803105739718922e+04,5.159868539337676907e+01
1.063803107923270545e+04,5.160054843844937267e+01
1.063803110106822351e+04,5.160241150425719070e+01
1.063803112290373974e+04,5.160427459048892018e+01
1.063803114473925598e+04,5.160613769729879863e+01
1.063803116657477403e+04,5.160800082484109907e+01
1.063803118841029027e+04,5.160986397280443327e+01
1.063803121024580651e+04,5.161172714134311690e+01
1.063803123208132456e+04,5.161359033061138746e+01
1.063803125391684080e+04,5.161545354029785670e+01
1.063803127575235885e+04,5.161731677071206548e+01
1.063803129758787509e+04,5.161918002154260421e+01
1.063803131942339132e+04,5.162104329294375304e+01
1.063803134125890938e+04,5.162290658506978502e+01
1.063803136309442561e+04,5.162476989760932611e+01
1.063803138492994185e+04,5.162663323071664934e+01
1.063803140676545991e+04,5.162849658454602775e+01
1.063803142860097614e+04,5.163035995878608020e+01
1.063803145043649238e+04,5.163222335359110104e+01
1.063803147227201043e+04,5.163408676911535622e+01
1.063803149410752667e+04,5.163595020504744326e+01
1.063803151594304290e+04,5.163781366154165653e+01
1.063803153777856096e+04,5.163967713875228327e+01
1.063803155961407720e+04,5.164154063636791392e+01
1.063803158144959525e+04,5.164340415469808221e+01
1.063803160328511149e+04,5.164526769343138568e+01
1.063803162512062772e+04,5.164713125272206184e+01
1.063803164695614578e+04,5.164899483272446190e+01
1.063803166879166201e+04,5.165085843312717628e+01
1.063803169062717825e+04,5.165272205408444250e+01
1.063803171246269631e+04,5.165458569575059755e+01
1.063803173429821254e+04,5.165644935781421054e+01
