Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.903683680555783212e+03,1.252091654999984712e+03
9.903683703452748887e+03,1.252127062545962872e+03
9.903683726349714561e+03,1.252162467370876129e+03
9.903683749246680236e+03,1.252197869474452546e+03
9.903683772143645911e+03,1.252233268856420182e+03
9.903683795040611585e+03,1.252268665516506871e+03
9.903683817937577260e+03,1.252304059454441131e+03
9.903683840834542934e+03,1.252339450669949883e+03
9.903683863731508609e+03,1.252374839162762328e+03
9.903683886628474283e+03,1.252410224932606070e+03
9.903683909525439958e+03,1.252445607979208944e+03
9.903683932422405633e+03,1.252480988302299920e+03
9.903683955319371307e+03,1.252516365901606150e+03
9.903683978216336982e+03,1.252551740776856377e+03
9.903684001113302656e+03,1.252587112927778890e+03
9.903684024010268331e+03,1.252622482354101976e+03
9.903684046907234006e+03,1.252657849055553697e+03
9.903684069804199680e+03,1.252693213031862342e+03
9.903684092701163536e+03,1.252728574279947225e+03
9.903684115598129210e+03,1.252763932805154809e+03
9.903684138495094885e+03,1.252799288604404410e+03
9.903684161392060560e+03,1.252834641677424543e+03
9.903684184289026234e+03,1.252869992023943723e+03
9.903684207185991909e+03,1.252905339643689558e+03
9.903684230082957583e+03,1.252940684536391245e+03
9.903684252979923258e+03,1.252976026701777300e+03
9.903684275876888933e+03,1.253011366139576012e+03
9.903684298773854607e+03,1.253046702849515896e+03
9.903684321670820282e+03,1.253082036831325922e+03
9.903684344567785956e+03,1.253117368084733926e+03
9.903684367464751631e+03,1.253152696609469558e+03
9.903684390361717305e+03,1.253188022405259744e+03
9.903684413258682980e+03,1.253223345471835501e+03
9.903684436155648655e+03,1.253258665808923297e+03
9.903684459052614329e+03,1.253293983416253468e+03
9.903684481949580004e+03,1.253329298293554302e+03
9.903684504846545678e+03,1.253364610440553861e+03
9.903684527743511353e+03,1.253399919856981796e+03
9.903684550640477028e+03,1.253435226542566170e+03
9.903684573537442702e+03,1.253470530497037089e+03
9.903684596434408377e+03,1.253505831720121932e+03
9.903684619331374051e+03,1.253541130211550580e+03
9.903684642228339726e+03,1.253576425971051094e+03
9.903684665125305401e+03,1.253611718998353581e+03
9.903684688022271075e+03,1.253647009293185874e+03
9.903684710919236750e+03,1.253682296855277855e+03
9.903684733816202424e+03,1.253717581684357810e+03
9.903684756713168099e+03,1.253752863780155394e+03
9.903684779610133774e+03,1.253788143142399122e+03
9.903684802507099448e+03,1.253823419770818646e+03
9.903684825404065123e+03,1.253858693665142482e+03
9.903684848301030797e+03,1.253893964825100284e+03
9.903684871197996472e+03,1.253929233250421248e+03
9.903684894094960327e+03,1.253964498938032875e+03
9.903684916991926002e+03,1.253999761893267305e+03
9.903684939888891677e+03,1.254035022113052264e+03
9.903684962785857351e+03,1.254070279597117178e+03
9.903684985682823026e+03,1.254105534345191245e+03
9.903685008579788700e+03,1.254140786357004345e+03
9.903685031476754375e+03,1.254176035632284766e+03
9.903685054373720050e+03,1.254211282170762388e+03
9.903685077270685724e+03,1.254246525972166864e+03
9.903685100167651399e+03,1.254281767036227166e+03
9.903685123064617073e+03,1.254317005362672717e+03
9.903685145961582748e+03,1.254352240951233398e+03
9.903685168858548423e+03,1.254387473801638862e+03
9.903685191755514097e+03,1.254422703913617852e+03
9.903685214652479772e+03,1.254457931286900703e+03
9.903685237549445446e+03,1.254493155921215930e+03
9.903685260446411121e+03,1.254528377816294778e+03
9.903685283343376796e+03,1.254563596971865081e+03
9.903685306240342470e+03,1.254598813387658083e+03
9.903685329137308145e+03,1.254634027063402073e+03
9.903685352034273819e+03,1.254669237998827612e+03
9.903685374931239494e+03,1.254704446193664580e+03
9.903685397828205168e+03,1.254739651647641494e+03
9.903685420725170843e+03,1.254774854360489599e+03
9.903685443622136518e+03,1.254810054331938090e+03
9.903685466519102192e+03,1.254845251561716168e+03
9.903685489416067867e+03,1.254880446049554621e+03
9.903685512313033541e+03,1.254915637795182647e+03
9.903685535209999216e+03,1.254950826798331263e+03
9.903685558106964891e+03,1.254986013058728759e+03
9.903685581003930565e+03,1.255021196576105922e+03
9.903685603900896240e+03,1.255056377350193316e+03
9.903685626797861914e+03,1.255091555380719910e+03
9.903685649694827589e+03,1.255126730667416723e+03
9.903685672591793264e+03,1.255161903210012269e+03
9.903685695488757119e+03,1.255197073005444508e+03
9.903685718385722794e+03,1.255232240059030346e+03
9.903685741282688468e+03,1.255267404367706149e+03
9.903685764179654143e+03,1.255302565931202935e+03
9.903685787076619818e+03,1.255337724749248991e+03
9.903685809973585492e+03,1.255372880821576246e+03
9.903685832870551167e+03,1.255408034147914350e+03
9.903685855767516841e+03,1.255443184727992502e+03
9.903685878664482516e+03,1.255478332561542857e+03
9.903685901561448190e+03,1.255513477648294383e+03
9.903685924458413865e+03,1.255548619987978327e+03
9.903685947355379540e+03,1.255583759580323658e+03
9.903685970252345214e+03,1.255618896425062303e+03
9.903685993149310889e+03,1.255654030521923687e+03
9.903686016046276563e+03,1.255689161870638827e+03
9.903686038943242238e+03,1.255724290470937376e+03
9.903686061840207913e+03,1.255759416322550805e+03
9.903686084737173587e+03,1.255794539425209223e+03
9.903686107634139262e+03,1.255829659778642736e+03
9.903686130531104936e+03,1.255864777382582361e+03
9.903686153428070611e+03,1.255899892236758660e+03
9.903686176325036286e+03,1.255935004340901969e+03
9.903686199222001960e+03,1.255970113694742849e+03
9.903686222118967635e+03,1.256005220298012773e+03
9.903686245015933309e+03,1.256040324150441620e+03
9.903686267912898984e+03,1.256075425251760407e+03
9.903686290809864659e+03,1.256110523601699470e+03
9.903686313706830333e+03,1.256145619199990051e+03
9.903686336603796008e+03,1.256180712046362714e+03
9.903686359500761682e+03,1.256215802140548249e+03
9.903686382397727357e+03,1.256250889482277216e+03
9.903686405294693031e+03,1.256285974071281316e+03
9.903686428191658706e+03,1.256321055907290202e+03
9.903686451088624381e+03,1.256356134990036253e+03
9.903686473985590055e+03,1.256391211319249578e+03
9.903686496882553911e+03,1.256426284891874047e+03
9.903686519779519585e+03,1.256461355713215198e+03
9.903686542676485260e+03,1.256496423780216674e+03
9.903686565573450935e+03,1.256531489092608808e+03
9.903686588470416609e+03,1.256566551650123529e+03
9.903686611367382284e+03,1.256601611452492079e+03
9.903686634264347958e+03,1.256636668499444568e+03
9.903686657161313633e+03,1.256671722790712920e+03
9.903686680058279308e+03,1.256706774326028608e+03
9.903686702955244982e+03,1.256741823105121739e+03
9.903686725852210657e+03,1.256776869127724240e+03
9.903686748749176331e+03,1.256811912393567354e+03
9.903686771646142006e+03,1.256846952902382554e+03
9.903686794543107681e+03,1.256881990653900175e+03
9.903686817440073355e+03,1.256917025647852370e+03
9.903686840337039030e+03,1.256952057883970383e+03
9.903686863234004704e+03,1.256987087361985004e+03
9.903686886130970379e+03,1.257022114081628388e+03
9.903686909027936053e+03,1.257057138042632005e+03
9.903686931924901728e+03,1.257092159244725735e+03
9.903686954821867403e+03,1.257127177687643325e+03
9.903686977718833077e+03,1.257162193371114881e+03
9.903687000615798752e+03,1.257197206294871648e+03
9.903687023512764426e+03,1.257232216458646690e+03
9.903687046409730101e+03,1.257267223862169885e+03
9.903687069306695776e+03,1.257302228505173844e+03
9.903687092203661450e+03,1.257337230387389354e+03
9.903687115100627125e+03,1.257372229508549026e+03
9.903687137997592799e+03,1.257407225868384330e+03
9.903687160894558474e+03,1.257442219466626057e+03
9.903687183791524149e+03,1.257477210303006814e+03
9.903687206688489823e+03,1.257512198377258301e+03
9.903687229585455498e+03,1.257547183689111762e+03
9.903687252482421172e+03,1.257582166238299124e+03
9.903687275379386847e+03,1.257617146024552767e+03
9.903687298276350703e+03,1.257652123044826112e+03
9.903687321173316377e+03,1.257687097304406734e+03
9.903687344070282052e+03,1.257722068800249417e+03
9.903687366967247726e+03,1.257757037532085405e+03
9.903687389864213401e+03,1.257792003499646626e+03
9.903687412761179075e+03,1.257826966702665459e+03
9.903687435658144750e+03,1.257861927140873377e+03
