Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.027127336805546656e+04,1.646403145213588459e+02
1.027127353332662278e+04,1.646649806371827651e+02
1.027127369859778082e+04,1.646896431867906756e+02
1.027127386386893704e+04,1.647143021680181505e+02
1.027127402914009326e+04,1.647389575795151586e+02
1.027127419441124948e+04,1.647636094196604972e+02
1.027127435968240752e+04,1.647882576871046183e+02
1.027127452495356374e+04,1.648129023796840613e+02
1.027127469022471996e+04,1.648375434960498467e+02
1.027127485549587800e+04,1.648621810348526822e+02
1.027127502076703422e+04,1.648868149939303862e+02
1.027127518603819044e+04,1.649114453719342350e+02
1.027127535130934666e+04,1.649360721672448165e+02
1.027127551658050470e+04,1.649606953785137762e+02
1.027127568185166092e+04,1.649853150035799842e+02
1.027127584712281714e+04,1.650099310410956832e+02
1.027127601239397518e+04,1.650345434897131156e+02
1.027127617766513140e+04,1.650591523472722031e+02
1.027127634293628762e+04,1.650837576124256998e+02
1.027127650820744384e+04,1.651083592835556999e+02
1.027127667347860188e+04,1.651329573593153270e+02
1.027127683874975810e+04,1.651575518375456113e+02
1.027127700402091432e+04,1.651821427169001879e+02
1.027127716929207236e+04,1.652067299960327773e+02
1.027127733456322858e+04,1.652313136727852338e+02
1.027127749983438480e+04,1.652558937458119885e+02
1.027127766510554284e+04,1.652804702137670745e+02
1.027127783037669906e+04,1.653050430744937103e+02
1.027127799564785528e+04,1.653296123266464690e+02
1.027127816091901150e+04,1.653541779686098891e+02
1.027127832619016954e+04,1.653787399990391123e+02
1.027127849146132576e+04,1.654032984157782948e+02
1.027127865673248198e+04,1.654278532174830616e+02
1.027127882200364002e+04,1.654524044028089804e+02
1.027127898727479624e+04,1.654769519696013447e+02
1.027127915254595246e+04,1.655014959165162622e+02
1.027127931781710868e+04,1.655260362419398632e+02
1.027127948308826672e+04,1.655505729445286249e+02
1.027127964835942294e+04,1.655751060221290345e+02
1.027127981363057916e+04,1.655996354733979956e+02
1.027127997890173719e+04,1.656241612969926109e+02
1.027128014417289342e+04,1.656486834907602770e+02
1.027128030944404964e+04,1.656732020533585228e+02
1.027128047471520586e+04,1.656977169831751837e+02
1.027128063998636389e+04,1.657222282788680729e+02
1.027128080525752011e+04,1.657467359382859229e+02
1.027128097052867633e+04,1.657712399600870583e+02
1.027128113579983437e+04,1.657957403429298893e+02
1.027128130107099059e+04,1.658202370846640861e+02
1.027128146634214681e+04,1.658447301839487409e+02
1.027128163161330303e+04,1.658692196391730818e+02
1.027128179688446107e+04,1.658937054489964567e+02
1.027128196215561729e+04,1.659181876112699001e+02
1.027128212742677351e+04,1.659426661246529591e+02
1.027128229269793155e+04,1.659671409878056636e+02
1.027128245796908777e+04,1.659916121985797304e+02
1.027128262324024399e+04,1.660160797556356158e+02
1.027128278851140021e+04,1.660405436573644806e+02
1.027128295378255825e+04,1.660650039024269233e+02
1.027128311905371447e+04,1.660894604886761101e+02
1.027128328432487069e+04,1.661139134147732079e+02
1.027128344959602873e+04,1.661383626793794406e+02
1.027128361486718495e+04,1.661628082803489690e+02
1.027128378013834117e+04,1.661872502163435001e+02
1.027128394540949739e+04,1.662116884857559000e+02
1.027128411068065543e+04,1.662361230872481883e+02
1.027128427595181165e+04,1.662605540186759185e+02
1.027128444122296787e+04,1.662849812787014798e+02
1.027128460649412591e+04,1.663094048659875739e+02
1.027128477176528213e+04,1.663338247783905217e+02
1.027128493703643835e+04,1.663582410145735651e+02
1.027128510230759457e+04,1.663826535729312752e+02
1.027128526757875261e+04,1.664070624521269508e+02
1.027128543284990883e+04,1.664314676500184476e+02
1.027128559812106505e+04,1.664558691652696041e+02
1.027128576339222309e+04,1.664802669965444579e+02
1.027128592866337931e+04,1.665046611417017459e+02
1.027128609393453553e+04,1.665290515994060172e+02
1.027128625920569357e+04,1.665534383683218493e+02
1.027128642447684979e+04,1.665778214463089171e+02
1.027128658974800601e+04,1.666022008320324232e+02
1.027128675501916223e+04,1.666265765238893266e+02
1.027128692029032027e+04,1.666509485205449437e+02
1.027128708556147649e+04,1.666753168198603987e+02
1.027128725083263271e+04,1.666996814205015482e+02
1.027128741610379075e+04,1.667240423211344762e+02
1.027128758137494697e+04,1.667483995196211026e+02
1.027128774664610319e+04,1.667727530146280230e+02
1.027128791191725941e+04,1.667971028045539015e+02
1.027128807718841745e+04,1.668214488880655608e+02
1.027128824245957367e+04,1.668457912630262570e+02
1.027128840773072989e+04,1.668701299281033528e+02
1.027128857300188793e+04,1.668944648819643248e+02
1.027128873827304415e+04,1.669187961224733954e+02
1.027128890354420037e+04,1.669431236482985810e+02
1.027128906881535659e+04,1.669674474578401941e+02
1.027128923408651463e+04,1.669917675497665073e+02
1.027128939935767085e+04,1.670160839219431637e+02
1.027128956462882707e+04,1.670403965730387483e+02
1.027128972989998510e+04,1.670647055017223579e+02
1.027128989517114132e+04,1.670890107058604315e+02
1.027129006044229754e+04,1.671133121841222646e+02
1.027129022571345376e+04,1.671376099349101310e+02
1.027129039098461180e+04,1.671619039568935534e+02
1.027129055625576802e+04,1.671861942479405059e+02
1.027129072152692424e+04,1.672104808067211081e+02
1.027129088679808228e+04,1.672347636319057358e+02
1.027129105206923850e+04,1.672590427213631301e+02
1.027129121734039472e+04,1.672833180737641499e+02
1.027129138261155094e+04,1.673075896875126034e+02
1.027129154788270898e+04,1.673318575612796337e+02
1.027129171315386520e+04,1.673561216929353463e+02
1.027129187842502142e+04,1.673803820811513958e+02
1.027129204369617946e+04,1.674046387245995220e+02
1.027129220896733568e+04,1.674288916211508536e+02
1.027129237423849190e+04,1.674531407694775851e+02
1.027129253950964812e+04,1.674773861679852871e+02
1.027129270478080616e+04,1.675016278153465805e+02
1.027129287005196238e+04,1.675258657094337877e+02
1.027129303532311860e+04,1.675500998489200981e+02
1.027129320059427664e+04,1.675743302324785873e+02
1.027129336586543286e+04,1.675985568579827429e+02
