Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.882460428240709007e+03,2.559328595791686478e+00
9.882460446256400246e+03,2.559328670149975338e+00
9.882460464272089666e+03,2.559328744504702158e+00
9.882460482287780906e+03,2.559328818855881593e+00
9.882460500303470326e+03,2.559328893203498101e+00
9.882460518319161565e+03,2.559328967547565892e+00
9.882460536334850985e+03,2.559329041888069867e+00
9.882460554350542225e+03,2.559329116225024681e+00
9.882460572366233464e+03,2.559329190558421896e+00
9.882460590381922884e+03,2.559329264888254851e+00
9.882460608397614124e+03,2.559329339214536869e+00
9.882460626413303544e+03,2.559329413537252851e+00
9.882460644428994783e+03,2.559329487856417895e+00
9.882460662444684203e+03,2.559329562172015571e+00
9.882460680460375443e+03,2.559329636484061421e+00
9.882460698476066682e+03,2.559329710792547452e+00
9.882460716491756102e+03,2.559329785097464782e+00
9.882460734507447341e+03,2.559329859398828955e+00
9.882460752523136762e+03,2.559329933696624426e+00
9.882460770538828001e+03,2.559330007990865852e+00
9.882460788554517421e+03,2.559330082281537244e+00
9.882460806570208661e+03,2.559330156568653702e+00
9.882460824585899900e+03,2.559330230852207233e+00
9.882460842601589320e+03,2.559330305132189398e+00
9.882460860617280559e+03,2.559330379408615741e+00
9.882460878632969980e+03,2.559330453681470274e+00
9.882460896648661219e+03,2.559330527950767209e+00
9.882460914664350639e+03,2.559330602216492334e+00
9.882460932680041878e+03,2.559330676478658972e+00
9.882460950695733118e+03,2.559330750737259130e+00
9.882460968711422538e+03,2.559330824992286146e+00
9.882460986727113777e+03,2.559330899243753343e+00
9.882461004742803198e+03,2.559330973491646066e+00
9.882461022758494437e+03,2.559331047735978970e+00
9.882461040774183857e+03,2.559331121976736512e+00
9.882461058789875096e+03,2.559331196213932458e+00
9.882461076805566336e+03,2.559331270447560147e+00
9.882461094821255756e+03,2.559331344677610698e+00
9.882461112836946995e+03,2.559331418904099209e+00
9.882461130852636416e+03,2.559331493127010582e+00
9.882461148868327655e+03,2.559331567346358138e+00
9.882461166884017075e+03,2.559331641562127668e+00
9.882461184899708314e+03,2.559331715774333382e+00
9.882461202915399554e+03,2.559331789982966843e+00
9.882461220931088974e+03,2.559331864188021388e+00
9.882461238946780213e+03,2.559331938389510341e+00
9.882461256962469633e+03,2.559332012587419047e+00
9.882461274978160873e+03,2.559332086781761717e+00
9.882461292993850293e+03,2.559332160972522807e+00
9.882461311009541532e+03,2.559332235159717417e+00
9.882461329025232772e+03,2.559332309343337108e+00
9.882461347040922192e+03,2.559332383523374332e+00
9.882461365056613431e+03,2.559332457699843744e+00
9.882461383072302851e+03,2.559332531872729355e+00
9.882461401087994091e+03,2.559332606042046709e+00
9.882461419103683511e+03,2.559332680207779376e+00
9.882461437119374750e+03,2.559332754369942009e+00
9.882461455135065989e+03,2.559332828528527504e+00
9.882461473150755410e+03,2.559332902683527422e+00
9.882461491166446649e+03,2.559332976834956419e+00
9.882461509182136069e+03,2.559333050982798952e+00
9.882461527197827309e+03,2.559333125127069675e+00
9.882461545213516729e+03,2.559333199267753489e+00
9.882461563229207968e+03,2.559333273404865050e+00
9.882461581244899207e+03,2.559333347538395032e+00
9.882461599260588628e+03,2.559333421668337660e+00
9.882461617276279867e+03,2.559333495794705815e+00
9.882461635291969287e+03,2.559333569917484841e+00
9.882461653307660526e+03,2.559333644036689837e+00
9.882461671323349947e+03,2.559333718152303927e+00
9.882461689339041186e+03,2.559333792264342655e+00
9.882461707354732425e+03,2.559333866372798028e+00
9.882461725370421846e+03,2.559333940477662050e+00
9.882461743386113085e+03,2.559334014578949379e+00
9.882461761401802505e+03,2.559334088676644470e+00
9.882461779417493744e+03,2.559334162770761978e+00
9.882461797433183165e+03,2.559334236861286804e+00
9.882461815448874404e+03,2.559334310948232716e+00
9.882461833464563824e+03,2.559334385031585057e+00
9.882461851480255064e+03,2.559334459111358484e+00
9.882461869495946303e+03,2.559334533187544114e+00
9.882461887511635723e+03,2.559334607260134842e+00
9.882461905527326962e+03,2.559334681329145322e+00
9.882461923543016383e+03,2.559334755394559568e+00
9.882461941558707622e+03,2.559334829456393123e+00
9.882461959574397042e+03,2.559334903514629111e+00
9.882461977590088281e+03,2.559334977569283520e+00
9.882461995605779521e+03,2.559335051620347468e+00
9.882462013621468941e+03,2.559335125667813848e+00
9.882462031637160180e+03,2.559335199711696429e+00
9.882462049652849601e+03,2.559335273751980111e+00
9.882462067668540840e+03,2.559335347788680437e+00
9.882462085684230260e+03,2.559335421821780532e+00
9.882462103699921499e+03,2.559335495851295050e+00
9.882462121715612739e+03,2.559335569877216887e+00
9.882462139731302159e+03,2.559335643899538049e+00
9.882462157746993398e+03,2.559335717918273190e+00
9.882462175762682818e+03,2.559335791933405879e+00
9.882462193778374058e+03,2.559335865944952104e+00
9.882462211794063478e+03,2.559335939952894989e+00
9.882462229809754717e+03,2.559336013957250522e+00
9.882462247825445957e+03,2.559336087958009820e+00
9.882462265841135377e+03,2.559336161955165778e+00
9.882462283856826616e+03,2.559336235948732163e+00
9.882462301872516036e+03,2.559336309938694320e+00
9.882462319888207276e+03,2.559336383925065572e+00
9.882462337903896696e+03,2.559336457907832152e+00
9.882462355919587935e+03,2.559336531887007826e+00
9.882462373935279174e+03,2.559336605862584157e+00
9.882462391950968595e+03,2.559336679834554040e+00
9.882462409966659834e+03,2.559336753802931685e+00
9.882462427982349254e+03,2.559336827767701994e+00
9.882462445998040494e+03,2.559336901728879177e+00
9.882462464013729914e+03,2.559336975686448579e+00
9.882462482029421153e+03,2.559337049640423079e+00
9.882462500045112392e+03,2.559337123590796903e+00
9.882462518060801813e+03,2.559337197537560726e+00
9.882462536076493052e+03,2.559337271480729203e+00
9.882462554092182472e+03,2.559337345420287679e+00
9.882462572107873712e+03,2.559337419356250365e+00
9.882462590123563132e+03,2.559337493288601273e+00
9.882462608139254371e+03,2.559337567217355502e+00
9.882462626154945610e+03,2.559337641142505948e+00
9.882462644170635031e+03,2.559337715064042840e+00
9.882462662186326270e+03,2.559337788981982165e+00
9.882462680202015690e+03,2.559337862896308380e+00
9.882462698217706929e+03,2.559337936807036140e+00
9.882462716233396350e+03,2.559338010714149014e+00
9.882462734249087589e+03,2.559338084617662101e+00
9.882462752264778828e+03,2.559338158517568296e+00
9.882462770280468249e+03,2.559338232413859160e+00
9.882462788296159488e+03,2.559338306306548461e+00
9.882462806311848908e+03,2.559338380195621987e+00
9.882462824327540147e+03,2.559338454081093950e+00
9.882462842343229568e+03,2.559338527962948806e+00
9.882462860358920807e+03,2.559338601841200767e+00
9.882462878374612046e+03,2.559338675715842282e+00
