Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.013184277777792886e+04,2.558175423715985275e+00
1.013184279854968190e+04,2.558175424726865543e+00
1.013184281932143494e+04,2.558175425737978514e+00
1.013184284009318799e+04,2.558175426749322412e+00
1.013184286086494103e+04,2.558175427760897236e+00
1.013184288163669407e+04,2.558175428772706539e+00
1.013184290240844712e+04,2.558175429784743216e+00
1.013184292318020016e+04,2.558175430797014371e+00
1.013184294395195320e+04,2.558175431809512901e+00
1.013184296472370625e+04,2.558175432822245909e+00
1.013184298549545929e+04,2.558175433835209844e+00
1.013184300626721233e+04,2.558175434848404706e+00
1.013184302703896537e+04,2.558175435861832270e+00
1.013184304781071842e+04,2.558175436875488984e+00
1.013184306858247146e+04,2.558175437889378401e+00
1.013184308935422450e+04,2.558175438903498744e+00
1.013184311012597936e+04,2.558175439917851790e+00
1.013184313089773241e+04,2.558175440932433986e+00
1.013184315166948545e+04,2.558175441947248885e+00
1.013184317244123849e+04,2.558175442962294710e+00
1.013184319321299154e+04,2.558175443977571462e+00
1.013184321398474458e+04,2.558175444993082692e+00
1.013184323475649762e+04,2.558175446008821297e+00
1.013184325552825067e+04,2.558175447024792604e+00
1.013184327630000371e+04,2.558175448040994837e+00
1.013184329707175675e+04,2.558175449057429773e+00
1.013184331784350979e+04,2.558175450074095636e+00
1.013184333861526284e+04,2.558175451090994201e+00
1.013184335938701588e+04,2.558175452108120140e+00
1.013184338015876892e+04,2.558175453125482335e+00
1.013184340093052197e+04,2.558175454143073679e+00
1.013184342170227501e+04,2.558175455160895950e+00
1.013184344247402805e+04,2.558175456178950924e+00
1.013184346324578109e+04,2.558175457197235048e+00
1.013184348401753414e+04,2.558175458215753650e+00
1.013184350478928718e+04,2.558175459234501403e+00
1.013184352556104022e+04,2.558175460253481859e+00
1.013184354633279327e+04,2.558175461272691464e+00
1.013184356710454631e+04,2.558175462292135549e+00
1.013184358787629935e+04,2.558175463311808784e+00
1.013184360864805240e+04,2.558175464331714721e+00
1.013184362941980544e+04,2.558175465351851585e+00
1.013184365019155848e+04,2.558175466372219375e+00
1.013184367096331152e+04,2.558175467392821645e+00
1.013184369173506457e+04,2.558175468413651288e+00
1.013184371250681761e+04,2.558175469434713634e+00
1.013184373327857065e+04,2.558175470456008682e+00
1.013184375405032551e+04,2.558175471477534657e+00
1.013184377482207856e+04,2.558175472499291558e+00
1.013184379559383160e+04,2.558175473521281162e+00
1.013184381636558464e+04,2.558175474543501693e+00
1.013184383713733769e+04,2.558175475565953150e+00
1.013184385790909073e+04,2.558175476588635533e+00
1.013184387868084377e+04,2.558175477611548843e+00
1.013184389945259682e+04,2.558175478634694855e+00
1.013184392022434986e+04,2.558175479658073570e+00
1.013184394099610290e+04,2.558175480681681435e+00
1.013184396176785594e+04,2.558175481705520227e+00
1.013184398253960899e+04,2.558175482729591721e+00
1.013184400331136203e+04,2.558175483753897694e+00
1.013184402408311507e+04,2.558175484778431041e+00
1.013184404485486812e+04,2.558175485803197091e+00
1.013184406562662116e+04,2.558175486828194067e+00
1.013184408639837420e+04,2.558175487853425523e+00
1.013184410717012724e+04,2.558175488878886128e+00
1.013184412794188029e+04,2.558175489904577660e+00
1.013184414871363333e+04,2.558175490930501894e+00
1.013184416948538637e+04,2.558175491956655279e+00
1.013184419025713942e+04,2.558175492983041366e+00
1.013184421102889246e+04,2.558175494009660156e+00
1.013184423180064550e+04,2.558175495036508096e+00
1.013184425257239855e+04,2.558175496063590515e+00
1.013184427334415159e+04,2.558175497090903860e+00
1.013184429411590463e+04,2.558175498118448132e+00
1.013184431488765767e+04,2.558175499146223331e+00
1.013184433565941072e+04,2.558175500174229455e+00
1.013184435643116376e+04,2.558175501202470059e+00
1.013184437720291680e+04,2.558175502230939813e+00
1.013184439797466985e+04,2.558175503259640493e+00
1.013184441874642471e+04,2.558175504288573876e+00
1.013184443951817775e+04,2.558175505317741738e+00
1.013184446028993079e+04,2.558175506347135197e+00
1.013184448106168384e+04,2.558175507376763136e+00
1.013184450183343688e+04,2.558175508406623777e+00
1.013184452260518992e+04,2.558175509436713568e+00
1.013184454337694297e+04,2.558175510467036062e+00
1.013184456414869601e+04,2.558175511497589483e+00
1.013184458492044905e+04,2.558175512528375606e+00
