Time (BJD_TBD - 2450000), L_total/L_star (ppm)
1.014093855324061587e+04,2.126301056316222571e+02
1.014093857208740883e+04,2.126322040653392094e+02
1.014093859093419996e+04,2.126343025452329414e+02
1.014093860978099292e+04,2.126364010717068425e+02
1.014093862862778406e+04,2.126384996443539137e+02
1.014093864747457701e+04,2.126405982635773455e+02
1.014093866632136815e+04,2.126426969289701674e+02
1.014093868516816110e+04,2.126447956409355982e+02
1.014093870401495224e+04,2.126468943990667526e+02
1.014093872286174519e+04,2.126489932037668211e+02
1.014093874170853633e+04,2.126510920546287196e+02
1.014093876055532928e+04,2.126531909520558372e+02
1.014093877940212042e+04,2.126552898956410900e+02
1.014093879824891337e+04,2.126573888857877535e+02
1.014093881709570451e+04,2.126594879220888288e+02
1.014093883594249746e+04,2.126615870049476200e+02
1.014093885478928860e+04,2.126636861339570146e+02
1.014093887363608155e+04,2.126657853095204587e+02
1.014093889248287269e+04,2.126678845312307544e+02
1.014093891132966564e+04,2.126699837994912912e+02
1.014093893017645678e+04,2.126720831138948995e+02
1.014093894902324973e+04,2.126741824748451393e+02
1.014093896787004269e+04,2.126762818821372889e+02
1.014093898671683382e+04,2.126783813355669679e+02
1.014093900556362678e+04,2.126804808355375656e+02
1.014093902441041791e+04,2.126825803816419693e+02
1.014093904325721087e+04,2.126846799742834548e+02
1.014093906210400201e+04,2.126867796130549948e+02
1.014093908095079496e+04,2.126888792983600354e+02
1.014093909979758610e+04,2.126909790297912366e+02
1.014093911864437905e+04,2.126930788077521015e+02
1.014093913749117019e+04,2.126951786318355175e+02
1.014093915633796314e+04,2.126972785024448740e+02
1.014093917518475428e+04,2.126993784191730015e+02
1.014093919403154723e+04,2.127014783824233746e+02
1.014093921287833837e+04,2.127035783917887102e+02
1.014093923172513132e+04,2.127056784476725397e+02
1.014093925057192246e+04,2.127077785496675801e+02
1.014093926941871541e+04,2.127098786981774197e+02
1.014093928826550655e+04,2.127119788927947184e+02
1.014093930711229950e+04,2.127140791339230361e+02
1.014093932595909064e+04,2.127161794211550898e+02
1.014093934480588359e+04,2.127182797548944109e+02
1.014093936365267473e+04,2.127203801347337446e+02
1.014093938249946768e+04,2.127224805610766225e+02
1.014093940134626064e+04,2.127245810337184082e+02
1.014093942019305177e+04,2.127266815524546075e+02
1.014093943903984473e+04,2.127287821176886951e+02
1.014093945788663586e+04,2.127308827290133593e+02
1.014093947673342882e+04,2.127329833868322453e+02
1.014093949558021995e+04,2.127350840907380416e+02
1.014093951442701291e+04,2.127371848411342228e+02
1.014093953327380405e+04,2.127392856376134773e+02
1.014093955212059700e+04,2.127413864805794788e+02
1.014093957096738814e+04,2.127434873696248587e+02
1.014093958981418109e+04,2.127455883051531487e+02
1.014093960866097223e+04,2.127476892867570655e+02
1.014093962750776518e+04,2.127497903148401974e+02
1.014093964635455632e+04,2.127518913889951477e+02
1.014093966520134927e+04,2.127539925096256468e+02
1.014093968404814041e+04,2.127560936763242410e+02
1.014093970289493336e+04,2.127581948894945469e+02
1.014093972174172450e+04,2.127602961487291111e+02
1.014093974058851745e+04,2.127623974544317775e+02
1.014093975943530859e+04,2.127644988061950357e+02
1.014093977828210154e+04,2.127666002044225024e+02
