Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.061386530092591420e+04,5.234059524392324647e+01
1.061386531688121431e+04,5.234032946056019853e+01
1.061386533283651261e+04,5.234006367617884337e+01
1.061386534879181272e+04,5.233979789071859301e+01
1.061386536474711102e+04,5.233953210424008518e+01
1.061386538070241113e+04,5.233926631668273188e+01
1.061386539665770943e+04,5.233900052810717085e+01
1.061386541261300954e+04,5.233873473845275726e+01
1.061386542856830783e+04,5.233846894778015724e+01
1.061386544452360795e+04,5.233820315602881124e+01
1.061386546047890624e+04,5.233793736325927881e+01
1.061386547643420636e+04,5.233767156941102172e+01
1.061386549238950465e+04,5.233740577454463505e+01
1.061386550834480477e+04,5.233713997859953082e+01
1.061386552430010306e+04,5.233687418163634675e+01
1.061386554025540318e+04,5.233660838359448064e+01
1.061386555621070147e+04,5.233634258453457733e+01
1.061386557216600158e+04,5.233607678439601330e+01
1.061386558812129988e+04,5.233581098323944758e+01
1.061386560407659999e+04,5.233554518100426378e+01
1.061386562003189829e+04,5.233527937775112804e+01
1.061386563598719840e+04,5.233501357341939553e+01
1.061386565194249670e+04,5.233474776806970397e+01
1.061386566789779681e+04,5.233448196164150090e+01
1.061386568385309511e+04,5.233421615419538853e+01
1.061386569980839522e+04,5.233395034567077886e+01
1.061386571576369352e+04,5.233368453612826698e+01
1.061386573171899363e+04,5.233341872550731466e+01
1.061386574767429192e+04,5.233315291386850987e+01
1.061386576362959204e+04,5.233288710115129305e+01
1.061386577958489033e+04,5.233262128741623087e+01
1.061386579554019045e+04,5.233235547260279930e+01
1.061386581149549056e+04,5.233208965674129587e+01
1.061386582745078886e+04,5.233182383986203234e+01
1.061386584340608897e+04,5.233155802190443495e+01
1.061386585936138727e+04,5.233129220292911299e+01
1.061386587531668738e+04,5.233102638287547137e+01
1.061386589127198567e+04,5.233076056180416202e+01
1.061386590722728579e+04,5.233049473965458276e+01
1.061386592318258408e+04,5.233022891648734998e+01
1.061386593913788420e+04,5.232996309224187570e+01
1.061386595509318249e+04,5.232969726697878343e+01
1.061386597104848261e+04,5.232943144063748520e+01
1.061386598700378090e+04,5.232916561327863292e+01
1.061386600295908102e+04,5.232889978484158888e+01
1.061386601891437931e+04,5.232863395538701212e+01
1.061386603486967942e+04,5.232836812485428624e+01
1.061386605082497772e+04,5.232810229330407736e+01
1.061386606678027783e+04,5.232783646067576200e+01
1.061386608273557613e+04,5.232757062702995654e+01
1.061386609869087624e+04,5.232730479230610854e+01
1.061386611464617454e+04,5.232703895656481308e+01
1.061386613060147465e+04,5.232677311974550349e+01
1.061386614655677295e+04,5.232650728190876777e+01
1.061386616251207306e+04,5.232624144299404634e+01
1.061386617846737136e+04,5.232597560306196272e+01
1.061386619442267147e+04,5.232570976205191471e+01
1.061386621037796976e+04,5.232544392002454714e+01
1.061386622633326988e+04,5.232517807691924361e+01
1.061386624228856817e+04,5.232491223279665604e+01
1.061386625824386829e+04,5.232464638759615383e+01
1.061386627419916658e+04,5.232438054137841021e+01
1.061386629015446670e+04,5.232411469408281590e+01
1.061386630610976681e+04,5.232384884573966843e+01
1.061386632206506511e+04,5.232358299637932930e+01
1.061386633802036522e+04,5.232331714594118921e+01
1.061386635397566351e+04,5.232305129448587167e+01
1.061386636993096363e+04,5.232278544195277448e+01
1.061386638588626192e+04,5.232251958840255668e+01
1.061386640184156204e+04,5.232225373377458766e+01
1.061386641779686033e+04,5.232198787812954777e+01
1.061386643375216045e+04,5.232172202140677086e+01
1.061386644970745874e+04,5.232145616366693730e+01
1.061386646566275886e+04,5.232119030484945910e+01
1.061386648161805715e+04,5.232092444501493844e+01
1.061386649757335726e+04,5.232065858410279446e+01
1.061386651352865556e+04,5.232039272217362935e+01
1.061386652948395567e+04,5.232012685916689065e+01
1.061386654543925397e+04,5.231986099514318767e+01
1.061386656139455408e+04,5.231959513004192530e+01
1.061386657734985238e+04,5.231932926392374839e+01
1.061386659330515249e+04,5.231906339672801920e+01
1.061386660926045079e+04,5.231879752851542520e+01
1.061386662521575090e+04,5.231853165922531446e+01
1.061386664117104920e+04,5.231826578891838864e+01
1.061386665712634931e+04,5.231799991753396739e+01
1.061386667308164760e+04,5.231773404513273107e+01
1.061386668903694772e+04,5.231746817165409169e+01
1.061386670499224601e+04,5.231720229715865855e+01
1.061386672094754613e+04,5.231693642158585078e+01
1.061386673690284442e+04,5.231667054499627056e+01
1.061386675285814454e+04,5.231640466732936545e+01
1.061386676881344283e+04,5.231613878864572342e+01
1.061386678476874295e+04,5.231587290888479203e+01
1.061386680072404306e+04,5.231560702807684038e+01
1.061386681667934135e+04,5.231534114625224419e+01
1.061386683263464147e+04,5.231507526335036573e+01
1.061386684858993976e+04,5.231480937943188536e+01
1.061386686454523988e+04,5.231454349443617247e+01
1.061386688050053817e+04,5.231427760842384345e+01
1.061386689645583829e+04,5.231401172133434585e+01
1.061386691241113658e+04,5.231374583322828897e+01
1.061386692836643670e+04,5.231347994404507773e+01
1.061386694432173499e+04,5.231321405384533563e+01
1.061386696027703510e+04,5.231294816256846048e+01
1.061386697623233340e+04,5.231268227027511841e+01
1.061386699218763351e+04,5.231241637690466462e+01
1.061386700814293181e+04,5.231215048251779365e+01
1.061386702409823192e+04,5.231188458705383226e+01
1.061386704005353022e+04,5.231161869057348213e+01
1.061386705600883033e+04,5.231135279301609131e+01
1.061386707196412863e+04,5.231108689444232596e+01
1.061386708791942874e+04,5.231082099479158387e+01
1.061386710387472704e+04,5.231055509412448856e+01
1.061386711983002715e+04,5.231028919238044494e+01
1.061386713578532544e+04,5.231002328962010495e+01
1.061386715174062556e+04,5.230975738578283796e+01
1.061386716769592385e+04,5.230949148092928880e+01
1.061386718365122397e+04,5.230922557499886949e+01
1.061386719960652226e+04,5.230895966805221065e+01
1.061386721556182238e+04,5.230869376002871007e+01
1.061386723151712067e+04,5.230842785098898418e+01
1.061386724747242079e+04,5.230816194087245208e+01
1.061386726342771908e+04,5.230789602973977992e+01
1.061386727938301919e+04,5.230763011753030156e+01
1.061386729533831931e+04,5.230736420427439270e+01
1.061386731129361760e+04,5.230709829000237221e+01
1.061386732724891772e+04,5.230683237465360236e+01
1.061386734320421601e+04,5.230656645828877060e+01
1.061386735915951613e+04,5.230630054084725344e+01
1.061386737511481442e+04,5.230603462238968859e+01
1.061386739107011454e+04,5.230576870285545255e+01
1.061386740702541283e+04,5.230550278230521855e+01
1.061386742298071294e+04,5.230523686067835598e+01
1.061386743893601124e+04,5.230497093803555231e+01
1.061386745489131135e+04,5.230470501431613428e+01
1.061386747084660965e+04,5.230443908958076804e+01
1.061386748680190976e+04,5.230417316376886561e+01
1.061386750275720806e+04,5.230390723694106470e+01
1.061386751871250817e+04,5.230364130903674180e+01
1.061386753466780647e+04,5.230337538011654175e+01
1.061386755062310658e+04,5.230310945011987656e+01
1.061386756657840488e+04,5.230284351910737684e+01
1.061386758253370499e+04,5.230257758701842619e+01
1.061386759848900329e+04,5.230231165391366943e+01
1.061386761444430340e+04,5.230204571973251149e+01
1.061386763039960169e+04,5.230177978453558296e+01
1.061386764635490181e+04,5.230151384826228167e+01
1.061386766231020010e+04,5.230124791097326664e+01
1.061386767826550022e+04,5.230098197260788595e+01
1.061386769422079851e+04,5.230071603322681284e+01
1.061386771017609863e+04,5.230045009276944512e+01
1.061386772613139692e+04,5.230018415129642051e+01
1.061386774208669704e+04,5.229991820874712971e+01
1.061386775804199533e+04,5.229965226518219623e+01
1.061386777399729544e+04,5.229938632054103920e+01
1.061386778995259556e+04,5.229912037485397747e+01
1.061386780590789385e+04,5.229885442815135832e+01
1.061386782186319397e+04,5.229858848037252983e+01
1.061386783781849226e+04,5.229832253157819366e+01
1.061386785377379238e+04,5.229805658170767657e+01
1.061386786972909067e+04,5.229779063082168733e+01
1.061386788568439079e+04,5.229752467885957401e+01
1.061386790163968908e+04,5.229725872588198854e+01
1.061386791759498919e+04,5.229699277182833583e+01
1.061386793355028749e+04,5.229672681675925361e+01
1.061386794950558760e+04,5.229646086061412547e+01
1.061386796546088590e+04,5.229619490345358912e+01
1.061386798141618601e+04,5.229592894521706370e+01
1.061386799737148431e+04,5.229566298596517271e+01
1.061386801332678442e+04,5.229539702563730685e+01
1.061386802928208272e+04,5.229513106429411096e+01
1.061386804523738283e+04,5.229486510187497572e+01
1.061386806119268113e+04,5.229459913844055308e+01
1.061386807714798124e+04,5.229433317393021952e+01
1.061386809310327953e+04,5.229406720840464118e+01
1.061386810905857965e+04,5.229380124180319456e+01
1.061386812501387794e+04,5.229353527418652448e+01
1.061386814096917806e+04,5.229326930549402164e+01
1.061386815692447635e+04,5.229300333578633797e+01
1.061386817287977647e+04,5.229273736500284997e+01
1.061386818883507476e+04,5.229247139320420956e+01
1.061386820479037488e+04,5.229220542032981456e+01
1.061386822074567317e+04,5.229193944644030267e+01
1.061386823670097328e+04,5.229167347147506462e+01
1.061386825265627158e+04,5.229140749549473810e+01
1.061386826861157169e+04,5.229114151843870673e+01
