Time (BJD_TBD - 2450000), F_h/L_star (ppm)
9.917309675925876945e+03,3.079577282154400741e+00
9.917309697571559809e+03,3.079622491234669468e+00
9.917309719217242673e+03,3.079667700565911215e+00
9.917309740862925537e+03,3.079712910148121097e+00
9.917309762508608401e+03,3.079758119981299558e+00
9.917309784154293084e+03,3.079803330069239564e+00
9.917309805799975948e+03,3.079848540404343638e+00
9.917309827445658811e+03,3.079893750990408741e+00
9.917309849091341675e+03,3.079938961827431321e+00
9.917309870737024539e+03,3.079984172915409157e+00
9.917309892382707403e+03,3.080029384254338698e+00
9.917309914028390267e+03,3.080074595844220831e+00
9.917309935674073131e+03,3.080119807685048006e+00
9.917309957319757814e+03,3.080165019780622959e+00
9.917309978965440678e+03,3.080210232123341108e+00
9.917310000611123542e+03,3.080255444716999857e+00
9.917310022256806405e+03,3.080300657561596989e+00
9.917310043902489269e+03,3.080345870657131613e+00
9.917310065548172133e+03,3.080391084003599289e+00
9.917310087193854997e+03,3.080436297600999129e+00
9.917310108839537861e+03,3.080481511449326248e+00
9.917310130485222544e+03,3.080526725552380718e+00
9.917310152130905408e+03,3.080571939902560619e+00
9.917310173776588272e+03,3.080617154503661581e+00
9.917310195422271136e+03,3.080662369355683161e+00
9.917310217067954000e+03,3.080707584458621362e+00
9.917310238713636863e+03,3.080752799812475295e+00
9.917310260359319727e+03,3.080798015417240521e+00
9.917310282005002591e+03,3.080843231272914817e+00
9.917310303650687274e+03,3.080888447383298701e+00
9.917310325296370138e+03,3.080933663740788031e+00
9.917310346942053002e+03,3.080978880349180216e+00
9.917310368587735866e+03,3.081024097208472590e+00
9.917310390233418730e+03,3.081069314318663821e+00
9.917310411879101594e+03,3.081114531679749913e+00
9.917310433524784457e+03,3.081159749291729533e+00
9.917310455170467321e+03,3.081204967154600904e+00
9.917310476816152004e+03,3.081250185272161435e+00
9.917310498461834868e+03,3.081295403636807428e+00
9.917310520107517732e+03,3.081340622252338513e+00
9.917310541753200596e+03,3.081385841118750690e+00
9.917310563398883460e+03,3.081431060236042185e+00
9.917310585044566324e+03,3.081476279604210333e+00
9.917310606690249188e+03,3.081521499223252025e+00
9.917310628335932051e+03,3.081566719093166817e+00
9.917310649981616734e+03,3.081611939217751672e+00
9.917310671627299598e+03,3.081657159589404227e+00
9.917310693272982462e+03,3.081702380211921000e+00
9.917310714918665326e+03,3.081747601085301103e+00
9.917310736564348190e+03,3.081792822209540095e+00
9.917310758210031054e+03,3.081838043584638864e+00
9.917310779855713918e+03,3.081883265210590306e+00
9.917310801501396782e+03,3.081928487087396640e+00
9.917310823147079645e+03,3.081973709215054757e+00
9.917310844792764328e+03,3.082018931597360289e+00
9.917310866438447192e+03,3.082064154226711761e+00
9.917310888084130056e+03,3.082109377106907466e+00
9.917310909729812920e+03,3.082154600237943409e+00
9.917310931375495784e+03,3.082199823619819590e+00
9.917310953021178648e+03,3.082245047252529790e+00
