Time (BJD_TBD - 2450000), L_f/L_star (ppm)
9.903683680555783212e+03,7.288122645802501154e+01
9.903683703452748887e+03,7.288136971155259403e+01
9.903683726349714561e+03,7.288151295632266624e+01
9.903683749246680236e+03,7.288165619233525661e+01
9.903683772143645911e+03,7.288179941959032249e+01
9.903683795040611585e+03,7.288194263808780704e+01
9.903683817937577260e+03,7.288208584782771027e+01
9.903683840834542934e+03,7.288222904880996111e+01
9.903683863731508609e+03,7.288237224103454537e+01
9.903683886628474283e+03,7.288251542450142040e+01
9.903683909525439958e+03,7.288265859921055778e+01
9.903683932422405633e+03,7.288280176516191489e+01
9.903683955319371307e+03,7.288294492235546329e+01
9.903683978216336982e+03,7.288308807079116036e+01
9.903684001113302656e+03,7.288323121046897768e+01
9.903684024010268331e+03,7.288337434138888682e+01
9.903684046907234006e+03,7.288351746355083094e+01
9.903684069804199680e+03,7.288366057695481004e+01
9.903684092701163536e+03,7.288380368158938438e+01
9.903684115598129210e+03,7.288394677747727712e+01
9.903684138495094885e+03,7.288408986460706274e+01
9.903684161392060560e+03,7.288423294297874122e+01
9.903684184289026234e+03,7.288437601259225573e+01
9.903684207185991909e+03,7.288451907344756364e+01
9.903684230082957583e+03,7.288466212554465073e+01
9.903684252979923258e+03,7.288480516888347438e+01
9.903684275876888933e+03,7.288494820346399194e+01
9.903684298773854607e+03,7.288509122928617501e+01
9.903684321670820282e+03,7.288523424634998094e+01
9.903684344567785956e+03,7.288537725465539552e+01
9.903684367464751631e+03,7.288552025420236191e+01
9.903684390361717305e+03,7.288566324499083748e+01
9.903684413258682980e+03,7.288580622702083645e+01
9.903684436155648655e+03,7.288594920029225932e+01
9.903684459052614329e+03,7.288609216480512032e+01
9.903684481949580004e+03,7.288623512055936260e+01
9.903684504846545678e+03,7.288637806755495774e+01
9.903684527743511353e+03,7.288652100579186310e+01
9.903684550640477028e+03,7.288666393527003606e+01
9.903684573537442702e+03,7.288680685598947662e+01
9.903684596434408377e+03,7.288694976795011371e+01
9.903684619331374051e+03,7.288709267115193313e+01
9.903684642228339726e+03,7.288723556559487804e+01
9.903684665125305401e+03,7.288737845127894843e+01
9.903684688022271075e+03,7.288752132820408747e+01
9.903684710919236750e+03,7.288766419637025251e+01
9.903684733816202424e+03,7.288780705577742935e+01
9.903684756713168099e+03,7.288794990642556115e+01
9.903684779610133774e+03,7.288809274831464791e+01
9.903684802507099448e+03,7.288823558144460435e+01
9.903684825404065123e+03,7.288837840581543048e+01
9.903684848301030797e+03,7.288852122142708367e+01
9.903684871197996472e+03,7.288866402827953550e+01
9.903684894094960327e+03,7.288880682636138886e+01
9.903684916991926002e+03,7.288894961569532427e+01
9.903684939888891677e+03,7.288909239626993042e+01
9.903684962785857351e+03,7.288923516808519310e+01
9.903684985682823026e+03,7.288937793114108388e+01
9.903685008579788700e+03,7.288952068543754592e+01
9.903685031476754375e+03,7.288966343097456502e+01
9.903685054373720050e+03,7.288980616775208432e+01
9.903685077270685724e+03,7.288994889577010383e+01
9.903685100167651399e+03,7.289009161502853829e+01
9.903685123064617073e+03,7.289023432552738768e+01
9.903685145961582748e+03,7.289037702726662360e+01
9.903685168858548423e+03,7.289051972024620341e+01
9.903685191755514097e+03,7.289066240446608447e+01
9.903685214652479772e+03,7.289080507992620994e+01
9.903685237549445446e+03,7.289094774662657983e+01
9.903685260446411121e+03,7.289109040456716571e+01
9.903685283343376796e+03,7.289123305374791073e+01
9.903685306240342470e+03,7.289137569416877227e+01
9.903685329137308145e+03,7.289151832582973611e+01
9.903685352034273819e+03,7.289166094873077384e+01
9.903685374931239494e+03,7.289180356287181439e+01
9.903685397828205168e+03,7.289194616825285777e+01
9.903685420725170843e+03,7.289208876487384714e+01
9.903685443622136518e+03,7.289223135273475407e+01
9.903685466519102192e+03,7.289237393183557856e+01
9.903685489416067867e+03,7.289251650217622114e+01
9.903685512313033541e+03,7.289265906375669601e+01
9.903685535209999216e+03,7.289280161657694634e+01
9.903685558106964891e+03,7.289294416063694371e+01
9.903685581003930565e+03,7.289308669593664547e+01
9.903685603900896240e+03,7.289322922247603742e+01
9.903685626797861914e+03,7.289337174025506272e+01
9.903685649694827589e+03,7.289351424927370715e+01
9.903685672591793264e+03,7.289365674953191387e+01
9.903685695488757119e+03,7.289379924101834263e+01
9.903685718385722794e+03,7.289394172375560288e+01
9.903685741282688468e+03,7.289408419773232595e+01
9.903685764179654143e+03,7.289422666294846920e+01
9.903685787076619818e+03,7.289436911940401842e+01
9.903685809973585492e+03,7.289451156709894519e+01
9.903685832870551167e+03,7.289465400603319267e+01
9.903685855767516841e+03,7.289479643620670402e+01
9.903685878664482516e+03,7.289493885761952185e+01
9.903685901561448190e+03,7.289508127027154671e+01
9.903685924458413865e+03,7.289522367416275017e+01
9.903685947355379540e+03,7.289536606929311802e+01
9.903685970252345214e+03,7.289550845566260762e+01
9.903685993149310889e+03,7.289565083327119055e+01
9.903686016046276563e+03,7.289579320211880997e+01
9.903686038943242238e+03,7.289593556220545167e+01
9.903686061840207913e+03,7.289607791353108723e+01
9.903686084737173587e+03,7.289622025609565981e+01
9.903686107634139262e+03,7.289636258989912676e+01
9.903686130531104936e+03,7.289650491494148810e+01
9.903686153428070611e+03,7.289664723122270118e+01
9.903686176325036286e+03,7.289678953874270917e+01
9.903686199222001960e+03,7.289693183750148364e+01
9.903686222118967635e+03,7.289707412749901039e+01
9.903686245015933309e+03,7.289721640873523256e+01
9.903686267912898984e+03,7.289735868121013596e+01
9.903686290809864659e+03,7.289750094492364951e+01
9.903686313706830333e+03,7.289764319987577323e+01
9.903686336603796008e+03,7.289778544606646449e+01
9.903686359500761682e+03,7.289792768349568064e+01
9.903686382397727357e+03,7.289806991216339327e+01
9.903686405294693031e+03,7.289821213206957395e+01
9.903686428191658706e+03,7.289835434321418006e+01
9.903686451088624381e+03,7.289849654559716896e+01
9.903686473985590055e+03,7.289863873921851223e+01
9.903686496882553911e+03,7.289878092406688381e+01
9.903686519779519585e+03,7.289892310016483634e+01
9.903686542676485260e+03,7.289906526750104376e+01
