Time (BJD_TBD - 2450000), L_f/L_star (ppm)
1.062594821759266779e+04,5.605987367174745550e+00
1.062594823627046208e+04,5.605737708653505180e+00
1.062594825494825454e+04,5.605488055260455127e+00
1.062594827362604883e+04,5.605238406947030683e+00
1.062594829230384312e+04,5.604988763737570601e+00
1.062594831098163559e+04,5.604739125656439391e+00
1.062594832965942987e+04,5.604489492655050142e+00
1.062594834833722416e+04,5.604239864757746936e+00
1.062594836701501663e+04,5.603990241988889842e+00
1.062594838569281092e+04,5.603740624299894613e+00
1.062594840437060520e+04,5.603491011715111547e+00
1.062594842304839767e+04,5.603241404258891833e+00
1.062594844172619196e+04,5.602991801882656553e+00
1.062594846040398625e+04,5.602742204610760446e+00
1.062594847908178053e+04,5.602492612443244369e+00
1.062594849775957300e+04,5.602243025404445298e+00
1.062594851643736729e+04,5.601993443445793197e+00
1.062594853511516158e+04,5.601743866591639254e+00
1.062594855379295404e+04,5.601494294866332879e+00
1.062594857247074833e+04,5.601244728221305813e+00
1.062594859114854262e+04,5.600995166680895920e+00
1.062594860982633509e+04,5.600745610269440178e+00
1.062594862850412937e+04,5.600496058938388089e+00
1.062594864718192366e+04,5.600246512712070412e+00
1.062594866585971613e+04,5.599996971614843666e+00
1.062594868453751042e+04,5.599747435598130707e+00
1.062594870321530470e+04,5.599497904686285388e+00
1.062594872189309717e+04,5.599248378903644685e+00
1.062594874057089146e+04,5.598998858201650108e+00
1.062594875924868575e+04,5.598749342604628865e+00
1.062594877792647821e+04,5.598499832136937471e+00
1.062594879660427250e+04,5.598250326750005001e+00
1.062594881528206679e+04,5.598000826468192415e+00
1.062594883395985926e+04,5.597751331315818923e+00
1.062594885263765354e+04,5.597501841244322485e+00
1.062594887131544783e+04,5.597252356278071161e+00
1.062594888999324030e+04,5.597002876441377062e+00
1.062594890867103459e+04,5.596753401685688800e+00
1.062594892734882887e+04,5.596503932035357565e+00
1.062594894602662316e+04,5.596254467490408224e+00
1.062594896470441563e+04,5.596005008075190190e+00
1.062594898338220992e+04,5.595755553741152077e+00
1.062594900206000420e+04,5.595506104512617540e+00
1.062594902073779667e+04,5.595256660413928884e+00
1.062594903941559096e+04,5.595007221396535613e+00
1.062594905809338525e+04,5.594757787484782696e+00
1.062594907677117772e+04,5.594508358702995565e+00
1.062594909544897200e+04,5.594258935002629940e+00
1.062594911412676629e+04,5.594009516408011251e+00
1.062594913280455876e+04,5.593760102943485357e+00
1.062594915148235305e+04,5.593510694560497321e+00
1.062594917016014733e+04,5.593261291283390335e+00
1.062594918883793980e+04,5.593011893136489832e+00
1.062594920751573409e+04,5.592762500071251530e+00
1.062594922619352838e+04,5.592513112112019513e+00
1.062594924487132084e+04,5.592263729283106777e+00
1.062594926354911513e+04,5.592014351535982364e+00
1.062594928222690942e+04,5.591764978894978810e+00
1.062594930090470189e+04,5.591515611384421547e+00
1.062594931958249617e+04,5.591266248955782281e+00
1.062594933826029046e+04,5.591016891633388219e+00
1.062594935693808293e+04,5.590767539441543477e+00
1.062594937561587722e+04,5.590518192331749070e+00
1.062594939429367150e+04,5.590268850328310002e+00
1.062594941297146579e+04,5.590019513431280451e+00
1.062594943164925826e+04,5.589770181664972526e+00
1.062594945032705255e+04,5.589520854980862374e+00
1.062594946900484683e+04,5.589271533403285197e+00
1.062594948768263930e+04,5.589022216956548661e+00
1.062594950636043359e+04,5.588772905592133355e+00
1.062594952503822788e+04,5.588523599334362046e+00
1.062594954371602034e+04,5.588274298207561941e+00
1.062594956239381463e+04,5.588025002163212740e+00
1.062594958107160892e+04,5.587775711225628328e+00
1.062594959974940139e+04,5.587526425419119924e+00
1.062594961842719567e+04,5.587277144695196540e+00
1.062594963710498996e+04,5.587027869078149855e+00
1.062594965578278243e+04,5.586778598592315070e+00
1.062594967446057672e+04,5.586529333189178992e+00
1.062594969313837100e+04,5.586280072893040405e+00
1.062594971181616347e+04,5.586030817728235398e+00
1.062594973049395776e+04,5.585781567646249890e+00
1.062594974917175205e+04,5.585532322671387107e+00
1.062594976784954451e+04,5.585283082827974255e+00
1.062594978652733880e+04,5.585033848067500806e+00
1.062594980520513309e+04,5.584784618414285973e+00
1.062594982388292556e+04,5.584535393892632094e+00
1.062594984256071984e+04,5.584286174454041962e+00
1.062594986123851413e+04,5.584036960122823245e+00
1.062594987991630842e+04,5.583787750899016800e+00
1.062594989859410089e+04,5.583538546806942726e+00
1.062594991727189517e+04,5.583289347798099378e+00
1.062594993594968946e+04,5.583040153896789093e+00
1.062594995462748193e+04,5.582790965127311544e+00
1.062594997330527622e+04,5.582541781441199724e+00
1.062594999198307050e+04,5.582292602862737319e+00
1.062595001066086297e+04,5.582043429416241764e+00
1.062595002933865726e+04,5.581794261053228290e+00
1.062595004801645155e+04,5.581545097797977917e+00
1.062595006669424401e+04,5.581295939674823181e+00
1.062595008537203830e+04,5.581046786635268653e+00
1.062595010404983259e+04,5.580797638703601571e+00
1.062595012272762506e+04,5.580548495904149142e+00
1.062595014140541934e+04,5.580299358188406167e+00
1.062595016008321363e+04,5.580050225580701628e+00
1.062595017876100610e+04,5.579801098105311219e+00
1.062595019743880039e+04,5.579551975713759937e+00
1.062595021611659467e+04,5.579302858430360779e+00
1.062595023479438714e+04,5.579053746279405424e+00
1.062595025347218143e+04,5.578804639212405547e+00
1.062595027214997572e+04,5.578555537253681251e+00
1.062595029082776819e+04,5.578306440427512669e+00
1.062595030950556247e+04,5.578057348685441674e+00
1.062595032818335676e+04,5.577808262051755506e+00
1.062595034686115105e+04,5.577559180526491467e+00
1.062595036553894352e+04,5.577310104133954560e+00
1.062595038421673780e+04,5.577061032825662679e+00
1.062595040289453209e+04,5.576811966625934147e+00
1.062595042157232456e+04,5.576562905559042882e+00
1.062595044025011885e+04,5.576313849576529869e+00
1.062595045892791313e+04,5.576064798702677017e+00
1.062595047760570560e+04,5.575815752961792882e+00
1.062595049628349989e+04,5.575566712305406014e+00
1.062595051496129418e+04,5.575317676757815200e+00
1.062595053363908664e+04,5.575068646343305900e+00
1.062595055231688093e+04,5.574819621013410220e+00
1.062595057099467522e+04,5.574570600792439379e+00
1.062595058967246769e+04,5.574321585704669069e+00
1.062595060835026197e+04,5.574072575701635834e+00
1.062595062702805626e+04,5.573823570807642014e+00
1.062595064570584873e+04,5.573574571046963300e+00
1.062595066438364302e+04,5.573325576371162882e+00
1.062595068306143730e+04,5.573076586804516452e+00
1.062595070173922977e+04,5.572827602371313027e+00
1.062595072041702406e+04,5.572578623023094480e+00
1.062595073909481835e+04,5.572329648784148048e+00
1.062595075777261081e+04,5.572080679678776072e+00
1.062595077645040510e+04,5.571831715658516870e+00
1.062595079512819939e+04,5.571582756747654130e+00
1.062595081380599368e+04,5.571333802946224267e+00
1.062595083248378614e+04,5.571084854278521625e+00
1.062595085116158043e+04,5.570835910696090743e+00
1.062595086983937472e+04,5.570586972223225075e+00
1.062595088851716719e+04,5.570338038884204757e+00
1.062595090719496147e+04,5.570089110630576101e+00
1.062595092587275576e+04,5.569840187486635230e+00
1.062595094455054823e+04,5.569591269476655171e+00
1.062595096322834252e+04,5.569342356552191120e+00
1.062595098190613680e+04,5.569093448737530316e+00
1.062595100058392927e+04,5.568844546056959999e+00
1.062595101926172356e+04,5.568595648462032699e+00
1.062595103793951785e+04,5.568346755977032103e+00
1.062595105661731031e+04,5.568097868626226798e+00
1.062595107529510460e+04,5.567848986361195074e+00
1.062595109397289889e+04,5.567600109206200187e+00
1.062595111265069136e+04,5.567351237185536483e+00
1.062595113132848564e+04,5.567102370250760934e+00
1.062595115000627993e+04,5.566853508426147457e+00
1.062595116868407240e+04,5.566604651735983289e+00
1.062595118736186669e+04,5.566355800131830733e+00
1.062595120603966097e+04,5.566106953637957488e+00
1.062595122471745344e+04,5.565858112278655234e+00
1.062595124339524773e+04,5.565609276005482720e+00
1.062595126207304202e+04,5.565360444842726295e+00
1.062595128075083630e+04,5.565111618790423265e+00
1.062595129942862877e+04,5.564862797872835998e+00
1.062595131810642306e+04,5.564613982041540119e+00
1.062595133678421735e+04,5.564365171320821979e+00
1.062595135546200981e+04,5.564116365734946612e+00
1.062595137413980410e+04,5.563867565235498525e+00
1.062595139281759839e+04,5.563618769846729428e+00
1.062595141149539086e+04,5.563369979592931003e+00
1.062595143017318514e+04,5.563121194425680649e+00
1.062595144885097943e+04,5.562872414369236296e+00
1.062595146752877190e+04,5.562623639447878077e+00
1.062595148620656619e+04,5.562374869613180728e+00
1.062595150488436047e+04,5.562126104889429712e+00
1.062595152356215294e+04,5.561877345300875852e+00
1.062595154223994723e+04,5.561628590799110761e+00
1.062595156091774152e+04,5.561379841408399471e+00
1.062595157959553399e+04,5.561131097153012348e+00
1.062595159827332827e+04,5.560882357984530344e+00
1.062595161695112256e+04,5.560633623927235369e+00
1.062595163562891503e+04,5.560384895005380912e+00
1.062595165430670932e+04,5.560136171170553254e+00
1.062595167298450360e+04,5.559887452447034306e+00
1.062595169166229607e+04,5.559638738859074003e+00
1.062595171034009036e+04,5.559390030358263957e+00
1.062595172901788465e+04,5.559141326968884300e+00
1.062595174769567893e+04,5.558892628690957238e+00
1.062595176637347140e+04,5.558643935548753134e+00
1.062595178505126569e+04,5.558395247493876035e+00
1.062595180372905998e+04,5.558146564550574986e+00
1.062595182240685244e+04,5.557897886743115912e+00
1.062595184108464673e+04,5.557649214023094864e+00
1.062595185976244102e+04,5.557400546414788423e+00
1.062595187844023349e+04,5.557151883942434090e+00
1.062595189711802777e+04,5.556903226557643904e+00
1.062595191579582206e+04,5.556654574284686454e+00
1.062595193447361453e+04,5.556405927147805457e+00
1.062595195315140882e+04,5.556157285098609400e+00
1.062595197182920310e+04,5.555908648161365981e+00
1.062595199050699557e+04,5.555660016360311815e+00
1.062595200918478986e+04,5.555411389647081144e+00
1.062595202786258415e+04,5.555162768045918575e+00
1.062595204654037661e+04,5.554914151581066939e+00
1.062595206521817090e+04,5.554665540204151597e+00
1.062595208389596519e+04,5.554416933939418044e+00
1.062595210257375766e+04,5.554168332811132203e+00
