Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.905193796296138316e+03,2.105340272421653367e+02
9.905193817625817246e+03,2.105330071510000209e+02
9.905193838955496176e+03,2.105319871816940065e+02
9.905193860285176925e+03,2.105309673341616872e+02
9.905193881614855854e+03,2.105299476085782260e+02
9.905193902944534784e+03,2.105289280048579883e+02
9.905193924274213714e+03,2.105279085230022247e+02
9.905193945603892644e+03,2.105268891630122710e+02
9.905193966933571573e+03,2.105258699248894345e+02
9.905193988263252322e+03,2.105248508085480807e+02
9.905194009592931252e+03,2.105238318141633158e+02
9.905194030922610182e+03,2.105228129416495904e+02
9.905194052252289111e+03,2.105217941910080981e+02
9.905194073581968041e+03,2.105207755622402033e+02
9.905194094911648790e+03,2.105197570552603565e+02
9.905194116241327720e+03,2.105187386702435788e+02
9.905194137571006650e+03,2.105177204071042070e+02
9.905194158900685579e+03,2.105167022658436053e+02
9.905194180230364509e+03,2.105156842464631382e+02
9.905194201560043439e+03,2.105146663489639423e+02
9.905194222889724188e+03,2.105136485732606388e+02
9.905194244219403117e+03,2.105126309195281351e+02
9.905194265549082047e+03,2.105116133876808533e+02
9.905194286878760977e+03,2.105105959777200724e+02
9.905194308208439907e+03,2.105095786896471850e+02
9.905194329538120655e+03,2.105085615233766134e+02
9.905194350867799585e+03,2.105075444790833217e+02
9.905194372197478515e+03,2.105065275566816467e+02
9.905194393527157445e+03,2.105055107561730665e+02
9.905194414856836374e+03,2.105044940775587747e+02
9.905194436186517123e+03,2.105034775207533926e+02
9.905194457516196053e+03,2.105024610859315999e+02
9.905194478845874983e+03,2.105014447730079894e+02
9.905194500175553912e+03,2.105004285819838969e+02
9.905194521505232842e+03,2.104994125128605731e+02
9.905194542834911772e+03,2.104983965656393536e+02
9.905194564164592521e+03,2.104973807402348029e+02
9.905194585494271450e+03,2.104963650368216008e+02
9.905194606823950380e+03,2.104953494553143685e+02
9.905194628153629310e+03,2.104943339957143849e+02
9.905194649483308240e+03,2.104933186580229005e+02
9.905194670812988988e+03,2.104923034421547356e+02
9.905194692142667918e+03,2.104912883482842858e+02
9.905194713472346848e+03,2.104902733763261722e+02
9.905194734802025778e+03,2.104892585262818443e+02
9.905194756131704708e+03,2.104882437981524959e+02
9.905194777461383637e+03,2.104872291919394343e+02
9.905194798791064386e+03,2.104862147075575081e+02
9.905194820120743316e+03,2.104852003451809423e+02
9.905194841450422246e+03,2.104841861047245857e+02
9.905194862780101175e+03,2.104831719861896318e+02
9.905194884109780105e+03,2.104821579895775017e+02
9.905194905439460854e+03,2.104811441148029303e+02
9.905194926769139784e+03,2.104801303620401995e+02
9.905194948098818713e+03,2.104791167312040727e+02
9.905194969428497643e+03,2.104781032222958856e+02
9.905194990758176573e+03,2.104770898353169457e+02
9.905195012087855503e+03,2.104760765702684751e+02
9.905195033417536251e+03,2.104750634270654643e+02
9.905195054747215181e+03,2.104740504058819113e+02
9.905195076076894111e+03,2.104730375066326928e+02
9.905195097406573041e+03,2.104720247293192301e+02
9.905195118736251970e+03,2.104710120739426316e+02
9.905195140065932719e+03,2.104699995404180868e+02
9.905195161395611649e+03,2.104689871289193661e+02
9.905195182725290579e+03,2.104679748393614318e+02
9.905195204054969508e+03,2.104669626717456765e+02
9.905195225384648438e+03,2.104659506260733224e+02
9.905195246714329187e+03,2.104649387022593885e+02
9.905195268044008117e+03,2.104639269004777020e+02
9.905195289373687046e+03,2.104629152206433673e+02
9.905195310703365976e+03,2.104619036627575497e+02
9.905195332033044906e+03,2.104608922268216702e+02
9.905195353362723836e+03,2.104598809128368657e+02
9.905195374692404584e+03,2.104588697207182690e+02
9.905195396022083514e+03,2.104578586506397073e+02
9.905195417351762444e+03,2.104568477025161428e+02
9.905195438681441374e+03,2.104558368763488545e+02
9.905195460011120304e+03,2.104548261721391782e+02
9.905195481340801052e+03,2.104538155898022183e+02
9.905195502670479982e+03,2.104528051295116029e+02
9.905195524000158912e+03,2.104517947911824649e+02
9.905195545329837842e+03,2.104507845748160548e+02
9.905195566659516771e+03,2.104497744804136801e+02
9.905195587989195701e+03,2.104487645079766480e+02
9.905195609318876450e+03,2.104477546574200915e+02
9.905195630648555380e+03,2.104467449289176102e+02
9.905195651978234309e+03,2.104457353223842802e+02
9.905195673307913239e+03,2.104447258378214656e+02
9.905195694637592169e+03,2.104437164752303602e+02
9.905195715967272918e+03,2.104427072345262673e+02
