Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.913946643518749624e+03,2.094100829330909335e+02
9.913946661622412648e+03,2.094349312467102777e+02
9.913946679726073853e+03,2.094597804384044935e+02
9.913946697829736877e+03,2.094846305130263318e+02
9.913946715933398082e+03,2.095094814654410413e+02
9.913946734037061105e+03,2.095343333005017712e+02
9.913946752140722310e+03,2.095591860130735711e+02
9.913946770244385334e+03,2.095840396080097321e+02
9.913946788348046539e+03,2.096088940801751903e+02
9.913946806451709563e+03,2.096337494344234926e+02
9.913946824555372586e+03,2.096586056681164791e+02
9.913946842659033791e+03,2.096834627786156773e+02
9.913946860762696815e+03,2.097083207707754582e+02
9.913946878866358020e+03,2.097331796394594789e+02
9.913946896970021044e+03,2.097580393895223096e+02
9.913946915073682248e+03,2.097829000158276074e+02
9.913946933177345272e+03,2.098077615232300559e+02
9.913946951281006477e+03,2.098326239065926870e+02
9.913946969384669501e+03,2.098574871707710088e+02
9.913946987488332525e+03,2.098823513131259517e+02
9.913947005591993729e+03,2.099072163310180770e+02
9.913947023695656753e+03,2.099320822293032620e+02
9.913947041799317958e+03,2.099569490028437428e+02
9.913947059902980982e+03,2.099818166564954254e+02
9.913947078006642187e+03,2.100066851851202898e+02
9.913947096110305210e+03,2.100315545935748389e+02
9.913947114213966415e+03,2.100564248767203992e+02
9.913947132317629439e+03,2.100812960394137860e+02
9.913947150421292463e+03,2.101061680790151911e+02
9.913947168524953668e+03,2.101310409928845502e+02
9.913947186628616691e+03,2.101559147858790766e+02
9.913947204732277896e+03,2.101807894528594147e+02
9.913947222835940920e+03,2.102056649986830337e+02
9.913947240939602125e+03,2.102305414182102652e+02
9.913947259043265149e+03,2.102554187162990900e+02
9.913947277146926353e+03,2.102802968878092429e+02
9.913947295250589377e+03,2.103051759375991878e+02
9.913947313354252401e+03,2.103300558630282353e+02
9.913947331457913606e+03,2.103549366614553833e+02
9.913947349561576630e+03,2.103798183377394082e+02
9.913947367665237834e+03,2.104047008867393913e+02
9.913947385768900858e+03,2.104295843133144217e+02
9.913947403872562063e+03,2.104544686123230122e+02
9.913947421976225087e+03,2.104793537886247634e+02
9.913947440079888111e+03,2.105042398395783607e+02
9.913947458183549315e+03,2.105291267625421483e+02
9.913947476287212339e+03,2.105540145623761816e+02
9.913947494390873544e+03,2.105789032339382061e+02
9.913947512494536568e+03,2.106037927820883624e+02
9.913947530598197773e+03,2.106286832016843107e+02
9.913947548701860796e+03,2.106535744975863906e+02
9.913947566805522001e+03,2.106784666646517508e+02
9.913947584909185025e+03,2.107033597077414981e+02
9.913947603012848049e+03,2.107282536242134086e+02
9.913947621116509254e+03,2.107531484114248883e+02
9.913947639220172277e+03,2.107780440742378119e+02
9.913947657323833482e+03,2.108029406075080487e+02
9.913947675427496506e+03,2.108278380160973882e+02
9.913947693531157711e+03,2.108527362948617281e+02
9.913947711634820735e+03,2.108776354486632272e+02
9.913947729738481939e+03,2.109025354723572150e+02
9.913947747842144963e+03,2.109274363708062197e+02
9.913947765945807987e+03,2.109523381413674201e+02
9.913947784049469192e+03,2.109772407813974269e+02
9.913947802153132216e+03,2.110021442957592512e+02
9.913947820256793420e+03,2.110270486793074554e+02
9.913947838360456444e+03,2.110519539369054769e+02
9.913947856464117649e+03,2.110768600634072811e+02
9.913947874567780673e+03,2.111017670636766468e+02
9.913947892671441878e+03,2.111266749325674255e+02
9.913947910775104901e+03,2.111515836749435664e+02
9.913947928878767925e+03,2.111764932881614527e+02
9.913947946982429130e+03,2.112014037695767286e+02
