Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013335255787055939e+04,6.139974420750686477e+02
1.013335257878931770e+04,6.140151981320162804e+02
1.013335259970807601e+04,6.140329521222992071e+02
1.013335262062683432e+04,6.140507040457829362e+02
1.013335264154559445e+04,6.140684539038765024e+02
1.013335266246435276e+04,6.140862016933587029e+02
1.013335268338311107e+04,6.141039474156387996e+02
1.013335270430186938e+04,6.141216910705823011e+02
1.013335272522062769e+04,6.141394326580551706e+02
1.013335274613938600e+04,6.141571721779230302e+02
1.013335276705814431e+04,6.141749096300518431e+02
1.013335278797690262e+04,6.141926450143068905e+02
1.013335280889566275e+04,6.142103783320964112e+02
1.013335282981442106e+04,6.142281095802017035e+02
1.013335285073317937e+04,6.142458387600311198e+02
1.013335287165193768e+04,6.142635658714501687e+02
1.013335289257069599e+04,6.142812909143249271e+02
1.013335291348945429e+04,6.142990138885210172e+02
1.013335293440821260e+04,6.143167347939046294e+02
1.013335295532697091e+04,6.143344536303412724e+02
1.013335297624573104e+04,6.143521703992375933e+02
1.013335299716448935e+04,6.143698850973783010e+02
1.013335301808324766e+04,6.143875977261700427e+02
1.013335303900200597e+04,6.144053082854786680e+02
1.013335305992076428e+04,6.144230167751703675e+02
1.013335308083952259e+04,6.144407231951107633e+02
1.013335310175828090e+04,6.144584275451662734e+02
1.013335312267703921e+04,6.144761298252026336e+02
1.013335314359579934e+04,6.144938300366248995e+02
1.013335316451455765e+04,6.145115281762210770e+02
1.013335318543331596e+04,6.145292242453962217e+02
1.013335320635207427e+04,6.145469182440164104e+02
1.013335322727083258e+04,6.145646101719482886e+02
1.013335324818959089e+04,6.145823000290571372e+02
1.013335326910834920e+04,6.145999878152096016e+02
1.013335329002710751e+04,6.146176735302715315e+02
1.013335331094586763e+04,6.146353571756470728e+02
1.013335333186462594e+04,6.146530387481266189e+02
1.013335335278338425e+04,6.146707182491144295e+02
1.013335337370214256e+04,6.146883956784765815e+02
1.013335339462090087e+04,6.147060710360792655e+02
1.013335341553965918e+04,6.147237443217887858e+02
1.013335343645841749e+04,6.147414155354714467e+02
1.013335345737717762e+04,6.147590846785295753e+02
1.013335347829593593e+04,6.147767517477568617e+02
1.013335349921469424e+04,6.147944167445562016e+02
1.013335352013345255e+04,6.148120796687936718e+02
1.013335354105221086e+04,6.148297405203358039e+02
1.013335356197096917e+04,6.148473992990486749e+02
1.013335358288972748e+04,6.148650560047988165e+02
1.013335360380848579e+04,6.148827106374527602e+02
1.013335362472724591e+04,6.149003631984114691e+02
1.013335364564600422e+04,6.149180136844717026e+02
1.013335366656476253e+04,6.149356620970347649e+02
