Time (BJD_TBD - 2450000), L_h/L_star (ppm)
9.913946643518749624e+03,3.109934992476876547e-01
9.913946661622412648e+03,3.109755120257691741e-01
9.913946679726073853e+03,3.109575253201309897e-01
9.913946697829736877e+03,3.109395391271638220e-01
9.913946715933398082e+03,3.109215534504769507e-01
9.913946734037061105e+03,3.109035682864626504e-01
9.913946752140722310e+03,3.108855836387318661e-01
9.913946770244385334e+03,3.108675995036736528e-01
9.913946788348046539e+03,3.108496158848989555e-01
9.913946806451709563e+03,3.108316327787983835e-01
9.913946824555372586e+03,3.108136501871789914e-01
9.913946842659033791e+03,3.107956681118463904e-01
9.913946860762696815e+03,3.107776865491878593e-01
9.913946878866358020e+03,3.107597055028192279e-01
9.913946896970021044e+03,3.107417249691263317e-01
9.913946915073682248e+03,3.107237449517248895e-01
9.913946933177345272e+03,3.107057654469991825e-01
9.913946951281006477e+03,3.106877864585665394e-01
9.913946969384669501e+03,3.106698079828112413e-01
9.913946987488332525e+03,3.106518300215434514e-01
9.913947005591993729e+03,3.106338525765703906e-01
9.913947023695656753e+03,3.106158756442761737e-01
9.913947041799317958e+03,3.105978992282766304e-01
9.913947059902980982e+03,3.105799233249608160e-01
9.913947078006642187e+03,3.105619479379395087e-01
9.913947096110305210e+03,3.105439730636035400e-01
9.913947114213966415e+03,3.105259987055639104e-01
9.913947132317629439e+03,3.105080248602093973e-01
9.913947150421292463e+03,3.104900515293472774e-01
9.913947168524953668e+03,3.104720787147845495e-01
9.913947186628616691e+03,3.104541064129087702e-01
9.913947204732277896e+03,3.104361346273323274e-01
9.913947222835940920e+03,3.104181633544459418e-01
9.913947240939602125e+03,3.104001925978605025e-01
9.913947259043265149e+03,3.103822223539651759e-01
9.913947277146926353e+03,3.103642526263740153e-01
9.913947295250589377e+03,3.103462834114713020e-01
9.913947313354252401e+03,3.103283147110688645e-01
9.913947331457913606e+03,3.103103465269705374e-01
9.913947349561576630e+03,3.102923788555671525e-01
9.913947367665237834e+03,3.102744117004678781e-01
9.913947385768900858e+03,3.102564450580634348e-01
9.913947403872562063e+03,3.102384789319678760e-01
9.913947421976225087e+03,3.102205133185672037e-01
9.913947440079888111e+03,3.102025482196699713e-01
9.913947458183549315e+03,3.101845836370816234e-01
9.913947476287212339e+03,3.101666195671913262e-01
9.913947494390873544e+03,3.101486560136115789e-01
