Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.014846018518507481e+04,1.551478816757692059e+01
1.014846020605984813e+04,1.551480054560668442e+01
1.014846022693461964e+04,1.551481292326141315e+01
1.014846024780939297e+04,1.551482530054326503e+01
1.014846026868416629e+04,1.551483767745116005e+01
1.014846028955893780e+04,1.551485005398402173e+01
1.014846031043371113e+04,1.551486243014399946e+01
1.014846033130848264e+04,1.551487480592894030e+01
1.014846035218325596e+04,1.551488718134100075e+01
1.014846037305802929e+04,1.551489955637910079e+01
1.014846039393280080e+04,1.551491193104216393e+01
1.014846041480757413e+04,1.551492430533234312e+01
1.014846043568234745e+04,1.551493667924856013e+01
1.014846045655711896e+04,1.551494905278973491e+01
1.014846047743189229e+04,1.551496142595802574e+01
1.014846049830666561e+04,1.551497379875235438e+01
1.014846051918143712e+04,1.551498617117164081e+01
1.014846054005621045e+04,1.551499854321803795e+01
1.014846056093098196e+04,1.551501091488939288e+01
1.014846058180575528e+04,1.551502328618786031e+01
1.014846060268052861e+04,1.551503565711235844e+01
1.014846062355530012e+04,1.551504802766181434e+01
1.014846064443007344e+04,1.551506039783837743e+01
1.014846066530484677e+04,1.551507276764097476e+01
1.014846068617961828e+04,1.551508513706852632e+01
1.014846070705439161e+04,1.551509750612318328e+01
1.014846072792916493e+04,1.551510987480386916e+01
1.014846074880393644e+04,1.551512224310950749e+01
1.014846076967870977e+04,1.551513461104225122e+01
1.014846079055348127e+04,1.551514697859994740e+01
1.014846081142825460e+04,1.551515934578474720e+01
1.014846083230302793e+04,1.551517171259557415e+01
1.014846085317779944e+04,1.551518407903134644e+01
1.014846087405257276e+04,1.551519644509422768e+01
1.014846089492734609e+04,1.551520881078312897e+01
1.014846091580211760e+04,1.551522117609697915e+01
1.014846093667689092e+04,1.551523354103792940e+01
1.014846095755166243e+04,1.551524590560382499e+01
1.014846097842643576e+04,1.551525826979682243e+01
1.014846099930120909e+04,1.551527063361583991e+01
1.014846102017598059e+04,1.551528299705980096e+01
1.014846104105075392e+04,1.551529536013086030e+01
1.014846106192552725e+04,1.551530772282793791e+01
1.014846108280029875e+04,1.551532008514996264e+01
1.014846110367507208e+04,1.551533244709908033e+01
1.014846112454984541e+04,1.551534480867421451e+01
1.014846114542461692e+04,1.551535716987429225e+01
1.014846116629939024e+04,1.551536953070146119e+01
1.014846118717416175e+04,1.551538189115357191e+01
1.014846120804893508e+04,1.551539425123277560e+01
1.014846122892370840e+04,1.551540661093799223e+01
1.014846124979847991e+04,1.551541897026814887e+01
1.014846127067325324e+04,1.551543132922539314e+01
1.014846129154802657e+04,1.551544368780865391e+01
1.014846131242279807e+04,1.551545604601684936e+01
1.014846133329757140e+04,1.551546840385213422e+01
1.014846135417234473e+04,1.551548076131343024e+01
1.014846137504711623e+04,1.551549311839966094e+01
1.014846139592188956e+04,1.551550547511297751e+01
1.014846141679666107e+04,1.551551783145122698e+01
1.014846143767143440e+04,1.551553018741656409e+01
1.014846145854620772e+04,1.551554254300791058e+01
1.014846147942097923e+04,1.551555489822418643e+01
1.014846150029575256e+04,1.551556725306754636e+01
1.014846152117052588e+04,1.551557960753691390e+01
1.014846154204529739e+04,1.551559196163120902e+01
1.014846156292007072e+04,1.551560431535258822e+01
1.014846158379484405e+04,1.551561666869996969e+01
1.014846160466961555e+04,1.551562902167228231e+01
1.014846162554438888e+04,1.551564137427167367e+01
1.014846164641916039e+04,1.551565372649599261e+01
1.014846166729393371e+04,1.551566607834739031e+01
1.014846168816870704e+04,1.551567842982478851e+01
1.014846170904347855e+04,1.551569078092711074e+01
1.014846172991825188e+04,1.551570313165651349e+01
1.014846175079302520e+04,1.551571548201191320e+01
1.014846177166779671e+04,1.551572783199223871e+01
1.014846179254257004e+04,1.551574018159963764e+01
1.014846181341734336e+04,1.551575253083303529e+01
1.014846183429211487e+04,1.551576487969135520e+01
1.014846185516688820e+04,1.551577722817674676e+01
1.014846187604165971e+04,1.551578957628705879e+01
1.014846189691643303e+04,1.551580192402444425e+01
1.014846191779120636e+04,1.551581427138782487e+01
1.014846193866597787e+04,1.551582661837612243e+01
1.014846195954075120e+04,1.551583896499148985e+01
1.014846198041552452e+04,1.551585131123285421e+01
1.014846200129029603e+04,1.551586365709913196e+01
1.014846202216506936e+04,1.551587600259247957e+01
1.014846204303984086e+04,1.551588834771074232e+01
1.014846206391461419e+04,1.551590069245607317e+01
1.014846208478938752e+04,1.551591303682739209e+01
1.014846210566415903e+04,1.551592538082362793e+01
1.014846212653893235e+04,1.551593772444692654e+01
1.014846214741370568e+04,1.551595006769621499e+01
1.014846216828847719e+04,1.551596241057041503e+01
1.014846218916325051e+04,1.551597475307167784e+01
1.014846221003802384e+04,1.551598709519892694e+01
1.014846223091279535e+04,1.551599943695108941e+01
1.014846225178756868e+04,1.551601177833031286e+01
1.014846227266234018e+04,1.551602411933444259e+01
1.014846229353711351e+04,1.551603645996563507e+01
1.014846231441188684e+04,1.551604880022280852e+01
1.014846233528665834e+04,1.551606114010489179e+01
1.014846235616143167e+04,1.551607347961403427e+01
1.014846237703620500e+04,1.551608581874915771e+01
1.014846239791097651e+04,1.551609815750918564e+01
1.014846241878574983e+04,1.551611049589627100e+01
1.014846243966052316e+04,1.551612283390933733e+01
1.014846246053529467e+04,1.551613517154730815e+01
1.014846248141006799e+04,1.551614750881233107e+01
1.014846250228483950e+04,1.551615984570225848e+01
1.014846252315961283e+04,1.551617218221923800e+01
1.014846254403438616e+04,1.551618451836219670e+01
1.014846256490915766e+04,1.551619685413005634e+01
1.014846258578393099e+04,1.551620918952496631e+01
1.014846260665870432e+04,1.551622152454585013e+01
1.014846262753347582e+04,1.551623385919163489e+01
1.014846264840824915e+04,1.551624619346447176e+01
1.014846266928302248e+04,1.551625852736327893e+01
