Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.905193796296138316e+03,7.229933106775841907e+02
9.905193817625817246e+03,7.230171142293314688e+02
9.905193838955496176e+03,7.230409153283908381e+02
9.905193860285176925e+03,7.230647139766043665e+02
9.905193881614855854e+03,7.230885101697258506e+02
9.905193902944534784e+03,7.231123039095978129e+02
9.905193924274213714e+03,7.231360951960328975e+02
9.905193945603892644e+03,7.231598840288440897e+02
9.905193966933571573e+03,7.231836704078439197e+02
9.905193988263252322e+03,7.232074543348734323e+02
9.905194009592931252e+03,7.232312358056890389e+02
9.905194030922610182e+03,7.232550148221320114e+02
9.905194052252289111e+03,7.232787913840152214e+02
9.905194073581968041e+03,7.233025654911516540e+02
9.905194094911648790e+03,7.233263371453813306e+02
9.905194116241327720e+03,7.233501063424625954e+02
9.905194137571006650e+03,7.233738730842359246e+02
9.905194158900685579e+03,7.233976373705144169e+02
9.905194180230364509e+03,7.234213992011109440e+02
9.905194201560043439e+03,7.234451585758382635e+02
9.905194222889724188e+03,7.234689154965358284e+02
9.905194244219403117e+03,7.234926699589643704e+02
9.905194265549082047e+03,7.235164219649633424e+02
9.905194286878760977e+03,7.235401715143455021e+02
9.905194308208439907e+03,7.235639186069242896e+02
9.905194329538120655e+03,7.235876632445376799e+02
9.905194350867799585e+03,7.236114054229487920e+02
9.905194372197478515e+03,7.236351451439960556e+02
9.905194393527157445e+03,7.236588824074924560e+02
9.905194414856836374e+03,7.236826172132510919e+02
9.905194436186517123e+03,7.237063495631094838e+02
9.905194457516196053e+03,7.237300794528327970e+02
9.905194478845874983e+03,7.237538068842583243e+02
9.905194500175553912e+03,7.237775318571992784e+02
9.905194521505232842e+03,7.238012543714693265e+02
9.905194542834911772e+03,7.238249744268816812e+02
9.905194564164592521e+03,7.238486920252720438e+02
9.905194585494271450e+03,7.238724071624086491e+02
9.905194606823950380e+03,7.238961198401276533e+02
9.905194628153629310e+03,7.239198300582423826e+02
9.905194649483308240e+03,7.239435378165661632e+02
9.905194670812988988e+03,7.239672431169343554e+02
9.905194692142667918e+03,7.239909459551170130e+02
9.905194713472346848e+03,7.240146463329491553e+02
9.905194734802025778e+03,7.240383442502445632e+02
9.905194756131704708e+03,7.240620397068167904e+02
9.905194777461383637e+03,7.240857327024793904e+02
9.905194798791064386e+03,7.241094232390657908e+02
9.905194820120743316e+03,7.241331113123491150e+02
9.905194841450422246e+03,7.241567969241637002e+02
9.905194862780101175e+03,7.241804800743230999e+02
9.905194884109780105e+03,7.242041607626407540e+02
9.905194905439460854e+03,7.242278389909494081e+02
9.905194926769139784e+03,7.242515147550244592e+02
9.905194948098818713e+03,7.242751880566989939e+02
9.905194969428497643e+03,7.242988588957866796e+02
9.905194990758176573e+03,7.243225272721011834e+02
9.905195012087855503e+03,7.243461931854564000e+02
9.905195033417536251e+03,7.243698566376838244e+02
9.905195054747215181e+03,7.243935176245614684e+02
9.905195076076894111e+03,7.244171761479211682e+02
9.905195097406573041e+03,7.244408322075767046e+02
9.905195118736251970e+03,7.244644858033423134e+02
9.905195140065932719e+03,7.244881369370483526e+02
9.905195161395611649e+03,7.245117856044748805e+02
9.905195182725290579e+03,7.245354318074527100e+02
9.905195204054969508e+03,7.245590755457961905e+02
9.905195225384648438e+03,7.245827168193189891e+02
9.905195246714329187e+03,7.246063556298511230e+02
9.905195268044008117e+03,7.246299919731744694e+02
9.905195289373687046e+03,7.246536258511192727e+02
9.905195310703365976e+03,7.246772572634994276e+02
9.905195332033044906e+03,7.247008862101292834e+02
9.905195353362723836e+03,7.247245126908227348e+02
9.905195374692404584e+03,7.247481367074082073e+02
9.905195396022083514e+03,7.247717582556711022e+02
