Time (BJD_TBD - 2450000), F_star + F_h (mJy)
9.882460428240709007e+03,2.557564247343095065e+00
9.882460446256400246e+03,2.557564247560449200e+00
9.882460464272089666e+03,2.557564247777801558e+00
9.882460482287780906e+03,2.557564247995154361e+00
9.882460500303470326e+03,2.557564248212507163e+00
9.882460518319161565e+03,2.557564248429858633e+00
9.882460536334850985e+03,2.557564248647210992e+00
9.882460554350542225e+03,2.557564248864562018e+00
9.882460572366233464e+03,2.557564249081913488e+00
9.882460590381922884e+03,2.557564249299264070e+00
9.882460608397614124e+03,2.557564249516614208e+00
9.882460626413303544e+03,2.557564249733964790e+00
9.882460644428994783e+03,2.557564249951314039e+00
9.882460662444684203e+03,2.557564250168664177e+00
9.882460680460375443e+03,2.557564250386012539e+00
9.882460698476066682e+03,2.557564250603361344e+00
9.882460716491756102e+03,2.557564250820710150e+00
9.882460734507447341e+03,2.557564251038058512e+00
9.882460752523136762e+03,2.557564251255405985e+00
9.882460770538828001e+03,2.557564251472753458e+00
9.882460788554517421e+03,2.557564251690100487e+00
9.882460806570208661e+03,2.557564251907447517e+00
9.882460824585899900e+03,2.557564252124794102e+00
9.882460842601589320e+03,2.557564252342139799e+00
9.882460860617280559e+03,2.557564252559485940e+00
9.882460878632969980e+03,2.557564252776831193e+00
9.882460896648661219e+03,2.557564252994176446e+00
9.882460914664350639e+03,2.557564253211521255e+00
9.882460932680041878e+03,2.557564253428866063e+00
9.882460950695733118e+03,2.557564253646210428e+00
9.882460968711422538e+03,2.557564253863553905e+00
9.882460986727113777e+03,2.557564254080897381e+00
9.882461004742803198e+03,2.557564254298240414e+00
9.882461022758494437e+03,2.557564254515583446e+00
9.882461040774183857e+03,2.557564254732926035e+00
9.882461058789875096e+03,2.557564254950268623e+00
9.882461076805566336e+03,2.557564255167610323e+00
9.882461094821255756e+03,2.557564255384952023e+00
9.882461112836946995e+03,2.557564255602293279e+00
9.882461130852636416e+03,2.557564255819634091e+00
9.882461148868327655e+03,2.557564256036974903e+00
9.882461166884017075e+03,2.557564256254314827e+00
9.882461184899708314e+03,2.557564256471654751e+00
9.882461202915399554e+03,2.557564256688994231e+00
9.882461220931088974e+03,2.557564256906333267e+00
9.882461238946780213e+03,2.557564257123672302e+00
9.882461256962469633e+03,2.557564257341010894e+00
9.882461274978160873e+03,2.557564257558349485e+00
9.882461292993850293e+03,2.557564257775687189e+00
9.882461311009541532e+03,2.557564257993024892e+00
9.882461329025232772e+03,2.557564258210362151e+00
9.882461347040922192e+03,2.557564258427698967e+00
9.882461365056613431e+03,2.557564258645035782e+00
9.882461383072302851e+03,2.557564258862372153e+00
9.882461401087994091e+03,2.557564259079708080e+00
9.882461419103683511e+03,2.557564259297044007e+00
9.882461437119374750e+03,2.557564259514379046e+00
9.882461455135065989e+03,2.557564259731714085e+00
9.882461473150755410e+03,2.557564259949048679e+00
9.882461491166446649e+03,2.557564260166383274e+00
9.882461509182136069e+03,2.557564260383716981e+00
9.882461527197827309e+03,2.557564260601050687e+00
9.882461545213516729e+03,2.557564260818383950e+00
9.882461563229207968e+03,2.557564261035716768e+00
9.882461581244899207e+03,2.557564261253049587e+00
9.882461599260588628e+03,2.557564261470381961e+00
9.882461617276279867e+03,2.557564261687714335e+00
9.882461635291969287e+03,2.557564261905045822e+00
9.882461653307660526e+03,2.557564262122376864e+00
9.882461671323349947e+03,2.557564262339708350e+00
9.882461689339041186e+03,2.557564262557038504e+00
9.882461707354732425e+03,2.557564262774369102e+00
9.882461725370421846e+03,2.557564262991699255e+00
9.882461743386113085e+03,2.557564263209029409e+00
9.882461761401802505e+03,2.557564263426358675e+00
9.882461779417493744e+03,2.557564263643687497e+00
9.882461797433183165e+03,2.557564263861016318e+00
9.882461815448874404e+03,2.557564264078344696e+00
9.882461833464563824e+03,2.557564264295673073e+00
9.882461851480255064e+03,2.557564264513000563e+00
9.882461869495946303e+03,2.557564264730328052e+00
9.882461887511635723e+03,2.557564264947655097e+00
9.882461905527326962e+03,2.557564265164981698e+00
9.882461923543016383e+03,2.557564265382308299e+00
9.882461941558707622e+03,2.557564265599634012e+00
9.882461959574397042e+03,2.557564265816960170e+00
9.882461977590088281e+03,2.557564266034285883e+00
9.882461995605779521e+03,2.557564266251610707e+00
9.882462013621468941e+03,2.557564266468935532e+00
9.882462031637160180e+03,2.557564266686259913e+00
9.882462049652849601e+03,2.557564266903583849e+00
9.882462067668540840e+03,2.557564267120907786e+00
9.882462085684230260e+03,2.557564267338230835e+00
9.882462103699921499e+03,2.557564267555554327e+00
9.882462121715612739e+03,2.557564267772877376e+00
9.882462139731302159e+03,2.557564267990199980e+00
9.882462157746993398e+03,2.557564268207522140e+00
9.882462175762682818e+03,2.557564268424843412e+00
9.882462193778374058e+03,2.557564268642165128e+00
9.882462211794063478e+03,2.557564268859486400e+00
9.882462229809754717e+03,2.557564269076807228e+00
9.882462247825445957e+03,2.557564269294127612e+00
9.882462265841135377e+03,2.557564269511447996e+00
9.882462283856826616e+03,2.557564269728767936e+00
9.882462301872516036e+03,2.557564269946087432e+00
9.882462319888207276e+03,2.557564270163406928e+00
9.882462337903896696e+03,2.557564270380725535e+00
9.882462355919587935e+03,2.557564270598044143e+00
9.882462373935279174e+03,2.557564270815362306e+00
9.882462391950968595e+03,2.557564271032680026e+00
9.882462409966659834e+03,2.557564271249997745e+00
9.882462427982349254e+03,2.557564271467314576e+00
9.882462445998040494e+03,2.557564271684631407e+00
9.882462464013729914e+03,2.557564271901948683e+00
9.882462482029421153e+03,2.557564272119264182e+00
9.882462500045112392e+03,2.557564272336580569e+00
9.882462518060801813e+03,2.557564272553896068e+00
9.882462536076493052e+03,2.557564272771211122e+00
9.882462554092182472e+03,2.557564272988526177e+00
9.882462572107873712e+03,2.557564273205840344e+00
9.882462590123563132e+03,2.557564273423154955e+00
9.882462608139254371e+03,2.557564273640468677e+00
9.882462626154945610e+03,2.557564273857782844e+00
9.882462644170635031e+03,2.557564274075095678e+00
9.882462662186326270e+03,2.557564274292408513e+00
9.882462680202015690e+03,2.557564274509720903e+00
9.882462698217706929e+03,2.557564274727033293e+00
9.882462716233396350e+03,2.557564274944345684e+00
9.882462734249087589e+03,2.557564275161657186e+00
9.882462752264778828e+03,2.557564275378968244e+00
9.882462770280468249e+03,2.557564275596279746e+00
9.882462788296159488e+03,2.557564275813590360e+00
9.882462806311848908e+03,2.557564276030900530e+00
9.882462824327540147e+03,2.557564276248210700e+00
9.882462842343229568e+03,2.557564276465519981e+00
9.882462860358920807e+03,2.557564276682829707e+00
9.882462878374612046e+03,2.557564276900138545e+00
9.882462896390301466e+03,2.557564277117446938e+00
9.882462914405992706e+03,2.557564277334755332e+00
9.882462932421682126e+03,2.557564277552063281e+00
9.882462950437373365e+03,2.557564277769371230e+00
9.882462968453062786e+03,2.557564277986678292e+00
9.882462986468754025e+03,2.557564278203984909e+00
9.882463004484445264e+03,2.557564278421291970e+00
9.882463022500134684e+03,2.557564278638598587e+00
9.882463040515825924e+03,2.557564278855904760e+00
9.882463058531515344e+03,2.557564279073210045e+00
9.882463076547206583e+03,2.557564279290515330e+00
9.882463094562896003e+03,2.557564279507820171e+00
9.882463112578587243e+03,2.557564279725125456e+00
9.882463130594278482e+03,2.557564279942429852e+00
9.882463148609967902e+03,2.557564280159733361e+00
9.882463166625659142e+03,2.557564280377037313e+00
9.882463184641348562e+03,2.557564280594340822e+00
9.882463202657039801e+03,2.557564280811643886e+00
9.882463220672729221e+03,2.557564281028946951e+00
9.882463238688420461e+03,2.557564281246249127e+00
9.882463256704111700e+03,2.557564281463551303e+00
9.882463274719801120e+03,2.557564281680852591e+00
9.882463292735492359e+03,2.557564281898154324e+00
9.882463310751181780e+03,2.557564282115455168e+00
9.882463328766873019e+03,2.557564282332756012e+00
9.882463346782562439e+03,2.557564282550056411e+00
9.882463364798253679e+03,2.557564282767356811e+00
9.882463382813944918e+03,2.557564282984655879e+00
9.882463400829634338e+03,2.557564283201955835e+00
9.882463418845325577e+03,2.557564283419254902e+00
9.882463436861014998e+03,2.557564283636553526e+00
9.882463454876706237e+03,2.557564283853852150e+00
9.882463472892395657e+03,2.557564284071149885e+00
9.882463490908086897e+03,2.557564284288448064e+00
9.882463508923778136e+03,2.557564284505744912e+00
9.882463526939467556e+03,2.557564284723042647e+00
9.882463544955158795e+03,2.557564284940339050e+00
9.882463562970848216e+03,2.557564285157635897e+00
9.882463580986539455e+03,2.557564285374931856e+00
9.882463599002228875e+03,2.557564285592227371e+00
9.882463617017920114e+03,2.557564285809523330e+00
9.882463635033611354e+03,2.557564286026818401e+00
9.882463653049300774e+03,2.557564286244113028e+00
9.882463671064992013e+03,2.557564286461407654e+00
9.882463689080681434e+03,2.557564286678702281e+00
9.882463707096372673e+03,2.557564286895995576e+00
9.882463725112062093e+03,2.557564287113289314e+00
9.882463743127753332e+03,2.557564287330582609e+00
9.882463761143444572e+03,2.557564287547875015e+00
9.882463779159133992e+03,2.557564287765167421e+00
9.882463797174825231e+03,2.557564287982459827e+00
9.882463815190514651e+03,2.557564288199751790e+00
9.882463833206205891e+03,2.557564288417043308e+00
9.882463851221895311e+03,2.557564288634334826e+00
9.882463869237586550e+03,2.557564288851625456e+00
9.882463887253277790e+03,2.557564289068915642e+00
9.882463905268967210e+03,2.557564289286205828e+00
9.882463923284658449e+03,2.557564289503495569e+00
9.882463941300347869e+03,2.557564289720785311e+00
9.882463959316039109e+03,2.557564289938074609e+00
9.882463977331728529e+03,2.557564290155363462e+00
9.882463995347419768e+03,2.557564290372652316e+00
9.882464013363111007e+03,2.557564290589940281e+00
9.882464031378800428e+03,2.557564290807228247e+00
9.882464049394491667e+03,2.557564291024516212e+00
9.882464067410181087e+03,2.557564291241802845e+00
9.882464085425872327e+03,2.557564291459089478e+00
9.882464103441561747e+03,2.557564291676376556e+00
9.882464121457252986e+03,2.557564291893662745e+00
9.882464139472944225e+03,2.557564292110948490e+00
9.882464157488633646e+03,2.557564292328234234e+00
9.882464175504324885e+03,2.557564292545519535e+00
9.882464193520014305e+03,2.557564292762804392e+00
9.882464211535705545e+03,2.557564292980088805e+00
9.882464229551394965e+03,2.557564293197373217e+00
9.882464247567086204e+03,2.557564293414657186e+00
9.882464265582777443e+03,2.557564293631941155e+00
9.882464283598466864e+03,2.557564293849223791e+00
9.882464301614158103e+03,2.557564294066507316e+00
9.882464319629847523e+03,2.557564294283789508e+00
9.882464337645538762e+03,2.557564294501071700e+00
9.882464355661228183e+03,2.557564294718354336e+00
9.882464373676919422e+03,2.557564294935635196e+00
9.882464391692610661e+03,2.557564295152916944e+00
9.882464409708300082e+03,2.557564295370197804e+00
9.882464427723991321e+03,2.557564295587478220e+00
9.882464445739680741e+03,2.557564295804758636e+00
9.882464463755371980e+03,2.557564296022038608e+00
9.882464481771061401e+03,2.557564296239318136e+00
9.882464499786752640e+03,2.557564296456597663e+00
9.882464517802442060e+03,2.557564296673876747e+00
9.882464535818133299e+03,2.557564296891155387e+00
9.882464553833824539e+03,2.557564297108434026e+00
9.882464571849513959e+03,2.557564297325711777e+00
9.882464589865205198e+03,2.557564297542989529e+00
9.882464607880894619e+03,2.557564297760266392e+00
9.882464625896585858e+03,2.557564297977543699e+00
9.882464643912275278e+03,2.557564298194820118e+00
9.882464661927966517e+03,2.557564298412096981e+00
9.882464679943657757e+03,2.557564298629372956e+00
9.882464697959347177e+03,2.557564298846648487e+00
9.882464715975038416e+03,2.557564299063924018e+00
9.882464733990727836e+03,2.557564299281198661e+00
9.882464752006419076e+03,2.557564299498473304e+00
9.882464770022108496e+03,2.557564299715747502e+00
9.882464788037799735e+03,2.557564299933021701e+00
9.882464806053490975e+03,2.557564300150295455e+00
9.882464824069180395e+03,2.557564300367568766e+00
9.882464842084871634e+03,2.557564300584842076e+00
9.882464860100561054e+03,2.557564300802114499e+00
9.882464878116252294e+03,2.557564301019387365e+00
9.882464896131941714e+03,2.557564301236658899e+00
9.882464914147632953e+03,2.557564301453930877e+00
9.882464932163324193e+03,2.557564301671202411e+00
9.882464950179013613e+03,2.557564301888473501e+00
9.882464968194704852e+03,2.557564302105744147e+00
9.882464986210394272e+03,2.557564302323014793e+00
9.882465004226085512e+03,2.557564302540284551e+00
9.882465022241774932e+03,2.557564302757554309e+00
9.882465040257466171e+03,2.557564302974823622e+00
9.882465058273157410e+03,2.557564303192092492e+00
9.882465076288846831e+03,2.557564303409361361e+00
9.882465094304538070e+03,2.557564303626629787e+00
9.882465112320227490e+03,2.557564303843898212e+00
9.882465130335918730e+03,2.557564304061165750e+00
9.882465148351608150e+03,2.557564304278433287e+00
9.882465166367299389e+03,2.557564304495699936e+00
9.882465184382990628e+03,2.557564304712967029e+00
9.882465202398680049e+03,2.557564304930233678e+00
9.882465220414371288e+03,2.557564305147499439e+00
9.882465238430060708e+03,2.557564305364765200e+00
9.882465256445751947e+03,2.557564305582030961e+00
9.882465274461441368e+03,2.557564305799295834e+00
9.882465292477132607e+03,2.557564306016560707e+00
9.882465310492823846e+03,2.557564306233825135e+00
9.882465328508513267e+03,2.557564306451089120e+00
9.882465346524204506e+03,2.557564306668353105e+00
9.882465364539893926e+03,2.557564306885616201e+00
9.882465382555585165e+03,2.557564307102879742e+00
9.882465400571274586e+03,2.557564307320142394e+00
9.882465418586965825e+03,2.557564307537404602e+00
9.882465436602657064e+03,2.557564307754666810e+00
9.882465454618346484e+03,2.557564307971929018e+00
9.882465472634037724e+03,2.557564308189190339e+00
9.882465490649727144e+03,2.557564308406451659e+00
9.882465508665418383e+03,2.557564308623712090e+00
9.882465526681107804e+03,2.557564308840972966e+00
9.882465544696799043e+03,2.557564309058232954e+00
9.882465562712490282e+03,2.557564309275492498e+00
9.882465580728179702e+03,2.557564309492752042e+00
9.882465598743870942e+03,2.557564309710011141e+00
9.882465616759560362e+03,2.557564309927270241e+00
9.882465634775251601e+03,2.557564310144528452e+00
9.882465652790941022e+03,2.557564310361787108e+00
9.882465670806632261e+03,2.557564310579044875e+00
9.882465688822323500e+03,2.557564310796302198e+00
9.882465706838012920e+03,2.557564311013559522e+00
9.882465724853704160e+03,2.557564311230816401e+00
9.882465742869393580e+03,2.557564311448072836e+00
9.882465760885084819e+03,2.557564311665329271e+00
9.882465778900774239e+03,2.557564311882584818e+00
9.882465796916465479e+03,2.557564312099840365e+00
9.882465814932156718e+03,2.557564312317095467e+00
9.882465832947846138e+03,2.557564312534350570e+00
9.882465850963537378e+03,2.557564312751604785e+00
9.882465868979226798e+03,2.557564312968859443e+00
9.882465886994918037e+03,2.557564313186113214e+00
9.882465905010607457e+03,2.557564313403366540e+00
9.882465923026298697e+03,2.557564313620619867e+00
9.882465941041989936e+03,2.557564313837872749e+00
9.882465959057679356e+03,2.557564314055125632e+00
9.882465977073370595e+03,2.557564314272377626e+00
9.882465995089060016e+03,2.557564314489629176e+00
9.882466013104751255e+03,2.557564314706880726e+00
9.882466031120440675e+03,2.557564314924131832e+00
9.882466049136131915e+03,2.557564315141382938e+00
9.882466067151823154e+03,2.557564315358633600e+00
9.882466085167512574e+03,2.557564315575883818e+00
9.882466103183203813e+03,2.557564315793134035e+00
9.882466121198893234e+03,2.557564316010383365e+00
9.882466139214584473e+03,2.557564316227632695e+00
9.882466157230273893e+03,2.557564316444881580e+00
9.882466175245965132e+03,2.557564316662130022e+00
9.882466193261656372e+03,2.557564316879378463e+00
9.882466211277345792e+03,2.557564317096626016e+00
9.882466229293037031e+03,2.557564317313873570e+00
9.882466247308726452e+03,2.557564317531121567e+00
9.882466265324417691e+03,2.557564317748367788e+00
9.882466283340107111e+03,2.557564317965614453e+00
9.882466301355798350e+03,2.557564318182861118e+00
9.882466319371489590e+03,2.557564318400106895e+00
9.882466337387179010e+03,2.557564318617352228e+00
