Time (BJD_TBD - 2450000), F_total/F_star (ppm)
1.013184277777792886e+04,1.177166204154128081e+03
1.013184279854968190e+04,1.177190218282796422e+03
1.013184281932143494e+04,1.177214229895292874e+03
1.013184284009318799e+04,1.177238238991468961e+03
1.013184286086494103e+04,1.177262245571176663e+03
1.013184288163669407e+04,1.177286249634267733e+03
1.013184290240844712e+04,1.177310251180594150e+03
1.013184292318020016e+04,1.177334250210007212e+03
1.013184294395195320e+04,1.177358246722358899e+03
1.013184296472370625e+04,1.177382240717502100e+03
1.013184298549545929e+04,1.177406232195287885e+03
1.013184300626721233e+04,1.177430221155568006e+03
1.013184302703896537e+04,1.177454207598195353e+03
1.013184304781071842e+04,1.177478191523020769e+03
1.013184306858247146e+04,1.177502172929896915e+03
1.013184308935422450e+04,1.177526151818675999e+03
1.013184311012597936e+04,1.177550128191308886e+03
1.013184313089773241e+04,1.177574102043448875e+03
1.013184315166948545e+04,1.177598073377047285e+03
1.013184317244123849e+04,1.177622042191956552e+03
1.013184319321299154e+04,1.177646008488028883e+03
1.013184321398474458e+04,1.177669972265115803e+03
1.013184323475649762e+04,1.177693933523070200e+03
1.013184325552825067e+04,1.177717892261743600e+03
1.013184327630000371e+04,1.177741848480988665e+03
1.013184329707175675e+04,1.177765802180656692e+03
1.013184331784350979e+04,1.177789753360600798e+03
1.013184333861526284e+04,1.177813702020672963e+03
1.013184335938701588e+04,1.177837648160724711e+03
1.013184338015876892e+04,1.177861591780609160e+03
1.013184340093052197e+04,1.177885532880178289e+03
1.013184342170227501e+04,1.177909471459284077e+03
1.013184344247402805e+04,1.177933407517779187e+03
1.013184346324578109e+04,1.177957341055515826e+03
1.013184348401753414e+04,1.177981272072346655e+03
1.013184350478928718e+04,1.178005200568122746e+03
1.013184352556104022e+04,1.178029126542697895e+03
1.013184354633279327e+04,1.178053049995923629e+03
1.013184356710454631e+04,1.178076970927652837e+03
1.013184358787629935e+04,1.178100889337737499e+03
1.013184360864805240e+04,1.178124805226030503e+03
1.013184362941980544e+04,1.178148718592383830e+03
1.013184365019155848e+04,1.178172629436650368e+03
1.013184367096331152e+04,1.178196537758682325e+03
1.013184369173506457e+04,1.178220443558331681e+03
1.013184371250681761e+04,1.178244346835452006e+03
1.013184373327857065e+04,1.178268247589895282e+03
1.013184375405032551e+04,1.178292145823606461e+03
1.013184377482207856e+04,1.178316041532252939e+03
1.013184379559383160e+04,1.178339934717780125e+03
1.013184381636558464e+04,1.178363825380040453e+03
1.013184383713733769e+04,1.178387713518886358e+03
1.013184385790909073e+04,1.178411599134170956e+03
1.013184387868084377e+04,1.178435482225746227e+03
1.013184389945259682e+04,1.178459362793465516e+03
1.013184392022434986e+04,1.178483240837181484e+03
1.013184394099610290e+04,1.178507116356745883e+03
1.013184396176785594e+04,1.178530989352012966e+03
1.013184398253960899e+04,1.178554859822833805e+03
1.013184400331136203e+04,1.178578727769062425e+03
1.013184402408311507e+04,1.178602593190551261e+03
1.013184404485486812e+04,1.178626456087152064e+03
1.013184406562662116e+04,1.178650316458719317e+03
1.013184408639837420e+04,1.178674174305104771e+03
1.013184410717012724e+04,1.178698029626160860e+03
1.013184412794188029e+04,1.178721882421741384e+03
1.013184414871363333e+04,1.178745732691699004e+03
1.013184416948538637e+04,1.178769580435885928e+03
1.013184419025713942e+04,1.178793425654155953e+03
1.013184421102889246e+04,1.178817268346361743e+03
1.013184423180064550e+04,1.178841108512355731e+03
1.013184425257239855e+04,1.178864946151991262e+03
1.013184427334415159e+04,1.178888781265120997e+03
1.013184429411590463e+04,1.178912613851598280e+03
1.013184431488765767e+04,1.178936443911276228e+03
1.013184433565941072e+04,1.178960271444007049e+03
1.013184435643116376e+04,1.178984096449644539e+03
1.013184437720291680e+04,1.179007918928041590e+03
1.013184439797466985e+04,1.179031738879051318e+03
1.013184441874642471e+04,1.179055556304611855e+03
1.013184443951817775e+04,1.179079371200405603e+03
1.013184446028993079e+04,1.179103183568371151e+03
1.013184448106168384e+04,1.179126993408361159e+03
1.013184450183343688e+04,1.179150800720229654e+03
1.013184452260518992e+04,1.179174605503829525e+03
