Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.027292596064833924e+04,7.184390690476340069e+01
1.027292604692779969e+04,7.183488878653476206e+01
1.027292613320726196e+04,7.182587059058454315e+01
1.027292621948672240e+04,7.181685231745451858e+01
1.027292630576618467e+04,7.180783396692608278e+01
1.027292639204564512e+04,7.179881553954103879e+01
1.027292647832510738e+04,7.178979703508079524e+01
1.027292656460456783e+04,7.178077845408715518e+01
1.027292665088403010e+04,7.177175979634151304e+01
1.027292673716349054e+04,7.176274106238571449e+01
1.027292682344295281e+04,7.175372225200105447e+01
1.027292690972241326e+04,7.174470336572949236e+01
1.027292699600187370e+04,7.173568440354246434e+01
1.027292708228133597e+04,7.172666536541137816e+01
1.027292716856079642e+04,7.171764625187822162e+01
1.027292725484025868e+04,7.170862706272426124e+01
1.027292734111971913e+04,7.169960779849145638e+01
1.027292742739918140e+04,7.169058845896104515e+01
1.027292751367864184e+04,7.168156904467504376e+01
1.027292759995810411e+04,7.167254955541470451e+01
1.027292768623756456e+04,7.166352999172192995e+01
1.027292777251702682e+04,7.165451035337810026e+01
1.027292785879648727e+04,7.164549064092510378e+01
1.027292794507594954e+04,7.163647085414427806e+01
1.027292803135540998e+04,7.162745099357751144e+01
1.027292811763487043e+04,7.161843105919633956e+01
1.027292820391433270e+04,7.160941105097218440e+01
1.027292829019379315e+04,7.160039096944701953e+01
1.027292837647325541e+04,7.159137081440211148e+01
1.027292846275271586e+04,7.158235058637949066e+01
1.027292854903217813e+04,7.157333028516038098e+01
1.027292863531163857e+04,7.156430991128681285e+01
1.027292872159110084e+04,7.155528946454002437e+01
1.027292880787056129e+04,7.154626894546207438e+01
1.027292889415002355e+04,7.153724835383415837e+01
1.027292898042948400e+04,7.152822769019839200e+01
1.027292906670894445e+04,7.151920695452609777e+01
1.027292915298840671e+04,7.151018614678882557e+01
1.027292923926786716e+04,7.150116526752853474e+01
1.027292932554732943e+04,7.149214431652653445e+01
1.027292941182678987e+04,7.148312329432482670e+01
1.027292949810625214e+04,7.147410220070470643e+01
1.027292958438571259e+04,7.146508103620816144e+01
1.027292967066517485e+04,7.145605980061650087e+01
1.027292975694463530e+04,7.144703849447171251e+01
1.027292984322409757e+04,7.143801711755510553e+01
1.027292992950355801e+04,7.142899567040869613e+01
1.027293001578302028e+04,7.141997415281379347e+01
1.027293010206248073e+04,7.141095256531235691e+01
1.027293018834194118e+04,7.140193090787590791e+01
1.027293027462140344e+04,7.139290918047592527e+01
1.027293036090086389e+04,7.138388738365448205e+01
1.027293044718032615e+04,7.137486551719273109e+01
1.027293053345978660e+04,7.136584358163283071e+01
1.027293061973924887e+04,7.135682157675596216e+01
