Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.905193796296138316e+03,8.111008067772505115e+01
9.905193817625817246e+03,8.110959487961842740e+01
9.905193838955496176e+03,8.110910907437310868e+01
9.905193860285176925e+03,8.110862326194775562e+01
9.905193881614855854e+03,8.110813744242531698e+01
9.905193902944534784e+03,8.110765161576452442e+01
9.905193924274213714e+03,8.110716578196539217e+01
9.905193945603892644e+03,8.110667994102807654e+01
9.905193966933571573e+03,8.110619409295266280e+01
9.905193988263252322e+03,8.110570823769783999e+01
9.905194009592931252e+03,8.110522237534655687e+01
9.905194030922610182e+03,8.110473650585748828e+01
9.905194052252289111e+03,8.110425062923076212e+01
9.905194073581968041e+03,8.110376474546643522e+01
9.905194094911648790e+03,8.110327885452321084e+01
9.905194116241327720e+03,8.110279295648405196e+01
9.905194137571006650e+03,8.110230705130763340e+01
9.905194158900685579e+03,8.110182113899404044e+01
9.905194180230364509e+03,8.110133521954338676e+01
9.905194201560043439e+03,8.110084929295578604e+01
9.905194222889724188e+03,8.110036335918985628e+01
9.905194244219403117e+03,8.109987741832864572e+01
9.905194265549082047e+03,8.109939147033078655e+01
9.905194286878760977e+03,8.109890551519637825e+01
9.905194308208439907e+03,8.109841955292552029e+01
9.905194329538120655e+03,8.109793358347685910e+01
9.905194350867799585e+03,8.109744760693342869e+01
9.905194372197478515e+03,8.109696162325386126e+01
9.905194393527157445e+03,8.109647563243825630e+01
9.905194414856836374e+03,8.109598963448671327e+01
9.905194436186517123e+03,8.109550362935792123e+01
9.905194457516196053e+03,8.109501761713485735e+01
9.905194478845874983e+03,8.109453159777613962e+01
9.905194500175553912e+03,8.109404557128192437e+01
9.905194521505232842e+03,8.109355953765228264e+01
9.905194542834911772e+03,8.109307349688735655e+01
9.905194564164592521e+03,8.109258744894574988e+01
9.905194585494271450e+03,8.109210139391051086e+01
9.905194606823950380e+03,8.109161533174024328e+01
9.905194628153629310e+03,8.109112926243508923e+01
9.905194649483308240e+03,8.109064318599514820e+01
9.905194670812988988e+03,8.109015710237903818e+01
9.905194692142667918e+03,8.108967101166982161e+01
9.905194713472346848e+03,8.108918491382607385e+01
9.905194734802025778e+03,8.108869880884799386e+01
9.905194756131704708e+03,8.108821269673561005e+01
9.905194777461383637e+03,8.108772657748905033e+01
9.905194798791064386e+03,8.108724045106696110e+01
9.905194820120743316e+03,8.108675431755233376e+01
9.905194841450422246e+03,8.108626817690388577e+01
9.905194862780101175e+03,8.108578202912163135e+01
9.905194884109780105e+03,8.108529587420571261e+01
9.905194905439460854e+03,8.108480971211480437e+01
9.905194926769139784e+03,8.108432354293186961e+01
9.905194948098818713e+03,8.108383736661559738e+01
9.905194969428497643e+03,8.108335118316607293e+01
9.905194990758176573e+03,8.108286499258340996e+01
9.905195012087855503e+03,8.108237879486767952e+01
9.905195033417536251e+03,8.108189258997757065e+01
9.905195054747215181e+03,8.108140637799606054e+01
9.905195076076894111e+03,8.108092015888182402e+01
9.905195097406573041e+03,8.108043393263497478e+01
9.905195118736251970e+03,8.107994769925556966e+01
9.905195140065932719e+03,8.107946145870229770e+01
9.905195161395611649e+03,8.107897521105815031e+01
9.905195182725290579e+03,8.107848895628177388e+01
9.905195204054969508e+03,8.107800269437328211e+01
9.905195225384648438e+03,8.107751642533280290e+01
9.905195246714329187e+03,8.107703014911892581e+01
9.905195268044008117e+03,8.107654386581469907e+01
9.905195289373687046e+03,8.107605757537878333e+01
9.905195310703365976e+03,8.107557127781126383e+01
9.905195332033044906e+03,8.107508497311224005e+01
9.905195353362723836e+03,8.107459866128181147e+01
9.905195374692404584e+03,8.107411234227862451e+01
9.905195396022083514e+03,8.107362601618574161e+01
9.905195417351762444e+03,8.107313968296175233e+01
9.905195438681441374e+03,8.107265334260677037e+01
9.905195460011120304e+03,8.107216699512090941e+01
9.905195481340801052e+03,8.107168064046281586e+01
9.905195502670479982e+03,8.107119427871549533e+01
9.905195524000158912e+03,8.107070790983762265e+01
9.905195545329837842e+03,8.107022153382928309e+01
9.905195566659516771e+03,8.106973515069057612e+01
9.905195587989195701e+03,8.106924876042161543e+01
9.905195609318876450e+03,8.106876236298099059e+01
9.905195630648555380e+03,8.106827595845180667e+01
9.905195651978234309e+03,8.106778954679266747e+01
9.905195673307913239e+03,8.106730312800367244e+01
9.905195694637592169e+03,8.106681670208493529e+01
9.905195715967272918e+03,8.106633026899507399e+01
9.905195737296951847e+03,8.106584382881715101e+01
9.905195758626630777e+03,8.106535738150978432e+01
9.905195779956309707e+03,8.106487092707310183e+01
9.905195801285988637e+03,8.106438446550717458e+01
9.905195822615667566e+03,8.106389799681210206e+01
9.905195843945348315e+03,8.106341152094653069e+01
9.905195865275027245e+03,8.106292503799353710e+01
9.905195886604706175e+03,8.106243854791172510e+01
9.905195907934385104e+03,8.106195205070116572e+01
9.905195929264064034e+03,8.106146554636202950e+01
9.905195950593744783e+03,8.106097903485287759e+01
9.905195971923423713e+03,8.106049251625680085e+01
9.905195993253102642e+03,8.106000599053241729e+01
9.905196014582781572e+03,8.105951945767985478e+01
9.905196035912460502e+03,8.105903291769918440e+01
9.905196057242139432e+03,8.105854637059051981e+01
9.905196078571820181e+03,8.105805981631246482e+01
9.905196099901499110e+03,8.105757325494812449e+01
9.905196121231178040e+03,8.105708668645608839e+01
9.905196142560856970e+03,8.105660011083649863e+01
9.905196163890535900e+03,8.105611352808936942e+01
9.905196185220216648e+03,8.105562693817343245e+01
9.905196206549895578e+03,8.105514034117167910e+01
9.905196227879574508e+03,8.105465373704276999e+01
9.905196249209253438e+03,8.105416712578679039e+01
9.905196270538932367e+03,8.105368050740385399e+01
9.905196291868613116e+03,8.105319388185255036e+01
9.905196313198292046e+03,8.105270724921598458e+01
9.905196334527970976e+03,8.105222060945277462e+01
9.905196355857649905e+03,8.105173396256301999e+01
