Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.014846018518507481e+04,4.853310265926796124e-02
1.014846020605984813e+04,4.863918862686897326e-02
1.014846022693461964e+04,4.874539037699816141e-02
1.014846024780939297e+04,4.885170792806947659e-02
1.014846026868416629e+04,4.895814127070432370e-02
1.014846028955893780e+04,4.906469039551181188e-02
1.014846031043371113e+04,4.917135532095495698e-02
1.014846033130848264e+04,4.927813602831328937e-02
1.014846035218325596e+04,4.938503253609885513e-02
1.014846037305802929e+04,4.949204483490851625e-02
1.014846039393280080e+04,4.959917291526558941e-02
1.014846041480757413e+04,4.970641679574340499e-02
1.014846043568234745e+04,4.981377646690203498e-02
1.014846045655711896e+04,4.992125191925256278e-02
1.014846047743189229e+04,5.002884317140507409e-02
1.014846049830666561e+04,5.013655021389514660e-02
1.014846051918143712e+04,5.024437303722157494e-02
1.014846054005621045e+04,5.035231166003122788e-02
1.014846056093098196e+04,5.046036606343205083e-02
1.014846058180575528e+04,5.056853626611995667e-02
1.014846060268052861e+04,5.067682225858147205e-02
1.014846062355530012e+04,5.078522403125410728e-02
1.014846064443007344e+04,5.089374160290733445e-02
1.014846066530484677e+04,5.100237496399091797e-02
1.014846068617961828e+04,5.111112410490555036e-02
1.014846070705439161e+04,5.121998904449429763e-02
1.014846072792916493e+04,5.132896977318237436e-02
1.014846074880393644e+04,5.143806628132147063e-02
1.014846076967870977e+04,5.154727858781592287e-02
1.014846079055348127e+04,5.165660667352846291e-02
1.014846081142825460e+04,5.176605055738792843e-02
1.014846083230302793e+04,5.187561022977053155e-02
1.014846085317779944e+04,5.198528568099118619e-02
1.014846087405257276e+04,5.209507693004001433e-02
1.014846089492734609e+04,5.220498396725645890e-02
1.014846091580211760e+04,5.231500678294315199e-02
1.014846093667689092e+04,5.242514539615152763e-02
1.014846095755166243e+04,5.253539978757271189e-02
1.014846097842643576e+04,5.264576997629491495e-02
1.014846099930120909e+04,5.275625595260853562e-02
1.014846102017598059e+04,5.286685770675489393e-02
1.014846104105075392e+04,5.297757525790804806e-02
1.014846106192552725e+04,5.308840859628481679e-02
1.014846108280029875e+04,5.319935771212654096e-02
1.014846110367507208e+04,5.331042262464404796e-02
1.014846112454984541e+04,5.342160332405417739e-02
1.014846114542461692e+04,5.353289980053695107e-02
1.014846116629939024e+04,5.364431207337674867e-02
1.014846118717416175e+04,5.375584012304401860e-02
1.014846120804893508e+04,5.386748396883538070e-02
1.014846122892370840e+04,5.397924360095541357e-02
1.014846124979847991e+04,5.409111900949833268e-02
1.014846127067325324e+04,5.420311021387112793e-02
1.014846129154802657e+04,5.431521720419253685e-02
1.014846131242279807e+04,5.442743997058131084e-02
1.014846133329757140e+04,5.453977853245668000e-02
1.014846135417234473e+04,5.465223287994966372e-02
1.014846137504711623e+04,5.476480300310543337e-02
1.014846139592188956e+04,5.487748892142906010e-02
1.014846141679666107e+04,5.499029061518254796e-02
1.014846143767143440e+04,5.510320810388321527e-02
1.014846145854620772e+04,5.521624137760077627e-02
1.014846147942097923e+04,5.532939042634361232e-02
1.014846150029575256e+04,5.544265526972715769e-02
1.014846152117052588e+04,5.555603589775978679e-02
1.014846154204529739e+04,5.566953230043766160e-02
1.014846156292007072e+04,5.578314449742522579e-02
1.014846158379484405e+04,5.589687247870634562e-02
1.014846160466961555e+04,5.601071623425267487e-02
1.014846162554438888e+04,5.612467578376540561e-02
1.014846164641916039e+04,5.623875110728588506e-02
1.014846166729393371e+04,5.635294222455210222e-02
1.014846168816870704e+04,5.646724912553567621e-02
