Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.065014266203716397e+04,1.005399267489279111e+02
1.065014268332748725e+04,1.005395174761672621e+02
1.065014270461781052e+04,1.005391081983451897e+02
1.065014272590813380e+04,1.005386989154616657e+02
1.065014274719845707e+04,1.005382896275167752e+02
1.065014276848878217e+04,1.005378803344756165e+02
1.065014278977910544e+04,1.005374710364081352e+02
1.065014281106942872e+04,1.005370617332794438e+02
1.065014283235975199e+04,1.005366524250895424e+02
1.065014285365007527e+04,1.005362431118385445e+02
1.065014287494039854e+04,1.005358337935264785e+02
1.065014289623072182e+04,1.005354244701533446e+02
1.065014291752104509e+04,1.005350151417192421e+02
1.065014293881136837e+04,1.005346058082241854e+02
1.065014296010169346e+04,1.005341964696332866e+02
1.065014298139201674e+04,1.005337871260165059e+02
1.065014300268234001e+04,1.005333777773389272e+02
1.065014302397266329e+04,1.005329684236006358e+02
1.065014304526298656e+04,1.005325590648016316e+02
1.065014306655330984e+04,1.005321497009419716e+02
1.065014308784363311e+04,1.005317403320217124e+02
1.065014310913395639e+04,1.005313309580409111e+02
1.065014313042427966e+04,1.005309215789996102e+02
1.065014315171460476e+04,1.005305121948628369e+02
1.065014317300492803e+04,1.005301028057006789e+02
1.065014319429525131e+04,1.005296934114781351e+02
1.065014321558557458e+04,1.005292840121952764e+02
1.065014323687589786e+04,1.005288746078521598e+02
1.065014325816622113e+04,1.005284651984488136e+02
1.065014327945654441e+04,1.005280557839853088e+02
1.065014330074686768e+04,1.005276463644616740e+02
1.065014332203719096e+04,1.005272369398779944e+02
1.065014334332751605e+04,1.005268275101992970e+02
1.065014336461783932e+04,1.005264180754955987e+02
1.065014338590816260e+04,1.005260086357319551e+02
1.065014340719848587e+04,1.005255991909084514e+02
1.065014342848880915e+04,1.005251897410251161e+02
1.065014344977913242e+04,1.005247802860819775e+02
1.065014347106945570e+04,1.005243708260791351e+02
1.065014349235977897e+04,1.005239613610165605e+02
1.065014351365010225e+04,1.005235518908943675e+02
1.065014353494042734e+04,1.005231424156775972e+02
1.065014355623075062e+04,1.005227329354362809e+02
1.065014357752107389e+04,1.005223234501354455e+02
1.065014359881139717e+04,1.005219139597751905e+02
1.065014362010172044e+04,1.005215044643555018e+02
1.065014364139204372e+04,1.005210949638764646e+02
1.065014366268236699e+04,1.005206854583381499e+02
1.065014368397269027e+04,1.005202759477405436e+02
1.065014370526301354e+04,1.005198664320837736e+02
1.065014372655333864e+04,1.005194569113328100e+02
1.065014374784366191e+04,1.005190473855577409e+02
1.065014376913398519e+04,1.005186378547235933e+02
1.065014379042430846e+04,1.005182283188304524e+02
1.065014381171463174e+04,1.005178187778783325e+02
1.065014383300495501e+04,1.005174092318673047e+02
1.065014385429527829e+04,1.005169996807973689e+02
1.065014387558560156e+04,1.005165901246686389e+02
1.065014389687592484e+04,1.005161805634811429e+02
1.065014391816624993e+04,1.005157709971998941e+02
1.065014393945657321e+04,1.005153614258949659e+02
1.065014396074689648e+04,1.005149518495314140e+02
1.065014398203721976e+04,1.005145422681092953e+02
1.065014400332754303e+04,1.005141326816285954e+02
1.065014402461786631e+04,1.005137230900894423e+02
1.065014404590818958e+04,1.005133134934918502e+02
