Time (BJD_TBD - 2450000), L_g/L_star (ppm)
9.905193796296138316e+03,3.448871605159756371e+01
9.905193817625817246e+03,3.448896646258307186e+01
9.905193838955496176e+03,3.448921687244826018e+01
9.905193860285176925e+03,3.448946728121445915e+01
9.905193881614855854e+03,3.448971768883894384e+01
9.905193902944534784e+03,3.448996809534301633e+01
9.905193924274213714e+03,3.449021850072666240e+01
9.905193945603892644e+03,3.449046890498986784e+01
9.905193966933571573e+03,3.449071930813255449e+01
9.905193988263252322e+03,3.449096971017610258e+01
9.905194009592931252e+03,3.449122011107774455e+01
9.905194030922610182e+03,3.449147051085881799e+01
9.905194052252289111e+03,3.449172090951927316e+01
9.905194073581968041e+03,3.449197130705910297e+01
9.905194094911648790e+03,3.449222170349963079e+01
9.905194116241327720e+03,3.449247209879808906e+01
9.905194137571006650e+03,3.449272249297584381e+01
9.905194158900685579e+03,3.449297288603283818e+01
9.905194180230364509e+03,3.449322327796905086e+01
9.905194201560043439e+03,3.449347366878444632e+01
9.905194222889724188e+03,3.449372405850036927e+01
9.905194244219403117e+03,3.449397444707405924e+01
9.905194265549082047e+03,3.449422483452684673e+01
9.905194286878760977e+03,3.449447522085871043e+01
9.905194308208439907e+03,3.449472560606962190e+01
9.905194329538120655e+03,3.449497599018087612e+01
9.905194350867799585e+03,3.449522637314977658e+01
9.905194372197478515e+03,3.449547675499763244e+01
9.905194393527157445e+03,3.449572713572441529e+01
9.905194414856836374e+03,3.449597751533006829e+01
9.905194436186517123e+03,3.449622789383596455e+01
9.905194457516196053e+03,3.449647827119933652e+01
9.905194478845874983e+03,3.449672864744151468e+01
9.905194500175553912e+03,3.449697902256244930e+01
9.905194521505232842e+03,3.449722939656215459e+01
9.905194542834911772e+03,3.449747976944057370e+01
9.905194564164592521e+03,3.449773014121902293e+01
9.905194585494271450e+03,3.449798051185479153e+01
9.905194606823950380e+03,3.449823088136918159e+01
9.905194628153629310e+03,3.449848124976216468e+01
9.905194649483308240e+03,3.449873161703371949e+01
9.905194670812988988e+03,3.449898198320518361e+01
9.905194692142667918e+03,3.449923234823379659e+01
9.905194713472346848e+03,3.449948271214088891e+01
9.905194734802025778e+03,3.449973307492642505e+01
9.905194756131704708e+03,3.449998343659039080e+01
9.905194777461383637e+03,3.450023379713276483e+01
9.905194798791064386e+03,3.450048415657482792e+01
9.905194820120743316e+03,3.450073451487389065e+01
9.905194841450422246e+03,3.450098487205126219e+01
9.905194862780101175e+03,3.450123522810689991e+01
9.905194884109780105e+03,3.450148558304077540e+01
9.905194905439460854e+03,3.450173593687423335e+01
9.905194926769139784e+03,3.450198628956452751e+01
9.905194948098818713e+03,3.450223664113295996e+01
9.905194969428497643e+03,3.450248699157953780e+01
9.905194990758176573e+03,3.450273734090421840e+01
9.905195012087855503e+03,3.450298768910695912e+01
9.905195033417536251e+03,3.450323803620908336e+01
9.905195054747215181e+03,3.450348838216788039e+01
9.905195076076894111e+03,3.450373872700464517e+01
9.905195097406573041e+03,3.450398907071937060e+01
9.905195118736251970e+03,3.450423941331202116e+01
9.905195140065932719e+03,3.450448975480391312e+01
9.905195161395611649e+03,3.450474009515230733e+01
9.905195182725290579e+03,3.450499043437854141e+01
9.905195204054969508e+03,3.450524077248257271e+01
9.905195225384648438e+03,3.450549110946439413e+01
9.905195246714329187e+03,3.450574144534529353e+01
9.905195268044008117e+03,3.450599178008256729e+01
9.905195289373687046e+03,3.450624211369753169e+01
9.905195310703365976e+03,3.450649244619013700e+01
9.905195332033044906e+03,3.450674277756038322e+01
9.905195353362723836e+03,3.450699310780823481e+01
9.905195374692404584e+03,3.450724343695499385e+01
9.905195396022083514e+03,3.450749376495792831e+01
9.905195417351762444e+03,3.450774409183838998e+01
9.905195438681441374e+03,3.450799441759632913e+01
9.905195460011120304e+03,3.450824474223170313e+01
9.905195481340801052e+03,3.450849506576587800e+01
9.905195502670479982e+03,3.450874538815607195e+01
9.905195524000158912e+03,3.450899570942362971e+01
9.905195545329837842e+03,3.450924602956852993e+01
9.905195566659516771e+03,3.450949634859073001e+01
9.905195587989195701e+03,3.450974666649020151e+01
9.905195609318876450e+03,3.450999698328825360e+01
9.905195630648555380e+03,3.451024729894220400e+01
9.905195651978234309e+03,3.451049761347331213e+01
9.905195673307913239e+03,3.451074792688158510e+01
9.905195694637592169e+03,3.451099823916698739e+01
9.905195715967272918e+03,3.451124855035082817e+01
9.905195737296951847e+03,3.451149886039038250e+01
9.905195758626630777e+03,3.451174916930698799e+01
9.905195779956309707e+03,3.451199947710060201e+01
9.905195801285988637e+03,3.451224978377118902e+01
9.905195822615667566e+03,3.451250008931872770e+01
9.905195843945348315e+03,3.451275039376452725e+01
9.905195865275027245e+03,3.451300069706587692e+01
9.905195886604706175e+03,3.451325099924409301e+01
9.905195907934385104e+03,3.451350130029913288e+01
9.905195929264064034e+03,3.451375160023098232e+01
9.905195950593744783e+03,3.451400189906094340e+01
9.905195971923423713e+03,3.451425219674630540e+01
9.905195993253102642e+03,3.451450249330837750e+01
9.905196014582781572e+03,3.451475278874713837e+01
9.905196035912460502e+03,3.451500308306255249e+01
9.905196057242139432e+03,3.451525337625459144e+01
9.905196078571820181e+03,3.451550366834457861e+01
9.905196099901499110e+03,3.451575395928978196e+01
9.905196121231178040e+03,3.451600424911152487e+01
9.905196142560856970e+03,3.451625453780977182e+01
9.905196163890535900e+03,3.451650482538449438e+01
9.905196185220216648e+03,3.451675511185701595e+01
9.905196206549895578e+03,3.451700539718461158e+01
9.905196227879574508e+03,3.451725568138859757e+01
9.905196249209253438e+03,3.451750596446895258e+01
9.905196270538932367e+03,3.451775624642562690e+01
9.905196291868613116e+03,3.451800652727995811e+01
9.905196313198292046e+03,3.451825680698919996e+01
9.905196334527970976e+03,3.451850708557469716e+01
9.905196355857649905e+03,3.451875736303640707e+01
9.905196377187328835e+03,3.451900763937429417e+01
9.905196398517007765e+03,3.451925791458833714e+01
9.905196419846688514e+03,3.451950818869984516e+01
9.905196441176367443e+03,3.451975846166611461e+01
9.905196462506046373e+03,3.452000873350845467e+01
9.905196483835725303e+03,3.452025900422681559e+01
9.905196505165404233e+03,3.452050927382119028e+01
9.905196526495084981e+03,3.452075954231289501e+01
9.905196547824763911e+03,3.452100980965919064e+01
9.905196569154442841e+03,3.452126007588141476e+01
9.905196590484121771e+03,3.452151034097952476e+01
9.905196611813800700e+03,3.452176060495348509e+01
9.905196633143479630e+03,3.452201086780329575e+01
9.905196654473160379e+03,3.452226112955023751e+01
9.905196675802839309e+03,3.452251139015160675e+01
9.905196697132518239e+03,3.452276164962872684e+01
9.905196718462197168e+03,3.452301190798154806e+01
9.905196739791876098e+03,3.452326216521006330e+01
9.905196761121556847e+03,3.452351242133556752e+01
9.905196782451235777e+03,3.452376267631535711e+01
9.905196803780914706e+03,3.452401293017074124e+01
9.905196825110593636e+03,3.452426318290169149e+01
9.905196846440272566e+03,3.452451343450817234e+01
9.905196867769951496e+03,3.452476368499015535e+01
9.905196889099632244e+03,3.452501393436897104e+01
9.905196910429311174e+03,3.452526418260188734e+01
9.905196931758990104e+03,3.452551442971021345e+01
9.905196953088669034e+03,3.452576467569394225e+01
9.905196974418347963e+03,3.452601492055303112e+01
9.905196995748028712e+03,3.452626516430878212e+01
9.905197017077707642e+03,3.452651540691847742e+01
9.905197038407386572e+03,3.452676564840346884e+01
9.905197059737065501e+03,3.452701588876369954e+01
9.905197081066744431e+03,3.452726612799913397e+01
9.905197102396425180e+03,3.452751636613108133e+01
9.905197123726104110e+03,3.452776660311685930e+01
9.905197145055783039e+03,3.452801683897774865e+01
9.905197166385461969e+03,3.452826707371374226e+01
9.905197187715140899e+03,3.452851730732479041e+01
9.905197209044819829e+03,3.452876753981088598e+01
9.905197230374500577e+03,3.452901777119332394e+01
9.905197251704179507e+03,3.452926800142939356e+01
9.905197273033858437e+03,3.452951823054041114e+01
9.905197294363537367e+03,3.452976845852634824e+01
9.905197315693216296e+03,3.453001868538716224e+01
9.905197337022897045e+03,3.453026891114419072e+01
9.905197358352575975e+03,3.453051913575470167e+01
9.905197379682254905e+03,3.453076935924001134e+01
9.905197401011933835e+03,3.453101958160009843e+01
9.905197422341612764e+03,3.453126980283492031e+01
9.905197443671291694e+03,3.453152002294444856e+01
9.905197465000972443e+03,3.453177024194999944e+01
9.905197486330651373e+03,3.453202045980887647e+01
9.905197507660330302e+03,3.453227067654236748e+01
9.905197528990009232e+03,3.453252089215045117e+01
9.905197550319688162e+03,3.453277110663309202e+01
9.905197571649368911e+03,3.453302132001161340e+01
9.905197592979047840e+03,3.453327153224329749e+01
9.905197614308726770e+03,3.453352174334946767e+01
9.905197635638405700e+03,3.453377195333008132e+01
9.905197656968084630e+03,3.453402216218511711e+01
9.905197678297763559e+03,3.453427236991451821e+01
9.905197699627444308e+03,3.453452257653963642e+01
9.905197720957123238e+03,3.453477278201773970e+01
9.905197742286802168e+03,3.453502298637013723e+01
9.905197763616481097e+03,3.453527318959680770e+01
9.905197784946160027e+03,3.453552339169771557e+01
9.905197806275840776e+03,3.453577359269417713e+01
9.905197827605519706e+03,3.453602379254348165e+01
9.905197848935198635e+03,3.453627399126693120e+01
9.905197870264877565e+03,3.453652418886451159e+01
9.905197891594556495e+03,3.453677438533618016e+01
9.905197912924235425e+03,3.453702458068191561e+01
9.905197934253916173e+03,3.453727477492302000e+01
9.905197955583595103e+03,3.453752496801678973e+01
9.905197976913274033e+03,3.453777515998454106e+01
9.905197998242952963e+03,3.453802535082623137e+01
9.905198019572631893e+03,3.453827554054184645e+01
9.905198040902312641e+03,3.453852572915266705e+01
9.905198062231991571e+03,3.453877591661603219e+01
9.905198083561670501e+03,3.453902610295320841e+01
9.905198104891349431e+03,3.453927628816419571e+01
9.905198126221028360e+03,3.453952647224893724e+01
9.905198147550709109e+03,3.453977665522876350e+01
9.905198168880388039e+03,3.454002683706096377e+01
9.905198190210066969e+03,3.454027701776684722e+01
9.905198211539745898e+03,3.454052719734637833e+01
9.905198232869424828e+03,3.454077737579953578e+01
9.905198254199103758e+03,3.454102755312627693e+01
9.905198275528784507e+03,3.454127772934792517e+01
9.905198296858463436e+03,3.454152790442176268e+01
9.905198318188142366e+03,3.454177807836911285e+01
9.905198339517821296e+03,3.454202825118994014e+01
9.905198360847500226e+03,3.454227842288420192e+01
9.905198382177180974e+03,3.454252859347321447e+01
9.905198403506859904e+03,3.454277876291429550e+01
9.905198424836538834e+03,3.454302893122870444e+01
9.905198446166217764e+03,3.454327909841646260e+01
9.905198467495896693e+03,3.454352926447752026e+01
9.905198488825575623e+03,3.454377942941184187e+01
9.905198510155256372e+03,3.454402959324074374e+01
9.905198531484935302e+03,3.454427975592150091e+01
9.905198552814614231e+03,3.454452991747544388e+01
9.905198574144293161e+03,3.454478007790255134e+01
9.905198595473972091e+03,3.454503023720277355e+01
9.905198616803652840e+03,3.454528039539742679e+01
9.905198638133331769e+03,3.454553055244380033e+01
9.905198659463010699e+03,3.454578070836321046e+01
9.905198680792689629e+03,3.454603086315562166e+01
9.905198702122368559e+03,3.454628101682101260e+01
9.905198723452047489e+03,3.454653116935933355e+01
9.905198744781728237e+03,3.454678132079191499e+01
9.905198766111407167e+03,3.454703147107606043e+01
9.905198787441086097e+03,3.454728162023304350e+01
9.905198808770765027e+03,3.454753176826286420e+01
9.905198830100443956e+03,3.454778191516546570e+01
9.905198851430124705e+03,3.454803206096219270e+01
9.905198872759803635e+03,3.454828220561030605e+01
9.905198894089482565e+03,3.454853234913114335e+01
9.905198915419161494e+03,3.454878249152465486e+01
9.905198936748840424e+03,3.454903263279081926e+01
9.905198958078521173e+03,3.454928277295092443e+01
9.905198979408200103e+03,3.454953291196230225e+01
9.905199000737879032e+03,3.454978304984623350e+01
9.905199022067557962e+03,3.455003318660271106e+01
9.905199043397236892e+03,3.455028332223167808e+01
9.905199064726915822e+03,3.455053345673312748e+01
9.905199086056596570e+03,3.455078359012833999e+01
9.905199107386275500e+03,3.455103372237464754e+01
9.905199128715954430e+03,3.455128385349333797e+01
9.905199150045633360e+03,3.455153398348438287e+01
9.905199171375312289e+03,3.455178411234775382e+01
9.905199192704993038e+03,3.455203424010475288e+01
9.905199214034671968e+03,3.455228436671270487e+01
9.905199235364350898e+03,3.455253449219287631e+01
9.905199256694029827e+03,3.455278461654524591e+01
9.905199278023708757e+03,3.455303473976982076e+01
9.905199299353387687e+03,3.455328486186652981e+01
9.905199320683068436e+03,3.455353498285669644e+01
9.905199342012747366e+03,3.455378510269763126e+01
9.905199363342426295e+03,3.455403522141061501e+01
9.905199384672105225e+03,3.455428533899562638e+01
9.905199406001784155e+03,3.455453545545265825e+01
9.905199427331464904e+03,3.455478557080298430e+01
9.905199448661143833e+03,3.455503568500392930e+01
9.905199469990822763e+03,3.455528579807678113e+01
9.905199491320501693e+03,3.455553591002152558e+01
9.905199512650180623e+03,3.455578602083811290e+01
9.905199533979859552e+03,3.455603613052654310e+01
9.905199555309540301e+03,3.455628623910808273e+01
9.905199576639219231e+03,3.455653634654006368e+01
9.905199597968898161e+03,3.455678645284379513e+01
9.905199619298577090e+03,3.455703655801922025e+01
9.905199640628256020e+03,3.455728666206633193e+01
9.905199661957936769e+03,3.455753676500641802e+01
9.905199683287615699e+03,3.455778686679680334e+01
9.905199704617294628e+03,3.455803696745877573e+01
9.905199725946973558e+03,3.455828706699231390e+01
9.905199747276652488e+03,3.455853716539736808e+01
9.905199768606331418e+03,3.455878726267394541e+01
9.905199789936012166e+03,3.455903735884331240e+01
9.905199811265691096e+03,3.455928745386280099e+01
9.905199832595370026e+03,3.455953754775369191e+01
9.905199853925048956e+03,3.455978764051597807e+01
9.905199875254727885e+03,3.456003773214961683e+01
9.905199896584408634e+03,3.456028782267591026e+01
9.905199917914087564e+03,3.456053791205217607e+01
9.905199939243766494e+03,3.456078800029969500e+01
9.905199960573445424e+03,3.456103808741845285e+01
9.905199981903124353e+03,3.456128817340842829e+01
9.905200003232805102e+03,3.456153825829090920e+01
9.905200024562484032e+03,3.456178834202321326e+01
9.905200045892162962e+03,3.456203842462663545e+01
9.905200067221841891e+03,3.456228850610114023e+01
9.905200088551520821e+03,3.456253858644672050e+01
9.905200109881199751e+03,3.456278866566332653e+01
9.905200131210880500e+03,3.456303874377225327e+01
9.905200152540559429e+03,3.456328882073082553e+01
9.905200173870238359e+03,3.456353889656035960e+01
9.905200195199917289e+03,3.456378897126078442e+01
9.905200216529596219e+03,3.456403904483210709e+01
9.905200237859276967e+03,3.456428911729561548e+01
9.905200259188955897e+03,3.456453918860861307e+01
9.905200280518634827e+03,3.456478925879240904e+01
9.905200301848313757e+03,3.456503932784697497e+01
9.905200323177992686e+03,3.456528939577227533e+01
9.905200344507671616e+03,3.456553946256828880e+01
9.905200365837352365e+03,3.456578952825629614e+01
9.905200387167031295e+03,3.456603959279363636e+01
9.905200408496710224e+03,3.456628965620159022e+01
9.905200429826389154e+03,3.456653971848014351e+01
9.905200451156068084e+03,3.456678977962923938e+01
9.905200472485748833e+03,3.456703983967021543e+01
9.905200493815427762e+03,3.456728989856033962e+01
9.905200515145106692e+03,3.456753995632095666e+01
9.905200536474785622e+03,3.456779001295200970e+01
9.905200557804464552e+03,3.456804006845348454e+01
9.905200579134143481e+03,3.456829012282533142e+01
9.905200600463824230e+03,3.456854017608886664e+01
9.905200621793503160e+03,3.456879022820140079e+01
9.905200643123182090e+03,3.456904027918422884e+01
9.905200664452861020e+03,3.456929032903732235e+01
9.905200685782539949e+03,3.456954037776066002e+01
9.905200707112220698e+03,3.456979042537552971e+01
9.905200728441899628e+03,3.457004047183924200e+01
9.905200749771578558e+03,3.457029051717310608e+01
9.905200771101257487e+03,3.457054056137708642e+01
9.905200792430936417e+03,3.457079060445116170e+01
9.905200813760617166e+03,3.457104064641661978e+01
9.905200835090296096e+03,3.457129068723079257e+01
9.905200856419975025e+03,3.457154072691495372e+01
9.905200877749653955e+03,3.457179076546911034e+01
9.905200899079332885e+03,3.457204080289318426e+01
9.905200920409011815e+03,3.457229083918718260e+01
9.905200941738692563e+03,3.457254087437239320e+01
9.905200963068371493e+03,3.457279090840611957e+01
9.905200984398050423e+03,3.457304094130967798e+01
9.905201005727729353e+03,3.457329097308304711e+01
9.905201027057408282e+03,3.457354100372615591e+01
9.905201048387089031e+03,3.457379103326034198e+01
9.905201069716767961e+03,3.457404106164290880e+01
9.905201091046446891e+03,3.457429108889515845e+01
9.905201112376125820e+03,3.457454111501704119e+01
9.905201133705804750e+03,3.457479114000855702e+01
9.905201155035483680e+03,3.457504116386965620e+01
9.905201176365164429e+03,3.457529118662164080e+01
9.905201197694843358e+03,3.457554120822183563e+01
9.905201219024522288e+03,3.457579122869153565e+01
9.905201240354201218e+03,3.457604124803069823e+01
9.905201261683880148e+03,3.457629126623930915e+01
9.905201283013560897e+03,3.457654128333864918e+01
9.905201304343239826e+03,3.457679129928605732e+01
9.905201325672918756e+03,3.457704131410282145e+01
9.905201347002597686e+03,3.457729132778889891e+01
