Time (BJD_TBD - 2450000), L_h/L_star (ppm)
1.013335255787055939e+04,2.207549156045910266e+01
1.013335257878931770e+04,2.207540730995974698e+01
1.013335259970807601e+04,2.207532305907978554e+01
1.013335262062683432e+04,2.207523880781919345e+01
1.013335264154559445e+04,2.207515455617068767e+01
1.013335266246435276e+04,2.207507030414889471e+01
1.013335268338311107e+04,2.207498605174649242e+01
1.013335270430186938e+04,2.207490179896351279e+01
1.013335272522062769e+04,2.207481754579993805e+01
1.013335274613938600e+04,2.207473329225576464e+01
1.013335276705814431e+04,2.207464903833102099e+01
1.013335278797690262e+04,2.207456478402569999e+01
1.013335280889566275e+04,2.207448052933246174e+01
1.013335282981442106e+04,2.207439627426599671e+01
1.013335285073317937e+04,2.207431201881895433e+01
1.013335287165193768e+04,2.207422776299135592e+01
1.013335289257069599e+04,2.207414350678319792e+01
1.013335291348945429e+04,2.207405925019448034e+01
1.013335293440821260e+04,2.207397499322522094e+01
1.013335295532697091e+04,2.207389073587541617e+01
1.013335297624573104e+04,2.207380647813774033e+01
1.013335299716448935e+04,2.207372222002685547e+01
1.013335301808324766e+04,2.207363796153543944e+01
1.013335303900200597e+04,2.207355370266348871e+01
1.013335305992076428e+04,2.207346944341101391e+01
1.013335308083952259e+04,2.207338518377802217e+01
1.013335310175828090e+04,2.207330092376450636e+01
1.013335312267703921e+04,2.207321666337048782e+01
1.013335314359579934e+04,2.207313240258862663e+01
1.013335316451455765e+04,2.207304814143358840e+01
1.013335318543331596e+04,2.207296387989806163e+01
1.013335320635207427e+04,2.207287961798202502e+01
1.013335322727083258e+04,2.207279535568549989e+01
1.013335324818959089e+04,2.207271109300848977e+01
1.013335326910834920e+04,2.207262682995099112e+01
1.013335329002710751e+04,2.207254256651301461e+01
1.013335331094586763e+04,2.207245830268723807e+01
1.013335333186462594e+04,2.207237403848831647e+01
1.013335335278338425e+04,2.207228977390892766e+01
1.013335337370214256e+04,2.207220550894907873e+01
1.013335339462090087e+04,2.207212124360876615e+01
1.013335341553965918e+04,2.207203697788800056e+01
1.013335343645841749e+04,2.207195271178678908e+01
1.013335345737717762e+04,2.207186844529779535e+01
1.013335347829593593e+04,2.207178417843569207e+01
1.013335349921469424e+04,2.207169991119315000e+01
1.013335352013345255e+04,2.207161564357017269e+01
1.013335354105221086e+04,2.207153137556676725e+01
1.013335356197096917e+04,2.207144710718293368e+01
1.013335358288972748e+04,2.207136283841868263e+01
1.013335360380848579e+04,2.207127856927400700e+01
1.013335362472724591e+04,2.207119429974159885e+01
1.013335364564600422e+04,2.207111002983610604e+01
1.013335366656476253e+04,2.207102575955020640e+01
1.013335368748352084e+04,2.207094148888390706e+01
1.013335370840227915e+04,2.207085721783720800e+01
1.013335372932103746e+04,2.207077294641011633e+01
1.013335375023979577e+04,2.207068867460263917e+01
1.013335377115855408e+04,2.207060440241477650e+01
1.013335379207731421e+04,2.207052012983920974e+01
1.013335381299607252e+04,2.207043585689058673e+01
1.013335383391483083e+04,2.207035158356159954e+01
1.013335385483358914e+04,2.207026730985223750e+01
1.013335387575234745e+04,2.207018303576251839e+01
1.013335389667110576e+04,2.207009876129243509e+01
1.013335391758986407e+04,2.207001448644199826e+01
1.013335393850862238e+04,2.206993021121120790e+01
1.013335395942738251e+04,2.206984593559274543e+01
1.013335398034614082e+04,2.206976165960126579e+01
1.013335400126489913e+04,2.206967738322945038e+01
1.013335402218365743e+04,2.206959310647729211e+01
1.013335404310241574e+04,2.206950882934481228e+01
1.013335406402117405e+04,2.206942455183200380e+01
1.013335408493993236e+04,2.206934027393886666e+01
1.013335410585869067e+04,2.206925599566541507e+01
1.013335412677745080e+04,2.206917171700432334e+01
1.013335414769620911e+04,2.206908743797024286e+01
1.013335416861496742e+04,2.206900315855586925e+01
1.013335418953372573e+04,2.206891887876118830e+01
1.013335421045248404e+04,2.206883459858620711e+01
1.013335423137124235e+04,2.206875031803092924e+01
1.013335425229000066e+04,2.206866603709536889e+01
1.013335427320876079e+04,2.206858175577218617e+01
1.013335429412751910e+04,2.206849747407606088e+01
1.013335431504627741e+04,2.206841319199965668e+01
1.013335433596503572e+04,2.206832890954297000e+01
1.013335435688379403e+04,2.206824462670602571e+01
1.013335437780255234e+04,2.206816034348881317e+01
1.013335439872131064e+04,2.206807605989133947e+01
1.013335441964006895e+04,2.206799177591361172e+01
1.013335444055882908e+04,2.206790749154829712e+01
1.013335446147758739e+04,2.206782320681007903e+01
1.013335448239634570e+04,2.206773892169159978e+01
1.013335450331510401e+04,2.206765463619288425e+01
1.013335452423386232e+04,2.206757035031394309e+01
1.013335454515262063e+04,2.206748606405476210e+01
1.013335456607137894e+04,2.206740177741535547e+01
1.013335458699013725e+04,2.206731749039572321e+01
1.013335460790889738e+04,2.206723320298854318e+01
1.013335462882765569e+04,2.206714891520847743e+01
1.013335464974641400e+04,2.206706462704820737e+01
1.013335467066517231e+04,2.206698033850772589e+01
1.013335469158393062e+04,2.206689604958703299e+01
1.013335471250268893e+04,2.206681176028615710e+01
1.013335473342144724e+04,2.206672747060507689e+01
1.013335475434020555e+04,2.206664318054380658e+01
1.013335477525896567e+04,2.206655889009503113e+01
1.013335479617772398e+04,2.206647459927338772e+01
1.013335481709648229e+04,2.206639030807157553e+01
1.013335483801524060e+04,2.206630601648959455e+01
1.013335485893399891e+04,2.206622172452743413e+01
1.013335487985275722e+04,2.206613743218511203e+01
1.013335490077151553e+04,2.206605313946263536e+01
1.013335492169027384e+04,2.206596884635999345e+01
1.013335494260903397e+04,2.206588455286987127e+01
1.013335496352779228e+04,2.206580025900693087e+01
1.013335498444655059e+04,2.206571596476383945e+01
1.013335500536530890e+04,2.206563167014061477e+01
1.013335502628406721e+04,2.206554737513725328e+01
1.013335504720282552e+04,2.206546307975375498e+01
1.013335506812158383e+04,2.206537878399013763e+01
1.013335508904034396e+04,2.206529448783905778e+01
1.013335510995910226e+04,2.206521019131518813e+01
1.013335513087786057e+04,2.206512589441120653e+01
1.013335515179661888e+04,2.206504159712711299e+01
1.013335517271537719e+04,2.206495729946291107e+01
1.013335519363413550e+04,2.206487300141861141e+01
1.013335521455289381e+04,2.206478870299419981e+01
1.013335523547165212e+04,2.206470440418970114e+01
1.013335525639041225e+04,2.206462010499778259e+01
1.013335527730917056e+04,2.206453580543310622e+01
1.013335529822792887e+04,2.206445150548834988e+01
1.013335531914668718e+04,2.206436720516351713e+01
1.013335534006544549e+04,2.206428290445859375e+01
1.013335536098420380e+04,2.206419860337361172e+01
1.013335538190296211e+04,2.206411430190857104e+01
1.013335540282172042e+04,2.206403000006345749e+01
1.013335542374048055e+04,2.206394569783095960e+01
1.013335544465923886e+04,2.206386139522573586e+01
1.013335546557799717e+04,2.206377709224046413e+01
1.013335548649675547e+04,2.206369278887514795e+01
1.013335550741551378e+04,2.206360848512978379e+01
1.013335552833427209e+04,2.206352418100439650e+01
1.013335554925303040e+04,2.206343987649896832e+01
1.013335557017178871e+04,2.206335557161350636e+01
1.013335559109054884e+04,2.206327126634069558e+01
1.013335561200930715e+04,2.206318696069519447e+01
1.013335563292806546e+04,2.206310265466967380e+01
1.013335565384682377e+04,2.206301834826414066e+01
1.013335567476558208e+04,2.206293404147860215e+01
1.013335569568434039e+04,2.206284973431305474e+01
1.013335571660309870e+04,2.206276542676751262e+01
1.013335573752185701e+04,2.206268111884197936e+01
1.013335575844061714e+04,2.206259681052911503e+01
1.013335577935937545e+04,2.206251250184359591e+01
1.013335580027813376e+04,2.206242819277809275e+01
1.013335582119689207e+04,2.206234388333260910e+01
1.013335584211565038e+04,2.206225957350715206e+01
1.013335586303440869e+04,2.206217526330172518e+01
1.013335588395316699e+04,2.206209095271632847e+01
1.013335590487192530e+04,2.206200664175097614e+01
1.013335592579068543e+04,2.206192233039832828e+01
1.013335594670944374e+04,2.206183801867305760e+01
1.013335596762820205e+04,2.206175370656783841e+01
1.013335598854696036e+04,2.206166939408267069e+01
1.013335600946571867e+04,2.206158508121756512e+01
1.013335603038447698e+04,2.206150076797252169e+01
1.013335605130323529e+04,2.206141645434753684e+01
1.013335607222199542e+04,2.206133214033529555e+01
1.013335609314075373e+04,2.206124782595045275e+01
1.013335611405951204e+04,2.206116351118570407e+01
1.013335613497827035e+04,2.206107919604102818e+01
1.013335615589702866e+04,2.206099488051644641e+01
1.013335617681578697e+04,2.206091056461194810e+01
