Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.908226643518544734e+03,1.241349406354735038e+03
9.908226666740774817e+03,1.241378803144962376e+03
9.908226689963004901e+03,1.241408197619309703e+03
9.908226713185233166e+03,1.241437589775211109e+03
9.908226736407463250e+03,1.241466979617008292e+03
9.908226759629693333e+03,1.241496367142134204e+03
9.908226782851923417e+03,1.241525752350326229e+03
9.908226806074151682e+03,1.241555135239018455e+03
9.908226829296381766e+03,1.241584515812550535e+03
9.908226852518611850e+03,1.241613894068358150e+03
9.908226875740841933e+03,1.241643270006177318e+03
9.908226898963070198e+03,1.241672643623443946e+03
9.908226922185300282e+03,1.241702014924496098e+03
9.908226945407530366e+03,1.241731383906769906e+03
9.908226968629760449e+03,1.241760750570000937e+03
9.908226991851988714e+03,1.241790114911627370e+03
9.908227015074218798e+03,1.241819476935985222e+03
9.908227038296448882e+03,1.241848836640510854e+03
9.908227061518678966e+03,1.241878194024941649e+03
9.908227084740907230e+03,1.241907549086714653e+03
9.908227107963137314e+03,1.241936901830165425e+03
9.908227131185367398e+03,1.241966252252731692e+03
9.908227154407597482e+03,1.241995600354149929e+03
9.908227177629825746e+03,1.242024946131858542e+03
9.908227200852055830e+03,1.242054289590191502e+03
9.908227224074285914e+03,1.242083630726587671e+03
9.908227247296515998e+03,1.242112969540783070e+03
9.908227270518744263e+03,1.242142306030217924e+03
9.908227293740974346e+03,1.242171640199224385e+03
9.908227316963204430e+03,1.242200972045241315e+03
9.908227340185434514e+03,1.242230301568006325e+03
9.908227363407662779e+03,1.242259628764958961e+03
9.908227386629892862e+03,1.242288953640430918e+03
9.908227409852122946e+03,1.242318276191862196e+03
9.908227433074353030e+03,1.242347596418990179e+03
9.908227456296581295e+03,1.242376914319254865e+03
9.908227479518811379e+03,1.242406229896986815e+03
9.908227502741041462e+03,1.242435543149626483e+03
9.908227525963271546e+03,1.242464854076912161e+03
9.908227549185499811e+03,1.242494162676284077e+03
9.908227572407729895e+03,1.242523468952072108e+03
9.908227595629959978e+03,1.242552772901717162e+03
9.908227618852190062e+03,1.242582074524957306e+03
9.908227642074418327e+03,1.242611373819234132e+03
9.908227665296648411e+03,1.242640670788875241e+03
9.908227688518878495e+03,1.242669965431323362e+03
9.908227711741108578e+03,1.242699257746316334e+03
9.908227734963336843e+03,1.242728547731296885e+03
9.908227758185566927e+03,1.242757835390590571e+03
9.908227781407797011e+03,1.242787120721641486e+03
9.908227804630027094e+03,1.242816403724187239e+03
9.908227827852255359e+03,1.242845684395671469e+03
9.908227851074485443e+03,1.242874962740419278e+03
9.908227874296715527e+03,1.242904238755874530e+03
9.908227897518945610e+03,1.242933512441775065e+03
9.908227920741173875e+03,1.242962783795565656e+03
9.908227943963403959e+03,1.242992052821569359e+03
9.908227967185634043e+03,1.243021319517231859e+03
9.908227990407864127e+03,1.243050583882290539e+03
9.908228013630092391e+03,1.243079845914191537e+03
9.908228036852322475e+03,1.243109105617255864e+03
9.908228060074552559e+03,1.243138362988930112e+03
9.908228083296782643e+03,1.243167618028951892e+03
9.908228106519010908e+03,1.243196870734768254e+03
9.908228129741240991e+03,1.243226121110699751e+03
9.908228152963471075e+03,1.243255369154192067e+03
9.908228176185701159e+03,1.243284614864984405e+03
9.908228199407929424e+03,1.243313858240524041e+03
9.908228222630159507e+03,1.243343099285129256e+03
9.908228245852389591e+03,1.243372337996248234e+03
9.908228269074619675e+03,1.243401574373619042e+03
9.908228292296847940e+03,1.243430808414690546e+03
9.908228315519078023e+03,1.243460040123779436e+03
9.908228338741308107e+03,1.243489269498334579e+03
9.908228361963538191e+03,1.243518496538094723e+03
9.908228385185766456e+03,1.243547721240508054e+03
9.908228408407996540e+03,1.243576943609891714e+03
9.908228431630226623e+03,1.243606163643694799e+03
9.908228454852456707e+03,1.243635381341655375e+03
9.908228478074684972e+03,1.243664596701223672e+03
9.908228501296915056e+03,1.243693809726714335e+03
9.908228524519145139e+03,1.243723020415578276e+03
9.908228547741375223e+03,1.243752228767553561e+03
9.908228570963603488e+03,1.243781434780090422e+03
9.908228594185833572e+03,1.243810638457503273e+03
9.908228617408063656e+03,1.243839839797242803e+03
9.908228640630293739e+03,1.243869038799047303e+03
9.908228663852522004e+03,1.243898235460368596e+03
9.908228687074752088e+03,1.243927429785519280e+03
9.908228710296982172e+03,1.243956621771950950e+03
9.908228733519212255e+03,1.243985811419401898e+03
9.908228756741440520e+03,1.244014998725325313e+03
9.908228779963670604e+03,1.244044183694031290e+03
9.908228803185900688e+03,1.244073366322973243e+03
9.908228826408130772e+03,1.244102546611889466e+03
9.908228849630359036e+03,1.244131724558233373e+03
9.908228872852589120e+03,1.244160900166314832e+03
9.908228896074819204e+03,1.244190073433587031e+03
9.908228919297049288e+03,1.244219244359788718e+03
9.908228942519277552e+03,1.244248412942373989e+03
9.908228965741507636e+03,1.244277579185651575e+03
9.908228988963737720e+03,1.244306743087075347e+03
9.908229012185967804e+03,1.244335904646384279e+03
9.908229035408196069e+03,1.244365063861034287e+03
9.908229058630426152e+03,1.244394220735330691e+03
9.908229081852656236e+03,1.244423375266729863e+03
9.908229105074886320e+03,1.244452527454970323e+03
9.908229128297114585e+03,1.244481677297507531e+03
9.908229151519344668e+03,1.244510824798647945e+03
9.908229174741574752e+03,1.244539969955846345e+03
9.908229197963804836e+03,1.244569112768843524e+03
9.908229221186033101e+03,1.244598253235094489e+03
