Time (BJD_TBD - 2450000), L_h/L_star (ppm)
1.062594821759266779e+04,2.390972511615064633e+00
1.062594823627046208e+04,2.390922974757475394e+00
1.062594825494825454e+04,2.390873438371118986e+00
1.062594827362604883e+04,2.390823902446350235e+00
1.062594829230384312e+04,2.390774366987989730e+00
1.062594831098163559e+04,2.390724832000863831e+00
1.062594832965942987e+04,2.390675297475331362e+00
1.062594834833722416e+04,2.390625763416212912e+00
1.062594836701501663e+04,2.390576229828339283e+00
1.062594838569281092e+04,2.390526696702064413e+00
1.062594840437060520e+04,2.390477164042208003e+00
1.062594842304839767e+04,2.390427631853601742e+00
1.062594844172619196e+04,2.390378100126598238e+00
1.062594846040398625e+04,2.390328568866020298e+00
1.062594847908178053e+04,2.390279038071876805e+00
1.062594849775957300e+04,2.390229507748986570e+00
1.062594851643736729e+04,2.390179977887705309e+00
1.062594853511516158e+04,2.390130448492861603e+00
1.062594855379295404e+04,2.390080919569282702e+00
1.062594857247074833e+04,2.390031391107314551e+00
1.062594859114854262e+04,2.389981863111789284e+00
1.062594860982633509e+04,2.389932335587536372e+00
1.062594862850412937e+04,2.389882808524899982e+00
1.062594864718192366e+04,2.389833281928711806e+00
1.062594866585971613e+04,2.389783755803802645e+00
1.062594868453751042e+04,2.389734230140514004e+00
1.062594870321530470e+04,2.389684704943679794e+00
1.062594872189309717e+04,2.389635180218125932e+00
1.062594874057089146e+04,2.389585655954209464e+00
1.062594875924868575e+04,2.389536132156747428e+00
1.062594877792647821e+04,2.389486608830575509e+00
1.062594879660427250e+04,2.389437085966036545e+00
1.062594881528206679e+04,2.389387563567965778e+00
1.062594883395985926e+04,2.389338041641183796e+00
1.062594885263765354e+04,2.389288520176051200e+00
1.062594887131544783e+04,2.389238999177386358e+00
1.062594888999324030e+04,2.389189478650017850e+00
1.062594890867103459e+04,2.389139958584302725e+00
1.062594892734882887e+04,2.389090438985062903e+00
1.062594894602662316e+04,2.389040919852302824e+00
1.062594896470441563e+04,2.388991401190845298e+00
1.062594898338220992e+04,2.388941882991044707e+00
1.062594900206000420e+04,2.388892365257734518e+00
1.062594902073779667e+04,2.388842847995726437e+00
1.062594903941559096e+04,2.388793331195389058e+00
1.062594905809338525e+04,2.388743814861542969e+00
1.062594907677117772e+04,2.388694298999005206e+00
1.062594909544897200e+04,2.388644783598143917e+00
1.062594911412676629e+04,2.388595268663781024e+00
1.062594913280455876e+04,2.388545754200730897e+00
1.062594915148235305e+04,2.388496240199365683e+00
1.062594917016014733e+04,2.388446726664500197e+00
1.062594918883793980e+04,2.388397213600956803e+00
1.062594920751573409e+04,2.388347700999101875e+00
1.062594922619352838e+04,2.388298188863751115e+00
1.062594924487132084e+04,2.388248677199733994e+00
1.062594926354911513e+04,2.388199165997408002e+00
1.062594928222690942e+04,2.388149655261595949e+00
1.062594930090470189e+04,2.388100144997115759e+00
1.062594931958249617e+04,2.388050635194335136e+00
1.062594933826029046e+04,2.388001125858072449e+00
