Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.908226643518544734e+03,2.559483617232496400e+00
9.908226666740774817e+03,2.559483682867262022e+00
9.908226689963004901e+03,2.559483748493956767e+00
9.908226713185233166e+03,2.559483814112575750e+00
9.908226736407463250e+03,2.559483879723129185e+00
9.908226759629693333e+03,2.559483945325610410e+00
9.908226782851923417e+03,2.559484010920018981e+00
9.908226806074151682e+03,2.559484076506349126e+00
9.908226829296381766e+03,2.559484142084610614e+00
9.908226852518611850e+03,2.559484207654797672e+00
9.908226875740841933e+03,2.559484273216909855e+00
9.908226898963070198e+03,2.559484338770940504e+00
9.908226922185300282e+03,2.559484404316900719e+00
9.908226945407530366e+03,2.559484469854783839e+00
9.908226968629760449e+03,2.559484535384589421e+00
9.908226991851988714e+03,2.559484600906312135e+00
9.908227015074218798e+03,2.559484666419961307e+00
9.908227038296448882e+03,2.559484731925530721e+00
9.908227061518678966e+03,2.559484797423020375e+00
9.908227084740907230e+03,2.559484862912424497e+00
9.908227107963137314e+03,2.559484928393752412e+00
9.908227131185367398e+03,2.559484993866998792e+00
9.908227154407597482e+03,2.559485059332162304e+00
9.908227177629825746e+03,2.559485124789238508e+00
9.908227200852055830e+03,2.559485190238235397e+00
9.908227224074285914e+03,2.559485255679148530e+00
9.908227247296515998e+03,2.559485321111976575e+00
9.908227270518744263e+03,2.559485386536714202e+00
9.908227293740974346e+03,2.559485451953370738e+00
9.908227316963204430e+03,2.559485517361941298e+00
9.908227340185434514e+03,2.559485582762424105e+00
9.908227363407662779e+03,2.559485648154813831e+00
9.908227386629892862e+03,2.559485713539120244e+00
9.908227409852122946e+03,2.559485778915338017e+00
9.908227433074353030e+03,2.559485844283465372e+00
9.908227456296581295e+03,2.559485909643497870e+00
9.908227479518811379e+03,2.559485974995443947e+00
9.908227502741041462e+03,2.559486040339299162e+00
9.908227525963271546e+03,2.559486105675061740e+00
9.908227549185499811e+03,2.559486171002727239e+00
9.908227572407729895e+03,2.559486236322303654e+00
9.908227595629959978e+03,2.559486301633786542e+00
9.908227618852190062e+03,2.559486366937175017e+00
9.908227642074418327e+03,2.559486432232462860e+00
9.908227665296648411e+03,2.559486497519659842e+00
9.908227688518878495e+03,2.559486562798761078e+00
9.908227711741108578e+03,2.559486628069764347e+00
9.908227734963336843e+03,2.559486693332665652e+00
9.908227758185566927e+03,2.559486758587473876e+00
9.908227781407797011e+03,2.559486823834182800e+00
9.908227804630027094e+03,2.559486889072792870e+00
9.908227827852255359e+03,2.559486954303297424e+00
9.908227851074485443e+03,2.559487019525706675e+00
9.908227874296715527e+03,2.559487084740013962e+00
9.908227897518945610e+03,2.559487149946219731e+00
9.908227920741173875e+03,2.559487215144318650e+00
9.908227943963403959e+03,2.559487280334318715e+00
9.908227967185634043e+03,2.559487345516215484e+00
9.908227990407864127e+03,2.559487410690007625e+00
9.908228013630092391e+03,2.559487475855690253e+00
9.908228036852322475e+03,2.559487541013271361e+00
9.908228060074552559e+03,2.559487606162747841e+00
9.908228083296782643e+03,2.559487671304116585e+00
9.908228106519010908e+03,2.559487736437372707e+00
9.908228129741240991e+03,2.559487801562526421e+00
9.908228152963471075e+03,2.559487866679571955e+00
9.908228176185701159e+03,2.559487931788507975e+00
9.908228199407929424e+03,2.559487996889329153e+00
9.908228222630159507e+03,2.559488061982044815e+00
9.908228245852389591e+03,2.559488127066649632e+00
9.908228269074619675e+03,2.559488192143143159e+00
9.908228292296847940e+03,2.559488257211518736e+00
9.908228315519078023e+03,2.559488322271787464e+00
9.908228338741308107e+03,2.559488387323941794e+00
9.908228361963538191e+03,2.559488452367982614e+00
9.908228385185766456e+03,2.559488517403903707e+00
9.908228408407996540e+03,2.559488582431714843e+00
9.908228431630226623e+03,2.559488647451409804e+00
9.908228454852456707e+03,2.559488712462988591e+00
9.908228478074684972e+03,2.559488777466445431e+00
9.908228501296915056e+03,2.559488842461788760e+00
9.908228524519145139e+03,2.559488907449014583e+00
9.908228547741375223e+03,2.559488972428121123e+00
9.908228570963603488e+03,2.559489037399103495e+00
9.908228594185833572e+03,2.559489102361971025e+00
9.908228617408063656e+03,2.559489167316717051e+00
9.908228640630293739e+03,2.559489232263342462e+00
9.908228663852522004e+03,2.559489297201841040e+00
9.908228687074752088e+03,2.559489362132221668e+00
9.908228710296982172e+03,2.559489427054479016e+00
9.908228733519212255e+03,2.559489491968613084e+00
9.908228756741440520e+03,2.559489556874618099e+00
9.908228779963670604e+03,2.559489621772502499e+00
9.908228803185900688e+03,2.559489686662261843e+00
9.908228826408130772e+03,2.559489751543894798e+00
9.908228849630359036e+03,2.559489816417396035e+00
9.908228872852589120e+03,2.559489881282774881e+00
9.908228896074819204e+03,2.559489946140026007e+00
9.908228919297049288e+03,2.559490010989148523e+00
9.908228942519277552e+03,2.559490075830137101e+00
9.908228965741507636e+03,2.559490140663000179e+00
9.908228988963737720e+03,2.559490205487733316e+00
9.908229012185967804e+03,2.559490270304335624e+00
9.908229035408196069e+03,2.559490335112800885e+00
9.908229058630426152e+03,2.559490399913139758e+00
9.908229081852656236e+03,2.559490464705345136e+00
9.908229105074886320e+03,2.559490529489417465e+00
9.908229128297114585e+03,2.559490594265350083e+00
9.908229151519344668e+03,2.559490659033153648e+00
9.908229174741574752e+03,2.559490723792822386e+00
9.908229197963804836e+03,2.559490788544354967e+00
9.908229221186033101e+03,2.559490853287746059e+00
9.908229244408263185e+03,2.559490918023005435e+00
9.908229267630493268e+03,2.559490982750126875e+00
9.908229290852723352e+03,2.559491047469109937e+00
9.908229314074951617e+03,2.559491112179949290e+00
9.908229337297181701e+03,2.559491176882654262e+00
9.908229360519411784e+03,2.559491241577219522e+00
9.908229383741641868e+03,2.559491306263643740e+00
9.908229406963870133e+03,2.559491370941921584e+00
9.908229430186100217e+03,2.559491435612062826e+00
9.908229453408330301e+03,2.559491500274062137e+00
9.908229476630560384e+03,2.559491564927917739e+00
9.908229499852788649e+03,2.559491629573624749e+00
9.908229523075018733e+03,2.559491694211192048e+00
9.908229546297248817e+03,2.559491758840615194e+00
9.908229569519478900e+03,2.559491823461892857e+00
9.908229592741707165e+03,2.559491888075019261e+00
9.908229615963937249e+03,2.559491952680004179e+00
9.908229639186167333e+03,2.559492017276841391e+00
9.908229662408397417e+03,2.559492081865530899e+00
9.908229685630625681e+03,2.559492146446067373e+00
9.908229708852855765e+03,2.559492211018458807e+00
9.908229732075085849e+03,2.559492275582701204e+00
9.908229755297315933e+03,2.559492340138793676e+00
9.908229778519544197e+03,2.559492404686730005e+00
9.908229801741774281e+03,2.559492469226519518e+00
9.908229824964004365e+03,2.559492533758156885e+00
9.908229848186234449e+03,2.559492598281641662e+00
9.908229871408462714e+03,2.559492662796968521e+00
9.908229894630692797e+03,2.559492727304145898e+00
9.908229917852922881e+03,2.559492791803169354e+00
9.908229941075152965e+03,2.559492856294037555e+00
9.908229964297381230e+03,2.559492920776745173e+00
9.908229987519611313e+03,2.559492985251301089e+00
9.908230010741841397e+03,2.559493049717699975e+00
9.908230033964071481e+03,2.559493114175942274e+00
9.908230057186299746e+03,2.559493178626020882e+00
9.908230080408529830e+03,2.559493243067945123e+00
9.908230103630759913e+03,2.559493307501711001e+00
9.908230126852989997e+03,2.559493371927316741e+00
9.908230150075218262e+03,2.559493436344757011e+00
9.908230173297448346e+03,2.559493500754041140e+00
9.908230196519678429e+03,2.559493565155162909e+00
9.908230219741908513e+03,2.559493629548123650e+00
9.908230242964136778e+03,2.559493693932915370e+00
9.908230266186366862e+03,2.559493758309549172e+00
9.908230289408596946e+03,2.559493822678018393e+00
9.908230312630827029e+03,2.559493887038323479e+00
9.908230335853055294e+03,2.559493951390457767e+00
9.908230359075285378e+03,2.559494015734431471e+00
9.908230382297515462e+03,2.559494080070238375e+00
9.908230405519745545e+03,2.559494144397878479e+00
9.908230428741973810e+03,2.559494208717345121e+00
9.908230451964203894e+03,2.559494273028648959e+00
9.908230475186433978e+03,2.559494337331784219e+00
9.908230498408664062e+03,2.559494401626750015e+00
9.908230521630892326e+03,2.559494465913540129e+00
9.908230544853122410e+03,2.559494530192164774e+00
9.908230568075352494e+03,2.559494594462617734e+00
9.908230591297582578e+03,2.559494658724899452e+00
9.908230614519810842e+03,2.559494722979003267e+00
9.908230637742040926e+03,2.559494787224939394e+00
9.908230660964271010e+03,2.559494851462701170e+00
9.908230684186501094e+03,2.559494915692289041e+00
9.908230707408729359e+03,2.559494979913697232e+00
9.908230730630959442e+03,2.559495044126934626e+00
9.908230753853189526e+03,2.559495108331995450e+00
9.908230777075419610e+03,2.559495172528880147e+00
9.908230800297647875e+03,2.559495236717582500e+00
9.908230823519877958e+03,2.559495300898111392e+00
9.908230846742108042e+03,2.559495365070462380e+00
9.908230869964338126e+03,2.559495429234634134e+00
9.908230893186566391e+03,2.559495493390621323e+00
9.908230916408796475e+03,2.559495557538432831e+00
9.908230939631026558e+03,2.559495621678064214e+00
9.908230962853256642e+03,2.559495685809513255e+00
9.908230986075484907e+03,2.559495749932775954e+00
9.908231009297714991e+03,2.559495814047860307e+00
9.908231032519945074e+03,2.559495878154761428e+00
9.908231055742175158e+03,2.559495942253478873e+00
9.908231078964403423e+03,2.559496006344006869e+00
9.908231102186633507e+03,2.559496070426354741e+00
9.908231125408863591e+03,2.559496134500516717e+00
9.908231148631093674e+03,2.559496198566493241e+00
9.908231171853321939e+03,2.559496262624277207e+00
9.908231195075552023e+03,2.559496326673878830e+00
9.908231218297782107e+03,2.559496390715292335e+00
9.908231241520012190e+03,2.559496454748516836e+00
9.908231264742240455e+03,2.559496518773547891e+00
9.908231287964470539e+03,2.559496582790393493e+00
9.908231311186700623e+03,2.559496646799048758e+00
9.908231334408930707e+03,2.559496710799512798e+00
9.908231357631158971e+03,2.559496774791780282e+00
9.908231380853389055e+03,2.559496838775860983e+00
9.908231404075619139e+03,2.559496902751748237e+00
9.908231427297849223e+03,2.559496966719442490e+00
9.908231450520077487e+03,2.559497030678937524e+00
9.908231473742307571e+03,2.559497094630242664e+00
9.908231496964537655e+03,2.559497158573352582e+00
9.908231520186767739e+03,2.559497222508267278e+00
9.908231543408996004e+03,2.559497286434980090e+00
9.908231566631226087e+03,2.559497350353500789e+00
9.908231589853456171e+03,2.559497414263824489e+00
9.908231613075686255e+03,2.559497478165949413e+00
9.908231636297914520e+03,2.559497542059870678e+00
9.908231659520144603e+03,2.559497605945597609e+00
9.908231682742374687e+03,2.559497669823124877e+00
9.908231705964604771e+03,2.559497733692451149e+00
9.908231729186833036e+03,2.559497797553570653e+00
9.908231752409063120e+03,2.559497861406494046e+00
9.908231775631293203e+03,2.559497925251215111e+00
9.908231798853523287e+03,2.559497989087732961e+00
9.908231822075751552e+03,2.559498052916042266e+00
9.908231845297981636e+03,2.559498116736152795e+00
9.908231868520211719e+03,2.559498180548057888e+00
9.908231891742441803e+03,2.559498244351757990e+00
9.908231914964670068e+03,2.559498308147247325e+00
9.908231938186900152e+03,2.559498371934535221e+00
9.908231961409130236e+03,2.559498435713615461e+00
9.908231984631360319e+03,2.559498499484488043e+00
9.908232007853588584e+03,2.559498563247147640e+00
9.908232031075818668e+03,2.559498627001602689e+00
9.908232054298048752e+03,2.559498690747848748e+00
9.908232077520278835e+03,2.559498754485884486e+00
9.908232100742507100e+03,2.559498818215704574e+00
9.908232123964737184e+03,2.559498881937318782e+00
9.908232147186967268e+03,2.559498945650720891e+00
9.908232170409197352e+03,2.559499009355910015e+00
9.908232193631425616e+03,2.559499073052881268e+00
9.908232216853655700e+03,2.559499136741643976e+00
9.908232240075885784e+03,2.559499200422192366e+00
9.908232263298115868e+03,2.559499264094525994e+00
9.908232286520344132e+03,2.559499327758639087e+00
9.908232309742574216e+03,2.559499391414540970e+00
9.908232332964804300e+03,2.559499455062226314e+00
9.908232356187034384e+03,2.559499518701694232e+00
9.908232379409262649e+03,2.559499582332939394e+00
9.908232402631492732e+03,2.559499645955971570e+00
9.908232425853722816e+03,2.559499709570784542e+00
9.908232449075952900e+03,2.559499773177377868e+00
9.908232472298181165e+03,2.559499836775745774e+00
9.908232495520411248e+03,2.559499900365898029e+00
9.908232518742641332e+03,2.559499963947828860e+00
9.908232541964871416e+03,2.559500027521537824e+00
9.908232565187099681e+03,2.559500091087018703e+00
9.908232588409329765e+03,2.559500154644281711e+00
9.908232611631559848e+03,2.559500218193321519e+00
9.908232634853789932e+03,2.559500281734136351e+00
9.908232658076018197e+03,2.559500345266720878e+00
9.908232681298248281e+03,2.559500408791085313e+00
9.908232704520478364e+03,2.559500472307223440e+00
9.908232727742708448e+03,2.559500535815135258e+00
9.908232750964936713e+03,2.559500599314814551e+00
9.908232774187166797e+03,2.559500662806270643e+00
9.908232797409396881e+03,2.559500726289499095e+00
9.908232820631626964e+03,2.559500789764497242e+00
9.908232843853855229e+03,2.559500853231261530e+00
9.908232867076085313e+03,2.559500916689800398e+00
9.908232890298315397e+03,2.559500980140108517e+00
