Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.062594821759266779e+04,4.457238721494860556e+02
1.062594823627046208e+04,4.457285721354273846e+02
1.062594825494825454e+04,4.457332716223560283e+02
1.062594827362604883e+04,4.457379706111763085e+02
1.062594829230384312e+04,4.457426691014196081e+02
1.062594831098163559e+04,4.457473670926173099e+02
1.062594832965942987e+04,4.457520645856733950e+02
1.062594834833722416e+04,4.457567615801193028e+02
1.062594836701501663e+04,4.457614580754867575e+02
1.062594838569281092e+04,4.457661540726792282e+02
1.062594840437060520e+04,4.457708495712286663e+02
1.062594842304839767e+04,4.457755445706665114e+02
1.062594844172619196e+04,4.457802390718962329e+02
1.062594846040398625e+04,4.457849330744497820e+02
1.062594847908178053e+04,4.457896265783159038e+02
1.062594849775957300e+04,4.457943195830265495e+02
1.062594851643736729e+04,4.457990120894850747e+02
1.062594853511516158e+04,4.458037040972230898e+02
1.062594855379295404e+04,4.458083956057728301e+02
1.062594857247074833e+04,4.458130866160370829e+02
1.062594859114854262e+04,4.458177771275478563e+02
1.062594860982633509e+04,4.458224671398373857e+02
1.062594862850412937e+04,4.458271566538082311e+02
1.062594864718192366e+04,4.458318456689926279e+02
1.062594866585971613e+04,4.458365341849229253e+02
1.062594868453751042e+04,4.458412222025013421e+02
1.062594870321530470e+04,4.458459097212601705e+02
1.062594872189309717e+04,4.458505967407321577e+02
1.062594874057089146e+04,4.458552832618189541e+02
1.062594875924868575e+04,4.458599692840533066e+02
1.062594877792647821e+04,4.458646548069678488e+02
1.062594879660427250e+04,4.458693398314641172e+02
1.062594881528206679e+04,4.458740243570748589e+02
1.062594883395985926e+04,4.458787083833328779e+02
1.062594885263765354e+04,4.458833919111395403e+02
1.062594887131544783e+04,4.458880749400277068e+02
1.062594888999324030e+04,4.458927574695302951e+02
1.062594890867103459e+04,4.458974395005483871e+02
1.062594892734882887e+04,4.459021210326149571e+02
1.062594894602662316e+04,4.459068020657189777e+02
1.062594896470441563e+04,4.459114825993937643e+02
1.062594898338220992e+04,4.459161626345398872e+02
1.062594900206000420e+04,4.459208421706904346e+02
1.062594902073779667e+04,4.459255212073788357e+02
1.062594903941559096e+04,4.459301997455054902e+02
1.062594905809338525e+04,4.459348777846036569e+02
1.062594907677117772e+04,4.459395553242069354e+02
1.062594909544897200e+04,4.459442323652153846e+02
1.062594911412676629e+04,4.459489089071623198e+02
1.062594913280455876e+04,4.459535849495814546e+02
1.062594915148235305e+04,4.459582604933727907e+02
1.062594917016014733e+04,4.459629355380696438e+02
1.062594918883793980e+04,4.459676100832060115e+02
1.062594920751573409e+04,4.459722841296812703e+02
1.062594922619352838e+04,4.459769576770293611e+02
1.062594924487132084e+04,4.459816307247839973e+02
1.062594926354911513e+04,4.459863032738446122e+02
1.062594928222690942e+04,4.459909753237449763e+02
1.062594930090470189e+04,4.459956468740192577e+02
1.062594931958249617e+04,4.460003179255663781e+02
1.062594933826029046e+04,4.460049884779204490e+02
1.062594935693808293e+04,4.460096585306155248e+02
1.062594937561587722e+04,4.460143280845504137e+02
1.062594939429367150e+04,4.460189971392593407e+02
1.062594941297146579e+04,4.460236656947312781e+02
1.062594943164925826e+04,4.460283337505007353e+02
1.062594945032705255e+04,4.460330013074658382e+02
1.062594946900484683e+04,4.460376683651611529e+02
1.062594948768263930e+04,4.460423349231211887e+02
1.062594950636043359e+04,4.460470009822439010e+02
1.062594952503822788e+04,4.460516665420639129e+02
1.062594954371602034e+04,4.460563316021159608e+02
1.062594956239381463e+04,4.460609961632977161e+02
1.062594958107160892e+04,4.460656602251438585e+02
1.062594959974940139e+04,4.460703237871891815e+02
1.062594961842719567e+04,4.460749868503313564e+02
1.062594963710498996e+04,4.460796494141050061e+02
1.062594965578278243e+04,4.460843114780453220e+02
1.062594967446057672e+04,4.460889730430492932e+02
1.062594969313837100e+04,4.460936341086519406e+02
