Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.879538437500130385e+03,2.008744282137809023e+02
9.879542286652405892e+03,2.004945562149028433e+02
9.879546135804683217e+03,2.001114724343942441e+02
9.879549984956958724e+03,1.997251905329370345e+02
9.879553834109236050e+03,1.993357242845270036e+02
9.879557683261511556e+03,1.989430875774430945e+02
9.879561532413788882e+03,1.985472944122803085e+02
9.879565381566064389e+03,1.981483589029341772e+02
9.879569230718341714e+03,1.977462952746014366e+02
9.879573079870617221e+03,1.973411178647810686e+02
9.879576929022892728e+03,1.969328411214362973e+02
9.879580778175170053e+03,1.965214796030434741e+02
9.879584627327445560e+03,1.961070479786619956e+02
9.879588476479722885e+03,1.956895610260473859e+02
9.879592325631998392e+03,1.952690336326909062e+02
9.879596174784275718e+03,1.948454807937101236e+02
9.879600023936551224e+03,1.944189176129044370e+02
9.879603873088828550e+03,1.939893593006148933e+02
9.879607722241104057e+03,1.935568211747947203e+02
9.879611571393379563e+03,1.931213186590453574e+02
9.879615420545656889e+03,1.926828672826695481e+02
9.879619269697932396e+03,1.922414826807449231e+02
9.879623118850209721e+03,1.917971805921132784e+02
9.879626968002485228e+03,1.913499768604874873e+02
9.879630817154762553e+03,1.908998874322070947e+02
9.879634666307038060e+03,1.904469283573601786e+02
9.879638515459315386e+03,1.899911157875096706e+02
9.879642364611590892e+03,1.895324659768296272e+02
9.879646213763868218e+03,1.890709952798025881e+02
9.879650062916143725e+03,1.886067201523701158e+02
9.879653912068419231e+03,1.881396571498230514e+02
9.879657761220696557e+03,1.876698229268592968e+02
9.879661610372972063e+03,1.871972342376618883e+02
9.879665459525249389e+03,1.867219079337442338e+02
9.879669308677524896e+03,1.862438609651358945e+02
9.879673157829802221e+03,1.857631103779808655e+02
9.879677006982077728e+03,1.852796733157375684e+02
9.879680856134355054e+03,1.847935670167492788e+02
9.879684705286630560e+03,1.843048088154577044e+02
9.879688554438906067e+03,1.838134161401798110e+02
9.879692403591183393e+03,1.833194065131696675e+02
9.879696252743458899e+03,1.828227975507000167e+02
9.879700101895736225e+03,1.823236069607962406e+02
9.879703951048011731e+03,1.818218525444830505e+02
9.879707800200289057e+03,1.813175521932619745e+02
9.879711649352564564e+03,1.808107238903705536e+02
9.879715498504841889e+03,1.803013857082344202e+02
9.879719347657117396e+03,1.797895558097390847e+02
9.879723196809392903e+03,1.792752524459000085e+02
9.879727045961670228e+03,1.787584939559291115e+02
9.879730895113945735e+03,1.782392987673183598e+02
9.879734744266223061e+03,1.777176853934702763e+02
9.879738593418498567e+03,1.771936724350010479e+02
9.879742442570775893e+03,1.766672785771046961e+02
9.879746291723051399e+03,1.761385225908682628e+02
9.879750140875328725e+03,1.756074233306122778e+02
9.879753990027604232e+03,1.750739997352172850e+02
9.879757839179879738e+03,1.745382708256945534e+02
9.879761688332157064e+03,1.740002557052557961e+02
9.879765537484432571e+03,1.734599735593996854e+02
9.879769386636709896e+03,1.729174436534451331e+02
9.879773235788985403e+03,1.723726853338870058e+02
9.879777084941262729e+03,1.718257180256552488e+02
9.879780934093538235e+03,1.712765612334813738e+02
9.879784783245815561e+03,1.707252345391355561e+02
9.879788632398091067e+03,1.701717576028040924e+02
9.879792481550366574e+03,1.696161501605674289e+02
9.879796330702643900e+03,1.690584320244730634e+02
9.879800179854919406e+03,1.684986230826250164e+02
9.879804029007196732e+03,1.679367432966263038e+02
9.879807878159472239e+03,1.673728127029842199e+02
9.879811727311749564e+03,1.668068514102714914e+02
9.879815576464025071e+03,1.662388796005407698e+02
9.879819425616302397e+03,1.656689175264660605e+02
9.879823274768577903e+03,1.650969855127671337e+02
9.879827123920853410e+03,1.645231039536020319e+02
9.879830973073130735e+03,1.639472933126434384e+02
9.879834822225406242e+03,1.633695741231699401e+02
9.879838671377683568e+03,1.627899669854262186e+02
9.879842520529959074e+03,1.622084925680728986e+02
9.879846369682236400e+03,1.616251716052583447e+02
9.879850218834511907e+03,1.610400248980772062e+02
9.879854067986789232e+03,1.604530733116240526e+02
9.879857917139064739e+03,1.598643377764607010e+02
9.879861766291342065e+03,1.592738392856517464e+02
9.879865615443617571e+03,1.586815988962408710e+02
9.879869464595893078e+03,1.580876377265493318e+02
9.879873313748170403e+03,1.574919769562560532e+02
9.879877162900445910e+03,1.568946378264905093e+02
9.879881012052723236e+03,1.562956416371031878e+02
9.879884861204998742e+03,1.556950097481638977e+02
9.879888710357276068e+03,1.550927635769358801e+02
9.879892559509551575e+03,1.544889245993825853e+02
9.879896408661828900e+03,1.538835143471252991e+02
9.879900257814104407e+03,1.532765544089579066e+02
9.879904106966379914e+03,1.526680664280763153e+02
9.879907956118657239e+03,1.520580721021619013e+02
9.879911805270932746e+03,1.514465931834755850e+02
9.879915654423210071e+03,1.508336514760626983e+02
9.879919503575485578e+03,1.502192688372871885e+02
9.879923352727762904e+03,1.496034671747349876e+02
9.879927201880038410e+03,1.489862684477552364e+02
9.879931051032315736e+03,1.483676946643497274e+02
9.879934900184591243e+03,1.477477678827207797e+02
9.879938749336866749e+03,1.471265102084407204e+02
9.879942598489144075e+03,1.465039437945371219e+02
9.879946447641419581e+03,1.458800908415889239e+02
9.879950296793696907e+03,1.452549735948733485e+02
9.879954145945972414e+03,1.446286143459312825e+02
9.879957995098249739e+03,1.440010354294091997e+02
9.879961844250525246e+03,1.433722592246306533e+02
9.879965693402802572e+03,1.427423081524256645e+02
9.879969542555078078e+03,1.421112046767081551e+02
9.879973391707353585e+03,1.414789713015927646e+02
9.879977240859630911e+03,1.408456305714830137e+02
9.879981090011906417e+03,1.402112050711672282e+02
9.879984939164183743e+03,1.395757174229173927e+02
9.879988788316459249e+03,1.389391902880806526e+02
9.879992637468736575e+03,1.383016463638687981e+02
9.879996486621012082e+03,1.376631083849551942e+02
9.880000335773289407e+03,1.370235991202541754e+02
9.880004184925564914e+03,1.363831413745226939e+02
9.880008034077840421e+03,1.357417579854331677e+02
9.880011883230117746e+03,1.350994718236636345e+02
9.880015732382393253e+03,1.344563057929945558e+02
9.880019581534670579e+03,1.338122828273668290e+02
9.880023430686946085e+03,1.331674258924950038e+02
9.880027279839223411e+03,1.325217579826139342e+02
9.880031128991498917e+03,1.318753021220965422e+02
9.880034978143776243e+03,1.312280813621920572e+02
9.880038827296051750e+03,1.305801187826475882e+02
9.880042676448329075e+03,1.299314374884388030e+02
9.880046525600604582e+03,1.292820606113952806e+02
9.880050374752880089e+03,1.286320113072307265e+02
9.880054223905157414e+03,1.279813127556356704e+02
9.880058073057432921e+03,1.273299881603746257e+02
9.880061922209710247e+03,1.266780607463054906e+02
9.880065771361985753e+03,1.260255537610136685e+02
9.880069620514263079e+03,1.253724904715187307e+02
9.880073469666538585e+03,1.247188941659112658e+02
9.880077318818815911e+03,1.240647881500534453e+02
9.880081167971091418e+03,1.234101957492193122e+02
9.880085017123366924e+03,1.227551403050994594e+02
9.880088866275644250e+03,1.220996451758952333e+02
9.880092715427919757e+03,1.214437337364160214e+02
9.880096564580197082e+03,1.207874293750769681e+02
9.880100413732472589e+03,1.201307554955443919e+02
9.880104262884749915e+03,1.194737355134205359e+02
9.880108112037025421e+03,1.188163928578906479e+02
9.880111961189302747e+03,1.181587509684040214e+02
9.880115810341578253e+03,1.175008332963229662e+02
9.880119659493853760e+03,1.168426633019117276e+02
9.880123508646131086e+03,1.161842644544315419e+02
9.880127357798406592e+03,1.155256602322376835e+02
9.880131206950683918e+03,1.148668741197642902e+02
9.880135056102959425e+03,1.142079296091765315e+02
9.880138905255236750e+03,1.135488501970422277e+02
9.880142754407512257e+03,1.128896593859856523e+02
9.880146603559789583e+03,1.122303806813573459e+02
9.880150452712065089e+03,1.115710375928880751e+02
9.880154301864340596e+03,1.109116536316699779e+02
9.880158151016617921e+03,1.102522523102524872e+02
9.880162000168893428e+03,1.095928571427389357e+02
9.880165849321170754e+03,1.089334916417667927e+02
9.880169698473446260e+03,1.082741793201620908e+02
9.880173547625723586e+03,1.076149436876081467e+02
9.880177396777999093e+03,1.069558082522999172e+02
9.880181245930276418e+03,1.062967965176133589e+02
9.880185095082551925e+03,1.056379319837592021e+02
9.880188944234827432e+03,1.049792381447648495e+02
9.880192793387104757e+03,1.043207384885714220e+02
9.880196642539380264e+03,1.036624564971289715e+02
9.880200491691657589e+03,1.030044156433814635e+02
9.880204340843933096e+03,1.023466393929183340e+02
9.880208189996210422e+03,1.016891512006498743e+02
9.880212039148485928e+03,1.010319745124576230e+02
9.880215888300763254e+03,1.003751327618727913e+02
9.880219737453038761e+03,9.971864937172502152e+01
9.880223586605316086e+03,9.906254775082392428e+01
9.880227435757591593e+03,9.840685129560631594e+01
9.880231284909867099e+03,9.775158338713094963e+01
9.880235134062144425e+03,9.709676739117593058e+01
9.880238983214419932e+03,9.644242665833287731e+01
9.880242832366697257e+03,9.578858452100885756e+01
9.880246681518972764e+03,9.513526429506788418e+01
9.880250530671250090e+03,9.448248927652797136e+01
9.880254379823525596e+03,9.383028274319991624e+01
9.880258228975802922e+03,9.317866795138965585e+01
9.880262078128078429e+03,9.252766813753471808e+01
9.880265927280353935e+03,9.187730651521916059e+01
9.880269776432631261e+03,9.122760627527115673e+01
9.880273625584906767e+03,9.057859058585559353e+01
9.880277474737184093e+03,8.993028258949975395e+01
9.880281323889459600e+03,8.928270540472145456e+01
9.880285173041736925e+03,8.863588212275392664e+01
9.880289022194012432e+03,8.798983580917044378e+01
9.880292871346289758e+03,8.734458950061659266e+01
9.880296720498565264e+03,8.670016620643107785e+01
9.880300569650840771e+03,8.605658890568996355e+01
9.880304418803118097e+03,8.541388054730383317e+01
9.880308267955393603e+03,8.477206405010856827e+01
9.880312117107670929e+03,8.413116229992358797e+01
9.880315966259946435e+03,8.349119815116158350e+01
9.880319815412223761e+03,8.285219442359098707e+01
9.880323664564499268e+03,8.221417390394154268e+01
9.880327513716776593e+03,8.157715934267596936e+01
9.880331362869052100e+03,8.094117345559074295e+01
9.880335212021327607e+03,8.030623892089771232e+01
9.880339061173604932e+03,7.967237837932067634e+01
9.880342910325880439e+03,7.903961443418444333e+01
9.880346759478157765e+03,7.840796964851350026e+01
9.880350608630433271e+03,7.777746654661930847e+01
9.880354457782710597e+03,7.714812761090939830e+01
9.880358306934986103e+03,7.651997528346912247e+01
9.880362156087263429e+03,7.589303196288238951e+01
9.880366005239538936e+03,7.526732000580740589e+01
9.880369854391814442e+03,7.464286172410443498e+01
