Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.903683680555783212e+03,1.603901751032127834e+02
9.903683703452748887e+03,1.604033451523850715e+02
9.903683726349714561e+03,1.604165154592118370e+02
9.903683749246680236e+03,1.604296860236465818e+02
9.903683772143645911e+03,1.604428568456427513e+02
9.903683795040611585e+03,1.604560279251540749e+02
9.903683817937577260e+03,1.604691992621337704e+02
9.903683840834542934e+03,1.604823708565355673e+02
9.903683863731508609e+03,1.604955427083129678e+02
9.903683886628474283e+03,1.605087148174194454e+02
9.903683909525439958e+03,1.605218871838085306e+02
9.903683932422405633e+03,1.605350598074337540e+02
9.903683955319371307e+03,1.605482326882485893e+02
9.903683978216336982e+03,1.605614058262065384e+02
9.903684001113302656e+03,1.605745792212611889e+02
9.903684024010268331e+03,1.605877528733660142e+02
9.903684046907234006e+03,1.606009267824745734e+02
9.903684069804199680e+03,1.606141009485402833e+02
9.903684092701163536e+03,1.606272753704700449e+02
9.903684115598129210e+03,1.606404500503107329e+02
9.903684138495094885e+03,1.606536249869690494e+02
9.903684161392060560e+03,1.606668001803985817e+02
9.903684184289026234e+03,1.606799756305528888e+02
9.903684207185991909e+03,1.606931513373853875e+02
9.903684230082957583e+03,1.607063273008496651e+02
9.903684252979923258e+03,1.607195035208992238e+02
9.903684275876888933e+03,1.607326799974875087e+02
9.903684298773854607e+03,1.607458567305680219e+02
9.903684321670820282e+03,1.607590337200942940e+02
9.903684344567785956e+03,1.607722109660198271e+02
9.903684367464751631e+03,1.607853884682980947e+02
9.903684390361717305e+03,1.607985662268826559e+02
9.903684413258682980e+03,1.608117442417268990e+02
9.903684436155648655e+03,1.608249225127844113e+02
9.903684459052614329e+03,1.608381010400086382e+02
9.903684481949580004e+03,1.608512798233531100e+02
9.903684504846545678e+03,1.608644588627712722e+02
9.903684527743511353e+03,1.608776381582167119e+02
9.903684550640477028e+03,1.608908177096428176e+02
9.903684573537442702e+03,1.609039975170030914e+02
9.903684596434408377e+03,1.609171775802510922e+02
9.903684619331374051e+03,1.609303578993402368e+02
9.903684642228339726e+03,1.609435384742240842e+02
9.903684665125305401e+03,1.609567193048560796e+02
9.903684688022271075e+03,1.609699003911896682e+02
9.903684710919236750e+03,1.609830817331784090e+02
9.903684733816202424e+03,1.609962633307757471e+02
9.903684756713168099e+03,1.610094451839351564e+02
9.903684779610133774e+03,1.610226272926101387e+02
9.903684802507099448e+03,1.610358096567541963e+02
9.903684825404065123e+03,1.610489922763207460e+02
9.903684848301030797e+03,1.610621751512633182e+02
9.903684871197996472e+03,1.610753582815353866e+02
9.903684894094960327e+03,1.610885416660431133e+02
9.903684916991926002e+03,1.611017253068345667e+02
9.903684939888891677e+03,1.611149092028159373e+02
9.903684962785857351e+03,1.611280933539406419e+02
9.903684985682823026e+03,1.611412777601622679e+02
9.903685008579788700e+03,1.611544624214343173e+02
9.903685031476754375e+03,1.611676473377101217e+02
9.903685054373720050e+03,1.611808325089431833e+02
9.903685077270685724e+03,1.611940179350870324e+02
9.903685100167651399e+03,1.612072036160951143e+02
9.903685123064617073e+03,1.612203895519208459e+02
9.903685145961582748e+03,1.612335757425178429e+02
9.903685168858548423e+03,1.612467621878393800e+02
9.903685191755514097e+03,1.612599488878390730e+02
9.903685214652479772e+03,1.612731358424702535e+02
9.903685237549445446e+03,1.612863230516865372e+02
9.903685260446411121e+03,1.612995105154412556e+02
9.903685283343376796e+03,1.613126982336879962e+02
9.903685306240342470e+03,1.613258862063800905e+02
9.903685329137308145e+03,1.613390744334710689e+02
9.903685352034273819e+03,1.613522629149143768e+02
9.903685374931239494e+03,1.613654516506634877e+02
9.903685397828205168e+03,1.613786406406718470e+02
9.903685420725170843e+03,1.613918298848929567e+02
9.903685443622136518e+03,1.614050193832802051e+02
9.903685466519102192e+03,1.614182091357870377e+02
9.903685489416067867e+03,1.614313991423669847e+02
9.903685512313033541e+03,1.614445894029734347e+02
9.903685535209999216e+03,1.614577799175598614e+02
9.903685558106964891e+03,1.614709706860797951e+02
9.903685581003930565e+03,1.614841617084865675e+02
9.903685603900896240e+03,1.614973529847336522e+02
9.903685626797861914e+03,1.615105445147745229e+02
9.903685649694827589e+03,1.615237362985626248e+02
9.903685672591793264e+03,1.615369283360514032e+02
9.903685695488757119e+03,1.615501206261463096e+02
9.903685718385722794e+03,1.615633131708967767e+02
9.903685741282688468e+03,1.615765059692082559e+02
9.903685764179654143e+03,1.615896990210341926e+02
