Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.889738090277649462e+03,2.558941185896187687e+00
9.889738107156652404e+03,2.558941197562399683e+00
9.889738124035655346e+03,2.558941209227294511e+00
9.889738140914658288e+03,2.558941220890872614e+00
9.889738157793661230e+03,2.558941232553134437e+00
9.889738174672662353e+03,2.558941244214077315e+00
9.889738191551665295e+03,2.558941255873705245e+00
9.889738208430668237e+03,2.558941267532016006e+00
9.889738225309671179e+03,2.558941279189010043e+00
9.889738242188674121e+03,2.558941290844687355e+00
9.889738259067677063e+03,2.558941302499047499e+00
9.889738275946680005e+03,2.558941314152090918e+00
9.889738292825682947e+03,2.558941325803816724e+00
9.889738309704684070e+03,2.558941337454224918e+00
9.889738326583687012e+03,2.558941349103317275e+00
9.889738343462689954e+03,2.558941360751092464e+00
9.889738360341692896e+03,2.558941372397550484e+00
9.889738377220695838e+03,2.558941384042691780e+00
9.889738394099698780e+03,2.558941395686515463e+00
9.889738410978701722e+03,2.558941407329022866e+00
9.889738427857704664e+03,2.558941418970212212e+00
9.889738444736705787e+03,2.558941430610083501e+00
9.889738461615708729e+03,2.558941442248638953e+00
9.889738478494711671e+03,2.558941453885877237e+00
9.889738495373714613e+03,2.558941465521798353e+00
9.889738512252717555e+03,2.558941477156401856e+00
9.889738529131720497e+03,2.558941488789688190e+00
9.889738546010723439e+03,2.558941500421657356e+00
9.889738562889726381e+03,2.558941512052308909e+00
9.889738579768727504e+03,2.558941523681641961e+00
9.889738596647730446e+03,2.558941535309659177e+00
9.889738613526733388e+03,2.558941546936358780e+00
9.889738630405736330e+03,2.558941558561741214e+00
9.889738647284739272e+03,2.558941570185806036e+00
9.889738664163742214e+03,2.558941581808553245e+00
9.889738681042745156e+03,2.558941593429983286e+00
9.889738697921748098e+03,2.558941605050095269e+00
9.889738714800749221e+03,2.558941616668889196e+00
9.889738731679752163e+03,2.558941628286365955e+00
9.889738748558755105e+03,2.558941639902525989e+00
9.889738765437758047e+03,2.558941651517367966e+00
9.889738782316760989e+03,2.558941663130892774e+00
9.889738799195763931e+03,2.558941674743099526e+00
9.889738816074766873e+03,2.558941686353988665e+00
9.889738832953769816e+03,2.558941697963559747e+00
9.889738849832770939e+03,2.558941709571812773e+00
9.889738866711773881e+03,2.558941721178749074e+00
9.889738883590776823e+03,2.558941732784367318e+00
9.889738900469779765e+03,2.558941744388667505e+00
9.889738917348782707e+03,2.558941755991650080e+00
9.889738934227785649e+03,2.558941767593315486e+00
9.889738951106788591e+03,2.558941779193662835e+00
9.889738967985791533e+03,2.558941790792691684e+00
9.889738984864792656e+03,2.558941802390402032e+00
9.889739001743795598e+03,2.558941813986795655e+00
9.889739018622798540e+03,2.558941825581871221e+00
9.889739035501801482e+03,2.558941837175628731e+00
9.889739052380804424e+03,2.558941848768068184e+00
9.889739069259807366e+03,2.558941860359190024e+00
9.889739086138810308e+03,2.558941871948993363e+00
9.889739103017813250e+03,2.558941883537479089e+00
9.889739119896814373e+03,2.558941895124644983e+00
9.889739136775817315e+03,2.558941906710495040e+00
9.889739153654820257e+03,2.558941918295026152e+00
9.889739170533823199e+03,2.558941929878239208e+00
9.889739187412826141e+03,2.558941941460134650e+00
9.889739204291829083e+03,2.558941953040711148e+00
9.889739221170832025e+03,2.558941964619970033e+00
9.889739238049834967e+03,2.558941976197910861e+00
9.889739254928836090e+03,2.558941987774530968e+00
9.889739271807839032e+03,2.558941999349835239e+00
9.889739288686841974e+03,2.558942010923821453e+00
9.889739305565844916e+03,2.558942022496488278e+00
9.889739322444847858e+03,2.558942034067837490e+00
9.889739339323850800e+03,2.558942045637868645e+00
9.889739356202853742e+03,2.558942057206580412e+00
9.889739373081856684e+03,2.558942068773974565e+00
9.889739389960857807e+03,2.558942080340048886e+00
9.889739406839860749e+03,2.558942091904806038e+00
9.889739423718863691e+03,2.558942103468244689e+00
9.889739440597866633e+03,2.558942115030364839e+00
9.889739457476869575e+03,2.558942126591166488e+00
9.889739474355872517e+03,2.558942138150650081e+00
9.889739491234875459e+03,2.558942149708814284e+00
9.889739508113878401e+03,2.558942161265660431e+00
9.889739524992879524e+03,2.558942172821186301e+00
9.889739541871882466e+03,2.558942184375395446e+00
9.889739558750885408e+03,2.558942195928285646e+00
9.889739575629888350e+03,2.558942207479856901e+00
9.889739592508891292e+03,2.558942219030110099e+00
9.889739609387894234e+03,2.558942230579043908e+00
9.889739626266897176e+03,2.558942242126659217e+00
9.889739643145900118e+03,2.558942253672956024e+00
9.889739660024901241e+03,2.558942265217932555e+00
9.889739676903904183e+03,2.558942276761591472e+00
9.889739693782907125e+03,2.558942288303931889e+00
9.889739710661910067e+03,2.558942299844953361e+00
9.889739727540913009e+03,2.558942311384655888e+00
9.889739744419915951e+03,2.558942322923039470e+00
9.889739761298918893e+03,2.558942334460104995e+00
9.889739778177921835e+03,2.558942345995850243e+00
9.889739795056922958e+03,2.558942357530275657e+00
9.889739811935925900e+03,2.558942369063383904e+00
9.889739828814928842e+03,2.558942380595172761e+00
9.889739845693931784e+03,2.558942392125642673e+00
9.889739862572934726e+03,2.558942403654794084e+00
9.889739879451937668e+03,2.558942415182625663e+00
9.889739896330940610e+03,2.558942426709138740e+00
9.889739913209943552e+03,2.558942438234331984e+00
9.889739930088944675e+03,2.558942449758205395e+00
9.889739946967947617e+03,2.558942461280761194e+00
9.889739963846950559e+03,2.558942472801997159e+00
9.889739980725953501e+03,2.558942484321914623e+00
9.889739997604956443e+03,2.558942495840512255e+00
9.889740014483959385e+03,2.558942507357790497e+00
9.889740031362962327e+03,2.558942518873750238e+00
9.889740048241965269e+03,2.558942530388390146e+00
9.889740065120966392e+03,2.558942541901709333e+00
9.889740081999969334e+03,2.558942553413710908e+00
9.889740098878972276e+03,2.558942564924393093e+00
9.889740115757975218e+03,2.558942576433756333e+00
9.889740132636978160e+03,2.558942587941799296e+00
9.889740149515981102e+03,2.558942599448523314e+00
9.889740166394984044e+03,2.558942610953927943e+00
9.889740183273986986e+03,2.558942622458012739e+00
9.889740200152988109e+03,2.558942633960777258e+00
9.889740217031991051e+03,2.558942645462223275e+00
9.889740233910993993e+03,2.558942656962349904e+00
9.889740250789996935e+03,2.558942668461156700e+00
9.889740267668999877e+03,2.558942679958644106e+00
9.889740284548002819e+03,2.558942691454812124e+00
9.889740301427005761e+03,2.558942702949660308e+00
9.889740318306008703e+03,2.558942714443188660e+00
9.889740335185009826e+03,2.558942725935396734e+00
9.889740352064012768e+03,2.558942737426286307e+00
9.889740368943015710e+03,2.558942748915855603e+00
9.889740385822018652e+03,2.558942760404105510e+00
9.889740402701021594e+03,2.558942771891035584e+00
9.889740419580024536e+03,2.558942783376645824e+00
9.889740436459027478e+03,2.558942794860936676e+00
9.889740453338030420e+03,2.558942806343907694e+00
9.889740470217031543e+03,2.558942817825557103e+00
9.889740487096034485e+03,2.558942829305888456e+00
9.889740503975037427e+03,2.558942840784899531e+00
9.889740520854040369e+03,2.558942852262590772e+00
9.889740537733043311e+03,2.558942863738962181e+00
9.889740554612046253e+03,2.558942875214013757e+00
9.889740571491049195e+03,2.558942886687745499e+00
9.889740588370052137e+03,2.558942898160156521e+00
9.889740605249053260e+03,2.558942909631247264e+00
9.889740622128056202e+03,2.558942921101018175e+00
9.889740639007059144e+03,2.558942932569470141e+00
9.889740655886062086e+03,2.558942944036600942e+00
9.889740672765065028e+03,2.558942955502412797e+00
