Time (BJD_TBD - 2450000), L_b/L_star (ppm)
1.013335255787055939e+04,7.407494906439568467e+02
1.013335257878931770e+04,7.407709109716369085e+02
1.013335259970807601e+04,7.407923288058764228e+02
1.013335262062683432e+04,7.408137441465138409e+02
1.013335264154559445e+04,7.408351569952487807e+02
1.013335266246435276e+04,7.408565673481949716e+02
1.013335268338311107e+04,7.408779752070527138e+02
1.013335270430186938e+04,7.408993805716601173e+02
1.013335272522062769e+04,7.409207834418548373e+02
1.013335274613938600e+04,7.409421838174752111e+02
1.013335276705814431e+04,7.409635816983591212e+02
1.013335278797690262e+04,7.409849770843445640e+02
1.013335280889566275e+04,7.410063699771297934e+02
1.013335282981442106e+04,7.410277603728326312e+02
1.013335285073317937e+04,7.410491482731512178e+02
1.013335287165193768e+04,7.410705336779238905e+02
1.013335289257069599e+04,7.410919165869888730e+02
1.013335291348945429e+04,7.411132970001841613e+02
1.013335293440821260e+04,7.411346749173479793e+02
1.013335295532697091e+04,7.411560503383185505e+02
1.013335297624573104e+04,7.411774232647925373e+02
1.013335299716448935e+04,7.411987936928912859e+02
1.013335301808324766e+04,7.412201616243113449e+02
1.013335303900200597e+04,7.412415270588913927e+02
1.013335305992076428e+04,7.412628899964694256e+02
1.013335308083952259e+04,7.412842504368838945e+02
1.013335310175828090e+04,7.413056083799733642e+02
1.013335312267703921e+04,7.413269638255756036e+02
1.013335314359579934e+04,7.413483167753863654e+02
1.013335316451455765e+04,7.413696672255299518e+02
1.013335318543331596e+04,7.413910151777020019e+02
1.013335320635207427e+04,7.414123606317406256e+02
1.013335322727083258e+04,7.414337035874846151e+02
1.013335324818959089e+04,7.414550440447725350e+02
1.013335326910834920e+04,7.414763820034423816e+02
1.013335329002710751e+04,7.414977174633328332e+02
1.013335331094586763e+04,7.415190504261377100e+02
1.013335333186462594e+04,7.415403808879850658e+02
1.013335335278338425e+04,7.415617088505688344e+02
1.013335337370214256e+04,7.415830343137274667e+02
1.013335339462090087e+04,7.416043572772999823e+02
1.013335341553965918e+04,7.416256777411243775e+02
1.013335343645841749e+04,7.416469957050396715e+02
1.013335345737717762e+04,7.416683111707378657e+02
1.013335347829593593e+04,7.416896241343504244e+02
1.013335349921469424e+04,7.417109345975702581e+02
1.013335352013345255e+04,7.417322425602354770e+02
1.013335354105221086e+04,7.417535480221851003e+02
1.013335356197096917e+04,7.417748509832578065e+02
1.013335358288972748e+04,7.417961514432923877e+02
1.013335360380848579e+04,7.418174494021275223e+02
1.013335362472724591e+04,7.418387448614538471e+02
1.013335364564600422e+04,7.418600378174066918e+02
1.013335366656476253e+04,7.418813282716768072e+02
1.013335368748352084e+04,7.419026162241028715e+02
1.013335370840227915e+04,7.419239016745239041e+02
1.013335372932103746e+04,7.419451846227785836e+02
1.013335375023979577e+04,7.419664650687062704e+02
1.013335377115855408e+04,7.419877430121456428e+02
1.013335379207731421e+04,7.420090184547856325e+02
1.013335381299607252e+04,7.420302913927653208e+02
1.013335383391483083e+04,7.420515618277734120e+02
1.013335385483358914e+04,7.420728297596493803e+02
1.013335387575234745e+04,7.420940951882320178e+02
1.013335389667110576e+04,7.421153581133605712e+02
1.013335391758986407e+04,7.421366185348740601e+02
1.013335393850862238e+04,7.421578764526113901e+02
1.013335395942738251e+04,7.421791318682599012e+02
1.013335398034614082e+04,7.422003847779626540e+02
1.013335400126489913e+04,7.422216351834064199e+02
1.013335402218365743e+04,7.422428830844310141e+02
1.013335404310241574e+04,7.422641284808753426e+02
1.013335406402117405e+04,7.422853713725786520e+02
1.013335408493993236e+04,7.423066117593800755e+02
1.013335410585869067e+04,7.423278496411193146e+02
1.013335412677745080e+04,7.423490850194813220e+02
1.013335414769620911e+04,7.423703178906129097e+02
1.013335416861496742e+04,7.423915482561998260e+02
1.013335418953372573e+04,7.424127761160813179e+02
1.013335421045248404e+04,7.424340014700970869e+02
1.013335423137124235e+04,7.424552243180860387e+02
1.013335425229000066e+04,7.424764446598877612e+02
1.013335427320876079e+04,7.424976624971866386e+02
1.013335429412751910e+04,7.425188778261318703e+02
1.013335431504627741e+04,7.425400906484082952e+02
1.013335433596503572e+04,7.425613009638551603e+02
1.013335435688379403e+04,7.425825087723119395e+02
1.013335437780255234e+04,7.426037140736179936e+02
1.013335439872131064e+04,7.426249168676133650e+02
1.013335441964006895e+04,7.426461171541370732e+02
1.013335444055882908e+04,7.426673149348719107e+02
1.013335446147758739e+04,7.426885102059713972e+02
1.013335448239634570e+04,7.427097029691179841e+02
1.013335450331510401e+04,7.427308932241512593e+02
1.013335452423386232e+04,7.427520809709111518e+02
1.013335454515262063e+04,7.427732662092372493e+02
1.013335456607137894e+04,7.427944489389690261e+02
1.013335458699013725e+04,7.428156291599461838e+02
1.013335460790889738e+04,7.428368068738499232e+02
1.013335462882765569e+04,7.428579820768374020e+02
1.013335464974641400e+04,7.428791547705891389e+02
1.013335467066517231e+04,7.429003249549454040e+02
1.013335469158393062e+04,7.429214926297458987e+02
1.013335471250268893e+04,7.429426577948304384e+02
1.013335473342144724e+04,7.429638204500388383e+02
1.013335475434020555e+04,7.429849805952109136e+02
1.013335477525896567e+04,7.430061382320261600e+02
1.013335479617772398e+04,7.430272933566449183e+02
1.013335481709648229e+04,7.430484459707469114e+02
1.013335483801524060e+04,7.430695960741722956e+02
1.013335485893399891e+04,7.430907436667606589e+02
1.013335487985275722e+04,7.431118887483523849e+02
1.013335490077151553e+04,7.431330313187868342e+02
1.013335492169027384e+04,7.431541713779047313e+02
1.013335494260903397e+04,7.431753089273834121e+02
1.013335496352779228e+04,7.431964439633871962e+02
1.013335498444655059e+04,7.432175764875939876e+02
1.013335500536530890e+04,7.432387064998441701e+02
1.013335502628406721e+04,7.432598339999775590e+02
1.013335504720282552e+04,7.432809589878345378e+02
1.013335506812158383e+04,7.433020814632549218e+02
1.013335508904034396e+04,7.433232014279152509e+02
1.013335510995910226e+04,7.433443188779833690e+02
