Time (BJD_TBD - 2450000), L_g/L_star (ppm)
9.908226643518544734e+03,4.831362435063613248e+01
9.908226666740774817e+03,4.831351970280950070e+01
9.908226689963004901e+03,4.831341505172626682e+01
9.908226713185233166e+03,4.831331039739463051e+01
9.908226736407463250e+03,4.831320573979822797e+01
9.908226759629693333e+03,4.831310107894528016e+01
9.908226782851923417e+03,4.831299641483577290e+01
9.908226806074151682e+03,4.831289174747793425e+01
9.908226829296381766e+03,4.831278707685537910e+01
9.908226852518611850e+03,4.831268240297632843e+01
9.908226875740841933e+03,4.831257772584079646e+01
9.908226898963070198e+03,4.831247304545698285e+01
9.908226922185300282e+03,4.831236836180851668e+01
9.908226945407530366e+03,4.831226367490360474e+01
9.908226968629760449e+03,4.831215898474226833e+01
9.908226991851988714e+03,4.831205429133270712e+01
9.908227015074218798e+03,4.831194959465857153e+01
9.908227038296448882e+03,4.831184489472803278e+01
9.908227061518678966e+03,4.831174019154112642e+01
9.908227084740907230e+03,4.831163548510608052e+01
9.908227107963137314e+03,4.831153077540648866e+01
9.908227131185367398e+03,4.831142606245055759e+01
9.908227154407597482e+03,4.831132134623832286e+01
9.908227177629825746e+03,4.831121662677798412e+01
9.908227200852055830e+03,4.831111190405319178e+01
9.908227224074285914e+03,4.831100717807210998e+01
9.908227247296515998e+03,4.831090244883477425e+01
9.908227270518744263e+03,4.831079771634939846e+01
9.908227293740974346e+03,4.831069298059961170e+01
9.908227316963204430e+03,4.831058824159360654e+01
9.908227340185434514e+03,4.831048349933141139e+01
9.908227363407662779e+03,4.831037875382124724e+01
9.908227386629892862e+03,4.831027400504669345e+01
9.908227409852122946e+03,4.831016925301600651e+01
9.908227433074353030e+03,4.831006449772917222e+01
9.908227456296581295e+03,4.830995973919443287e+01
9.908227479518811379e+03,4.830985497739537493e+01
9.908227502741041462e+03,4.830975021234023359e+01
9.908227525963271546e+03,4.830964544402900884e+01
9.908227549185499811e+03,4.830954067246992878e+01
9.908227572407729895e+03,4.830943589764660118e+01
9.908227595629959978e+03,4.830933111956722570e+01
9.908227618852190062e+03,4.830922633823184498e+01
9.908227642074418327e+03,4.830912155364865868e+01
9.908227665296648411e+03,4.830901676580128878e+01
9.908227688518878495e+03,4.830891197469792786e+01
9.908227711741108578e+03,4.830880718033860433e+01
9.908227734963336843e+03,4.830870238273156048e+01
9.908227758185566927e+03,4.830859758186035435e+01
9.908227781407797011e+03,4.830849277773326378e+01
9.908227804630027094e+03,4.830838797035023902e+01
9.908227827852255359e+03,4.830828315971955789e+01
9.908227851074485443e+03,4.830817834582478554e+01
9.908227874296715527e+03,4.830807352867416427e+01
9.908227897518945610e+03,4.830796870826768696e+01
9.908227920741173875e+03,4.830786388461358882e+01
9.908227943963403959e+03,4.830775905769547762e+01
9.908227967185634043e+03,4.830765422752156724e+01
9.908227990407864127e+03,4.830754939409186477e+01
9.908228013630092391e+03,4.830744455741460541e+01
9.908228036852322475e+03,4.830733971747338273e+01
9.908228060074552559e+03,4.830723487427641771e+01
9.908228083296782643e+03,4.830713002782372456e+01
9.908228106519010908e+03,4.830702517812352426e+01
9.908228129741240991e+03,4.830692032515943168e+01
9.908228152963471075e+03,4.830681546893964651e+01
9.908228176185701159e+03,4.830671060946419715e+01
9.908228199407929424e+03,4.830660574674131169e+01
9.908228222630159507e+03,4.830650088075455528e+01
9.908228245852389591e+03,4.830639601151219864e+01
9.908228269074619675e+03,4.830629113901422755e+01
9.908228292296847940e+03,4.830618626326887011e+01
9.908228315519078023e+03,4.830608138425971987e+01
9.908228338741308107e+03,4.830597650199499071e+01
9.908228361963538191e+03,4.830587161647472527e+01
9.908228385185766456e+03,4.830576672770714453e+01
9.908228408407996540e+03,4.830566183567580651e+01
9.908228431630226623e+03,4.830555694038898196e+01
9.908228454852456707e+03,4.830545204184665664e+01
9.908228478074684972e+03,4.830534714005706576e+01
9.908228501296915056e+03,4.830524223500380998e+01
9.908228524519145139e+03,4.830513732669508897e+01
9.908228547741375223e+03,4.830503241513093826e+01
9.908228570963603488e+03,4.830492750031959304e+01
9.908228594185833572e+03,4.830482258224462555e+01
9.908228617408063656e+03,4.830471766091426389e+01
9.908228640630293739e+03,4.830461273632852937e+01
9.908228663852522004e+03,4.830450780849564296e+01
9.908228687074752088e+03,4.830440287739920535e+01
9.908228710296982172e+03,4.830429794304743751e+01
9.908228733519212255e+03,4.830419300544034655e+01
9.908228756741440520e+03,4.830408806458617477e+01
9.908228779963670604e+03,4.830398312046850151e+01
9.908228803185900688e+03,4.830387817309554066e+01
9.908228826408130772e+03,4.830377322246733485e+01
9.908228849630359036e+03,4.830366826859210505e+01
9.908228872852589120e+03,4.830356331145341642e+01
9.908228896074819204e+03,4.830345835105951835e+01
9.908228919297049288e+03,4.830335338741041795e+01
9.908228942519277552e+03,4.830324842051436462e+01
9.908228965741507636e+03,4.830314345035490931e+01
9.908228988963737720e+03,4.830303847694029429e+01
9.908229012185967804e+03,4.830293350027055510e+01
9.908229035408196069e+03,4.830282852035389851e+01
9.908229058630426152e+03,4.830272353717391809e+01
9.908229081852656236e+03,4.830261855073882771e+01
9.908229105074886320e+03,4.830251356104867000e+01
9.908229128297114585e+03,4.830240856811165173e+01
9.908229151519344668e+03,4.830230357191137358e+01
9.908229174741574752e+03,4.830219857245603521e+01
9.908229197963804836e+03,4.830209356974570056e+01
9.908229221186033101e+03,4.830198856378856220e+01
9.908229244408263185e+03,4.830188355456821370e+01
9.908229267630493268e+03,4.830177854209288313e+01
9.908229290852723352e+03,4.830167352636259182e+01
9.908229314074951617e+03,4.830156850738556784e+01
9.908229337297181701e+03,4.830146348514539056e+01
9.908229360519411784e+03,4.830135845965028096e+01
9.908229383741641868e+03,4.830125343090026746e+01
9.908229406963870133e+03,4.830114839890359235e+01
9.908229430186100217e+03,4.830104336364379947e+01
9.908229453408330301e+03,4.830093832512915952e+01
9.908229476630560384e+03,4.830083328335967252e+01
9.908229499852788649e+03,4.830072823834358076e+01
9.908229523075018733e+03,4.830062319006443516e+01
9.908229546297248817e+03,4.830051813853049225e+01
9.908229569519478900e+03,4.830041308374174491e+01
9.908229592741707165e+03,4.830030802570647097e+01
9.908229615963937249e+03,4.830020296440818584e+01
9.908229639186167333e+03,4.830009789985518154e+01
9.908229662408397417e+03,4.829999283204743676e+01
9.908229685630625681e+03,4.829988776099318670e+01
9.908229708852855765e+03,4.829978268667603913e+01
9.908229732075085849e+03,4.829967760910417951e+01
9.908229755297315933e+03,4.829957252827765757e+01
9.908229778519544197e+03,4.829946744420471560e+01
9.908229801741774281e+03,4.829936235686889034e+01
9.908229824964004365e+03,4.829925726627844540e+01
9.908229848186234449e+03,4.829915217243337366e+01
9.908229871408462714e+03,4.829904707534193165e+01
9.908229894630692797e+03,4.829894197498768449e+01
9.908229917852922881e+03,4.829883687137887449e+01
9.908229941075152965e+03,4.829873176451550165e+01
9.908229964297381230e+03,4.829862665440582248e+01
9.908229987519611313e+03,4.829852154103338790e+01
9.908230010741841397e+03,4.829841642440643312e+01
9.908230033964071481e+03,4.829831130452498655e+01
9.908230057186299746e+03,4.829820618139729049e+01
9.908230080408529830e+03,4.829810105500689588e+01
9.908230103630759913e+03,4.829799592536204500e+01
9.908230126852989997e+03,4.829789079246277339e+01
9.908230150075218262e+03,4.829778565631729492e+01
9.908230173297448346e+03,4.829768051690917474e+01
9.908230196519678429e+03,4.829757537424666936e+01
9.908230219741908513e+03,4.829747022832979297e+01
9.908230242964136778e+03,4.829736507916677368e+01
9.908230266186366862e+03,4.829725992674116952e+01
9.908230289408596946e+03,4.829715477106124411e+01
9.908230312630827029e+03,4.829704961212699033e+01
9.908230335853055294e+03,4.829694444994666469e+01
9.908230359075285378e+03,4.829683928450380392e+01
9.908230382297515462e+03,4.829673411580669296e+01
9.908230405519745545e+03,4.829662894385529626e+01
9.908230428741973810e+03,4.829652376865789876e+01
9.908230451964203894e+03,4.829641859019803007e+01
9.908230475186433978e+03,4.829631340848394672e+01
9.908230498408664062e+03,4.829620822351565579e+01
9.908230521630892326e+03,4.829610303530142090e+01
9.908230544853122410e+03,4.829599784382477168e+01
9.908230568075352494e+03,4.829589264909395752e+01
9.908230591297582578e+03,4.829578745110899973e+01
9.908230614519810842e+03,4.829568224987816194e+01
9.908230637742040926e+03,4.829557704538496665e+01
9.908230660964271010e+03,4.829547183763766327e+01
9.908230684186501094e+03,4.829536662663628732e+01
9.908230707408729359e+03,4.829526141238907400e+01
9.908230730630959442e+03,4.829515619487957423e+01
9.908230753853189526e+03,4.829505097411601611e+01
9.908230777075419610e+03,4.829494575009844226e+01
9.908230800297647875e+03,4.829484052283509499e+01
9.908230823519877958e+03,4.829473529230951101e+01
9.908230846742108042e+03,4.829463005852994684e+01
9.908230869964338126e+03,4.829452482149640957e+01
9.908230893186566391e+03,4.829441958121715572e+01
9.908230916408796475e+03,4.829431433767572912e+01
9.908230939631026558e+03,4.829420909088037206e+01
9.908230962853256642e+03,4.829410384083112007e+01
9.908230986075484907e+03,4.829399858753620123e+01
9.908231009297714991e+03,4.829389333097916648e+01
9.908231032519945074e+03,4.829378807116825811e+01
9.908231055742175158e+03,4.829368280810350456e+01
9.908231078964403423e+03,4.829357754179316231e+01
9.908231102186633507e+03,4.829347227222076100e+01
9.908231125408863591e+03,4.829336699939453581e+01
9.908231148631093674e+03,4.829326172331453648e+01
9.908231171853321939e+03,4.829315644398899821e+01
9.908231195075552023e+03,4.829305116140145060e+01
9.908231218297782107e+03,4.829294587556016438e+01
9.908231241520012190e+03,4.829284058646513955e+01
9.908231264742240455e+03,4.829273529412464683e+01
9.908231287964470539e+03,4.829262999852218741e+01
9.908231311186700623e+03,4.829252469966606043e+01
9.908231334408930707e+03,4.829241939755623747e+01
9.908231357631158971e+03,4.829231409220101057e+01
9.908231380853389055e+03,4.829220878358388802e+01
9.908231404075619139e+03,4.829210347171315476e+01
9.908231427297849223e+03,4.829199815658879658e+01
9.908231450520077487e+03,4.829189283821908418e+01
9.908231473742307571e+03,4.829178751658752589e+01
9.908231496964537655e+03,4.829168219170240661e+01
9.908231520186767739e+03,4.829157686356372636e+01
9.908231543408996004e+03,4.829147153217976296e+01
9.908231566631226087e+03,4.829136619753401050e+01
9.908231589853456171e+03,4.829126085963475390e+01
9.908231613075686255e+03,4.829115551848199317e+01
9.908231636297914520e+03,4.829105017408400613e+01
9.908231659520144603e+03,4.829094482642429398e+01
9.908231682742374687e+03,4.829083947551113454e+01
9.908231705964604771e+03,4.829073412134452781e+01
9.908231729186833036e+03,4.829062876393275161e+01
9.908231752409063120e+03,4.829052340325932846e+01
9.908231775631293203e+03,4.829041803933249355e+01
9.908231798853523287e+03,4.829031267215228240e+01
9.908231822075751552e+03,4.829020730172695863e+01
9.908231845297981636e+03,4.829010192804003054e+01
9.908231868520211719e+03,4.828999655109976175e+01
9.908231891742441803e+03,4.828989117090618777e+01
9.908231914964670068e+03,4.828978578746755090e+01
9.908231938186900152e+03,4.828968040076735235e+01
9.908231961409130236e+03,4.828957501081389125e+01
9.908231984631360319e+03,4.828946961760716761e+01
9.908232007853588584e+03,4.828936422115545923e+01
9.908232031075818668e+03,4.828925882144224602e+01
9.908232054298048752e+03,4.828915341847581999e+01
9.908232077520278835e+03,4.828904801225619536e+01
9.908232100742507100e+03,4.828894260279162864e+01
9.908232123964737184e+03,4.828883719006563524e+01
9.908232147186967268e+03,4.828873177408647877e+01
9.908232170409197352e+03,4.828862635485418053e+01
9.908232193631425616e+03,4.828852093237701126e+01
9.908232216853655700e+03,4.828841550663846505e+01
9.908232240075885784e+03,4.828831007764682681e+01
9.908232263298115868e+03,4.828820464540208945e+01
9.908232286520344132e+03,4.828809920991253790e+01
9.908232309742574216e+03,4.828799377116168756e+01
9.908232332964804300e+03,4.828788832915778784e+01
9.908232356187034384e+03,4.828778288390084583e+01
9.908232379409262649e+03,4.828767743539917490e+01
9.908232402631492732e+03,4.828757198363623360e+01
9.908232425853722816e+03,4.828746652862031397e+01
9.908232449075952900e+03,4.828736107035143021e+01
9.908232472298181165e+03,4.828725560883783885e+01
9.908232495520411248e+03,4.828715014406304817e+01
9.908232518742641332e+03,4.828704467603533601e+01
9.908232541964871416e+03,4.828693920475472368e+01
9.908232565187099681e+03,4.828683373022946768e+01
9.908232588409329765e+03,4.828672825244306921e+01
9.908232611631559848e+03,4.828662277140380610e+01
9.908232634853789932e+03,4.828651728711169966e+01
9.908232658076018197e+03,4.828641179957502061e+01
9.908232681298248281e+03,4.828630630877723462e+01
9.908232704520478364e+03,4.828620081472666925e+01
9.908232727742708448e+03,4.828609531742331029e+01
9.908232750964936713e+03,4.828598981687542135e+01
9.908232774187166797e+03,4.828588431306651074e+01
9.908232797409396881e+03,4.828577880600484917e+01
9.908232820631626964e+03,4.828567329569047217e+01
9.908232843853855229e+03,4.828556778213162914e+01
9.908232867076085313e+03,4.828546226531181418e+01
9.908232890298315397e+03,4.828535674523931931e+01
9.908232913520545480e+03,4.828525122191415164e+01
