Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013184277777792886e+04,4.301981068220259772e+02
1.013184279854968190e+04,4.302048718496347988e+02
1.013184281932143494e+04,4.302116363057214130e+02
1.013184284009318799e+04,4.302184001902662658e+02
1.013184286086494103e+04,4.302251635032495756e+02
1.013184288163669407e+04,4.302319262446518451e+02
1.013184290240844712e+04,4.302386884144533497e+02
1.013184292318020016e+04,4.302454500126344783e+02
1.013184294395195320e+04,4.302522110391756200e+02
1.013184296472370625e+04,4.302589714940571639e+02
1.013184298549545929e+04,4.302657313772594421e+02
1.013184300626721233e+04,4.302724906887627299e+02
1.013184302703896537e+04,4.302792494285475300e+02
1.013184304781071842e+04,4.302860075965941178e+02
1.013184306858247146e+04,4.302927651928829391e+02
1.013184308935422450e+04,4.302995222173942125e+02
1.013184311012597936e+04,4.303062786707002374e+02
1.013184313089773241e+04,4.303130345515978092e+02
1.013184315166948545e+04,4.303197898606592275e+02
1.013184317244123849e+04,4.303265445978645971e+02
1.013184319321299154e+04,4.303332987631945343e+02
1.013184321398474458e+04,4.303400523566292577e+02
1.013184323475649762e+04,4.303468053781492699e+02
1.013184325552825067e+04,4.303535578277349032e+02
1.013184327630000371e+04,4.303603097053665465e+02
1.013184329707175675e+04,4.303670610110246457e+02
1.013184331784350979e+04,4.303738117446894762e+02
1.013184333861526284e+04,4.303805619063415406e+02
1.013184335938701588e+04,4.303873114959611712e+02
1.013184338015876892e+04,4.303940605135288706e+02
1.013184340093052197e+04,4.304008089590248574e+02
1.013184342170227501e+04,4.304075568324296910e+02
1.013184344247402805e+04,4.304143041337238174e+02
1.013184346324578109e+04,4.304210508628874550e+02
1.013184348401753414e+04,4.304277970199010497e+02
1.013184350478928718e+04,4.304345426047451042e+02
1.013184352556104022e+04,4.304412876173999507e+02
1.013184354633279327e+04,4.304480320578460351e+02
1.013184356710454631e+04,4.304547759260637463e+02
1.013184358787629935e+04,4.304615192220336439e+02
1.013184360864805240e+04,4.304682619457359465e+02
1.013184362941980544e+04,4.304750040971510998e+02
1.013184365019155848e+04,4.304817456762595498e+02
1.013184367096331152e+04,4.304884866830417991e+02
1.013184369173506457e+04,4.304952271174781799e+02
1.013184371250681761e+04,4.305019669795491382e+02
1.013184373327857065e+04,4.305087062692351196e+02
1.013184375405032551e+04,4.305154449871066049e+02
1.013184377482207856e+04,4.305221831319638568e+02
1.013184379559383160e+04,4.305289207043772990e+02
1.013184381636558464e+04,4.305356577043275479e+02
1.013184383713733769e+04,4.305423941317949925e+02
1.013184385790909073e+04,4.305491299867599650e+02
1.013184387868084377e+04,4.305558652692029113e+02
1.013184389945259682e+04,4.305625999791045047e+02
1.013184392022434986e+04,4.305693341164448498e+02
1.013184394099610290e+04,4.305760676812046199e+02
1.013184396176785594e+04,4.305828006733641473e+02
1.013184398253960899e+04,4.305895330929039915e+02
1.013184400331136203e+04,4.305962649398044846e+02
1.013184402408311507e+04,4.306029962140461294e+02
1.013184404485486812e+04,4.306097269156094285e+02
1.013184406562662116e+04,4.306164570444746573e+02
1.013184408639837420e+04,4.306231866006224891e+02
1.013184410717012724e+04,4.306299155840331423e+02
1.013184412794188029e+04,4.306366439946872902e+02
1.013184414871363333e+04,4.306433718325653786e+02
1.013184416948538637e+04,4.306500990976477397e+02
1.013184419025713942e+04,4.306568257899148762e+02
1.013184421102889246e+04,4.306635519093473476e+02
1.013184423180064550e+04,4.306702774559253726e+02
1.013184425257239855e+04,4.306770024296296810e+02
1.013184427334415159e+04,4.306837268304407189e+02
1.013184429411590463e+04,4.306904506583388752e+02
1.013184431488765767e+04,4.306971739133045958e+02
1.013184433565941072e+04,4.307038965953184970e+02
1.013184435643116376e+04,4.307106187043607974e+02
