Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.889738090277649462e+03,4.215180165144239481e+02
9.889738107156652404e+03,4.215214719842813906e+02
9.889738124035655346e+03,4.215249270641261319e+02
9.889738140914658288e+03,4.215283817539514644e+02
9.889738157793661230e+03,4.215318360537508511e+02
9.889738174672662353e+03,4.215352899631454875e+02
9.889738191551665295e+03,4.215387434828730875e+02
9.889738208430668237e+03,4.215421966125549034e+02
9.889738225309671179e+03,4.215456493521843413e+02
9.889738242188674121e+03,4.215491017017545801e+02
9.889738259067677063e+03,4.215525536612591964e+02
9.889738275946680005e+03,4.215560052306914827e+02
9.889738292825682947e+03,4.215594564100449020e+02
9.889738309704684070e+03,4.215629071989408203e+02
9.889738326583687012e+03,4.215663575981164399e+02
9.889738343462689954e+03,4.215698076071934111e+02
9.889738360341692896e+03,4.215732572261647988e+02
9.889738377220695838e+03,4.215767064550242935e+02
9.889738394099698780e+03,4.215801552937651309e+02
9.889738410978701722e+03,4.215836037423807170e+02
9.889738427857704664e+03,4.215870518008644581e+02
9.889738444736705787e+03,4.215904994688381180e+02
9.889738461615708729e+03,4.215939467470383306e+02
9.889738478494711671e+03,4.215973936350869167e+02
9.889738495373714613e+03,4.216008401329770550e+02
9.889738512252717555e+03,4.216042862407024359e+02
9.889738529131720497e+03,4.216077319582561245e+02
9.889738546010723439e+03,4.216111772856318112e+02
9.889738562889726381e+03,4.216146222228226748e+02
9.889738579768727504e+03,4.216180667694511044e+02
9.889738596647730446e+03,4.216215109262527676e+02
9.889738613526733388e+03,4.216249546928498830e+02
9.889738630405736330e+03,4.216283980692357432e+02
9.889738647284739272e+03,4.216318410554039815e+02
9.889738664163742214e+03,4.216352836513478337e+02
9.889738681042745156e+03,4.216387258570606491e+02
9.889738697921748098e+03,4.216421676725360044e+02
9.889738714800749221e+03,4.216456090973962318e+02
9.889738731679752163e+03,4.216490501323766011e+02
9.889738748558755105e+03,4.216524907770996151e+02
9.889738765437758047e+03,4.216559310315587368e+02
9.889738782316760989e+03,4.216593708957472018e+02
9.889738799195763931e+03,4.216628103696585299e+02
9.889738816074766873e+03,4.216662494532861842e+02
9.889738832953769816e+03,4.216696881466234004e+02
9.889738849832770939e+03,4.216731264492931928e+02
9.889738866711773881e+03,4.216765643620300352e+02
9.889738883590776823e+03,4.216800018844566580e+02
9.889738900469779765e+03,4.216834390165666946e+02
9.889738917348782707e+03,4.216868757583532670e+02
9.889738934227785649e+03,4.216903121098100087e+02
9.889738951106788591e+03,4.216937480709302122e+02
9.889738967985791533e+03,4.216971836417074542e+02
9.889738984864792656e+03,4.217006188217647491e+02
9.889739001743795598e+03,4.217040536118360023e+02
9.889739018622798540e+03,4.217074880115444557e+02
9.889739035501801482e+03,4.217109220208834586e+02
9.889739052380804424e+03,4.217143556398464739e+02
9.889739069259807366e+03,4.217177888684268510e+02
9.889739086138810308e+03,4.217212217066180528e+02
9.889739103017813250e+03,4.217246541544134288e+02
