Time (BJD_TBD - 2450000), F_star + F_f (mJy)
9.880038437500130385e+03,3.604116364151177976e+00
9.880038456059855889e+03,3.604116362885353197e+00
9.880038474619583212e+03,3.604116361619548847e+00
9.880038493179308716e+03,3.604116360353765369e+00
9.880038511739036039e+03,3.604116359088000987e+00
9.880038530298761543e+03,3.604116357822257477e+00
9.880038548858488866e+03,3.604116356556533063e+00
9.880038567418214370e+03,3.604116355290828633e+00
9.880038585977941693e+03,3.604116354025144187e+00
9.880038604537667197e+03,3.604116352759480613e+00
9.880038623097394520e+03,3.604116351493836579e+00
9.880038641657120024e+03,3.604116350228212085e+00
9.880038660216847347e+03,3.604116348962607574e+00
9.880038678776572851e+03,3.604116347697024381e+00
9.880038697336298355e+03,3.604116346431459839e+00
9.880038715896025678e+03,3.604116345165915725e+00
9.880038734455751182e+03,3.604116343900391151e+00
9.880038753015478505e+03,3.604116342634887005e+00
9.880038771575204009e+03,3.604116341369403731e+00
9.880038790134931332e+03,3.604116340103939109e+00
9.880038808694656836e+03,3.604116338838494915e+00
9.880038827254384159e+03,3.604116337573070705e+00
9.880038845814109663e+03,3.604116336307666479e+00
9.880038864373836986e+03,3.604116335042282238e+00
9.880038882933562491e+03,3.604116333776917980e+00
9.880038901493289814e+03,3.604116332511573706e+00
9.880038920053015318e+03,3.604116331246249416e+00
9.880038938612740822e+03,3.604116329980945110e+00
9.880038957172468145e+03,3.604116328715660789e+00
9.880038975732193649e+03,3.604116327450396895e+00
9.880038994291920972e+03,3.604116326185152541e+00
9.880039012851646476e+03,3.604116324919928172e+00
9.880039031411373799e+03,3.604116323654724230e+00
9.880039049971099303e+03,3.604116322389539828e+00
9.880039068530826626e+03,3.604116321124375855e+00
9.880039087090552130e+03,3.604116319859231421e+00
9.880039105650279453e+03,3.604116318594106527e+00
9.880039124210004957e+03,3.604116317329002506e+00
9.880039142769732280e+03,3.604116316063918468e+00
9.880039161329457784e+03,3.604116314798853971e+00
9.880039179889183288e+03,3.604116313533809901e+00
9.880039198448910611e+03,3.604116312268785816e+00
9.880039217008636115e+03,3.604116311003781714e+00
9.880039235568363438e+03,3.604116309738796708e+00
9.880039254128088942e+03,3.604116308473832575e+00
9.880039272687816265e+03,3.604116307208888426e+00
9.880039291247541769e+03,3.604116305943964704e+00
9.880039309807269092e+03,3.604116304679059635e+00
9.880039328366994596e+03,3.604116303414175437e+00
9.880039346926721919e+03,3.604116302149311668e+00
9.880039365486447423e+03,3.604116300884467439e+00
9.880039384046174746e+03,3.604116299619642305e+00
9.880039402605900250e+03,3.604116298354838488e+00
9.880039421165625754e+03,3.604116297090054211e+00
9.880039439725353077e+03,3.604116295825290361e+00
9.880039458285078581e+03,3.604116294560546496e+00
9.880039476844805904e+03,3.604116293295821283e+00
9.880039495404531408e+03,3.604116292031117386e+00
9.880039513964258731e+03,3.604116290766433472e+00
9.880039532523984235e+03,3.604116289501768655e+00
9.880039551083711558e+03,3.604116288237124710e+00
9.880039569643437062e+03,3.604116286972500749e+00
9.880039588203164385e+03,3.604116285707895884e+00
9.880039606762889889e+03,3.604116284443311891e+00
9.880039625322617212e+03,3.604116283178747882e+00
9.880039643882342716e+03,3.604116281914202968e+00
9.880039662442068220e+03,3.604116280649678927e+00
9.880039681001795543e+03,3.604116279385175314e+00
9.880039699561521047e+03,3.604116278120690353e+00
9.880039718121248370e+03,3.604116276856226264e+00
9.880039736680973874e+03,3.604116275591782603e+00
9.880039755240701197e+03,3.604116274327357594e+00
9.880039773800426701e+03,3.604116273062953901e+00
9.880039792360154024e+03,3.604116271798569748e+00
9.880039810919879528e+03,3.604116270534205135e+00
9.880039829479606851e+03,3.604116269269861395e+00
9.880039848039332355e+03,3.604116268005537194e+00
9.880039866599059678e+03,3.604116266741232533e+00
9.880039885158785182e+03,3.604116265476948744e+00
9.880039903718510686e+03,3.604116264212684051e+00
9.880039922278238009e+03,3.604116262948440230e+00
9.880039940837963513e+03,3.604116261684216393e+00
9.880039959397690836e+03,3.604116260420011653e+00
9.880039977957416340e+03,3.604116259155827784e+00
9.880039996517143663e+03,3.604116257891663899e+00
9.880040015076869167e+03,3.604116256627519110e+00
9.880040033636596490e+03,3.604116255363395638e+00
9.880040052196321994e+03,3.604116254099291705e+00
9.880040070756049317e+03,3.604116252835206868e+00
9.880040089315774821e+03,3.604116251571143348e+00
