Time (BJD_TBD - 2450000), F_star + F_g (mJy)
9.905193796296138316e+03,3.604250676803957720e+00
9.905193817625817246e+03,3.604250678034144340e+00
9.905193838955496176e+03,3.604250679264325630e+00
9.905193860285176925e+03,3.604250680494502479e+00
9.905193881614855854e+03,3.604250681724672223e+00
9.905193902944534784e+03,3.604250682954837082e+00
9.905193924274213714e+03,3.604250684184996611e+00
9.905193945603892644e+03,3.604250685415150812e+00
9.905193966933571573e+03,3.604250686645299240e+00
9.905193988263252322e+03,3.604250687875442338e+00
9.905194009592931252e+03,3.604250689105579664e+00
9.905194030922610182e+03,3.604250690335711216e+00
9.905194052252289111e+03,3.604250691565837439e+00
9.905194073581968041e+03,3.604250692795958777e+00
9.905194094911648790e+03,3.604250694026074342e+00
9.905194116241327720e+03,3.604250695256183690e+00
9.905194137571006650e+03,3.604250696486288152e+00
9.905194158900685579e+03,3.604250697716386842e+00
9.905194180230364509e+03,3.604250698946480203e+00
9.905194201560043439e+03,3.604250700176567790e+00
9.905194222889724188e+03,3.604250701406650936e+00
9.905194244219403117e+03,3.604250702636727421e+00
9.905194265549082047e+03,3.604250703866799022e+00
9.905194286878760977e+03,3.604250705096864404e+00
9.905194308208439907e+03,3.604250706326924902e+00
9.905194329538120655e+03,3.604250707556979627e+00
9.905194350867799585e+03,3.604250708787029023e+00
9.905194372197478515e+03,3.604250710017072645e+00
9.905194393527157445e+03,3.604250711247110495e+00
9.905194414856836374e+03,3.604250712477143903e+00
9.905194436186517123e+03,3.604250713707170650e+00
9.905194457516196053e+03,3.604250714937192956e+00
9.905194478845874983e+03,3.604250716167208601e+00
9.905194500175553912e+03,3.604250717397219361e+00
9.905194521505232842e+03,3.604250718627224792e+00
9.905194542834911772e+03,3.604250719857224450e+00
9.905194564164592521e+03,3.604250721087218334e+00
9.905194585494271450e+03,3.604250722317207778e+00
9.905194606823950380e+03,3.604250723547190560e+00
9.905194628153629310e+03,3.604250724777168458e+00
9.905194649483308240e+03,3.604250726007140138e+00
9.905194670812988988e+03,3.604250727237106933e+00
9.905194692142667918e+03,3.604250728467068399e+00
9.905194713472346848e+03,3.604250729697024092e+00
9.905194734802025778e+03,3.604250730926974011e+00
9.905194756131704708e+03,3.604250732156918602e+00
9.905194777461383637e+03,3.604250733386857419e+00
9.905194798791064386e+03,3.604250734616791352e+00
9.905194820120743316e+03,3.604250735846719067e+00
9.905194841450422246e+03,3.604250737076641897e+00
9.905194862780101175e+03,3.604250738306558954e+00
9.905194884109780105e+03,3.604250739536470682e+00
9.905194905439460854e+03,3.604250740766376637e+00
9.905194926769139784e+03,3.604250741996277263e+00
9.905194948098818713e+03,3.604250743226172116e+00
9.905194969428497643e+03,3.604250744456061195e+00
9.905194990758176573e+03,3.604250745685945390e+00
9.905195012087855503e+03,3.604250746915823367e+00
9.905195033417536251e+03,3.604250748145696903e+00
9.905195054747215181e+03,3.604250749375564222e+00
9.905195076076894111e+03,3.604250750605425768e+00
9.905195097406573041e+03,3.604250751835281985e+00
9.905195118736251970e+03,3.604250753065132873e+00
9.905195140065932719e+03,3.604250754294978876e+00
9.905195161395611649e+03,3.604250755524818661e+00
9.905195182725290579e+03,3.604250756754652674e+00
9.905195204054969508e+03,3.604250757984481801e+00
9.905195225384648438e+03,3.604250759214305155e+00
9.905195246714329187e+03,3.604250760444122292e+00
9.905195268044008117e+03,3.604250761673934988e+00
9.905195289373687046e+03,3.604250762903741467e+00
9.905195310703365976e+03,3.604250764133543061e+00
9.905195332033044906e+03,3.604250765363338438e+00
9.905195353362723836e+03,3.604250766593129374e+00
9.905195374692404584e+03,3.604250767822913648e+00
