Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.027292596064833924e+04,4.067670887048420170e+00
1.027292604692779969e+04,4.068378968545929730e+00
1.027292613320726196e+04,4.069087107765199107e+00
1.027292621948672240e+04,4.069795304675003500e+00
1.027292630576618467e+04,4.070503559303842778e+00
1.027292639204564512e+04,4.071211871620490363e+00
1.027292647832510738e+04,4.071920241653445238e+00
1.027292656460456783e+04,4.072628669371479049e+00
1.027292665088403010e+04,4.073337154803090776e+00
1.027292673716349054e+04,4.074045697917047626e+00
1.027292682344295281e+04,4.074754298741861902e+00
1.027292690972241326e+04,4.075462957246291928e+00
1.027292699600187370e+04,4.076171673443907295e+00
1.027292708228133597e+04,4.076880447348295355e+00
1.027292716856079642e+04,4.077589278928191341e+00
1.027292725484025868e+04,4.078298168212126207e+00
1.027292734111971913e+04,4.079007115168847619e+00
1.027292742739918140e+04,4.079716119826878540e+00
1.027292751367864184e+04,4.080425182154958641e+00
1.027292759995810411e+04,4.081134302181618878e+00
1.027292768623756456e+04,4.081843479875599812e+00
1.027292777251702682e+04,4.082552715265433285e+00
1.027292785879648727e+04,4.083262008319847425e+00
1.027292794507594954e+04,4.083971359067390061e+00
1.027292803135540998e+04,4.084680767476777774e+00
1.027292811763487043e+04,4.085390233561601470e+00
1.027292820391433270e+04,4.086099757335458271e+00
1.027292829019379315e+04,4.086809338767056765e+00
1.027292837647325541e+04,4.087518977884955440e+00
1.027292846275271586e+04,4.088228674657870876e+00
1.027292854903217813e+04,4.088938429114343798e+00
1.027292863531163857e+04,4.089648241223101444e+00
1.027292872159110084e+04,4.090358111012691644e+00
1.027292880787056129e+04,4.091068038451823874e+00
1.027292889415002355e+04,4.091778023569056622e+00
1.027292898042948400e+04,4.092488066333092256e+00
1.027292906670894445e+04,4.093198166757528789e+00
1.027292915298840671e+04,4.093908324855977554e+00
1.027292923926786716e+04,4.094618540597117828e+00
1.027292932554732943e+04,4.095328814009534746e+00
1.027292941182678987e+04,4.096039145061911135e+00
1.027292949810625214e+04,4.096749533782824138e+00
1.027292958438571259e+04,4.097459980140960134e+00
1.027292967066517485e+04,4.098170484164901595e+00
1.027292975694463530e+04,4.098881045823323355e+00
1.027292984322409757e+04,4.099591665144817654e+00
1.027292992950355801e+04,4.100302342098053110e+00
1.027293001578302028e+04,4.101013076711633509e+00
1.027293010206248073e+04,4.101723868954210594e+00
1.027293018834194118e+04,4.102434718839408134e+00
1.027293027462140344e+04,4.103145626380838351e+00
1.027293036090086389e+04,4.103856591547159205e+00
1.027293044718032615e+04,4.104567614366985140e+00
1.027293053345978660e+04,4.105278694808954576e+00
1.027293061973924887e+04,4.105989832901693504e+00
1.027293070601870932e+04,4.106701028613840343e+00
1.027293079229817158e+04,4.107412281974013091e+00
1.027293087857763203e+04,4.108123592950857272e+00
1.027293096485709430e+04,4.108834961572991773e+00
1.027293105113655474e+04,4.109546387809051460e+00
1.027293113741601519e+04,4.110257871672660990e+00
1.027293122369547746e+04,4.110969413177458343e+00
1.027293130997493790e+04,4.111681012292064175e+00
1.027293139625440017e+04,4.112392669045122240e+00
1.027293148253386062e+04,4.113104383405242537e+00
1.027293156881332288e+04,4.113816155401075036e+00
1.027293165509278333e+04,4.114527985001229737e+00
1.027293174137224560e+04,4.115239872234357499e+00
1.027293182765170604e+04,4.115951817069061214e+00
1.027293191393116831e+04,4.116663819533993518e+00
1.027293200021062876e+04,4.117375879597766186e+00
1.027293208649008920e+04,4.118087997274008316e+00
1.027293217276955147e+04,4.118800172576376539e+00
1.027293225904901192e+04,4.119512405473462202e+00
1.027293234532847418e+04,4.120224695993922381e+00
1.027293243160793463e+04,4.120937044106356417e+00
1.027293251788739690e+04,4.121649449839433821e+00
1.027293260416685735e+04,4.122361913161730840e+00
1.027293269044631961e+04,4.123074434101927643e+00
1.027293277672578006e+04,4.123787012628604032e+00
1.027293286300524233e+04,4.124499648770433069e+00
1.027293294928470277e+04,4.125212342495998996e+00
1.027293303556416504e+04,4.125925093833974877e+00
1.027293312184362549e+04,4.126637902752936071e+00
1.027293320812308593e+04,4.127350769266539210e+00
1.027293329440254820e+04,4.128063693388436484e+00
1.027293338068200865e+04,4.128776675087200587e+00
1.027293346696147091e+04,4.129489714391517019e+00
1.027293355324093136e+04,4.130202811269948704e+00
1.027293363952039363e+04,4.130915965751196239e+00
1.027293372579985407e+04,4.131629177803801234e+00
1.027293381207931634e+04,4.132342447456478496e+00
1.027293389835877679e+04,4.133055774677770522e+00
1.027293398463823905e+04,4.133769159496384127e+00
1.027293407091769950e+04,4.134482601880865360e+00
1.027293415719715995e+04,4.135196101844880623e+00
1.027293424347662221e+04,4.135909659402095429e+00
1.027293432975608266e+04,4.136623274521051385e+00
1.027293441603554493e+04,4.137336947230470408e+00
1.027293450231500537e+04,4.138050677498875451e+00
1.027293458859446764e+04,4.138764465354992872e+00
1.027293467487392809e+04,4.139478310767346514e+00
1.027293476115339035e+04,4.140192213764672502e+00
1.027293484743285080e+04,4.140906174315476029e+00
1.027293493371231307e+04,4.141620192448501214e+00
1.027293501999177352e+04,4.142334268132264796e+00
1.027293510627123396e+04,4.143048401380433177e+00
1.027293519255069623e+04,4.143762592206701179e+00
1.027293527883015668e+04,4.144476840579576660e+00
1.027293536510961894e+04,4.145191146527797521e+00
1.027293545138907939e+04,4.145905510019867179e+00
1.027293553766854166e+04,4.146619931084538635e+00
1.027293562394800210e+04,4.147334409690312640e+00
1.027293571022746437e+04,4.148048945865928872e+00
1.027293579650692482e+04,4.148763539579889859e+00
1.027293588278638708e+04,4.149478190860953930e+00
1.027293596906584753e+04,4.150192899677603187e+00
1.027293605534530980e+04,4.150907666058605727e+00
1.027293614162477024e+04,4.151622489972442764e+00
