Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.908226643518544734e+03,1.282549411026599806e+01
9.908226666740774817e+03,1.282543848163164313e+01
9.908226689963004901e+03,1.282538285273030709e+01
9.908226713185233166e+03,1.282532722356635269e+01
9.908226736407463250e+03,1.282527159413106688e+01
9.908226759629693333e+03,1.282521596442881062e+01
9.908226782851923417e+03,1.282516033445959103e+01
9.908226806074151682e+03,1.282510470422776905e+01
9.908226829296381766e+03,1.282504907372462633e+01
9.908226852518611850e+03,1.282499344295452737e+01
9.908226875740841933e+03,1.282493781191747573e+01
9.908226898963070198e+03,1.282488218061783414e+01
9.908226922185300282e+03,1.282482654904688424e+01
9.908226945407530366e+03,1.282477091720899764e+01
9.908226968629760449e+03,1.282471528510416903e+01
9.908226991851988714e+03,1.282465965273675934e+01
9.908227015074218798e+03,1.282460402009806444e+01
9.908227038296448882e+03,1.282454838719243639e+01
9.908227061518678966e+03,1.282449275401988587e+01
9.908227084740907230e+03,1.282443712058476670e+01
9.908227107963137314e+03,1.282438148687837476e+01
9.908227131185367398e+03,1.282432585290506388e+01
9.908227154407597482e+03,1.282427021866484473e+01
9.908227177629825746e+03,1.282421458416207116e+01
9.908227200852055830e+03,1.282415894938803547e+01
9.908227224074285914e+03,1.282410331434709860e+01
9.908227247296515998e+03,1.282404767903925880e+01
9.908227270518744263e+03,1.282399204346888411e+01
9.908227293740974346e+03,1.282393640762726150e+01
9.908227316963204430e+03,1.282388077151874484e+01
9.908227340185434514e+03,1.282382513514334832e+01
9.908227363407662779e+03,1.282376949850542402e+01
9.908227386629892862e+03,1.282371386159626603e+01
9.908227409852122946e+03,1.282365822442022996e+01
9.908227433074353030e+03,1.282360258697732291e+01
9.908227456296581295e+03,1.282354694927190408e+01
9.908227479518811379e+03,1.282349131129526398e+01
9.908227502741041462e+03,1.282343567305176002e+01
9.908227525963271546e+03,1.282338003454139752e+01
9.908227549185499811e+03,1.282332439576854100e+01
9.908227572407729895e+03,1.282326875672447031e+01
9.908227595629959978e+03,1.282321311741355352e+01
9.908227618852190062e+03,1.282315747783579063e+01
9.908227642074418327e+03,1.282310183799554437e+01
9.908227665296648411e+03,1.282304619788410172e+01
9.908227688518878495e+03,1.282299055750582539e+01
9.908227711741108578e+03,1.282293491686071718e+01
9.908227734963336843e+03,1.282287927595313626e+01
9.908227758185566927e+03,1.282282363477437492e+01
9.908227781407797011e+03,1.282276799332879058e+01
9.908227804630027094e+03,1.282271235161638856e+01
9.908227827852255359e+03,1.282265670964153337e+01
9.908227851074485443e+03,1.282260106739550665e+01
9.908227874296715527e+03,1.282254542488266580e+01
9.908227897518945610e+03,1.282248978210302504e+01
9.908227920741173875e+03,1.282243413906094531e+01
9.908227943963403959e+03,1.282237849574770294e+01
9.908227967185634043e+03,1.282232285216766954e+01
9.908227990407864127e+03,1.282226720832084155e+01
9.908228013630092391e+03,1.282221156421158526e+01
9.908228036852322475e+03,1.282215591983118408e+01
9.908228060074552559e+03,1.282210027518400608e+01
