Time (BJD_TBD - 2450000), F_star + F_h (mJy)
1.027127336805546656e+04,3.604081273818401598e+00
1.027127353332662278e+04,3.604081273897256743e+00
1.027127369859778082e+04,3.604081273976198485e+00
1.027127386386893704e+04,3.604081274055227269e+00
1.027127402914009326e+04,3.604081274134342205e+00
1.027127419441124948e+04,3.604081274213543740e+00
1.027127435968240752e+04,3.604081274292831871e+00
1.027127452495356374e+04,3.604081274372206600e+00
1.027127469022471996e+04,3.604081274451667927e+00
1.027127485549587800e+04,3.604081274531216295e+00
1.027127502076703422e+04,3.604081274610850816e+00
1.027127518603819044e+04,3.604081274690571934e+00
1.027127535130934666e+04,3.604081274770380094e+00
1.027127551658050470e+04,3.604081274850273964e+00
1.027127568185166092e+04,3.604081274930254875e+00
1.027127584712281714e+04,3.604081275010322383e+00
1.027127601239397518e+04,3.604081275090476932e+00
1.027127617766513140e+04,3.604081275170717635e+00
1.027127634293628762e+04,3.604081275251044936e+00
1.027127650820744384e+04,3.604081275331458833e+00
1.027127667347860188e+04,3.604081275411959329e+00
1.027127683874975810e+04,3.604081275492547309e+00
1.027127700402091432e+04,3.604081275573220555e+00
1.027127716929207236e+04,3.604081275653980843e+00
1.027127733456322858e+04,3.604081275734827727e+00
1.027127749983438480e+04,3.604081275815762098e+00
1.027127766510554284e+04,3.604081275896781733e+00
1.027127783037669906e+04,3.604081275977888854e+00
1.027127799564785528e+04,3.604081276059082573e+00
1.027127816091901150e+04,3.604081276140362444e+00
1.027127832619016954e+04,3.604081276221728469e+00
1.027127849146132576e+04,3.604081276303181980e+00
1.027127865673248198e+04,3.604081276384721200e+00
1.027127882200364002e+04,3.604081276466347905e+00
1.027127898727479624e+04,3.604081276548060764e+00
1.027127915254595246e+04,3.604081276629860664e+00
1.027127931781710868e+04,3.604081276711746273e+00
1.027127948308826672e+04,3.604081276793719368e+00
1.027127964835942294e+04,3.604081276875778617e+00
1.027127981363057916e+04,3.604081276957924462e+00
1.027127997890173719e+04,3.604081277040157349e+00
1.027128014417289342e+04,3.604081277122475946e+00
1.027128030944404964e+04,3.604081277204882028e+00
1.027128047471520586e+04,3.604081277287374263e+00
1.027128063998636389e+04,3.604081277369953096e+00
1.027128080525752011e+04,3.604081277452618970e+00
1.027128097052867633e+04,3.604081277535370553e+00
1.027128113579983437e+04,3.604081277618209178e+00
1.027128130107099059e+04,3.604081277701134400e+00
1.027128146634214681e+04,3.604081277784147108e+00
1.027128163161330303e+04,3.604081277867245081e+00
1.027128179688446107e+04,3.604081277950430540e+00
1.027128196215561729e+04,3.604081278033702151e+00
1.027128212742677351e+04,3.604081278117060361e+00
1.027128229269793155e+04,3.604081278200505167e+00
1.027128245796908777e+04,3.604081278284036127e+00
1.027128262324024399e+04,3.604081278367654573e+00
1.027128278851140021e+04,3.604081278451359172e+00
1.027128295378255825e+04,3.604081278535150368e+00
1.027128311905371447e+04,3.604081278619027717e+00
1.027128328432487069e+04,3.604081278702992552e+00
1.027128344959602873e+04,3.604081278787043097e+00
1.027128361486718495e+04,3.604081278871180682e+00
1.027128378013834117e+04,3.604081278955404866e+00
1.027128394540949739e+04,3.604081279039715202e+00
1.027128411068065543e+04,3.604081279124113024e+00
1.027128427595181165e+04,3.604081279208597000e+00
1.027128444122296787e+04,3.604081279293167128e+00
1.027128460649412591e+04,3.604081279377823854e+00
1.027128477176528213e+04,3.604081279462568066e+00
1.027128493703643835e+04,3.604081279547397987e+00
1.027128510230759457e+04,3.604081279632315393e+00
1.027128526757875261e+04,3.604081279717318953e+00
1.027128543284990883e+04,3.604081279802408666e+00
1.027128559812106505e+04,3.604081279887584977e+00
1.027128576339222309e+04,3.604081279972847884e+00
1.027128592866337931e+04,3.604081280058197834e+00
1.027128609393453553e+04,3.604081280143634380e+00
1.027128625920569357e+04,3.604081280229157525e+00
1.027128642447684979e+04,3.604081280314766822e+00
1.027128658974800601e+04,3.604081280400462717e+00
1.027128675501916223e+04,3.604081280486245653e+00
1.027128692029032027e+04,3.604081280572114743e+00
1.027128708556147649e+04,3.604081280658070874e+00
1.027128725083263271e+04,3.604081280744113158e+00
1.027128741610379075e+04,3.604081280830241596e+00
1.027128758137494697e+04,3.604081280916457963e+00
1.027128774664610319e+04,3.604081281002759152e+00
1.027128791191725941e+04,3.604081281089148270e+00
1.027128807718841745e+04,3.604081281175623541e+00
1.027128824245957367e+04,3.604081281262185854e+00
1.027128840773072989e+04,3.604081281348833876e+00
1.027128857300188793e+04,3.604081281435569384e+00
1.027128873827304415e+04,3.604081281522391045e+00
1.027128890354420037e+04,3.604081281609299303e+00
1.027128906881535659e+04,3.604081281696293715e+00
1.027128923408651463e+04,3.604081281783374724e+00
1.027128939935767085e+04,3.604081281870543219e+00
1.027128956462882707e+04,3.604081281957797867e+00
1.027128972989998510e+04,3.604081282045138668e+00
1.027128989517114132e+04,3.604081282132566511e+00
1.027129006044229754e+04,3.604081282220080507e+00
