Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.027292596064833924e+04,2.566581698564856406e+00
1.027292604692779969e+04,2.566819856430835323e+00
1.027292613320726196e+04,2.567058024279957440e+00
1.027292621948672240e+04,2.567296202101979397e+00
1.027292630576618467e+04,2.567534389906746206e+00
1.027292639204564512e+04,2.567772587684014507e+00
1.027292647832510738e+04,2.568010795443631089e+00
1.027292656460456783e+04,2.568249013175352591e+00
1.027292665088403010e+04,2.568487240889024914e+00
1.027292673716349054e+04,2.568725478574402477e+00
1.027292682344295281e+04,2.568963726241333401e+00
1.027292690972241326e+04,2.569201983879573437e+00
1.027292699600187370e+04,2.569440251493947169e+00
1.027292708228133597e+04,2.569678529089276964e+00
1.027292716856079642e+04,2.569916816655318570e+00
1.027292725484025868e+04,2.570155114201919666e+00
1.027292734111971913e+04,2.570393421718835114e+00
1.027292742739918140e+04,2.570631739215914369e+00
1.027292751367864184e+04,2.570870066682907851e+00
1.027292759995810411e+04,2.571108404129668124e+00
1.027292768623756456e+04,2.571346751545944276e+00
1.027292777251702682e+04,2.571585108941590647e+00
1.027292785879648727e+04,2.571823476306354550e+00
1.027292794507594954e+04,2.572061853650090324e+00
1.027292803135540998e+04,2.572300240962545725e+00
1.027292811763487043e+04,2.572538638248550669e+00
1.027292820391433270e+04,2.572777045512928851e+00
1.027292829019379315e+04,2.573015462745430249e+00
1.027292837647325541e+04,2.573253889955909202e+00
1.027292846275271586e+04,2.573492327134114799e+00
1.027292854903217813e+04,2.573730774289898271e+00
1.027292863531163857e+04,2.573969231413011816e+00
1.027292872159110084e+04,2.574207698513304887e+00
1.027292880787056129e+04,2.574446175580527463e+00
1.027292889415002355e+04,2.574684662624535214e+00
1.027292898042948400e+04,2.574923159635072345e+00
1.027292906670894445e+04,2.575161666616969214e+00
1.027292915298840671e+04,2.575400183575053958e+00
1.027292923926786716e+04,2.575638710499072115e+00
1.027292932554732943e+04,2.575877247398879799e+00
1.027292941182678987e+04,2.576115794264222547e+00
1.027292949810625214e+04,2.576354351104957807e+00
1.027292958438571259e+04,2.576592917910829783e+00
1.027292967066517485e+04,2.576831494691696367e+00
1.027292975694463530e+04,2.577070081437299542e+00
1.027292984322409757e+04,2.577308678157502086e+00
1.027292992950355801e+04,2.577547284842041098e+00
1.027293001578302028e+04,2.577785901500781574e+00
1.027293010206248073e+04,2.578024528123461945e+00
1.027293018834194118e+04,2.578263164714912126e+00
1.027293027462140344e+04,2.578501811279966915e+00
1.027293036090086389e+04,2.578740467808363412e+00
1.027293044718032615e+04,2.578979134309963950e+00
1.027293053345978660e+04,2.579217810774508290e+00
1.027293061973924887e+04,2.579456497211862320e+00
1.027293070601870932e+04,2.579695193611757809e+00
1.027293079229817158e+04,2.579933899984064194e+00
1.027293087857763203e+04,2.580172616318515910e+00
1.027293096485709430e+04,2.580411342624980620e+00
1.027293105113655474e+04,2.580650078893191868e+00
1.027293113741601519e+04,2.580888825127981789e+00
1.027293122369547746e+04,2.581127581334188736e+00
1.027293130997493790e+04,2.581366347501543146e+00
1.027293139625440017e+04,2.581605123639915345e+00
1.027293148253386062e+04,2.581843909739035769e+00
1.027293156881332288e+04,2.582082705808776080e+00
1.027293165509278333e+04,2.582321511838866268e+00
1.027293174137224560e+04,2.582560327839176217e+00
1.027293182765170604e+04,2.582799153799439473e+00
1.027293191393116831e+04,2.583037989729524142e+00
1.027293200021062876e+04,2.583276835619162437e+00
1.027293208649008920e+04,2.583515691473190490e+00
1.027293217276955147e+04,2.583754557296441767e+00
1.027293225904901192e+04,2.583993433078648039e+00
1.027293234532847418e+04,2.584232318829682296e+00
1.027293243160793463e+04,2.584471214539272310e+00
1.027293251788739690e+04,2.584710120217287965e+00
1.027293260416685735e+04,2.584949035853462807e+00
1.027293269044631961e+04,2.585187961457667161e+00
1.027293277672578006e+04,2.585426897019628356e+00
1.027293286300524233e+04,2.585665842549222937e+00
1.027293294928470277e+04,2.585904798036174235e+00
1.027293303556416504e+04,2.586143763490360126e+00
1.027293312184362549e+04,2.586382738901503497e+00
1.027293320812308593e+04,2.586621724274445366e+00
1.027293329440254820e+04,2.586860719614023196e+00
1.027293338068200865e+04,2.587099724909960319e+00
1.027293346696147091e+04,2.587338740172135054e+00
1.027293355324093136e+04,2.587577765390272511e+00
1.027293363952039363e+04,2.587816800574246123e+00
1.027293372579985407e+04,2.588055845713783665e+00
1.027293381207931634e+04,2.588294900818760791e+00
1.027293389835877679e+04,2.588533965878900389e+00
1.027293398463823905e+04,2.588773040904081668e+00
1.027293407091769950e+04,2.589012125884026627e+00
1.027293415719715995e+04,2.589251220823574062e+00
1.027293424347662221e+04,2.589490325727565878e+00
1.027293432975608266e+04,2.589729440585721854e+00
1.027293441603554493e+04,2.589968565407924306e+00
1.027293450231500537e+04,2.590207700183889017e+00
1.027293458859446764e+04,2.590446844923502301e+00
1.027293467487392809e+04,2.590685999616479940e+00
1.027293476115339035e+04,2.590925164272705139e+00
1.027293484743285080e+04,2.591164338881896789e+00
1.027293493371231307e+04,2.591403523453938540e+00
1.027293501999177352e+04,2.591642717978544397e+00
1.027293510627123396e+04,2.591881922460557153e+00
1.027293519255069623e+04,2.592121136904824930e+00
1.027293527883015668e+04,2.592360361301057292e+00
1.027293536510961894e+04,2.592599595659142775e+00
1.027293545138907939e+04,2.592838839968793163e+00
1.027293553766854166e+04,2.593078094239899656e+00
1.027293562394800210e+04,2.593317358462172706e+00
1.027293571022746437e+04,2.593556632645499072e+00
1.027293579650692482e+04,2.593795916779594979e+00
1.027293588278638708e+04,2.594035210874345854e+00
1.027293596906584753e+04,2.594274514919464814e+00
1.027293605534530980e+04,2.594513828924840393e+00
1.027293614162477024e+04,2.594753152880184377e+00
1.027293622790423069e+04,2.594992486790340447e+00
1.027293631418369296e+04,2.595231830660156724e+00
1.027293640046315340e+04,2.595471184479339666e+00
1.027293648674261567e+04,2.595710548257782690e+00
1.027293657302207612e+04,2.595949921985194031e+00
1.027293665930153838e+04,2.596189305671465331e+00
1.027293674558099883e+04,2.596428699306304821e+00
1.027293683186046110e+04,2.596668102899608144e+00
1.027293691813992154e+04,2.596907516441078201e+00
1.027293700441938381e+04,2.597146939940611521e+00
1.027293709069884426e+04,2.597386373387911895e+00
1.027293717697830471e+04,2.597625816787828334e+00
1.027293726325776697e+04,2.597865270145210292e+00
1.027293734953722742e+04,2.598104733449758896e+00
1.027293743581668969e+04,2.598344206711372895e+00
1.027293752209615013e+04,2.598583689919755191e+00
1.027293760837561240e+04,2.598823183084803201e+00
1.027293769465507285e+04,2.599062686196218053e+00
1.027293778093453511e+04,2.599302199263900270e+00
1.027293786721399556e+04,2.599541722277551425e+00
1.027293795349345783e+04,2.599781255247067602e+00
1.027293803977291827e+04,2.600020798162154367e+00
1.027293812605238054e+04,2.600260351032706918e+00
1.027293821233184099e+04,2.600499913848426381e+00
1.027293829861130143e+04,2.600739486614165763e+00
1.027293838489076370e+04,2.600979069334772298e+00
1.027293847117022415e+04,2.601218661999946669e+00
1.027293855744968641e+04,2.601458264619591176e+00
1.027293864372914686e+04,2.601697877183401619e+00
1.027293873000860913e+04,2.601937499701282963e+00
1.027293881628806957e+04,2.602177132162929674e+00
1.027293890256753184e+04,2.602416774578247605e+00
1.027293898884699229e+04,2.602656426936932998e+00
1.027293907512645455e+04,2.602896089248889044e+00
1.027293916140591500e+04,2.603135761503809764e+00
1.027293924768537545e+04,2.603375443706548609e+00
1.027293933396483772e+04,2.603615135861961694e+00
1.027293942024429816e+04,2.603854837959737711e+00
1.027293950652376043e+04,2.604094550009788289e+00
1.027293959280322088e+04,2.604334272001799899e+00
1.027293967908268314e+04,2.604574003945687277e+00
1.027293976536214359e+04,2.604813745831137783e+00
1.027293985164160586e+04,2.605053497668062601e+00
1.027293993792106630e+04,2.605293259446150422e+00
1.027294002420052857e+04,2.605533031175311098e+00
1.027294011047998902e+04,2.605772812845236430e+00
1.027294019675944946e+04,2.606012604460777649e+00
1.027294028303891173e+04,2.606252406026794866e+00
1.027294036931837218e+04,2.606492217532973665e+00
1.027294045559783444e+04,2.606732038989225675e+00
1.027294054187729489e+04,2.606971870385240475e+00
1.027294062815675716e+04,2.607211711730928805e+00
1.027294071443621760e+04,2.607451563015978913e+00
1.027294080071567987e+04,2.607691424250303314e+00
1.027294088699514032e+04,2.607931295423586704e+00
1.027294097327460258e+04,2.608171176545746039e+00
1.027294105955406303e+04,2.608411067606464684e+00
1.027294114583352530e+04,2.608650968615657817e+00
