Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.063802708333311602e+04,8.169430474687203514e+02
1.063802710516863226e+04,8.169601622928864799e+02
1.063802712700415032e+04,8.169772739295384554e+02
1.063802714883966655e+04,8.169943823756843813e+02
1.063802717067518279e+04,8.170114876326086915e+02
1.063802719251070084e+04,8.170285897015947967e+02
1.063802721434621708e+04,8.170456885796526194e+02
1.063802723618173331e+04,8.170627842680656840e+02
1.063802725801725137e+04,8.170798767681168329e+02
1.063802727985276761e+04,8.170969660768175800e+02
1.063802730168828566e+04,8.171140521968738994e+02
1.063802732352380190e+04,8.171311351252986697e+02
1.063802734535931813e+04,8.171482148633740508e+02
1.063802736719483619e+04,8.171652914123818618e+02
1.063802738903035242e+04,8.171823647693361181e+02
1.063802741086586866e+04,8.171994349355187524e+02
1.063802743270138672e+04,8.172165019122106742e+02
1.063802745453690295e+04,8.172335656964276041e+02
1.063802747637241919e+04,8.172506262894505653e+02
1.063802749820793724e+04,8.172676836925600128e+02
1.063802752004345348e+04,8.172847379027732586e+02
1.063802754187896971e+04,8.173017889213707576e+02
1.063802756371448777e+04,8.173188367496318278e+02
1.063802758555000401e+04,8.173358813845757140e+02
1.063802760738552206e+04,8.173529228289016828e+02
1.063802762922103830e+04,8.173699610796297748e+02
1.063802765105655453e+04,8.173869961380395353e+02
1.063802767289207259e+04,8.174040280054089180e+02
1.063802769472758882e+04,8.174210566787601238e+02
1.063802771656310506e+04,8.174380821593714472e+02
1.063802773839862311e+04,8.174551044485203875e+02
1.063802776023413935e+04,8.174721235432307367e+02
1.063802778206965559e+04,8.174891394447803350e+02
1.063802780390517364e+04,8.175061521544456582e+02
1.063802782574068988e+04,8.175231616692522039e+02
1.063802784757620611e+04,8.175401679904771299e+02
1.063802786941172417e+04,8.175571711193963438e+02
1.063802789124724040e+04,8.175741710530368209e+02
1.063802791308275846e+04,8.175911677940907794e+02
1.063802793491827470e+04,8.176081613395863315e+02
1.063802795675379093e+04,8.176251516907991572e+02
1.063802797858930899e+04,8.176421388490043682e+02
1.063802800042482522e+04,8.176591228112315548e+02
1.063802802226034146e+04,8.176761035787559422e+02
1.063802804409585951e+04,8.176930811528517324e+02
1.063802806593137575e+04,8.177100555305501075e+02
1.063802808776689199e+04,8.177270267131259516e+02
1.063802810960241004e+04,8.177439947018522162e+02
1.063802813143792628e+04,8.177609594937623569e+02
1.063802815327344251e+04,8.177779210901298939e+02
1.063802817510896057e+04,8.177948794922277784e+02
1.063802819694447680e+04,8.178118346970906032e+02
1.063802821877999486e+04,8.178287867074034239e+02
1.063802824061551109e+04,8.178457355202020835e+02
1.063802826245102733e+04,8.178626811367593064e+02
1.063802828428654539e+04,8.178796235583463385e+02
1.063802830612206162e+04,8.178965627820010695e+02
1.063802832795757786e+04,8.179134988089952003e+02
1.063802834979309591e+04,8.179304316405992950e+02
1.063802837162861215e+04,8.179473612738529482e+02
1.063802839346412838e+04,8.179642877100269516e+02
1.063802841529964644e+04,8.179812109503916417e+02
1.063802843713516268e+04,8.179981309919877503e+02
1.063802845897067891e+04,8.180150478360856141e+02
1.063802848080619697e+04,8.180319614839548876e+02
1.063802850264171320e+04,8.180488719326377804e+02
1.063802852447723126e+04,8.180657791848125271e+02
1.063802854631274749e+04,8.180826832375228150e+02
1.063802856814826373e+04,8.180995840920377304e+02
1.063802858998378179e+04,8.181164817496255637e+02
1.063802861181929802e+04,8.181333762073314801e+02
1.063802863365481426e+04,8.181502674664241113e+02
1.063802865549033231e+04,8.181671555281708379e+02
1.063802867732584855e+04,8.181840403896187581e+02
1.063802869916136478e+04,8.182009220520355939e+02
