Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.013335255787055939e+04,1.211835589230406107e+01
1.013335257878931770e+04,1.211830964293595692e+01
1.013335259970807601e+04,1.211826339335891412e+01
1.013335262062683432e+04,1.211821714357293089e+01
1.013335264154559445e+04,1.211817089357399446e+01
1.013335266246435276e+04,1.211812464337014461e+01
1.013335268338311107e+04,1.211807839295736322e+01
1.013335270430186938e+04,1.211803214233566095e+01
1.013335272522062769e+04,1.211798589150502714e+01
1.013335274613938600e+04,1.211793964046546890e+01
1.013335276705814431e+04,1.211789338921699333e+01
1.013335278797690262e+04,1.211784713775959865e+01
1.013335280889566275e+04,1.211780088608926143e+01
1.013335282981442106e+04,1.211775463421403742e+01
1.013335285073317937e+04,1.211770838212989432e+01
1.013335287165193768e+04,1.211766212983684632e+01
1.013335289257069599e+04,1.211761587733489165e+01
1.013335291348945429e+04,1.211756962462402676e+01
1.013335293440821260e+04,1.211752337170426230e+01
1.013335295532697091e+04,1.211747711857559828e+01
1.013335297624573104e+04,1.211743086523401125e+01
1.013335299716448935e+04,1.211738461168754988e+01
1.013335301808324766e+04,1.211733835793219960e+01
1.013335303900200597e+04,1.211729210396794976e+01
1.013335305992076428e+04,1.211724584979481278e+01
1.013335308083952259e+04,1.211719959541279401e+01
1.013335310175828090e+04,1.211715334082188100e+01
1.013335312267703921e+04,1.211710708602209507e+01
1.013335314359579934e+04,1.211706083100940035e+01
1.013335316451455765e+04,1.211701457579185259e+01
1.013335318543331596e+04,1.211696832036543015e+01
1.013335320635207427e+04,1.211692206473012945e+01
1.013335322727083258e+04,1.211687580888595939e+01
1.013335324818959089e+04,1.211682955283292529e+01
1.013335326910834920e+04,1.211678329657101649e+01
1.013335329002710751e+04,1.211673704010024544e+01
1.013335331094586763e+04,1.211669078341659223e+01
1.013335333186462594e+04,1.211664452652810198e+01
1.013335335278338425e+04,1.211659826943075124e+01
1.013335337370214256e+04,1.211655201212454891e+01
1.013335339462090087e+04,1.211650575460948787e+01
1.013335341553965918e+04,1.211645949688558055e+01
1.013335343645841749e+04,1.211641323895282518e+01
1.013335345737717762e+04,1.211636698080719832e+01
