Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.908226643518544734e+03,4.411519680425341789e+02
9.908226666740774817e+03,4.411477917656579280e+02
9.908226689963004901e+03,4.411436153980149584e+02
9.908226713185233166e+03,4.411394389399368379e+02
9.908226736407463250e+03,4.411352623907736188e+02
9.908226759629693333e+03,4.411310857508569825e+02
9.908226782851923417e+03,4.411269090201910785e+02
9.908226806074151682e+03,4.411227321991075883e+02
9.908226829296381766e+03,4.411185552869564503e+02
9.908226852518611850e+03,4.411143782840694030e+02
9.908226875740841933e+03,4.411102011904506526e+02
9.908226898963070198e+03,4.411060240064318805e+02
9.908226922185300282e+03,4.411018467313630254e+02
9.908226945407530366e+03,4.410976693655756549e+02
9.908226968629760449e+03,4.410934919090742028e+02
9.908226991851988714e+03,4.410893143621902937e+02
9.908227015074218798e+03,4.410851367242738093e+02
9.908227038296448882e+03,4.410809589956562604e+02
9.908227061518678966e+03,4.410767811763422515e+02
9.908227084740907230e+03,4.410726032666631795e+02
9.908227107963137314e+03,4.410684252659692106e+02
9.908227131185367398e+03,4.410642471745916851e+02
9.908227154407597482e+03,4.410600689925352640e+02
9.908227177629825746e+03,4.410558907201313446e+02
9.908227200852055830e+03,4.410517123567298086e+02
9.908227224074285914e+03,4.410475339026625079e+02
9.908227247296515998e+03,4.410433553579338195e+02
9.908227270518744263e+03,4.410391767228750837e+02
9.908227293740974346e+03,4.410349979968364096e+02
9.908227316963204430e+03,4.410308191801493081e+02
9.908227340185434514e+03,4.410266402728183266e+02
9.908227363407662779e+03,4.410224612751749760e+02
9.908227386629892862e+03,4.410182821865691380e+02
9.908227409852122946e+03,4.410141030073325510e+02
9.908227433074353030e+03,4.410099237374694212e+02
9.908227456296581295e+03,4.410057443773116574e+02
9.908227479518811379e+03,4.410015649262088573e+02
9.908227502741041462e+03,4.409973853844928158e+02
9.908227525963271546e+03,4.409932057521677962e+02
9.908227549185499811e+03,4.409890260295657640e+02
9.908227572407729895e+03,4.409848462160362033e+02
9.908227595629959978e+03,4.409806663119108521e+02
9.908227618852190062e+03,4.409764863171942579e+02
9.908227642074418327e+03,4.409723062322178748e+02
9.908227665296648411e+03,4.409681260563318119e+02
9.908227688518878495e+03,4.409639457898673527e+02
9.908227711741108578e+03,4.409597654328290446e+02
9.908227734963336843e+03,4.409555849855486827e+02
9.908227758185566927e+03,4.409514044473759782e+02
9.908227781407797011e+03,4.409472238186427830e+02
9.908227804630027094e+03,4.409430430993530763e+02
9.908227827852255359e+03,4.409388622898389940e+02
9.908227851074485443e+03,4.409346813894500201e+02
9.908227874296715527e+03,4.409305003985179496e+02
9.908227897518945610e+03,4.409263193170469890e+02
9.908227920741173875e+03,4.409221381453693880e+02
9.908227943963403959e+03,4.409179568828341758e+02
9.908227967185634043e+03,4.409137755297735453e+02
9.908227990407864127e+03,4.409095940861915892e+02
9.908228013630092391e+03,4.409054125524204437e+02
9.908228036852322475e+03,4.409012309278093653e+02
9.908228060074552559e+03,4.408970492126903196e+02
9.908228083296782643e+03,4.408928674070675697e+02
9.908228106519010908e+03,4.408886855112731951e+02
9.908228129741240991e+03,4.408845035246563384e+02
9.908228152963471075e+03,4.408803214475490222e+02
9.908228176185701159e+03,4.408761392799556234e+02
9.908228199407929424e+03,4.408719570222081643e+02
9.908228222630159507e+03,4.408677746736557310e+02
9.908228245852389591e+03,4.408635922346305165e+02
9.908228269074619675e+03,4.408594097051368408e+02
9.908228292296847940e+03,4.408552270855063284e+02
9.908228315519078023e+03,4.408510443750886907e+02
9.908228338741308107e+03,4.408468615742154952e+02
9.908228361963538191e+03,4.408426786828914601e+02
9.908228385185766456e+03,4.408384957014484939e+02
9.908228408407996540e+03,4.408343126292356828e+02
9.908228431630226623e+03,4.408301294665849355e+02
9.908228454852456707e+03,4.408259462135008562e+02
9.908228478074684972e+03,4.408217628703154105e+02
9.908228501296915056e+03,4.408175794363776845e+02
9.908228524519145139e+03,4.408133959120196437e+02
9.908228547741375223e+03,4.408092122972457219e+02
9.908228570963603488e+03,4.408050285923879983e+02
9.908228594185833572e+03,4.408008447967955021e+02
9.908228617408063656e+03,4.407966609108003126e+02
9.908228640630293739e+03,4.407924769344068068e+02
9.908228663852522004e+03,4.407882928679471775e+02
9.908228687074752088e+03,4.407841087107702265e+02
9.908228710296982172e+03,4.407799244632082036e+02
9.908228733519212255e+03,4.407757401252653153e+02
9.908228756741440520e+03,4.407715556972738682e+02
9.908228779963670604e+03,4.407673711785826640e+02
9.908228803185900688e+03,4.407631865695238389e+02
9.908228826408130772e+03,4.407590018701019403e+02
9.908228849630359036e+03,4.407548170806489338e+02
9.908228872852589120e+03,4.407506322005137918e+02
9.908228896074819204e+03,4.407464472300285365e+02
9.908228919297049288e+03,4.407422621691976587e+02
9.908228942519277552e+03,4.407380770183533514e+02
9.908228965741507636e+03,4.407338917768444162e+02
9.908228988963737720e+03,4.407297064450029325e+02
9.908229012185967804e+03,4.407255210228335613e+02
9.908229035408196069e+03,4.407213355106681547e+02
9.908229058630426152e+03,4.407171499078556849e+02
9.908229081852656236e+03,4.407129642147282880e+02
9.908229105074886320e+03,4.407087784312904546e+02
9.908229128297114585e+03,4.407045925578743777e+02
9.908229151519344668e+03,4.407004065938286885e+02
9.908229174741574752e+03,4.406962205394855800e+02
9.908229197963804836e+03,4.406920343948495429e+02
9.908229221186033101e+03,4.406878481602528836e+02
9.908229244408263185e+03,4.406836618350442336e+02
9.908229267630493268e+03,4.406794754195558426e+02
9.908229290852723352e+03,4.406752889137918032e+02
9.908229314074951617e+03,4.406711023180849338e+02
9.908229337297181701e+03,4.406669156317835814e+02
9.908229360519411784e+03,4.406627288552198820e+02
9.908229383741641868e+03,4.406585419883983832e+02
9.908229406963870133e+03,4.406543550316516189e+02
9.908229430186100217e+03,4.406501679843276520e+02
9.908229453408330301e+03,4.406459808467591301e+02
9.908229476630560384e+03,4.406417936189503735e+02
9.908229499852788649e+03,4.406376063012338591e+02
9.908229523075018733e+03,4.406334188929577067e+02
9.908229546297248817e+03,4.406292313944545640e+02
9.908229569519478900e+03,4.406250438057286942e+02
9.908229592741707165e+03,4.406208561271127451e+02
9.908229615963937249e+03,4.406166683579547225e+02
9.908229639186167333e+03,4.406124804985873311e+02
9.908229662408397417e+03,4.406082925490148341e+02
9.908229685630625681e+03,4.406041045095695381e+02
9.908229708852855765e+03,4.405999163796000175e+02
9.908229732075085849e+03,4.405957281594386359e+02
9.908229755297315933e+03,4.405915398490895427e+02
9.908229778519544197e+03,4.405873514488855562e+02
9.908229801741774281e+03,4.405831629581747393e+02
9.908229824964004365e+03,4.405789743772894553e+02
9.908229848186234449e+03,4.405747857062343655e+02
9.908229871408462714e+03,4.405705969453417765e+02
9.908229894630692797e+03,4.405664080939598648e+02
9.908229917852922881e+03,4.405622191524212781e+02
9.908229941075152965e+03,4.405580301207302227e+02
9.908229964297381230e+03,4.405538409992194602e+02
9.908229987519611313e+03,4.405496517872368827e+02
9.908230010741841397e+03,4.405454624851150811e+02
9.908230033964071481e+03,4.405412730928586598e+02
9.908230057186299746e+03,4.405370836107998116e+02
9.908230080408529830e+03,4.405328940382869405e+02
9.908230103630759913e+03,4.405287043756524099e+02
9.908230126852989997e+03,4.405245146229006536e+02
9.908230150075218262e+03,4.405203247803642057e+02
9.908230173297448346e+03,4.405161348473912994e+02
9.908230196519678429e+03,4.405119448243142983e+02
9.908230219741908513e+03,4.405077547111376361e+02
9.908230242964136778e+03,4.405035645081939037e+02
9.908230266186366862e+03,4.404993742148311640e+02
9.908230289408596946e+03,4.404951838313820645e+02
9.908230312630827029e+03,4.404909933578508685e+02
9.908230335853055294e+03,4.404868027945701670e+02
9.908230359075285378e+03,4.404826121408880795e+02
9.908230382297515462e+03,4.404784213971371400e+02
9.908230405519745545e+03,4.404742305633216688e+02
9.908230428741973810e+03,4.404700396397744839e+02
9.908230451964203894e+03,4.404658486258432504e+02
9.908230475186433978e+03,4.404616575218607863e+02
9.908230498408664062e+03,4.404574663278313551e+02
9.908230521630892326e+03,4.404532750440878885e+02
9.908230544853122410e+03,4.404490836699779948e+02
9.908230568075352494e+03,4.404448922058343214e+02
9.908230591297582578e+03,4.404407006516614729e+02
9.908230614519810842e+03,4.404365090077919831e+02
9.908230637742040926e+03,4.404323172735738012e+02
9.908230660964271010e+03,4.404281254493392339e+02
9.908230684186501094e+03,4.404239335350931128e+02
9.908230707408729359e+03,4.404197415311680857e+02
9.908230730630959442e+03,4.404155494369118173e+02
9.908230753853189526e+03,4.404113572526570124e+02
9.908230777075419610e+03,4.404071649784081046e+02
9.908230800297647875e+03,4.404029726144977417e+02
9.908230823519877958e+03,4.403987801602738728e+02
9.908230846742108042e+03,4.403945876160688613e+02
9.908230869964338126e+03,4.403903949818874253e+02
9.908230893186566391e+03,4.403862022580623261e+02
9.908230916408796475e+03,4.403820094439410013e+02
9.908230939631026558e+03,4.403778165398564965e+02
9.908230962853256642e+03,4.403736235458128476e+02
9.908230986075484907e+03,4.403694304621433275e+02
9.908231009297714991e+03,4.403652372881950896e+02
9.908231032519945074e+03,4.403610440243011226e+02
9.908231055742175158e+03,4.403568506704658603e+02
9.908231078964403423e+03,4.403526572270222346e+02
9.908231102186633507e+03,4.403484636933173988e+02
9.908231125408863591e+03,4.403442700696845691e+02
9.908231148631093674e+03,4.403400763561277813e+02
9.908231171853321939e+03,4.403358825529804221e+02
9.908231195075552023e+03,4.403316886595894744e+02
9.908231218297782107e+03,4.403274946762879836e+02
9.908231241520012190e+03,4.403233006030803836e+02
9.908231264742240455e+03,4.403191064402996062e+02
9.908231287964470539e+03,4.403149121872929754e+02
9.908231311186700623e+03,4.403107178443932526e+02
9.908231334408930707e+03,4.403065234116050419e+02
9.908231357631158971e+03,4.403023288892612186e+02
9.908231380853389055e+03,4.402981342767092201e+02
9.908231404075619139e+03,4.402939395742818078e+02
9.908231427297849223e+03,4.402897447819834724e+02
9.908231450520077487e+03,4.402855499001470889e+02
9.908231473742307571e+03,4.402813549281200949e+02
9.908231496964537655e+03,4.402771598662352517e+02
9.908231520186767739e+03,4.402729647144971068e+02
9.908231543408996004e+03,4.402687694732387058e+02
9.908231566631226087e+03,4.402645741418070315e+02
9.908231589853456171e+03,4.402603787205352432e+02
9.908231613075686255e+03,4.402561832094277179e+02
9.908231636297914520e+03,4.402519876088175579e+02
9.908231659520144603e+03,4.402477919180516892e+02
9.908231682742374687e+03,4.402435961374634417e+02
9.908231705964604771e+03,4.402394002670569080e+02
9.908231729186833036e+03,4.402352043071653611e+02
9.908231752409063120e+03,4.402310082571358976e+02
9.908231775631293203e+03,4.402268121173013924e+02
9.908231798853523287e+03,4.402226158876663362e+02
9.908231822075751552e+03,4.402184195685640020e+02
9.908231845297981636e+03,4.402142231593411452e+02
9.908231868520211719e+03,4.402100266603308683e+02
9.908231891742441803e+03,4.402058300715378323e+02
9.908231914964670068e+03,4.402016333932948555e+02
9.908231938186900152e+03,4.401974366249491482e+02
9.908231961409130236e+03,4.401932397668335852e+02
9.908231984631360319e+03,4.401890428189529416e+02
9.908232007853588584e+03,4.401848457816398650e+02
9.908232031075818668e+03,4.401806486542416224e+02
9.908232054298048752e+03,4.401764514370913730e+02
9.908232077520278835e+03,4.401722541301933234e+02
9.908232100742507100e+03,4.401680567338808032e+02
9.908232123964737184e+03,4.401638592475006249e+02
9.908232147186967268e+03,4.401596616713859476e+02
9.908232170409197352e+03,4.401554640055410346e+02
9.908232193631425616e+03,4.401512662502993294e+02
9.908232216853655700e+03,4.401470684050074738e+02
9.908232240075885784e+03,4.401428704699988543e+02
9.908232263298115868e+03,4.401386724452776207e+02
9.908232286520344132e+03,4.401344743311772731e+02
9.908232309742574216e+03,4.401302761270442829e+02
9.908232332964804300e+03,4.401260778332121504e+02
9.908232356187034384e+03,4.401218794496850819e+02
9.908232379409262649e+03,4.401176809767964073e+02
9.908232402631492732e+03,4.401134824138928252e+02
9.908232425853722816e+03,4.401092837613076085e+02
9.908232449075952900e+03,4.401050850190450774e+02
9.908232472298181165e+03,4.401008861874386753e+02
9.908232495520411248e+03,4.400966872658349303e+02
9.908232518742641332e+03,4.400924882545670584e+02
9.908232541964871416e+03,4.400882891536396073e+02
9.908232565187099681e+03,4.400840899633857930e+02
9.908232588409329765e+03,4.400798906831524278e+02
9.908232611631559848e+03,4.400756913132723867e+02
9.908232634853789932e+03,4.400714918537503877e+02
9.908232658076018197e+03,4.400672923049198744e+02
9.908232681298248281e+03,4.400630926661270337e+02
9.908232704520478364e+03,4.400588929377055365e+02
9.908232727742708448e+03,4.400546931196595892e+02
9.908232750964936713e+03,4.400504932123226354e+02
9.908232774187166797e+03,4.400462932150410893e+02
9.908232797409396881e+03,4.400420931281484513e+02
9.908232820631626964e+03,4.400378929516489279e+02
9.908232843853855229e+03,4.400336926858760194e+02
9.908232867076085313e+03,4.400294923301761969e+02
9.908232890298315397e+03,4.400252918848828472e+02
9.908232913520545480e+03,4.400210913500003471e+02
9.908232936742773745e+03,4.400168907258620266e+02
9.908232959965003829e+03,4.400126900118144704e+02
9.908232983187233913e+03,4.400084892081909516e+02
9.908233006409463997e+03,4.400042883149958470e+02
9.908233029631692261e+03,4.400000873325627708e+02
9.908233052853922345e+03,4.399958862602379099e+02
9.908233076076152429e+03,4.399916850983547079e+02
