Time (BJD_TBD - 2450000), L_e/L_star (ppm)
9.917309675925876945e+03,6.032182775206597070e-01
9.917309697571559809e+03,6.034138777153933431e-01
9.917309719217242673e+03,6.036095094677292883e-01
9.917309740862925537e+03,6.038051727775606281e-01
9.917309762508608401e+03,6.040008676447948810e-01
9.917309784154293084e+03,6.041965940857874084e-01
9.917309805799975948e+03,6.043923520675430483e-01
9.917309827445658811e+03,6.045881416064100566e-01
9.917309849091341675e+03,6.047839627022886244e-01
9.917309870737024539e+03,6.049798153550866031e-01
9.917309892382707403e+03,6.051756995647039616e-01
9.917309914028390267e+03,6.053716153310486625e-01
9.917309935674073131e+03,6.055675626540135692e-01
9.917309957319757814e+03,6.057635415499756926e-01
9.917309978965440678e+03,6.059595519859040103e-01
9.917310000611123542e+03,6.061555939781611002e-01
9.917310022256806405e+03,6.063516675266544809e-01
9.917310043902489269e+03,6.065477726312845652e-01
9.917310065548172133e+03,6.067439092919587607e-01
9.917310087193854997e+03,6.069400775085704858e-01
9.917310108839537861e+03,6.071362772810272590e-01
9.917310130485222544e+03,6.073325086257269634e-01
9.917310152130905408e+03,6.075287715095889496e-01
9.917310173776588272e+03,6.077250659489973339e-01
9.917310195422271136e+03,6.079213919438662961e-01
9.917310217067954000e+03,6.081177494940894768e-01
9.917310238713636863e+03,6.083141385995743944e-01
9.917310260359319727e+03,6.085105592602212399e-01
9.917310282005002591e+03,6.087070114759305373e-01
9.917310303650687274e+03,6.089034952631217079e-01
9.917310325296370138e+03,6.091000105886713589e-01
9.917310346942053002e+03,6.092965574689915842e-01
9.917310368587735866e+03,6.094931359039832408e-01
9.917310390233418730e+03,6.096897458935534031e-01
9.917310411879101594e+03,6.098863874375956007e-01
9.917310433524784457e+03,6.100830605360243464e-01
9.917310455170467321e+03,6.102797651887400532e-01
9.917310476816152004e+03,6.104765014121622535e-01
9.917310498461834868e+03,6.106732691731531215e-01
9.917310520107517732e+03,6.108700684881253062e-01
9.917310541753200596e+03,6.110668993569930985e-01
9.917310563398883460e+03,6.112637617796499168e-01
9.917310585044566324e+03,6.114606557560032796e-01
9.917310606690249188e+03,6.116575812859534889e-01
9.917310628335932051e+03,6.118545383694082851e-01
9.917310649981616734e+03,6.120515270228151783e-01
9.917310671627299598e+03,6.122485472129729489e-01
9.917310693272982462e+03,6.124455989563434288e-01
9.917310714918665326e+03,6.126426822528129312e-01
9.917310736564348190e+03,6.128397971022959689e-01
9.917310758210031054e+03,6.130369435046929549e-01
9.917310779855713918e+03,6.132341214599044132e-01
9.917310801501396782e+03,6.134313309678306458e-01
9.917310823147079645e+03,6.136285720283719547e-01
9.917310844792764328e+03,6.138258446580190375e-01
9.917310866438447192e+03,6.140231488235062818e-01
9.917310888084130056e+03,6.142204845413169467e-01
9.917310909729812920e+03,6.144178518113515564e-01
9.917310931375495784e+03,6.146152506335177401e-01
9.917310953021178648e+03,6.148126810077155779e-01
9.917310974666861512e+03,6.150101429338387105e-01
9.917310996312544376e+03,6.152076364117943230e-01
9.917311017958229058e+03,6.154051614580873242e-01
