Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.917309675925876945e+03,6.240648365111709381e+02
9.917309697571559809e+03,6.240819302992615576e+02
9.917309719217242673e+03,6.240990217929894470e+02
9.917309740862925537e+03,6.241161109922160222e+02
9.917309762508608401e+03,6.241331978968029262e+02
9.917309784154293084e+03,6.241502825080470984e+02
9.917309805799975948e+03,6.241673648229390210e+02
9.917309827445658811e+03,6.241844448427758607e+02
9.917309849091341675e+03,6.242015225674191470e+02
9.917309870737024539e+03,6.242185979967306366e+02
9.917309892382707403e+03,6.242356711305719728e+02
9.917309914028390267e+03,6.242527419688047985e+02
9.917309935674073131e+03,6.242698105112907569e+02
9.917309957319757814e+03,6.242868767593255370e+02
9.917309978965440678e+03,6.243039407099028040e+02
9.917310000611123542e+03,6.243210023643182467e+02
9.917310022256806405e+03,6.243380617224338494e+02
9.917310043902489269e+03,6.243551187841111414e+02
9.917310065548172133e+03,6.243721735492119933e+02
9.917310087193854997e+03,6.243892260175983893e+02
9.917310108839537861e+03,6.244062761891318587e+02
9.917310130485222544e+03,6.244233240651071810e+02
9.917310152130905408e+03,6.244403696425204089e+02
9.917310173776588272e+03,6.244574129226666628e+02
9.917310195422271136e+03,6.244744539054076995e+02
9.917310217067954000e+03,6.244914925906051621e+02
9.917310238713636863e+03,6.245085289781213760e+02
9.917310260359319727e+03,6.245255630678180978e+02
9.917310282005002591e+03,6.245425948595573118e+02
9.917310303650687274e+03,6.245596243546320920e+02
9.917310325296370138e+03,6.245766515500419018e+02
9.917310346942053002e+03,6.245936764470807248e+02
9.917310368587735866e+03,6.246106990456097492e+02
9.917310390233418730e+03,6.246277193454916414e+02
9.917310411879101594e+03,6.246447373465881583e+02
9.917310433524784457e+03,6.246617530487617387e+02
9.917310455170467321e+03,6.246787664518741394e+02
9.917310476816152004e+03,6.246957775572170704e+02
9.917310498461834868e+03,6.247127863617936328e+02
9.917310520107517732e+03,6.247297928668958775e+02
9.917310541753200596e+03,6.247467970723855615e+02
9.917310563398883460e+03,6.247637989781252372e+02
9.917310585044566324e+03,6.247807985839770026e+02
9.917310606690249188e+03,6.247977958898030693e+02
9.917310628335932051e+03,6.248147908954657623e+02
9.917310649981616734e+03,6.248317836022553138e+02
9.917310671627299598e+03,6.248487740071782355e+02
9.917310693272982462e+03,6.248657621115244183e+02
9.917310714918665326e+03,6.248827479151566422e+02
9.917310736564348190e+03,6.248997314179372324e+02
9.917310758210031054e+03,6.249167126197282869e+02
9.917310779855713918e+03,6.249336915203924718e+02
9.917310801501396782e+03,6.249506681197923399e+02
9.917310823147079645e+03,6.249676424177898753e+02
9.917310844792764328e+03,6.249846144156741730e+02
9.917310866438447192e+03,6.250015841104548144e+02
9.917310888084130056e+03,6.250185515034210084e+02
9.917310909729812920e+03,6.250355165944348528e+02
9.917310931375495784e+03,6.250524793833592412e+02
9.917310953021178648e+03,6.250694398700566126e+02
9.917310974666861512e+03,6.250863980543895195e+02
9.917310996312544376e+03,6.251033539362205147e+02
9.917311017958229058e+03,6.251203075168368741e+02
9.917311039603911922e+03,6.251372587932518172e+02
9.917311061249594786e+03,6.251542077667527337e+02
9.917311082895277650e+03,6.251711544372022900e+02
9.917311104540960514e+03,6.251880988044632659e+02
9.917311126186643378e+03,6.252050408683983278e+02
9.917311147832326242e+03,6.252219806288700283e+02
9.917311169478009106e+03,6.252389180857413749e+02
9.917311191123693789e+03,6.252558532402980518e+02
9.917311212769376652e+03,6.252727860895564618e+02
9.917311234415059516e+03,6.252897166348026303e+02
9.917311256060742380e+03,6.253066448758996785e+02
9.917311277706425244e+03,6.253235708127101589e+02
9.917311299352108108e+03,6.253404944450968515e+02
9.917311320997790972e+03,6.253574157729228773e+02
9.917311342643473836e+03,6.253743347960509027e+02
9.917311364289158519e+03,6.253912515157655889e+02
9.917311385934841383e+03,6.254081659290865218e+02
9.917311407580524246e+03,6.254250780372980216e+02
9.917311429226207110e+03,6.254419878402636641e+02
9.917311450871889974e+03,6.254588953378460019e+02
9.917311472517572838e+03,6.254758005299081560e+02
9.917311494163255702e+03,6.254927034163133612e+02
9.917311515808938566e+03,6.255096039969242838e+02
9.917311537454623249e+03,6.255265022730241071e+02
9.917311559100306113e+03,6.255433982416356002e+02
9.917311580745988977e+03,6.255602919040425149e+02
9.917311602391671840e+03,6.255771832601075175e+02
9.917311624037354704e+03,6.255940723096938427e+02
9.917311645683037568e+03,6.256109590526647253e+02
9.917311667328720432e+03,6.256278434888831725e+02
9.917311688974403296e+03,6.256447256182126466e+02
9.917311710620087979e+03,6.256616054419343982e+02
9.917311732265770843e+03,6.256784829570749480e+02
9.917311753911453707e+03,6.256953581649161151e+02
9.917311775557136571e+03,6.257122310653209070e+02
9.917311797202819434e+03,6.257291016581527856e+02
9.917311818848502298e+03,6.257459699432750995e+02
9.917311840494185162e+03,6.257628359205510833e+02
9.917311862139868026e+03,6.257796995898440855e+02
9.917311883785550890e+03,6.257965609510174545e+02
9.917311905431235573e+03,6.258134200053513041e+02
9.917311927076918437e+03,6.258302767498753383e+02
9.917311948722601301e+03,6.258471311858700119e+02
9.917311970368284165e+03,6.258639833131987871e+02
9.917311992013967028e+03,6.258808331317247848e+02
9.917312013659649892e+03,6.258976806413118084e+02
9.917312035305332756e+03,6.259145258418233198e+02
