Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.896128576389048249e+03,1.154724460806126558e+02
9.896128599245501391e+03,1.154721083706757980e+02
9.896128622101952715e+03,1.154717706534570425e+02
9.896128644958405857e+03,1.154714329289026580e+02
9.896128667814857181e+03,1.154710951970664752e+02
9.896128690671310324e+03,1.154707574578947771e+02
9.896128713527761647e+03,1.154704197114413375e+02
9.896128736384214790e+03,1.154700819576524964e+02
9.896128759240666113e+03,1.154697441965820417e+02
9.896128782097119256e+03,1.154694064281762280e+02
9.896128804953570580e+03,1.154690686524889003e+02
9.896128827810023722e+03,1.154687308694662988e+02
9.896128850666476865e+03,1.154683930791353959e+02
9.896128873522928188e+03,1.154680552815231067e+02
9.896128896379381331e+03,1.154677174765757002e+02
9.896128919235832655e+03,1.154673796643469643e+02
9.896128942092285797e+03,1.154670418447832390e+02
9.896128964948737121e+03,1.154667040179382980e+02
9.896128987805190263e+03,1.154663661837584243e+02
9.896129010661641587e+03,1.154660283422974345e+02
9.896129033518094730e+03,1.154656904935016115e+02
9.896129056374546053e+03,1.154653526374247861e+02
9.896129079230999196e+03,1.154650147740131700e+02
9.896129102087450519e+03,1.154646769033206368e+02
9.896129124943903662e+03,1.154643390252934410e+02
9.896129147800356805e+03,1.154640011399585262e+02
9.896129170656808128e+03,1.154636632473428222e+02
9.896129193513261271e+03,1.154633253473925691e+02
9.896129216369712594e+03,1.154629874401616405e+02
9.896129239226165737e+03,1.154626495255962624e+02
9.896129262082617061e+03,1.154623116037502939e+02
9.896129284939070203e+03,1.154619736745699612e+02
9.896129307795521527e+03,1.154616357381091234e+02
9.896129330651974669e+03,1.154612977943140351e+02
9.896129353508425993e+03,1.154609598432384843e+02
9.896129376364879136e+03,1.154606218848287966e+02
9.896129399221332278e+03,1.154602839191119017e+02
9.896129422077783602e+03,1.154599459461147006e+02
9.896129444934236744e+03,1.154596079657834764e+02
9.896129467790688068e+03,1.154592699781720597e+02
9.896129490647141211e+03,1.154589319832267194e+02
9.896129513503592534e+03,1.154585939810012860e+02
9.896129536360045677e+03,1.154582559714419574e+02
9.896129559216497000e+03,1.154579179546026637e+02
9.896129582072950143e+03,1.154575799304296027e+02
9.896129604929401467e+03,1.154572418989766334e+02
9.896129627785854609e+03,1.154569038601899820e+02
9.896129650642307752e+03,1.154565658140966065e+02
9.896129673498759075e+03,1.154562277607234648e+02
9.896129696355212218e+03,1.154558897000167974e+02
9.896129719211663542e+03,1.154555516320304349e+02
9.896129742068116684e+03,1.154552135567106319e+02
9.896129764924568008e+03,1.154548754741112617e+02
9.896129787781021150e+03,1.154545373841785079e+02
9.896129810637472474e+03,1.154541992869662721e+02
9.896129833493925616e+03,1.154538611824207663e+02
9.896129856350376940e+03,1.154535230705958639e+02
9.896129879206830083e+03,1.154531849514377768e+02
9.896129902063283225e+03,1.154528468249734772e+02
9.896129924919734549e+03,1.154525086912299088e+02
9.896129947776187691e+03,1.154521705501533120e+02
9.896129970632639015e+03,1.154518324017975317e+02
9.896129993489092158e+03,1.154514942461088225e+02
9.896130016345543481e+03,1.154511560831409867e+02
9.896130039201996624e+03,1.154508179128403498e+02
9.896130062058447947e+03,1.154504797352606857e+02
9.896130084914901090e+03,1.154501415503482775e+02
9.896130107771352414e+03,1.154498033581569416e+02
9.896130130627805556e+03,1.154494651586329752e+02
9.896130153484256880e+03,1.154491269518301806e+02
9.896130176340710022e+03,1.154487887376947981e+02
9.896130199197163165e+03,1.154484505162537999e+02
9.896130222053614489e+03,1.154481122875341441e+02
9.896130244910067631e+03,1.154477740514820141e+02
9.896130267766518955e+03,1.154474358081513259e+02
9.896130290622972097e+03,1.154470975574882772e+02
9.896130313479423421e+03,1.154467592995467697e+02
9.896130336335876564e+03,1.154464210342729729e+02
9.896130359192327887e+03,1.154460827617208025e+02
9.896130382048781030e+03,1.154457444818364280e+02
9.896130404905232353e+03,1.154454061946737795e+02
9.896130427761685496e+03,1.154450679001790405e+02
9.896130450618138639e+03,1.154447295983791690e+02
9.896130473474589962e+03,1.154443912893011372e+02
9.896130496331043105e+03,1.154440529728911713e+02
9.896130519187494428e+03,1.154437146492031445e+02
9.896130542043947571e+03,1.154433763181832404e+02
9.896130564900398895e+03,1.154430379798853750e+02
9.896130587756852037e+03,1.154426996342557175e+02
9.896130610613303361e+03,1.154423612813481839e+02
9.896130633469756503e+03,1.154420229211090003e+02
9.896130656326207827e+03,1.154416845535919975e+02
9.896130679182660970e+03,1.154413461787434017e+02
9.896130702039114112e+03,1.154410077965901991e+02
9.896130724895565436e+03,1.154406694071593478e+02
9.896130747752018578e+03,1.154403310103970739e+02
9.896130770608469902e+03,1.154399926063572082e+02
9.896130793464923045e+03,1.154396541949859767e+02
9.896130816321374368e+03,1.154393157763372812e+02
9.896130839177827511e+03,1.154389773503573053e+02
9.896130862034278834e+03,1.154386389170999792e+02
9.896130884890731977e+03,1.154383004765114578e+02
9.896130907747183301e+03,1.154379620286456856e+02
9.896130930603636443e+03,1.154376235734487892e+02
9.896130953460089586e+03,1.154372851109477836e+02
9.896130976316540909e+03,1.154369466411696408e+02
9.896130999172994052e+03,1.154366081640605302e+02
9.896131022029445376e+03,1.154362696796743961e+02
9.896131044885898518e+03,1.154359311879573937e+02
9.896131067742349842e+03,1.154355926889634247e+02
9.896131090598802984e+03,1.154352541826386869e+02
9.896131113455254308e+03,1.154349156690370961e+02
9.896131136311707451e+03,1.154345771481047933e+02
9.896131159168158774e+03,1.154342386198957371e+02
9.896131182024611917e+03,1.154339000843560825e+02
9.896131204881063240e+03,1.154335615415397598e+02
9.896131227737516383e+03,1.154332229913929240e+02
9.896131250593969526e+03,1.154328844339425473e+02
9.896131273450420849e+03,1.154325458692156587e+02
9.896131296306873992e+03,1.154322072971583850e+02
9.896131319163325315e+03,1.154318687178246705e+02
9.896131342019778458e+03,1.154315301311606703e+02
9.896131364876229782e+03,1.154311915372203430e+02
9.896131387732682924e+03,1.154308529359498010e+02
9.896131410589134248e+03,1.154305143274030172e+02
9.896131433445587390e+03,1.154301757115261182e+02
9.896131456302038714e+03,1.154298370883730485e+02
9.896131479158491857e+03,1.154294984578899772e+02
9.896131502014944999e+03,1.154291598201039335e+02
9.896131524871396323e+03,1.154288211750417901e+02
9.896131547727849465e+03,1.154284825226498015e+02
9.896131570584300789e+03,1.154281438629818837e+02
9.896131593440753932e+03,1.154278051959841775e+02
9.896131616297205255e+03,1.154274665217106559e+02
9.896131639153658398e+03,1.154271278401074170e+02
9.896131662010109721e+03,1.154267891512284336e+02
9.896131684866562864e+03,1.154264504550198467e+02
9.896131707723014188e+03,1.154261117515356005e+02
9.896131730579467330e+03,1.154257730407218503e+02
9.896131753435920473e+03,1.154254343226055823e+02
9.896131776292371796e+03,1.154250955972137973e+02
9.896131799148824939e+03,1.154247568644926218e+02
9.896131822005276263e+03,1.154244181244960430e+02
9.896131844861729405e+03,1.154240793771701590e+02
9.896131867718180729e+03,1.154237406225689710e+02
9.896131890574633871e+03,1.154234018606385632e+02
9.896131913431085195e+03,1.154230630914329367e+02
9.896131936287538338e+03,1.154227243148981756e+02
9.896131959143989661e+03,1.154223855310882811e+02
9.896131982000442804e+03,1.154220467399493515e+02
9.896132004856895946e+03,1.154217079415084584e+02
9.896132027713347270e+03,1.154213691357925171e+02
9.896132050569800413e+03,1.154210303227476970e+02
9.896132073426251736e+03,1.154206915024279709e+02
9.896132096282704879e+03,1.154203526747794939e+02
9.896132119139156202e+03,1.154200138398561393e+02
9.896132141995609345e+03,1.154196749976041332e+02
9.896132164852060669e+03,1.154193361480773490e+02
9.896132187708513811e+03,1.154189972912219844e+02
9.896132210564965135e+03,1.154186584270919980e+02
9.896132233421418277e+03,1.154183195556334738e+02
9.896132256277869601e+03,1.154179806769004131e+02
9.896132279134322744e+03,1.154176417908389283e+02
9.896132301990775886e+03,1.154173028974760200e+02
9.896132324847227210e+03,1.154169639968387315e+02
9.896132347703680352e+03,1.154166250888731042e+02
9.896132370560131676e+03,1.154162861736332104e+02
9.896132393416584819e+03,1.154159472510650915e+02
9.896132416273036142e+03,1.154156083212227628e+02
9.896132439129489285e+03,1.154152693840523227e+02
9.896132461985940608e+03,1.154149304396077724e+02
9.896132484842393751e+03,1.154145914878351675e+02
9.896132507698845075e+03,1.154142525287885235e+02
9.896132530555298217e+03,1.154139135624139811e+02
9.896132553411751360e+03,1.154135745887385269e+02
9.896132576268202683e+03,1.154132356077891757e+02
9.896132599124655826e+03,1.154128966195119972e+02
9.896132621981107150e+03,1.154125576239610496e+02
9.896132644837560292e+03,1.154122186210824168e+02
9.896132667694011616e+03,1.154118796109300291e+02
9.896132690550464758e+03,1.154115405934500558e+02
9.896132713406916082e+03,1.154112015686964412e+02
9.896132736263369225e+03,1.154108625366153547e+02
9.896132759119820548e+03,1.154105234972606837e+02
9.896132781976273691e+03,1.154101844505786261e+02
9.896132804832726833e+03,1.154098453965961255e+02
9.896132827689178157e+03,1.154095063353402821e+02
9.896132850545631300e+03,1.154091672667571089e+02
9.896132873402082623e+03,1.154088281909006639e+02
9.896132896258535766e+03,1.154084891077170028e+02
9.896132919114987089e+03,1.154081500172601551e+02
9.896132941971440232e+03,1.154078109194761907e+02
9.896132964827891556e+03,1.154074718144191252e+02
9.896132987684344698e+03,1.154071327020350139e+02
9.896133010540796022e+03,1.154067935823779152e+02
