Time (BJD_TBD - 2450000), F_star + F_g (mJy)
1.061386530092591420e+04,2.593471617642570504e+00
1.061386531688121431e+04,2.593471616480688358e+00
1.061386533283651261e+04,2.593471615318801327e+00
1.061386534879181272e+04,2.593471614156910299e+00
1.061386536474711102e+04,2.593471612995013942e+00
1.061386538070241113e+04,2.593471611833113144e+00
1.061386539665770943e+04,2.593471610671208349e+00
1.061386541261300954e+04,2.593471609509298226e+00
1.061386542856830783e+04,2.593471608347383661e+00
1.061386544452360795e+04,2.593471607185465100e+00
1.061386546047890624e+04,2.593471606023541209e+00
1.061386547643420636e+04,2.593471604861613322e+00
1.061386549238950465e+04,2.593471603699680106e+00
1.061386550834480477e+04,2.593471602537742893e+00
1.061386552430010306e+04,2.593471601375801239e+00
1.061386554025540318e+04,2.593471600213854700e+00
1.061386555621070147e+04,2.593471599051903720e+00
1.061386557216600158e+04,2.593471597889947855e+00
1.061386558812129988e+04,2.593471596727987993e+00
1.061386560407659999e+04,2.593471595566022803e+00
1.061386562003189829e+04,2.593471594404053171e+00
1.061386563598719840e+04,2.593471593242079543e+00
1.061386565194249670e+04,2.593471592080100585e+00
1.061386566789779681e+04,2.593471590918117631e+00
1.061386568385309511e+04,2.593471589756129791e+00
1.061386569980839522e+04,2.593471588594137511e+00
1.061386571576369352e+04,2.593471587432140346e+00
1.061386573171899363e+04,2.593471586270139628e+00
1.061386574767429192e+04,2.593471585108133137e+00
1.061386576362959204e+04,2.593471583946122649e+00
1.061386577958489033e+04,2.593471582784107277e+00
1.061386579554019045e+04,2.593471581622087463e+00
1.061386581149549056e+04,2.593471580460063208e+00
1.061386582745078886e+04,2.593471579298034513e+00
1.061386584340608897e+04,2.593471578136000488e+00
1.061386585936138727e+04,2.593471576973962467e+00
1.061386587531668738e+04,2.593471575811919561e+00
1.061386589127198567e+04,2.593471574649872657e+00
1.061386590722728579e+04,2.593471573487820425e+00
1.061386592318258408e+04,2.593471572325764196e+00
1.061386593913788420e+04,2.593471571163703082e+00
1.061386595509318249e+04,2.593471570001637527e+00
1.061386597104848261e+04,2.593471568839567087e+00
1.061386598700378090e+04,2.593471567677492207e+00
1.061386600295908102e+04,2.593471566515412885e+00
1.061386601891437931e+04,2.593471565353329122e+00
1.061386603486967942e+04,2.593471564191240475e+00
1.061386605082497772e+04,2.593471563029147386e+00
1.061386606678027783e+04,2.593471561867049413e+00
1.061386608273557613e+04,2.593471560704947887e+00
1.061386609869087624e+04,2.593471559542840588e+00
1.061386611464617454e+04,2.593471558380729292e+00
1.061386613060147465e+04,2.593471557218613111e+00
1.061386614655677295e+04,2.593471556056492933e+00
1.061386616251207306e+04,2.593471554894367426e+00
1.061386617846737136e+04,2.593471553732237478e+00
1.061386619442267147e+04,2.593471552570103533e+00
1.061386621037796976e+04,2.593471551407964260e+00
1.061386622633326988e+04,2.593471550245820989e+00
