Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.014093855324061587e+04,5.381163986560077461e+01
1.014093857208740883e+04,5.381163986560077461e+01
1.014093859093419996e+04,5.381163986560077461e+01
1.014093860978099292e+04,5.381163986560077461e+01
1.014093862862778406e+04,5.381163986560077461e+01
1.014093864747457701e+04,5.381163986560077461e+01
1.014093866632136815e+04,5.381163986560077461e+01
1.014093868516816110e+04,5.381163986560077461e+01
1.014093870401495224e+04,5.381163986560077461e+01
1.014093872286174519e+04,5.381163986560077461e+01
1.014093874170853633e+04,5.381163986560077461e+01
1.014093876055532928e+04,5.381163986560077461e+01
1.014093877940212042e+04,5.381163986560077461e+01
1.014093879824891337e+04,5.381163986560077461e+01
1.014093881709570451e+04,5.381163986560077461e+01
1.014093883594249746e+04,5.381163986560077461e+01
1.014093885478928860e+04,5.381163986560077461e+01
1.014093887363608155e+04,5.381163986560077461e+01
1.014093889248287269e+04,5.381163986560077461e+01
1.014093891132966564e+04,5.381163986560077461e+01
1.014093893017645678e+04,5.381163986560077461e+01
1.014093894902324973e+04,5.381163986560077461e+01
1.014093896787004269e+04,5.381163986560077461e+01
1.014093898671683382e+04,5.381163986560077461e+01
1.014093900556362678e+04,5.381163986560077461e+01
1.014093902441041791e+04,5.381163986560077461e+01
1.014093904325721087e+04,5.381163986560077461e+01
1.014093906210400201e+04,5.381163986560077461e+01
1.014093908095079496e+04,5.381163986560077461e+01
1.014093909979758610e+04,5.381163986560077461e+01
1.014093911864437905e+04,5.381163986560077461e+01
1.014093913749117019e+04,5.381163986560077461e+01
1.014093915633796314e+04,5.381163986560077461e+01
1.014093917518475428e+04,5.381163986560077461e+01
1.014093919403154723e+04,5.381163986560077461e+01
1.014093921287833837e+04,5.381163986560077461e+01
1.014093923172513132e+04,5.381163986560077461e+01
1.014093925057192246e+04,5.381163986560077461e+01
1.014093926941871541e+04,5.381163986560077461e+01
1.014093928826550655e+04,5.381163986560077461e+01
1.014093930711229950e+04,5.381163986560077461e+01
1.014093932595909064e+04,5.381163986560077461e+01
1.014093934480588359e+04,5.381163986560077461e+01
1.014093936365267473e+04,5.381163986560077461e+01
1.014093938249946768e+04,5.381163986560077461e+01
1.014093940134626064e+04,5.381163986560077461e+01
1.014093942019305177e+04,5.381163986560077461e+01
1.014093943903984473e+04,5.381163986560077461e+01
1.014093945788663586e+04,5.381163986560077461e+01
1.014093947673342882e+04,5.381163986560077461e+01
1.014093949558021995e+04,5.381163986560077461e+01
1.014093951442701291e+04,5.381163986560077461e+01
1.014093953327380405e+04,5.381163986560077461e+01
1.014093955212059700e+04,5.381163986560077461e+01
1.014093957096738814e+04,5.381163986560077461e+01
1.014093958981418109e+04,5.381163986560077461e+01
1.014093960866097223e+04,5.381163986560077461e+01
1.014093962750776518e+04,5.381163986560077461e+01
1.014093964635455632e+04,5.381163986560077461e+01
1.014093966520134927e+04,5.381163986560077461e+01
1.014093968404814041e+04,5.381163986560077461e+01
1.014093970289493336e+04,5.381163986560077461e+01
1.014093972174172450e+04,5.381163986560077461e+01
1.014093974058851745e+04,5.381163986560077461e+01
1.014093975943530859e+04,5.381163986560077461e+01
1.014093977828210154e+04,5.381163986560077461e+01
1.014093979712889450e+04,5.381163986560077461e+01
1.014093981597568563e+04,5.381163986560077461e+01
1.014093983482247859e+04,5.381163986560077461e+01
1.014093985366926972e+04,5.381163986560077461e+01
1.014093987251606268e+04,5.381163986560077461e+01
1.014093989136285381e+04,5.381163986560077461e+01
1.014093991020964677e+04,5.381163986560077461e+01
1.014093992905643790e+04,5.381163986560077461e+01
1.014093994790323086e+04,5.381163986560077461e+01
1.014093996675002199e+04,5.381163986560077461e+01
1.014093998559681495e+04,5.381163986560077461e+01
1.014094000444360609e+04,5.381163986560077461e+01
1.014094002329039904e+04,5.381163986560077461e+01
1.014094004213719018e+04,5.381163986560077461e+01
1.014094006098398313e+04,5.381163986560077461e+01
1.014094007983077427e+04,5.381163986560077461e+01
1.014094009867756722e+04,5.381163986560077461e+01
1.014094011752435836e+04,5.381163986560077461e+01
1.014094013637115131e+04,5.381163986560077461e+01
1.014094015521794245e+04,5.381163986560077461e+01
1.014094017406473540e+04,5.381163986560077461e+01
1.014094019291152654e+04,5.381163986560077461e+01
1.014094021175831949e+04,5.381163986560077461e+01
1.014094023060511245e+04,5.381163986560077461e+01
1.014094024945190358e+04,5.381163986560077461e+01
1.014094026829869654e+04,5.381163986560077461e+01
1.014094028714548767e+04,5.381163986560077461e+01
1.014094030599228063e+04,5.381163986560077461e+01
1.014094032483907176e+04,5.381163986560077461e+01
1.014094034368586472e+04,5.381163986560077461e+01
1.014094036253265585e+04,5.381163986560077461e+01
1.014094038137944881e+04,5.381163986560077461e+01
1.014094040022623994e+04,5.381163986560077461e+01
1.014094041907303290e+04,5.381163986560077461e+01
1.014094043791982403e+04,5.381163986560077461e+01
1.014094045676661699e+04,5.381163986560077461e+01
1.014094047561340813e+04,5.381163986560077461e+01
1.014094049446020108e+04,5.381163986560077461e+01
1.014094051330699222e+04,5.381163986560077461e+01
1.014094053215378517e+04,5.381163986560077461e+01
1.014094055100057631e+04,5.381163986560077461e+01
1.014094056984736926e+04,5.381163986560077461e+01
1.014094058869416040e+04,5.381163986560077461e+01
1.014094060754095335e+04,5.381163986560077461e+01
1.014094062638774631e+04,5.381163986560077461e+01
1.014094064523453744e+04,5.381163986560077461e+01
1.014094066408133040e+04,5.381163986560077461e+01
1.014094068292812153e+04,5.381163986560077461e+01
1.014094070177491449e+04,5.381163986560077461e+01
1.014094072062170562e+04,5.381163986560077461e+01
1.014094073946849858e+04,5.381163986560077461e+01
1.014094075831528971e+04,5.381163986560077461e+01
1.014094077716208267e+04,5.381163986560077461e+01
1.014094079600887380e+04,5.381163986560077461e+01
1.014094081485566676e+04,5.381163986560077461e+01
1.014094083370245789e+04,5.381163986560077461e+01
1.014094085254925085e+04,5.381163986560077461e+01
1.014094087139604198e+04,5.381163986560077461e+01
1.014094089024283494e+04,5.381163986560077461e+01
1.014094090908962608e+04,5.381163986560077461e+01
1.014094092793641903e+04,5.381163986560077461e+01
1.014094094678321017e+04,5.381163986560077461e+01
1.014094096563000312e+04,5.381163986560077461e+01
1.014094098447679426e+04,5.381163986560077461e+01
1.014094100332358721e+04,5.381163986560077461e+01
1.014094102217037835e+04,5.381163986560077461e+01
1.014094104101717130e+04,5.381163986560077461e+01
1.014094105986396426e+04,5.381163986560077461e+01
1.014094107871075539e+04,5.381163986560077461e+01
1.014094109755754835e+04,5.381163986560077461e+01
1.014094111640433948e+04,5.381163986560077461e+01
1.014094113525113244e+04,5.381163986560077461e+01
1.014094115409792357e+04,5.381163986560077461e+01
1.014094117294471653e+04,5.381163986560077461e+01
1.014094119179150766e+04,5.381163986560077461e+01
1.014094121063830062e+04,5.381163986560077461e+01
1.014094122948509175e+04,5.381163986560077461e+01
1.014094124833188471e+04,5.381163986560077461e+01
1.014094126717867584e+04,5.381163986560077461e+01
1.014094128602546880e+04,5.381163986560077461e+01
1.014094130487225993e+04,5.381163986560077461e+01
1.014094132371905289e+04,5.381163986560077461e+01
1.014094134256584402e+04,5.381163986560077461e+01
1.014094136141263698e+04,5.381163986560077461e+01
1.014094138025942812e+04,5.381163986560077461e+01
1.014094139910622107e+04,5.381163986560077461e+01
1.014094141795301221e+04,5.381163986560077461e+01
1.014094143679980516e+04,5.381163986560077461e+01
1.014094145564659811e+04,5.381163986560077461e+01
1.014094147449338925e+04,5.381163986560077461e+01
1.014094149334018221e+04,5.381163986560077461e+01
1.014094151218697334e+04,5.381163986560077461e+01
1.014094153103376630e+04,5.381163986560077461e+01
1.014094154988055743e+04,5.381163986560077461e+01
1.014094156872735039e+04,5.381163986560077461e+01
1.014094158757414152e+04,5.381163986560077461e+01
1.014094160642093448e+04,5.381163986560077461e+01
1.014094162526772561e+04,5.381163986560077461e+01
1.014094164411451857e+04,5.381163986560077461e+01
1.014094166296130970e+04,5.381163986560077461e+01
1.014094168180810266e+04,5.381163986560077461e+01
1.014094170065489379e+04,5.381163986560077461e+01
1.014094171950168675e+04,5.381163986560077461e+01
