Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.014846018518507481e+04,2.595389894410696563e+00
1.014846020605984813e+04,2.595389956778237917e+00
1.014846022693461964e+04,2.595390019138588578e+00
1.014846024780939297e+04,2.595390081491760093e+00
1.014846026868416629e+04,2.595390143837744912e+00
1.014846028955893780e+04,2.595390206176539039e+00
1.014846031043371113e+04,2.595390268508150911e+00
1.014846033130848264e+04,2.595390330832571202e+00
1.014846035218325596e+04,2.595390393149808794e+00
1.014846037305802929e+04,2.595390455459858359e+00
1.014846039393280080e+04,2.595390517762714566e+00
1.014846041480757413e+04,2.595390580058386298e+00
1.014846043568234745e+04,2.595390642346869114e+00
1.014846045655711896e+04,2.595390704628156353e+00
1.014846047743189229e+04,2.595390766902258672e+00
1.014846049830666561e+04,2.595390829169170299e+00
1.014846051918143712e+04,2.595390891428885016e+00
1.014846054005621045e+04,2.595390953681413038e+00
1.014846056093098196e+04,2.595391015926743705e+00
1.014846058180575528e+04,2.595391078164887233e+00
1.014846060268052861e+04,2.595391140395837404e+00
1.014846062355530012e+04,2.595391202619588000e+00
1.014846064443007344e+04,2.595391264836150125e+00
1.014846066530484677e+04,2.595391327045518004e+00
1.014846068617961828e+04,2.595391389247684977e+00
1.014846070705439161e+04,2.595391451442661701e+00
1.014846072792916493e+04,2.595391513630442848e+00
1.014846074880393644e+04,2.595391575811022200e+00
1.014846076967870977e+04,2.595391637984409083e+00
1.014846079055348127e+04,2.595391700150593728e+00
1.014846081142825460e+04,2.595391762309585459e+00
1.014846083230302793e+04,2.595391824461378949e+00
1.014846085317779944e+04,2.595391886605968867e+00
1.014846087405257276e+04,2.595391948743364097e+00
1.014846089492734609e+04,2.595392010873560196e+00
1.014846091580211760e+04,2.595392072996550059e+00
1.014846093667689092e+04,2.595392135112344789e+00
1.014846095755166243e+04,2.595392197220932839e+00
1.014846097842643576e+04,2.595392259322324868e+00
1.014846099930120909e+04,2.595392321416514214e+00
1.014846102017598059e+04,2.595392383503496436e+00
1.014846104105075392e+04,2.595392445583280416e+00
1.014846106192552725e+04,2.595392507655861269e+00
1.014846108280029875e+04,2.595392569721232334e+00
1.014846110367507208e+04,2.595392631779404269e+00
1.014846112454984541e+04,2.595392693830371300e+00
1.014846114542461692e+04,2.595392755874128099e+00
1.014846116629939024e+04,2.595392817910683991e+00
1.014846118717416175e+04,2.595392879940027875e+00
1.014846120804893508e+04,2.595392941962170852e+00
1.014846122892370840e+04,2.595393003977106705e+00
1.014846124979847991e+04,2.595393065984828773e+00
1.014846127067325324e+04,2.595393127985348602e+00
1.014846129154802657e+04,2.595393189978659532e+00
1.014846131242279807e+04,2.595393251964755787e+00
1.014846133329757140e+04,2.595393313943648028e+00
1.014846135417234473e+04,2.595393375915330036e+00
1.014846137504711623e+04,2.595393437879796483e+00
1.014846139592188956e+04,2.595393499837056694e+00
1.014846141679666107e+04,2.595393561787100456e+00
1.014846143767143440e+04,2.595393623729937538e+00
1.014846145854620772e+04,2.595393685665562611e+00
1.014846147942097923e+04,2.595393747593969014e+00
1.014846150029575256e+04,2.595393809515167405e+00
1.014846152117052588e+04,2.595393871429152455e+00
1.014846154204529739e+04,2.595393933335917502e+00
1.014846156292007072e+04,2.595393995235473206e+00
1.014846158379484405e+04,2.595394057127813792e+00
